"Status","Year","Disability","Ethnicity","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Heterosexual / straight","120","110","29850","28200"
"In post","2022","Declared disabled","Asian","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","AA","Heterosexual / straight","45","40","22310","21930"
"In post","2022","Declared disabled","Black","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","AO","Heterosexual / straight","340","305","24400","23770"
"In post","2022","Declared disabled","Black","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","AO","Undeclared","35","30","23600","23460"
"In post","2022","Declared disabled","Black","AO","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Black","EO","Heterosexual / straight","610","575","29460","29370"
"In post","2022","Declared disabled","Black","EO","LGBO","30","30","29200","29410"
"In post","2022","Declared disabled","Black","EO","Undeclared","40","40","29670","30300"
"In post","2022","Declared disabled","Black","EO","Unknown","50","45","30580","31060"
"In post","2022","Declared disabled","Black","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","G7","Heterosexual / straight","105","105","56400","54700"
"In post","2022","Declared disabled","Black","G7","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","HEO","Heterosexual / straight","240","235","35020","35050"
"In post","2022","Declared disabled","Black","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","SEO","Heterosexual / straight","145","140","42520","41530"
"In post","2022","Declared disabled","Black","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Heterosexual / straight","235","225","32510","30310"
"In post","2022","Declared disabled","Black","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","AA","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","AO","Heterosexual / straight","200","180","22770","21260"
"In post","2022","Declared disabled","Mixed","AO","LGBO","45","40","24120","21680"
"In post","2022","Declared disabled","Mixed","AO","Undeclared","30","30","22760","21440"
"In post","2022","Declared disabled","Mixed","AO","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","EO","Heterosexual / straight","275","255","28590","27570"
"In post","2022","Declared disabled","Mixed","EO","LGBO","60","60","27550","27570"
"In post","2022","Declared disabled","Mixed","EO","Undeclared","50","45","28430","27570"
"In post","2022","Declared disabled","Mixed","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","G7","Heterosexual / straight","95","90","55360","54190"
"In post","2022","Declared disabled","Mixed","G7","LGBO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","G7","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","HEO","Heterosexual / straight","160","150","34630","33900"
"In post","2022","Declared disabled","Mixed","HEO","LGBO","40","40","34320","34130"
"In post","2022","Declared disabled","Mixed","HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SEO","Heterosexual / straight","80","75","42330","41470"
"In post","2022","Declared disabled","Mixed","SEO","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","SEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Heterosexual / straight","110","105","32030","30210"
"In post","2022","Declared disabled","Mixed","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AO","Heterosexual / straight","35","30","23720","21410"
"In post","2022","Declared disabled","Other ethnicity","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","EO","Heterosexual / straight","80","75","28750","27570"
"In post","2022","Declared disabled","Other ethnicity","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","EO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G7","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","HEO","Heterosexual / straight","55","55","34820","34020"
"In post","2022","Declared disabled","Other ethnicity","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AA","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AO","Heterosexual / straight","105","95","23190","21840"
"In post","2022","Declared disabled","Undeclared","AO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AO","Undeclared","325","285","22700","21260"
"In post","2022","Declared disabled","Undeclared","AO","Unknown","90","75","22000","21260"
"In post","2022","Declared disabled","Undeclared","EO","Heterosexual / straight","140","130","28300","27570"
"In post","2022","Declared disabled","Undeclared","EO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","EO","Undeclared","415","380","28150","27570"
"In post","2022","Declared disabled","Undeclared","EO","Unknown","105","95","29540","27570"
"In post","2022","Declared disabled","Undeclared","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","G6","Undeclared","35","35","68610","68200"
"In post","2022","Declared disabled","Undeclared","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","G7","Undeclared","100","100","55380","54650"
"In post","2022","Declared disabled","Undeclared","G7","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","HEO","Heterosexual / straight","45","45","34560","33590"
"In post","2022","Declared disabled","Undeclared","HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","HEO","Undeclared","210","200","34050","33370"
"In post","2022","Declared disabled","Undeclared","HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SEO","Heterosexual / straight","45","45","41380","41190"
"In post","2022","Declared disabled","Undeclared","SEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SEO","Undeclared","140","135","41870","40710"
"In post","2022","Declared disabled","Undeclared","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Undeclared","95","90","33730","33700"
"In post","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA","Unknown","30","30","21110","21050"
"In post","2022","Declared disabled","Unknown","AO","Heterosexual / straight","85","75","22590","22080"
"In post","2022","Declared disabled","Unknown","AO","LGBO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AO","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AO","Unknown","250","215","23290","22000"
"In post","2022","Declared disabled","Unknown","EO","Heterosexual / straight","55","50","27890","27570"
"In post","2022","Declared disabled","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","Unknown","275","250","29980","28430"
"In post","2022","Declared disabled","Unknown","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G7","Unknown","55","50","56390","55210"
"In post","2022","Declared disabled","Unknown","HEO","Heterosexual / straight","60","55","33280","33370"
"In post","2022","Declared disabled","Unknown","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","HEO","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","HEO","Unknown","115","110","35230","34480"
"In post","2022","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO","Unknown","70","65","42480","40770"
"In post","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","35","35","35320","34340"
"In post","2022","Declared disabled","White","AA","Heterosexual / straight","1305","1160","20440","20310"
"In post","2022","Declared disabled","White","AA","LGBO","135","130","20850","21050"
"In post","2022","Declared disabled","White","AA","Undeclared","200","160","19730","19200"
"In post","2022","Declared disabled","White","AA","Unknown","95","80","21400","21250"
"In post","2022","Declared disabled","White","AO","Heterosexual / straight","8635","7550","22590","21260"
"In post","2022","Declared disabled","White","AO","LGBO","950","895","22960","21260"
"In post","2022","Declared disabled","White","AO","Undeclared","1000","855","22590","21260"
"In post","2022","Declared disabled","White","AO","Unknown","750","625","22430","21260"
"In post","2022","Declared disabled","White","EO","Heterosexual / straight","9995","9025","27730","27570"
"In post","2022","Declared disabled","White","EO","LGBO","1160","1115","27730","27570"
"In post","2022","Declared disabled","White","EO","Undeclared","1070","955","27820","27570"
"In post","2022","Declared disabled","White","EO","Unknown","650","560","28020","27570"
"In post","2022","Declared disabled","White","G6","Heterosexual / straight","900","860","68580","67910"
"In post","2022","Declared disabled","White","G6","LGBO","120","120","67730","66250"
"In post","2022","Declared disabled","White","G6","Undeclared","90","85","70260","68720"
"In post","2022","Declared disabled","White","G6","Unknown","45","40","68540","67910"
"In post","2022","Declared disabled","White","G7","Heterosexual / straight","2500","2405","54980","54540"
"In post","2022","Declared disabled","White","G7","LGBO","385","375","54700","54270"
"In post","2022","Declared disabled","White","G7","Undeclared","230","220","56040","55170"
"In post","2022","Declared disabled","White","G7","Unknown","125","120","54720","55210"
"In post","2022","Declared disabled","White","HEO","Heterosexual / straight","4965","4705","33620","33300"
"In post","2022","Declared disabled","White","HEO","LGBO","775","755","33390","33270"
"In post","2022","Declared disabled","White","HEO","Undeclared","465","445","33830","33350"
"In post","2022","Declared disabled","White","HEO","Unknown","240","215","33830","33370"
"In post","2022","Declared disabled","White","SCS level","Heterosexual / straight","335","325","90030","81220"
"In post","2022","Declared disabled","White","SCS level","LGBO","50","50","86250","77410"
"In post","2022","Declared disabled","White","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","White","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","White","SEO","Heterosexual / straight","3385","3230","41870","40580"
"In post","2022","Declared disabled","White","SEO","LGBO","425","415","40590","40180"
"In post","2022","Declared disabled","White","SEO","Undeclared","320","305","41620","40700"
"In post","2022","Declared disabled","White","SEO","Unknown","135","130","40580","40520"
"In post","2022","Declared disabled","White","Unknown","Heterosexual / straight","2340","2165","31050","28320"
"In post","2022","Declared disabled","White","Unknown","LGBO","280","270","29790","27060"
"In post","2022","Declared disabled","White","Unknown","Undeclared","155","145","31380","30210"
"In post","2022","Declared disabled","White","Unknown","Unknown","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","AA","Heterosexual / straight","415","375","21070","21050"
"In post","2022","Declared non-disabled","Asian","AA","LGBO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","AA","Undeclared","55","45","20790","21250"
"In post","2022","Declared non-disabled","Asian","AA","Unknown","30","25","21780","21450"
"In post","2022","Declared non-disabled","Asian","AO","Heterosexual / straight","5085","4565","22770","21260"
"In post","2022","Declared non-disabled","Asian","AO","LGBO","130","115","23080","21300"
"In post","2022","Declared non-disabled","Asian","AO","Undeclared","405","350","22880","21680"
"In post","2022","Declared non-disabled","Asian","AO","Unknown","665","535","22360","21260"
"In post","2022","Declared non-disabled","Asian","EO","Heterosexual / straight","7265","6875","28270","27570"
"In post","2022","Declared non-disabled","Asian","EO","LGBO","145","135","28200","27570"
"In post","2022","Declared non-disabled","Asian","EO","Undeclared","440","395","28540","28600"
"In post","2022","Declared non-disabled","Asian","EO","Unknown","715","625","28650","27570"
"In post","2022","Declared non-disabled","Asian","G6","Heterosexual / straight","570","550","69350","67650"
"In post","2022","Declared non-disabled","Asian","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","G6","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","G6","Unknown","35","35","70920","66640"
"In post","2022","Declared non-disabled","Asian","G7","Heterosexual / straight","1985","1945","56090","54880"
"In post","2022","Declared non-disabled","Asian","G7","LGBO","60","60","55570","54700"
"In post","2022","Declared non-disabled","Asian","G7","Undeclared","90","85","56020","54850"
"In post","2022","Declared non-disabled","Asian","G7","Unknown","140","130","56350","54850"
"In post","2022","Declared non-disabled","Asian","HEO","Heterosexual / straight","3970","3860","34280","33570"
"In post","2022","Declared non-disabled","Asian","HEO","LGBO","75","75","35010","34550"
"In post","2022","Declared non-disabled","Asian","HEO","Undeclared","185","180","34770","34260"
"In post","2022","Declared non-disabled","Asian","HEO","Unknown","220","210","34970","33430"
"In post","2022","Declared non-disabled","Asian","SCS level","Heterosexual / straight","215","210","89210","82500"
"In post","2022","Declared non-disabled","Asian","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","SCS level","Unknown","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","SEO","Heterosexual / straight","2400","2355","42190","41750"
"In post","2022","Declared non-disabled","Asian","SEO","LGBO","55","55","41970","41740"
"In post","2022","Declared non-disabled","Asian","SEO","Undeclared","130","125","42260","41950"
"In post","2022","Declared non-disabled","Asian","SEO","Unknown","135","130","41840","40520"
"In post","2022","Declared non-disabled","Asian","Unknown","Heterosexual / straight","585","545","29980","27980"
"In post","2022","Declared non-disabled","Asian","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","AA","Heterosexual / straight","320","305","22440","21910"
"In post","2022","Declared non-disabled","Black","AA","LGBO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","AA","Unknown","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Black","AO","Heterosexual / straight","2415","2270","24740","23990"
"In post","2022","Declared non-disabled","Black","AO","LGBO","45","45","24740","23770"
"In post","2022","Declared non-disabled","Black","AO","Undeclared","140","120","24630","24310"
"In post","2022","Declared non-disabled","Black","AO","Unknown","235","205","24460","23720"
"In post","2022","Declared non-disabled","Black","EO","Heterosexual / straight","3765","3635","29130","29080"
"In post","2022","Declared non-disabled","Black","EO","LGBO","80","80","28990","29120"
"In post","2022","Declared non-disabled","Black","EO","Undeclared","195","185","29320","29290"
"In post","2022","Declared non-disabled","Black","EO","Unknown","385","350","29960","31060"
"In post","2022","Declared non-disabled","Black","G6","Heterosexual / straight","150","145","69750","68500"
"In post","2022","Declared non-disabled","Black","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","G7","Heterosexual / straight","835","830","55970","54700"
"In post","2022","Declared non-disabled","Black","G7","LGBO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Black","G7","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Black","G7","Unknown","50","50","55860","54400"
"In post","2022","Declared non-disabled","Black","HEO","Heterosexual / straight","1935","1905","34710","34260"
"In post","2022","Declared non-disabled","Black","HEO","LGBO","30","30","34060","34630"
"In post","2022","Declared non-disabled","Black","HEO","Undeclared","80","75","35210","34660"
"In post","2022","Declared non-disabled","Black","HEO","Unknown","95","90","35640","35880"
"In post","2022","Declared non-disabled","Black","SCS level","Heterosexual / straight","65","65","88140","80650"
"In post","2022","Declared non-disabled","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","SEO","Heterosexual / straight","1215","1200","42340","41900"
"In post","2022","Declared non-disabled","Black","SEO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Black","SEO","Undeclared","50","45","42800","41970"
"In post","2022","Declared non-disabled","Black","SEO","Unknown","50","50","42620","42870"
"In post","2022","Declared non-disabled","Black","Unknown","Heterosexual / straight","825","795","30980","28200"
"In post","2022","Declared non-disabled","Black","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","AA","Heterosexual / straight","100","95","21060","20890"
"In post","2022","Declared non-disabled","Mixed","AA","LGBO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","AO","Heterosexual / straight","1095","1020","23950","21960"
