"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","SEO","Heterosexual / straight","1170","1115","40630","40180"
"In post","2022","Analysis","SEO","LGBO","110","110","40620","39850"
"In post","2022","Analysis","SEO","Undeclared","140","135","40980","40520"
"In post","2022","Analysis","SEO","Unknown","420","405","39590","38340"
"In post","2022","Commercial","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","AO","Heterosexual / straight","140","130","22480","21840"
"In post","2022","Commercial","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","AO","Undeclared","30","30","22210","21840"
"In post","2022","Commercial","AO","Unknown","70","65","23120","22080"
"In post","2022","Commercial","EO","Heterosexual / straight","530","510","26600","26350"
"In post","2022","Commercial","EO","LGBO","35","30","26690","26520"
"In post","2022","Commercial","EO","Undeclared","70","65","27130","26780"
"In post","2022","Commercial","EO","Unknown","125","125","26660","26590"
"In post","2022","Commercial","G6","Heterosexual / straight","290","285","68440","66830"
"In post","2022","Commercial","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","G6","Undeclared","40","40","70440","68260"
"In post","2022","Commercial","G6","Unknown","335","335","76340","74800"
"In post","2022","Commercial","G7","Heterosexual / straight","585","570","53200","53360"
"In post","2022","Commercial","G7","LGBO","45","45","53640","53360"
"In post","2022","Commercial","G7","Undeclared","85","85","53460","53360"
"In post","2022","Commercial","G7","Unknown","845","835","59810","60380"
"In post","2022","Commercial","HEO","Heterosexual / straight","870","845","32740","33000"
"In post","2022","Commercial","HEO","LGBO","45","45","32240","33000"
"In post","2022","Commercial","HEO","Undeclared","95","90","33390","33080"
"In post","2022","Commercial","HEO","Unknown","160","150","32880","33000"
"In post","2022","Commercial","SCS level","Heterosexual / straight","155","155","104740","95180"
"In post","2022","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","SCS level","Unknown","160","155","118020","116730"
"In post","2022","Commercial","SEO","Heterosexual / straight","1145","1110","40560","40580"
"In post","2022","Commercial","SEO","LGBO","55","55","39680","39680"
"In post","2022","Commercial","SEO","Undeclared","190","185","40680","40650"
"In post","2022","Commercial","SEO","Unknown","260","255","40410","40180"
"In post","2022","Commercial","Unknown","Heterosexual / straight","130","130","40030","37560"
"In post","2022","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Unknown","10","5","[c]","[c]"
"In post","2022","Communications","AO","Heterosexual / straight","285","260","21910","21270"
"In post","2022","Communications","AO","LGBO","20","15","[c]","[c]"
"In post","2022","Communications","AO","Undeclared","45","40","21920","21840"
"In post","2022","Communications","AO","Unknown","115","110","21820","21250"
"In post","2022","Communications","EO","Heterosexual / straight","1770","1710","26950","26820"
"In post","2022","Communications","EO","LGBO","150","150","26880","26820"
"In post","2022","Communications","EO","Undeclared","200","190","27250","26820"
"In post","2022","Communications","EO","Unknown","1120","1085","26890","26820"
"In post","2022","Communications","G6","Heterosexual / straight","240","230","67620","66500"
"In post","2022","Communications","G6","LGBO","20","20","[c]","[c]"
"In post","2022","Communications","G6","Undeclared","50","45","66970","66230"
"In post","2022","Communications","G6","Unknown","60","60","67350","66250"
"In post","2022","Communications","G7","Heterosexual / straight","555","535","54760","54700"
"In post","2022","Communications","G7","LGBO","45","45","55170","54540"
"In post","2022","Communications","G7","Undeclared","85","85","54410","53360"
"In post","2022","Communications","G7","Unknown","155","150","55100","54700"
"In post","2022","Communications","HEO","Heterosexual / straight","1305","1265","33740","33370"
"In post","2022","Communications","HEO","LGBO","130","130","33610","33370"
"In post","2022","Communications","HEO","Undeclared","145","140","33870","33370"
"In post","2022","Communications","HEO","Unknown","565","555","33560","33370"
"In post","2022","Communications","SCS level","Heterosexual / straight","90","85","91720","83570"
"In post","2022","Communications","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","SCS level","Unknown","30","30","[c]","[c]"
"In post","2022","Communications","SEO","Heterosexual / straight","870","845","41190","40520"
"In post","2022","Communications","SEO","LGBO","80","80","41730","41170"
"In post","2022","Communications","SEO","Undeclared","85","85","41480","40630"
"In post","2022","Communications","SEO","Unknown","270","265","41300","40550"
"In post","2022","Communications","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","AO","Heterosexual / straight","1685","1480","22340","21260"
"In post","2022","Counter Fraud","AO","LGBO","100","95","22170","21260"
"In post","2022","Counter Fraud","AO","Undeclared","290","245","22360","21260"
"In post","2022","Counter Fraud","AO","Unknown","665","560","22360","21260"
"In post","2022","Counter Fraud","EO","Heterosexual / straight","4390","4035","28080","27570"
"In post","2022","Counter Fraud","EO","LGBO","260","250","28170","27570"
"In post","2022","Counter Fraud","EO","Undeclared","585","525","28270","27570"
"In post","2022","Counter Fraud","EO","Unknown","1960","1795","28250","27570"
"In post","2022","Counter Fraud","G6","Heterosexual / straight","225","220","69220","67910"
"In post","2022","Counter Fraud","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","G6","Undeclared","45","40","70510","68010"
"In post","2022","Counter Fraud","G6","Unknown","35","35","68950","67910"
"In post","2022","Counter Fraud","G7","Heterosexual / straight","670","645","56440","55210"
"In post","2022","Counter Fraud","G7","LGBO","45","40","55540","55210"
"In post","2022","Counter Fraud","G7","Undeclared","115","105","56940","55210"
"In post","2022","Counter Fraud","G7","Unknown","175","165","56260","55210"
"In post","2022","Counter Fraud","HEO","Heterosexual / straight","2575","2440","34190","33370"
"In post","2022","Counter Fraud","HEO","LGBO","145","140","34200","33370"
"In post","2022","Counter Fraud","HEO","Undeclared","370","350","34640","33370"
"In post","2022","Counter Fraud","HEO","Unknown","950","915","34750","33370"
"In post","2022","Counter Fraud","SCS level","Heterosexual / straight","40","40","81580","79840"
"In post","2022","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Heterosexual / straight","1125","1080","40940","40520"
"In post","2022","Counter Fraud","SEO","LGBO","45","45","40940","40520"
"In post","2022","Counter Fraud","SEO","Undeclared","160","150","41440","40520"
"In post","2022","Counter Fraud","SEO","Unknown","335","325","41550","40520"
"In post","2022","Debt","AA","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Debt","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","AO","Heterosexual / straight","2935","2560","21590","21260"
"In post","2022","Debt","AO","LGBO","215","205","21510","21250"
"In post","2022","Debt","AO","Undeclared","375","315","21860","21260"
"In post","2022","Debt","AO","Unknown","1625","1445","21740","21250"
"In post","2022","Debt","EO","Heterosexual / straight","750","670","27640","27570"
"In post","2022","Debt","EO","LGBO","70","65","27660","26820"
"In post","2022","Debt","EO","Undeclared","95","85","28310","27570"
"In post","2022","Debt","EO","Unknown","305","280","28130","26820"
"In post","2022","Debt","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Debt","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Debt","G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Debt","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G7","Unknown","10","10","[c]","[c]"
"In post","2022","Debt","HEO","Heterosexual / straight","200","180","33400","33370"
"In post","2022","Debt","HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Debt","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Debt","HEO","Unknown","50","45","34200","33370"
"In post","2022","Debt","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO","Heterosexual / straight","65","65","40110","40520"
"In post","2022","Debt","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Debt","SEO","Unknown","20","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA","Heterosexual / straight","55","50","19350","19380"
"In post","2022","Digital, Data & Technology","AA","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA","Unknown","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","AO","Heterosexual / straight","595","580","22210","21380"
"In post","2022","Digital, Data & Technology","AO","LGBO","40","40","21740","21430"
"In post","2022","Digital, Data & Technology","AO","Undeclared","90","85","22140","21830"
"In post","2022","Digital, Data & Technology","AO","Unknown","130","120","21890","21340"
"In post","2022","Digital, Data & Technology","EO","Heterosexual / straight","2480","2370","27570","27130"
"In post","2022","Digital, Data & Technology","EO","LGBO","180","175","27220","27040"
"In post","2022","Digital, Data & Technology","EO","Undeclared","380","365","27830","27130"
"In post","2022","Digital, Data & Technology","EO","Unknown","755","720","27780","27570"
"In post","2022","Digital, Data & Technology","G6","Heterosexual / straight","935","915","67470","66440"
"In post","2022","Digital, Data & Technology","G6","LGBO","50","50","67920","66930"
"In post","2022","Digital, Data & Technology","G6","Undeclared","145","140","68180","67910"
"In post","2022","Digital, Data & Technology","G6","Unknown","250","250","68500","66850"
"In post","2022","Digital, Data & Technology","G7","Heterosexual / straight","3160","3090","54630","54540"
"In post","2022","Digital, Data & Technology","G7","LGBO","225","225","55040","54700"
"In post","2022","Digital, Data & Technology","G7","Undeclared","440","435","54900","54540"
"In post","2022","Digital, Data & Technology","G7","Unknown","790","775","55090","54700"
"In post","2022","Digital, Data & Technology","HEO","Heterosexual / straight","3560","3445","33620","33300"
"In post","2022","Digital, Data & Technology","HEO","LGBO","240","235","32860","33000"
"In post","2022","Digital, Data & Technology","HEO","Undeclared","625","605","34120","33350"
"In post","2022","Digital, Data & Technology","HEO","Unknown","935","915","33700","33370"
"In post","2022","Digital, Data & Technology","SCS level","Heterosexual / straight","250","245","92060","85000"
"In post","2022","Digital, Data & Technology","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS level","Unknown","55","55","94670","89270"
"In post","2022","Digital, Data & Technology","SEO","Heterosexual / straight","3695","3595","41040","40520"
"In post","2022","Digital, Data & Technology","SEO","LGBO","240","235","40200","40140"
"In post","2022","Digital, Data & Technology","SEO","Undeclared","615","590","41230","40580"
"In post","2022","Digital, Data & Technology","SEO","Unknown","1005","985","41240","40520"
"In post","2022","Digital, Data & Technology","Unknown","Heterosexual / straight","60","55","34760","32020"
"In post","2022","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","AA","Heterosexual / straight","35","25","20230","21250"
"In post","2022","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","Finance","AA","Unknown","45","35","21320","21250"
"In post","2022","Finance","AO","Heterosexual / straight","925","800","21790","21260"
"In post","2022","Finance","AO","LGBO","35","35","21580","21250"
"In post","2022","Finance","AO","Undeclared","145","120","21940","21840"
"In post","2022","Finance","AO","Unknown","525","445","21890","21250"
"In post","2022","Finance","EO","Heterosexual / straight","1480","1400","26820","26750"
"In post","2022","Finance","EO","LGBO","80","80","26310","26770"
"In post","2022","Finance","EO","Undeclared","225","210","27040","26840"
"In post","2022","Finance","EO","Unknown","315","300","27140","26820"
"In post","2022","Finance","G6","Heterosexual / straight","575","560","67000","66730"
"In post","2022","Finance","G6","LGBO","25","25","[c]","[c]"
"In post","2022","Finance","G6","Undeclared","75","75","68230","67490"
"In post","2022","Finance","G6","Unknown","115","110","69140","67910"
"In post","2022","Finance","G7","Heterosexual / straight","1420","1385","54720","54270"
"In post","2022","Finance","G7","LGBO","70","70","54450","54160"
"In post","2022","Finance","G7","Undeclared","210","205","54520","53760"
"In post","2022","Finance","G7","Unknown","275","265","54820","54160"
"In post","2022","Finance","HEO","Heterosexual / straight","1860","1780","33370","33080"
"In post","2022","Finance","HEO","LGBO","105","100","32780","32640"
"In post","2022","Finance","HEO","Undeclared","260","250","33790","33300"
"In post","2022","Finance","HEO","Unknown","430","415","33750","33290"
"In post","2022","Finance","SCS level","Heterosexual / straight","225","220","87340","79950"
"In post","2022","Finance","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","SCS level","Undeclared","30","30","86680","77090"
"In post","2022","Finance","SCS level","Unknown","35","35","89010","82670"
"In post","2022","Finance","SEO","Heterosexual / straight","1980","1910","40780","40520"
"In post","2022","Finance","SEO","LGBO","85","85","39610","40180"
"In post","2022","Finance","SEO","Undeclared","265","255","41490","40650"
"In post","2022","Finance","SEO","Unknown","445","435","40920","40520"
"In post","2022","Finance","Unknown","Heterosexual / straight","50","45","52320","45510"
"In post","2022","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AO","Heterosexual / straight","485","430","21280","21300"
"In post","2022","Grants Management","AO","LGBO","40","35","21240","21300"
"In post","2022","Grants Management","AO","Undeclared","45","40","21300","21300"
"In post","2022","Grants Management","AO","Unknown","715","660","21270","21300"
"In post","2022","Grants Management","EO","Heterosexual / straight","300","270","25560","25190"
"In post","2022","Grants Management","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Grants Management","EO","Undeclared","25","25","[c]","[c]"
"In post","2022","Grants Management","EO","Unknown","260","240","25270","24920"
"In post","2022","Grants Management","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Grants Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Grants Management","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Grants Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G7","Unknown","20","20","[c]","[c]"
"In post","2022","Grants Management","HEO","Heterosexual / straight","135","125","30400","30230"
"In post","2022","Grants Management","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Grants Management","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Grants Management","HEO","Unknown","85","80","30330","30230"
"In post","2022","Grants Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SEO","Heterosexual / straight","75","70","37470","37230"
"In post","2022","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SEO","Unknown","30","30","37260","36520"
"In post","2022","Human Resources","AA","Heterosexual / straight","45","40","20190","19810"
"In post","2022","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","AA","Unknown","15","10","[c]","[c]"
"In post","2022","Human Resources","AO","Heterosexual / straight","1115","1010","21790","21260"
"In post","2022","Human Resources","AO","LGBO","70","70","21590","21250"
"In post","2022","Human Resources","AO","Undeclared","145","130","21770","21380"
"In post","2022","Human Resources","AO","Unknown","235","210","21820","21250"
"In post","2022","Human Resources","EO","Heterosexual / straight","1830","1715","27250","27270"
"In post","2022","Human Resources","EO","LGBO","135","130","27020","27450"
"In post","2022","Human Resources","EO","Undeclared","220","205","27750","27570"
"In post","2022","Human Resources","EO","Unknown","400","375","27270","26830"
"In post","2022","Human Resources","G6","Heterosexual / straight","505","495","66840","66260"
"In post","2022","Human Resources","G6","LGBO","45","45","66700","66060"
"In post","2022","Human Resources","G6","Undeclared","30","30","68650","68090"
"In post","2022","Human Resources","G6","Unknown","55","50","66480","66320"
"In post","2022","Human Resources","G7","Heterosexual / straight","1345","1300","54200","54370"
"In post","2022","Human Resources","G7","LGBO","105","105","54140","54070"
"In post","2022","Human Resources","G7","Undeclared","90","85","55370","55010"
"In post","2022","Human Resources","G7","Unknown","170","165","54350","54670"
"In post","2022","Human Resources","HEO","Heterosexual / straight","2185","2080","33280","33120"
"In post","2022","Human Resources","HEO","LGBO","185","180","32910","32790"
"In post","2022","Human Resources","HEO","Undeclared","180","175","33490","33300"
"In post","2022","Human Resources","HEO","Unknown","355","335","33330","33080"
"In post","2022","Human Resources","SCS level","Heterosexual / straight","205","200","87830","79960"
"In post","2022","Human Resources","SCS level","LGBO","20","20","[c]","[c]"
"In post","2022","Human Resources","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Human Resources","SEO","Heterosexual / straight","1550","1485","40710","40520"
"In post","2022","Human Resources","SEO","LGBO","85","85","41010","40520"
"In post","2022","Human Resources","SEO","Undeclared","120","120","41440","40650"
"In post","2022","Human Resources","SEO","Unknown","190","185","40170","40520"
"In post","2022","Human Resources","Unknown","Heterosexual / straight","35","35","44790","46180"
"In post","2022","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AO","Unknown","5","5","[c]","[c]"
"In post","2022","Internal Audit","EO","Heterosexual / straight","35","35","27880","26930"
"In post","2022","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6","Heterosexual / straight","60","60","65930","64910"
"In post","2022","Internal Audit","G6","LGBO","5","5","[c]","[c]"
"In post","2022","Internal Audit","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G7","Heterosexual / straight","105","100","54300","54130"
"In post","2022","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Internal Audit","G7","Unknown","10","5","[c]","[c]"
"In post","2022","Internal Audit","HEO","Heterosexual / straight","115","110","33950","33300"
"In post","2022","Internal Audit","HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Internal Audit","HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Internal Audit","HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO","Heterosexual / straight","240","225","43880","43180"
"In post","2022","Internal Audit","SEO","LGBO","15","10","[c]","[c]"
"In post","2022","Internal Audit","SEO","Undeclared","35","30","43630","43160"
"In post","2022","Internal Audit","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Legal","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA","Unknown","10","10","[c]","[c]"
"In post","2022","Legal","AO","Heterosexual / straight","1115","1035","22760","22200"
"In post","2022","Legal","AO","LGBO","70","70","22370","22200"
"In post","2022","Legal","AO","Undeclared","65","65","22490","22200"
"In post","2022","Legal","AO","Unknown","350","310","23050","22200"
"In post","2022","Legal","EO","Heterosexual / straight","1470","1380","27900","27460"
"In post","2022","Legal","EO","LGBO","110","110","27830","27230"
"In post","2022","Legal","EO","Undeclared","115","105","28260","27580"
"In post","2022","Legal","EO","Unknown","435","395","28370","28430"
"In post","2022","Legal","G6","Heterosexual / straight","915","855","69600","67910"
"In post","2022","Legal","G6","LGBO","75","75","70190","69690"
"In post","2022","Legal","G6","Undeclared","115","105","71090","71720"
"In post","2022","Legal","G6","Unknown","385","355","70390","68120"
"In post","2022","Legal","G7","Heterosexual / straight","3135","2910","55450","53350"
"In post","2022","Legal","G7","LGBO","170","160","55180","53050"
"In post","2022","Legal","G7","Undeclared","210","195","56740","54810"
"In post","2022","Legal","G7","Unknown","990","890","57380","55610"
"In post","2022","Legal","HEO","Heterosexual / straight","915","880","35260","33840"
"In post","2022","Legal","HEO","LGBO","60","60","35630","33370"
"In post","2022","Legal","HEO","Undeclared","65","65","34760","33600"
"In post","2022","Legal","HEO","Unknown","250","240","34990","33930"
"In post","2022","Legal","SCS level","Heterosexual / straight","305","295","88580","82870"
"In post","2022","Legal","SCS level","LGBO","30","30","86530","79660"
"In post","2022","Legal","SCS level","Undeclared","35","35","82820","79820"
"In post","2022","Legal","SCS level","Unknown","85","85","87950","82500"
"In post","2022","Legal","SEO","Heterosexual / straight","665","635","45630","41750"
"In post","2022","Legal","SEO","LGBO","35","35","45550","41750"
"In post","2022","Legal","SEO","Undeclared","55","50","46560","42040"
"In post","2022","Legal","SEO","Unknown","150","135","45310","42510"
"In post","2022","No function","AA","Heterosexual / straight","6465","5720","20760","20890"
"In post","2022","No function","AA","LGBO","450","430","20820","20890"
"In post","2022","No function","AA","Undeclared","990","815","20110","19200"
"In post","2022","No function","AA","Unknown","2975","2595","21110","20920"
"In post","2022","No function","AO","Heterosexual / straight","51110","46000","23360","21300"
"In post","2022","No function","AO","LGBO","3500","3350","23700","21410"
"In post","2022","No function","AO","Undeclared","6505","5705","23190","21490"
"In post","2022","No function","AO","Unknown","21790","19300","23240","21270"
"In post","2022","No function","EO","Heterosexual / straight","51365","47495","28330","27570"
"In post","2022","No function","EO","LGBO","3395","3285","28210","27570"
"In post","2022","No function","EO","Undeclared","6445","5865","28350","27570"
"In post","2022","No function","EO","Unknown","15600","14150","28580","27570"
"In post","2022","No function","G6","Heterosexual / straight","4610","4425","67950","66230"
"In post","2022","No function","G6","LGBO","365","360","66970","65310"
"In post","2022","No function","G6","Undeclared","675","645","68520","66290"
"In post","2022","No function","G6","Unknown","1080","1035","67990","66230"
"In post","2022","No function","G7","Heterosexual / straight","11805","11455","55170","54160"
"In post","2022","No function","G7","LGBO","1045","1030","54770","53870"
"In post","2022","No function","G7","Undeclared","1665","1615","55150","54070"
"In post","2022","No function","G7","Unknown","3425","3315","54050","54070"
"In post","2022","No function","HEO","Heterosexual / straight","23190","22185","34060","33370"
"In post","2022","No function","HEO","LGBO","1805","1765","33550","33350"
"In post","2022","No function","HEO","Undeclared","2965","2830","34270","33520"
"In post","2022","No function","HEO","Unknown","8245","7970","33110","33080"
"In post","2022","No function","SCS level","Heterosexual / straight","2345","2255","89100","80290"
"In post","2022","No function","SCS level","LGBO","185","180","87440","78300"
"In post","2022","No function","SCS level","Undeclared","265","250","89970","83360"
"In post","2022","No function","SCS level","Unknown","535","515","93840","84400"
"In post","2022","No function","SEO","Heterosexual / straight","14085","13545","42530","40520"
"In post","2022","No function","SEO","LGBO","1050","1035","41590","40230"
"In post","2022","No function","SEO","Undeclared","1910","1815","42810","40860"
"In post","2022","No function","SEO","Unknown","3490","3340","41520","40520"
"In post","2022","No function","Unknown","Heterosexual / straight","13560","12610","30430","28200"
"In post","2022","No function","Unknown","LGBO","955","925","29770","26810"
"In post","2022","No function","Unknown","Undeclared","1125","1040","32270","32090"
"In post","2022","No function","Unknown","Unknown","3555","3195","28230","26310"
"In post","2022","Project Delivery","AA","Heterosexual / straight","5","5","[c]","[c]"
