"Status","Year","Function_of_post","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Education","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education","Yorkshire and The Humber","60","55","45510","46170"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","East of England","325","310","34700","30220"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","20","20","32170","29690"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","145","140","33380","29750"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","15","15","27190","25460"
"In post","2022","Analysis","Department for International Trade","London","250","250","44110","40270"
"In post","2022","Analysis","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","London","200","195","48100","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","20","15","35990","30190"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","London","320","310","48090","54110"
"In post","2022","Analysis","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","South East (England)","15","10","39770","33350"
"In post","2022","Analysis","Department for Transport","South West (England)","20","15","32240","31380"
"In post","2022","Analysis","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","West Midlands (England)","10","10","32530","28990"
"In post","2022","Analysis","Department for Transport","Yorkshire and The Humber","20","20","31500","28780"
"In post","2022","Analysis","Department for Work and Pensions","East Midlands (England)","20","20","42990","37190"
"In post","2022","Analysis","Department for Work and Pensions","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","London","250","240","46140","40270"
"In post","2022","Analysis","Department for Work and Pensions","North East (England)","110","105","39900","36320"
"In post","2022","Analysis","Department for Work and Pensions","North West (England)","65","65","36610","31990"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Yorkshire and The Humber","220","205","42740","37340"
"In post","2022","Analysis","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","London","355","340","51900","53360"
"In post","2022","Analysis","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Yorkshire and The Humber","85","85","46320","49530"
"In post","2022","Analysis","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","20","20","38130","40350"
"In post","2022","Analysis","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South East (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","London","55","55","59450","61400"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","15","15","50690","50590"
"In post","2022","Analysis","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","North West (England)","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","East of England","25","20","47990","40520"
"In post","2022","Analysis","HM Revenue and Customs","London","400","390","49890","43810"
"In post","2022","Analysis","HM Revenue and Customs","North East (England)","30","30","44230","40180"
"In post","2022","Analysis","HM Revenue and Customs","North West (England)","305","295","40930","40180"
"In post","2022","Analysis","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","South East (England)","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","South West (England)","10","10","41340","40340"
"In post","2022","Analysis","HM Revenue and Customs","Wales","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Yorkshire and The Humber","10","10","48450","46300"
"In post","2022","Analysis","HM Treasury","London","60","55","62400","54640"
"In post","2022","Analysis","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","East of England","20","20","34650","33460"
"In post","2022","Analysis","Ministry of Defence","London","100","100","45330","45030"
"In post","2022","Analysis","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","South East (England)","440","420","40840","38110"
"In post","2022","Analysis","Ministry of Defence","South West (England)","210","200","38230","38070"
"In post","2022","Analysis","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","West Midlands (England)","15","15","33380","33000"
"In post","2022","Analysis","Ministry of Defence","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","London","460","445","48520","43810"
"In post","2022","Analysis","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","North West (England)","15","10","43170","39020"
"In post","2022","Analysis","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","South West (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Yorkshire and The Humber","55","55","35870","32530"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","25","25","46900","42850"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","10","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","80","75","39930","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","120","115","46210","39080"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Scotland","55","55","39680","35000"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","25","25","56150","55430"
"In post","2022","Analysis","Office of Rail and Road","North West (England)","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Scotland","30","30","38790","37710"
"In post","2022","Analysis","UK Export Finance","London","30","30","49920","44750"
"In post","2022","Analysis","UK Statistics Authority","London","210","210","43700","39840"
"In post","2022","Analysis","UK Statistics Authority","North East (England)","15","15","31410","30710"
"In post","2022","Analysis","UK Statistics Authority","Scotland","15","10","44510","41590"
"In post","2022","Analysis","UK Statistics Authority","South East (England)","520","495","38000","36840"
"In post","2022","Analysis","UK Statistics Authority","Wales","1215","1165","37230","36840"
"In post","2022","Analysis","Water Services Regulation Authority","London","30","30","62630","54800"
"In post","2022","Analysis","Water Services Regulation Authority","West Midlands (England)","15","10","55030","51630"
"In post","2022","Analysis","Welsh Government","Wales","5","5","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","London","10","10","38800","34500"
"In post","2022","Commercial","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Attorney General's Departments","Yorkshire and The Humber","15","15","37940","38180"
"In post","2022","Commercial","Cabinet Office","East Midlands (England)","15","15","75670","70000"
"In post","2022","Commercial","Cabinet Office","East of England","135","125","47640","39360"
"In post","2022","Commercial","Cabinet Office","London","845","835","72590","65000"
"In post","2022","Commercial","Cabinet Office","North East (England)","25","25","65660","65250"
"In post","2022","Commercial","Cabinet Office","North West (England)","385","380","50130","43260"
"In post","2022","Commercial","Cabinet Office","Scotland","55","55","65250","63550"
"In post","2022","Commercial","Cabinet Office","South East (England)","75","70","71080","68400"
"In post","2022","Commercial","Cabinet Office","South West (England)","100","100","74510","66730"
"In post","2022","Commercial","Cabinet Office","Unknown","65","60","53190","53110"
"In post","2022","Commercial","Cabinet Office","Wales","80","80","39370","33510"
"In post","2022","Commercial","Cabinet Office","West Midlands (England)","80","80","69270","65250"
"In post","2022","Commercial","Cabinet Office","Yorkshire and The Humber","160","160","61870","61710"
"In post","2022","Commercial","Chancellor's other departments","London","15","15","57880","49700"
"In post","2022","Commercial","Chancellor's other departments","North East (England)","5","5","[c]","[c]"
"In post","2022","Commercial","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","London","45","40","46330","40680"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Scotland","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","South West (England)","190","180","44640","45270"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Wales","15","15","41100","41290"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","West Midlands (England)","10","10","42140","42700"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","London","25","25","43940","39020"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","North West (England)","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education","East Midlands (England)","15","15","43700","44090"
"In post","2022","Commercial","Department for Education","London","15","15","53450","54170"
"In post","2022","Commercial","Department for Education","North East (England)","60","60","36690","36500"
"In post","2022","Commercial","Department for Education","North West (England)","60","60","39200","36500"
"In post","2022","Commercial","Department for Education","West Midlands (England)","30","30","39620","36780"
"In post","2022","Commercial","Department for Education","Yorkshire and The Humber","85","85","35430","36500"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","East Midlands (England)","20","20","26960","24920"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","East of England","25","25","39750","36860"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","London","15","15","35470","36910"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","North West (England)","10","10","34990","35900"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","South East (England)","40","40","37130","34890"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","South West (England)","45","40","37600","36240"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Wales","15","15","36660","35900"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","West Midlands (England)","20","20","32720","33780"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","20","20","38070","36970"
"In post","2022","Commercial","Department for International Trade","London","30","30","37490","38160"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","London","25","25","42800","40620"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","South West (England)","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport","East Midlands (England)","25","25","34190","32460"
"In post","2022","Commercial","Department for Transport","London","125","120","50700","45200"
"In post","2022","Commercial","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport","South East (England)","30","25","40370","39040"
"In post","2022","Commercial","Department for Transport","South West (England)","20","20","36910","34040"
"In post","2022","Commercial","Department for Transport","Wales","180","165","32630","30730"
"In post","2022","Commercial","Department for Transport","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Transport","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","East Midlands (England)","25","25","43760","44500"
"In post","2022","Commercial","Department for Work and Pensions","North West (England)","20","20","34040","31710"
"In post","2022","Commercial","Department for Work and Pensions","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","London","280","275","50380","53360"
"In post","2022","Commercial","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","North West (England)","10","10","42260","38670"
"In post","2022","Commercial","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","South East (England)","10","10","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","South West (England)","20","20","42880","41770"
"In post","2022","Commercial","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care","Yorkshire and The Humber","105","100","46870","42100"
"In post","2022","Commercial","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Yorkshire and The Humber","10","10","38160","37350"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","London","15","15","67230","63000"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","Scotland","50","50","38520","39410"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office","South East (England)","90","85","40120","34520"
"In post","2022","Commercial","HM Land Registry","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","5","5","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","South West (England)","10","10","40040","38550"
"In post","2022","Commercial","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","London","10","5","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","North West (England)","105","100","36720","33370"
"In post","2022","Commercial","HM Revenue and Customs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs","West Midlands (England)","35","35","40280","40520"
"In post","2022","Commercial","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","London","10","10","59220","39430"
"In post","2022","Commercial","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","East of England","50","50","34680","33300"
"In post","2022","Commercial","Ministry of Defence","London","50","50","39870","37000"
"In post","2022","Commercial","Ministry of Defence","North East (England)","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","North West (England)","20","20","41410","39410"
"In post","2022","Commercial","Ministry of Defence","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Commercial","Ministry of Defence","Overseas","35","35","48640","42170"
"In post","2022","Commercial","Ministry of Defence","Scotland","155","155","35280","33300"
"In post","2022","Commercial","Ministry of Defence","South East (England)","265","255","34620","34800"
"In post","2022","Commercial","Ministry of Defence","South West (England)","1040","1000","40130","38240"
"In post","2022","Commercial","Ministry of Defence","Wales","30","30","31580","31180"
"In post","2022","Commercial","Ministry of Defence","West Midlands (England)","50","50","33070","33150"
"In post","2022","Commercial","Ministry of Defence","Yorkshire and The Humber","15","15","33950","36460"
"In post","2022","Commercial","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","London","95","95","41170","41750"
"In post","2022","Commercial","Ministry of Justice","North West (England)","20","20","35000","36050"
"In post","2022","Commercial","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Ministry of Justice","West Midlands (England)","60","60","26490","25120"
"In post","2022","Commercial","Ministry of Justice","Yorkshire and The Humber","70","70","34090","36050"
"In post","2022","Commercial","National Crime Agency","London","5","5","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","North West (England)","5","5","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office for Standards in Education, Children's Services and Skills","North West (England)","15","15","37440","32010"
"In post","2022","Commercial","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Scottish Government","Scotland","105","100","32850","26900"
"In post","2022","Commercial","The National Archives","London","40","35","30070","24150"
"In post","2022","Commercial","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","London","190","190","53260","49470"
"In post","2022","Commercial","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","South East (England)","10","10","48870","50340"
"In post","2022","Commercial","UK Statistics Authority","Wales","25","25","41810","36840"
"In post","2022","Commercial","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","London","65","65","42650","38010"
"In post","2022","Communications","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
