"Status","Year","Organisation","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Female","65","60","28170","26380"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Midlands (England)","Male","35","30","28130","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Female","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East of England","Male","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Female","60","55","40910","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","London","Male","40","40","40460","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Female","85","80","28840","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North East (England)","Male","45","40","30070","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Female","80","70","29810","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","North West (England)","Male","50","50","31300","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Female","45","40","29730","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Scotland","Male","40","35","32350","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Female","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South East (England)","Male","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Female","25","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","South West (England)","Male","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Female","55","50","29390","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Wales","Male","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Female","45","40","30910","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands (England)","Male","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Female","35","30","31610","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Yorkshire and The Humber","Male","30","30","31930","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Midlands (England)","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East of England","Female","65","60","27860","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East of England","Male","55","55","31050","29270"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","Female","50","45","34510","31690"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","London","Male","45","45","32060","31460"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North East (England)","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North East (England)","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","Female","165","155","25490","22590"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North West (England)","Male","95","90","26100","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","Female","60","55","25990","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Scotland","Male","35","35","29890","26230"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","Female","155","150","31340","28270"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South East (England)","Male","105","100","30580","28340"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","Female","195","180","25550","21860"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","South West (England)","Male","135","130","26440","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wales","Female","185","165","25610","21840"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Wales","Male","85","85","27740","25530"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Female","130","120","26000","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Midlands (England)","Male","70","70","28050","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Female","90","85","26410","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Yorkshire and The Humber","Male","95","95","28640","25400"
"In post","2022","Animal and Plant Health Agency","Other","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","South East (England)","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","South East (England)","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North East (England)","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","Female","270","255","31740","28270"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South East (England)","Male","180","175","34110","32560"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Wales","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East of England","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East of England","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","London","Male","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","Female","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","Female","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Scotland","Male","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South East (England)","Female","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South East (England)","Male","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","Female","50","45","39250","36590"
"In post","2022","Animal and Plant Health Agency","Veterinarian","South West (England)","Male","40","40","41310","38080"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Wales","Female","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Wales","Male","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","West Midlands (England)","Male","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","Female","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","London","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","London","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","London","Male","10","10","[c]","[c]"
"In post","2022","Attorney General's Office","Other","London","Female","10","10","[c]","[c]"
"In post","2022","Attorney General's Office","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","London","Female","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","Female","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Other","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","Female","15","15","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","Male","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","East Midlands (England)","Male","15","15","[c]","[c]"
