"Status","Year","Disability","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Other ethnicity","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AA","45","40","20670","20480"
"In post","2022","Declared disabled","Undeclared","AO","540","475","22820","21260"
"In post","2022","Declared disabled","Undeclared","EO","685","625","28400","27570"
"In post","2022","Declared disabled","Undeclared","G6","50","50","68580","67800"
"In post","2022","Declared disabled","Undeclared","G7","140","135","55290","54650"
"In post","2022","Declared disabled","Undeclared","HEO","295","285","34140","33370"
"In post","2022","Declared disabled","Undeclared","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SEO","210","200","41710","40850"
"In post","2022","Declared disabled","Undeclared","Unknown","125","115","33760","33700"
"In post","2022","Declared disabled","Unknown","AA","55","50","20710","20950"
"In post","2022","Declared disabled","Unknown","AO","365","310","23100","22080"
"In post","2022","Declared disabled","Unknown","EO","355","325","29530","27760"
"In post","2022","Declared disabled","Unknown","G6","35","30","69080","66230"
"In post","2022","Declared disabled","Unknown","G7","100","95","55480","54160"
"In post","2022","Declared disabled","Unknown","HEO","200","185","34490","33630"
"In post","2022","Declared disabled","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO","115","110","42980","41000"
"In post","2022","Declared disabled","Unknown","Unknown","60","55","34540","34340"
"In post","2022","Declared disabled","White","AA","1735","1535","20450","20480"
"In post","2022","Declared disabled","White","AO","11330","9930","22610","21260"
"In post","2022","Declared disabled","White","EO","12880","11650","27750","27570"
"In post","2022","Declared disabled","White","G6","1150","1100","68620","67820"
"In post","2022","Declared disabled","White","G7","3240","3120","55010","54540"
"In post","2022","Declared disabled","White","HEO","6445","6120","33610","33300"
"In post","2022","Declared disabled","White","SCS level","420","410","88880","80000"
"In post","2022","Declared disabled","White","SEO","4265","4080","41690","40580"
"In post","2022","Declared disabled","White","Unknown","2785","2590","30930","28200"
"In post","2022","Declared non-disabled","Asian","AA","520","465","21100","21050"
"In post","2022","Declared non-disabled","Asian","AO","6290","5565","22740","21260"
"In post","2022","Declared non-disabled","Asian","EO","8565","8030","28310","27570"
"In post","2022","Declared non-disabled","Asian","G6","635","610","69330","67340"
"In post","2022","Declared non-disabled","Asian","G7","2275","2220","56090","54850"
"In post","2022","Declared non-disabled","Asian","HEO","4450","4320","34350","33580"
"In post","2022","Declared non-disabled","Asian","SCS level","245","240","88760","81970"
"In post","2022","Declared non-disabled","Asian","SEO","2720","2665","42170","41750"
"In post","2022","Declared non-disabled","Asian","Unknown","615","575","29840","27980"
"In post","2022","Declared non-disabled","Black","AA","365","345","22550","21960"
"In post","2022","Declared non-disabled","Black","AO","2835","2645","24710","24100"
"In post","2022","Declared non-disabled","Black","EO","4425","4250","29210","29290"
"In post","2022","Declared non-disabled","Black","G6","165","165","69850","68700"
"In post","2022","Declared non-disabled","Black","G7","930","920","55960","54700"
"In post","2022","Declared non-disabled","Black","HEO","2140","2100","34760","34400"
"In post","2022","Declared non-disabled","Black","SCS level","70","70","87890","80470"
"In post","2022","Declared non-disabled","Black","SEO","1340","1320","42370","41950"
"In post","2022","Declared non-disabled","Black","Unknown","860","830","31100","28200"
"In post","2022","Declared non-disabled","Mixed","AA","120","110","21030","20890"
"In post","2022","Declared non-disabled","Mixed","AO","1355","1255","23870","21840"
"In post","2022","Declared non-disabled","Mixed","EO","1635","1555","28120","27570"
"In post","2022","Declared non-disabled","Mixed","G6","265","255","68390","66660"
"In post","2022","Declared non-disabled","Mixed","G7","820","800","55340","54700"
"In post","2022","Declared non-disabled","Mixed","HEO","1165","1135","33990","33570"
"In post","2022","Declared non-disabled","Mixed","SCS level","110","105","86330","79850"
"In post","2022","Declared non-disabled","Mixed","SEO","760","740","42020","41220"
"In post","2022","Declared non-disabled","Mixed","Unknown","380","360","30450","28200"
"In post","2022","Declared non-disabled","Other ethnicity","AA","40","35","21610","21650"
"In post","2022","Declared non-disabled","Other ethnicity","AO","385","355","24230","23140"
"In post","2022","Declared non-disabled","Other ethnicity","EO","515","485","28570","27980"
"In post","2022","Declared non-disabled","Other ethnicity","G6","80","75","68530","66440"
"In post","2022","Declared non-disabled","Other ethnicity","G7","225","215","56150","54800"
"In post","2022","Declared non-disabled","Other ethnicity","HEO","295","285","34190","33960"
"In post","2022","Declared non-disabled","Other ethnicity","SCS level","35","35","84800","83880"
"In post","2022","Declared non-disabled","Other ethnicity","SEO","245","240","43110","41370"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","75","70","30750","28730"
"In post","2022","Declared non-disabled","Undeclared","AA","165","150","20270","19810"
"In post","2022","Declared non-disabled","Undeclared","AO","2090","1835","22790","21260"
"In post","2022","Declared non-disabled","Undeclared","EO","2720","2470","28320","27570"
"In post","2022","Declared non-disabled","Undeclared","G6","305","290","69040","68240"
"In post","2022","Declared non-disabled","Undeclared","G7","935","910","55240","54970"
"In post","2022","Declared non-disabled","Undeclared","HEO","1390","1325","34360","33620"
"In post","2022","Declared non-disabled","Undeclared","SCS level","55","55","89000","80180"
"In post","2022","Declared non-disabled","Undeclared","SEO","1145","1100","42210","41000"
"In post","2022","Declared non-disabled","Undeclared","Unknown","235","215","33930","34340"
"In post","2022","Declared non-disabled","Unknown","AA","320","290","20600","20890"
"In post","2022","Declared non-disabled","Unknown","AO","2835","2510","22520","21300"
"In post","2022","Declared non-disabled","Unknown","EO","2335","2160","27870","27570"
"In post","2022","Declared non-disabled","Unknown","G6","275","265","68800","67000"
"In post","2022","Declared non-disabled","Unknown","G7","805","775","55000","54540"
"In post","2022","Declared non-disabled","Unknown","HEO","1225","1170","33230","33170"
"In post","2022","Declared non-disabled","Unknown","SCS level","105","100","96570","88930"
"In post","2022","Declared non-disabled","Unknown","SEO","920","880","41780","40520"
"In post","2022","Declared non-disabled","Unknown","Unknown","350","315","32900","34340"
"In post","2022","Declared non-disabled","White","AA","9420","8575","20400","20480"
"In post","2022","Declared non-disabled","White","AO","60155","54110","23170","21490"
"In post","2022","Declared non-disabled","White","EO","67045","61835","27620","27570"
"In post","2022","Declared non-disabled","White","G6","11530","11085","68790","67680"
"In post","2022","Declared non-disabled","White","G7","28455","27400","55220","54650"
"In post","2022","Declared non-disabled","White","HEO","43515","41675","33640","33300"
"In post","2022","Declared non-disabled","White","SCS level","4460","4315","89530","82140"
"In post","2022","Declared non-disabled","White","SEO","33115","31835","41870","40580"
"In post","2022","Declared non-disabled","White","Unknown","10820","10130","31800","29760"
"In post","2022","Undeclared","Asian","AA","40","35","21840","21860"
"In post","2022","Undeclared","Asian","AO","345","295","23200","21260"
"In post","2022","Undeclared","Asian","EO","415","390","28630","27570"
"In post","2022","Undeclared","Asian","G6","40","35","67840","65960"
"In post","2022","Undeclared","Asian","G7","125","120","56100","55050"
"In post","2022","Undeclared","Asian","HEO","245","235","34370","33960"
"In post","2022","Undeclared","Asian","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","SEO","115","115","42400","41750"
"In post","2022","Undeclared","Asian","Unknown","40","40","31400","28200"
"In post","2022","Undeclared","Black","AA","60","55","24450","25170"
"In post","2022","Undeclared","Black","AO","205","185","27720","25630"
"In post","2022","Undeclared","Black","EO","220","210","30340","30330"
"In post","2022","Undeclared","Black","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Black","G7","35","35","54890","54100"
"In post","2022","Undeclared","Black","HEO","115","115","35660","35000"
"In post","2022","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","SEO","65","65","42760","41750"
"In post","2022","Undeclared","Black","Unknown","55","55","33350","32040"
"In post","2022","Undeclared","Mixed","AA","15","10","[c]","[c]"
"In post","2022","Undeclared","Mixed","AO","105","100","24810","22170"
"In post","2022","Undeclared","Mixed","EO","105","100","28330","27570"
"In post","2022","Undeclared","Mixed","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Mixed","G7","50","45","55170","54400"
"In post","2022","Undeclared","Mixed","HEO","75","75","34090","33740"
"In post","2022","Undeclared","Mixed","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Mixed","SEO","45","45","42930","40650"
"In post","2022","Undeclared","Mixed","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","AA","5","5","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","AO","30","25","27110","26510"
"In post","2022","Undeclared","Other ethnicity","EO","35","30","29020","29290"
"In post","2022","Undeclared","Other ethnicity","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Undeclared","AA","145","135","20180","19810"
"In post","2022","Undeclared","Undeclared","AO","1295","1185","23880","21840"
"In post","2022","Undeclared","Undeclared","EO","1705","1595","28250","27570"
"In post","2022","Undeclared","Undeclared","G6","310","300","69770","68700"
"In post","2022","Undeclared","Undeclared","G7","805","785","56220","55210"
"In post","2022","Undeclared","Undeclared","HEO","1410","1350","34250","33370"
"In post","2022","Undeclared","Undeclared","SCS level","85","85","81680","78000"
"In post","2022","Undeclared","Undeclared","SEO","1115","1080","42490","41180"
"In post","2022","Undeclared","Undeclared","Unknown","200","185","35100","32690"
"In post","2022","Undeclared","Unknown","AA","100","90","21350","20890"
"In post","2022","Undeclared","Unknown","AO","365","320","26170","24690"
"In post","2022","Undeclared","Unknown","EO","225","210","29330","28310"
"In post","2022","Undeclared","Unknown","G6","25","25","[c]","[c]"
"In post","2022","Undeclared","Unknown","G7","85","85","56010","55210"
"In post","2022","Undeclared","Unknown","HEO","160","150","35040","34430"
"In post","2022","Undeclared","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","SEO","115","110","42530","41000"
"In post","2022","Undeclared","Unknown","Unknown","35","30","34800","37170"
"In post","2022","Undeclared","White","AA","1180","1045","21100","20890"
"In post","2022","Undeclared","White","AO","4920","4400","25600","22080"
"In post","2022","Undeclared","White","EO","4165","3880","28600","27570"
"In post","2022","Undeclared","White","G6","415","400","68990","66610"
"In post","2022","Undeclared","White","G7","1035","1005","55760","54700"
"In post","2022","Undeclared","White","HEO","2490","2395","34220","33370"
"In post","2022","Undeclared","White","SCS level","150","145","89040","81960"
"In post","2022","Undeclared","White","SEO","1710","1650","43120","41040"
"In post","2022","Undeclared","White","Unknown","555","520","32200","30210"
"In post","2022","Unknown","Asian","AA","60","50","21200","21250"
"In post","2022","Unknown","Asian","AO","460","415","23160","22080"
"In post","2022","Unknown","Asian","EO","730","705","28240","27270"
"In post","2022","Unknown","Asian","G6","105","100","69590","67750"
"In post","2022","Unknown","Asian","G7","370","365","54760","53600"
"In post","2022","Unknown","Asian","HEO","620","605","34480","33370"
"In post","2022","Unknown","Asian","SCS level","55","55","104870","99750"
"In post","2022","Unknown","Asian","SEO","385","380","41800","40650"
"In post","2022","Unknown","Asian","Unknown","55","50","[c]","[c]"
"In post","2022","Unknown","Black","AA","35","30","21400","21320"
"In post","2022","Unknown","Black","AO","180","170","24650","23850"
"In post","2022","Unknown","Black","EO","285","275","28760","28310"
"In post","2022","Unknown","Black","G6","40","40","68830","67480"
"In post","2022","Unknown","Black","G7","140","135","54390","53600"
"In post","2022","Unknown","Black","HEO","230","225","34830","34000"
"In post","2022","Unknown","Black","SCS level","20","20","[c]","[c]"
"In post","2022","Unknown","Black","SEO","170","165","41180","40650"
"In post","2022","Unknown","Black","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Mixed","AA","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","AO","90","80","23440","22600"
"In post","2022","Unknown","Mixed","EO","180","175","29260","27570"
"In post","2022","Unknown","Mixed","G6","45","40","68420","66230"
"In post","2022","Unknown","Mixed","G7","115","110","54900","53420"
"In post","2022","Unknown","Mixed","HEO","160","155","34540","33370"
"In post","2022","Unknown","Mixed","SCS level","15","15","[c]","[c]"
"In post","2022","Unknown","Mixed","SEO","95","95","41240","40520"
"In post","2022","Unknown","Mixed","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","AO","25","20","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","EO","60","60","29030","28410"
"In post","2022","Unknown","Other ethnicity","G6","15","15","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","G7","45","45","55740","54960"
"In post","2022","Unknown","Other ethnicity","HEO","40","40","35400","34340"
"In post","2022","Unknown","Other ethnicity","SCS level","10","10","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","SEO","45","45","42280","41750"
"In post","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","AA","50","45","21020","21440"
"In post","2022","Unknown","Undeclared","AO","315","285","24500","22200"
"In post","2022","Unknown","Undeclared","EO","505","470","31230","32170"
"In post","2022","Unknown","Undeclared","G6","100","95","70220","67910"
"In post","2022","Unknown","Undeclared","G7","250","240","56130","55210"
"In post","2022","Unknown","Undeclared","HEO","410","390","35680","34600"
"In post","2022","Unknown","Undeclared","SCS level","50","45","95870","89140"
"In post","2022","Unknown","Undeclared","SEO","270","255","42420","41370"
"In post","2022","Unknown","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","AA","2990","2745","20970","20950"
"In post","2022","Unknown","Unknown","AO","15770","14830","23200","21680"
"In post","2022","Unknown","Unknown","EO","13030","12515","27970","27130"
"In post","2022","Unknown","Unknown","G6","2160","2090","69640","67260"
"In post","2022","Unknown","Unknown","G7","5620","5495","55920","54700"
"In post","2022","Unknown","Unknown","HEO","10205","10000","33320","33080"
"In post","2022","Unknown","Unknown","SCS level","820","800","95980","87750"
"In post","2022","Unknown","Unknown","SEO","5200","5060","41400","40600"
"In post","2022","Unknown","Unknown","Unknown","5135","4810","31270","28650"
"In post","2022","Unknown","White","AA","1060","940","20590","20310"
"In post","2022","Unknown","White","AO","4690","4220","23790","22080"
"In post","2022","Unknown","White","EO","6100","5815","29460","28270"
"In post","2022","Unknown","White","G6","1185","1140","70150","68000"
"In post","2022","Unknown","White","G7","3210","3095","54800","53620"
"In post","2022","Unknown","White","HEO","4680","4490","34960","33370"
"In post","2022","Unknown","White","SCS level","425","410","97330","90390"
"In post","2022","Unknown","White","SEO","3680","3545","42300","40650"
"In post","2022","Unknown","White","Unknown","405","390","34290","29750"
"Leaver CS","2022","Declared disabled","Asian","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","AO","80","[c]","22590","21420"
"Leaver CS","2022","Declared disabled","Asian","EO","70","[c]","28790","28510"
"Leaver CS","2022","Declared disabled","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","AO","40","[c]","23410","23920"
"Leaver CS","2022","Declared disabled","Black","EO","50","[c]","28920","28670"
"Leaver CS","2022","Declared disabled","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Black","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","AO","45","[c]","21150","21070"
"Leaver CS","2022","Declared disabled","Mixed","EO","50","[c]","27440","27570"
"Leaver CS","2022","Declared disabled","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","AO","60","[c]","21730","21260"
"Leaver CS","2022","Declared disabled","Undeclared","EO","55","[c]","28070","27570"
"Leaver CS","2022","Declared disabled","Undeclared","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","AO","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","EO","40","[c]","29370","27720"
"Leaver CS","2022","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","AA","250","[c]","19320","19200"
"Leaver CS","2022","Declared disabled","White","AO","1250","[c]","21760","21260"
"Leaver CS","2022","Declared disabled","White","EO","995","[c]","27510","27570"
"Leaver CS","2022","Declared disabled","White","G6","60","[c]","70970","68280"
"Leaver CS","2022","Declared disabled","White","G7","175","[c]","56150","55370"
"Leaver CS","2022","Declared disabled","White","HEO","410","[c]","34030","33740"
"Leaver CS","2022","Declared disabled","White","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","White","SEO","260","[c]","41850","40670"
"Leaver CS","2022","Declared disabled","White","Unknown","195","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Asian","AA","75","[c]","20410","20170"
"Leaver CS","2022","Declared non-disabled","Asian","AO","555","[c]","22110","21260"
"Leaver CS","2022","Declared non-disabled","Asian","EO","555","[c]","28310","27570"
"Leaver CS","2022","Declared non-disabled","Asian","G6","40","[c]","69050","67120"
"Leaver CS","2022","Declared non-disabled","Asian","G7","135","[c]","57170","54700"
"Leaver CS","2022","Declared non-disabled","Asian","HEO","215","[c]","33560","33370"
"Leaver CS","2022","Declared non-disabled","Asian","SCS level","35","[c]","95080","95140"
"Leaver CS","2022","Declared non-disabled","Asian","SEO","165","[c]","40960","40600"
"Leaver CS","2022","Declared non-disabled","Asian","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","AA","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","AO","290","[c]","22690","22680"
"Leaver CS","2022","Declared non-disabled","Black","EO","395","[c]","29230","29540"
"Leaver CS","2022","Declared non-disabled","Black","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","G7","65","[c]","55750","54230"
"Leaver CS","2022","Declared non-disabled","Black","HEO","135","[c]","33320","32960"
"Leaver CS","2022","Declared non-disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Black","SEO","100","[c]","42680","40600"
"Leaver CS","2022","Declared non-disabled","Black","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","AO","180","[c]","21950","21260"
"Leaver CS","2022","Declared non-disabled","Mixed","EO","180","[c]","28210","27570"
"Leaver CS","2022","Declared non-disabled","Mixed","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","G7","45","[c]","56320","54410"
"Leaver CS","2022","Declared non-disabled","Mixed","HEO","80","[c]","34050","33980"
"Leaver CS","2022","Declared non-disabled","Mixed","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Mixed","SEO","50","[c]","41330","40150"
"Leaver CS","2022","Declared non-disabled","Mixed","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","EO","55","[c]","28730","27650"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","AA","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","AO","210","[c]","22260","21260"
"Leaver CS","2022","Declared non-disabled","Undeclared","EO","200","[c]","28150","27570"
"Leaver CS","2022","Declared non-disabled","Undeclared","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","G7","45","[c]","54080","54390"
"Leaver CS","2022","Declared non-disabled","Undeclared","HEO","85","[c]","34410","33740"
"Leaver CS","2022","Declared non-disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Undeclared","SEO","65","[c]","42120","40740"
"Leaver CS","2022","Declared non-disabled","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","AA","65","[c]","18880","17900"
"Leaver CS","2022","Declared non-disabled","Unknown","AO","260","[c]","22030","21260"
"Leaver CS","2022","Declared non-disabled","Unknown","EO","140","[c]","27330","27570"
"Leaver CS","2022","Declared non-disabled","Unknown","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","G7","50","[c]","54370","54760"
"Leaver CS","2022","Declared non-disabled","Unknown","HEO","90","[c]","33280","33310"
"Leaver CS","2022","Declared non-disabled","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","SEO","65","[c]","42900","41400"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","White","AA","1225","[c]","19440","19100"
"Leaver CS","2022","Declared non-disabled","White","AO","7020","[c]","21940","21260"
"Leaver CS","2022","Declared non-disabled","White","EO","5070","[c]","27520","27570"
"Leaver CS","2022","Declared non-disabled","White","G6","680","[c]","70260","68520"
"Leaver CS","2022","Declared non-disabled","White","G7","1530","[c]","56100","54700"
"Leaver CS","2022","Declared non-disabled","White","HEO","2375","[c]","33560","33300"
"Leaver CS","2022","Declared non-disabled","White","SCS level","390","[c]","96340","92500"
"Leaver CS","2022","Declared non-disabled","White","SEO","1935","[c]","42050","40670"
"Leaver CS","2022","Declared non-disabled","White","Unknown","845","[c]","37770","36240"
