"Status","Year","Organisation","Region_ITL1","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","East of England","East Anglia","Outside London","90","85","31360","29180"
"In post","2022","Animal and Plant Health Agency","East of England","Essex","Outside London","45","45","30170","29180"
"In post","2022","Animal and Plant Health Agency","London","Inner London - West","London","20","20","44370","52290"
"In post","2022","Animal and Plant Health Agency","London","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - West and North West","London","85","80","33570","31800"
"In post","2022","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","Outside London","55","50","30900","26520"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cheshire","Outside London","35","30","33160","29860"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cumbria","Outside London","160","150","25320","21300"
"In post","2022","Animal and Plant Health Agency","North West (England)","Greater Manchester","Outside London","15","15","29560","29180"
"In post","2022","Animal and Plant Health Agency","North West (England)","Lancashire","Outside London","95","90","28660","24920"
"In post","2022","Animal and Plant Health Agency","Scotland","Eastern Scotland","Outside London","55","55","35180","29180"
"In post","2022","Animal and Plant Health Agency","Scotland","Highlands and Islands","Outside London","20","20","28650","26310"
"In post","2022","Animal and Plant Health Agency","Scotland","North Eastern Scotland","Outside London","10","10","34850","36750"
"In post","2022","Animal and Plant Health Agency","Scotland","Southern Scotland","Outside London","55","55","29860","24920"
"In post","2022","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","20","20","40470","38000"
"In post","2022","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Outside London","35","35","29530","25940"
"In post","2022","Animal and Plant Health Agency","South East (England)","Kent","Outside London","45","45","28350","28140"
"In post","2022","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","Outside London","670","635","33360","28670"
"In post","2022","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Outside London","60","55","31730","29180"
"In post","2022","Animal and Plant Health Agency","South West (England)","Devon","Outside London","210","195","27990","24920"
"In post","2022","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","Outside London","40","35","34880","35900"
"In post","2022","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","135","130","28080","24920"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","Unknown","25","25","29460","25520"
"In post","2022","Animal and Plant Health Agency","Wales","East Wales","Outside London","110","105","29060","24920"
"In post","2022","Animal and Plant Health Agency","Wales","West Wales and The Valleys","Outside London","215","195","27910","25100"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","170","155","30080","28000"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Outside London","115","110","29070","24920"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","20","20","28570","24920"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","Outside London","200","190","28930","25400"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Inner London - West","London","45","45","51580","51250"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","35","35","52570","38870"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","East Anglia","Outside London","90","85","51620","49700"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - East","London","1030","1010","52480","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - West","London","5375","5310","49620","40850"
"In post","2022","Cabinet Office (excl. agencies)","London","Outer London - South","London","20","20","62640","65320"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Outside London","465","435","29540","25550"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Tees Valley and Durham","Outside London","15","15","63410","64010"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Cumbria","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Outside London","385","380","45020","38630"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Lancashire","Outside London","40","40","54750","49700"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Merseyside","Outside London","95","95","51700","49700"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Northern Ireland","Outside London","10","10","31770","32000"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","Eastern Scotland","Outside London","30","30","35080","32000"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","Southern Scotland","Outside London","10","10","71650","68000"
"In post","2022","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","Outside London","255","250","42550","33410"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","135","130","37200","33130"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Outside London","90","85","54630","52510"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South East (England)","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Devon","Outside London","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Dorset and Somerset","Outside London","10","10","35240","33470"
"In post","2022","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","225","220","55350","49700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","Wales","East Wales","Outside London","80","80","41770","37300"
"In post","2022","Cabinet Office (excl. agencies)","Wales","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Outside London","25","25","68760","65000"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands (England)","West Midlands","Outside London","125","125","56690","49700"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","Outside London","560","535","32910","32000"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Outside London","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Outside London","225","220","47430","40460"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East of England","East Anglia","Outside London","480","455","34470","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Devon","Outside London","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset and Somerset","Outside London","150","145","33820","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Charity Commission","London","Inner London - West","London","80","80","44120","37910"
"In post","2022","Charity Commission","North West (England)","Merseyside","Outside London","345","325","31850","29160"
"In post","2022","Charity Commission","South West (England)","Dorset and Somerset","Outside London","35","35","31780","29540"
"In post","2022","Charity Commission","Wales","East Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Companies House","East Midlands (England)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","London","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","Companies House","London","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North East (England)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North West (England)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","North West (England)","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Northern Ireland","Outside London","25","25","26210","24500"
"In post","2022","Companies House","Scotland","Eastern Scotland","Outside London","45","45","25640","23620"
"In post","2022","Companies House","Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South West (England)","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Wales","East Wales","Outside London","1080","995","31180","25460"
"In post","2022","Companies House","Wales","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands (England)","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Yorkshire and The Humber","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Yorkshire and The Humber","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","London","Inner London - East","London","795","770","61480","57060"
"In post","2022","Competition and Markets Authority","Northern Ireland","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Scotland","Eastern Scotland","Outside London","55","55","58200","55860"
"In post","2022","Competition and Markets Authority","Wales","East Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Scotland","West Central Scotland","Outside London","320","295","27620","25120"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East of England","East Anglia","Outside London","160","150","38400","38330"
"In post","2022","Crown Commercial Service","London","Inner London - East","London","70","70","54200","55690"
"In post","2022","Crown Commercial Service","London","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","London","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North East (England)","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North West (England)","Merseyside","Outside London","390","380","37980","38330"
"In post","2022","Crown Commercial Service","Scotland","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Wales","East Wales","Outside London","115","115","36050","31250"
"In post","2022","Crown Commercial Service","Wales","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","West Midlands (England)","West Midlands","Outside London","30","30","32780","30420"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Yorkshire and The Humber","West Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Outside London","855","810","37590","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","Highlands and Islands","Outside London","100","90","34380","24060"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","North Eastern Scotland","Outside London","120","115","34350","30360"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","Southern Scotland","Outside London","315","295","35630","30040"
"In post","2022","Crown Office and Procurator Fiscal Service","Scotland","West Central Scotland","Outside London","960","900","36810","31540"
"In post","2022","Crown Prosecution Service","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","315","295","38360","33310"
"In post","2022","Crown Prosecution Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Outside London","155","140","40100","48080"
"In post","2022","Crown Prosecution Service","East Midlands (England)","Lincolnshire","Outside London","20","15","46930","55610"
"In post","2022","Crown Prosecution Service","East of England","Bedfordshire and Hertfordshire","Outside London","180","165","43580","40000"
"In post","2022","Crown Prosecution Service","East of England","East Anglia","Outside London","125","115","37280","28430"
"In post","2022","Crown Prosecution Service","East of England","Essex","Outside London","205","190","42230","40000"
"In post","2022","Crown Prosecution Service","London","Inner London - East","London","25","25","35170","24590"
"In post","2022","Crown Prosecution Service","London","Inner London - West","London","1695","1600","44770","39850"
"In post","2022","Crown Prosecution Service","London","Outer London - East and North East","London","25","25","35590","24590"
"In post","2022","Crown Prosecution Service","London","Outer London - South","London","15","15","32840","24590"
"In post","2022","Crown Prosecution Service","London","Outer London - West and North West","London","25","25","37960","24590"
"In post","2022","Crown Prosecution Service","North East (England)","Northumberland, and Tyne and Wear","Outside London","260","240","39310","34480"
"In post","2022","Crown Prosecution Service","North East (England)","Tees Valley and Durham","Outside London","100","85","39070","32370"
"In post","2022","Crown Prosecution Service","North West (England)","Cheshire","Outside London","30","25","49490","54790"
"In post","2022","Crown Prosecution Service","North West (England)","Cumbria","Outside London","40","35","38360","32880"
"In post","2022","Crown Prosecution Service","North West (England)","Greater Manchester","Outside London","370","340","40310","36240"
"In post","2022","Crown Prosecution Service","North West (England)","Lancashire","Outside London","180","170","40070","38000"
"In post","2022","Crown Prosecution Service","North West (England)","Merseyside","Outside London","385","365","37370","30130"
"In post","2022","Crown Prosecution Service","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Scotland","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","130","120","42750","39750"
"In post","2022","Crown Prosecution Service","South East (England)","Hampshire and Isle of Wight","Outside London","270","250","43170","39750"
"In post","2022","Crown Prosecution Service","South East (England)","Kent","Outside London","140","130","39790","30110"
"In post","2022","Crown Prosecution Service","South East (England)","Surrey, East and West Sussex","Outside London","200","185","43390","40000"
"In post","2022","Crown Prosecution Service","South West (England)","Cornwall and Isles of Scilly","Outside London","30","30","38220","33270"
"In post","2022","Crown Prosecution Service","South West (England)","Devon","Outside London","105","100","39890","38000"
"In post","2022","Crown Prosecution Service","South West (England)","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","185","175","41480","41500"
"In post","2022","Crown Prosecution Service","Wales","East Wales","Outside London","310","285","40460","38180"
"In post","2022","Crown Prosecution Service","Wales","West Wales and The Valleys","Outside London","85","80","42230","48080"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","10","10","47860","51470"
"In post","2022","Crown Prosecution Service","West Midlands (England)","Shropshire and Staffordshire","Outside London","70","70","43190","48080"
"In post","2022","Crown Prosecution Service","West Midlands (England)","West Midlands","Outside London","505","475","40380","38000"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Outside London","80","70","39880","38540"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","North Yorkshire","Outside London","160","155","40890","38180"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","South Yorkshire","Outside London","140","130","35580","28430"
"In post","2022","Crown Prosecution Service","Yorkshire and The Humber","West Yorkshire","Outside London","455","425","40200","38000"
"In post","2022","Defence Electronics and Components Agency","Wales","East Wales","Outside London","380","365","29870","29470"
"In post","2022","Defence Electronics and Components Agency","West Midlands (England)","Shropshire and Staffordshire","Outside London","55","55","26080","25830"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","15","15","36390","34350"
"In post","2022","Defence Equipment and Support","East Midlands (England)","Lincolnshire","Outside London","195","190","36200","35210"
"In post","2022","Defence Equipment and Support","East of England","Bedfordshire and Hertfordshire","Outside London","60","60","36470","35210"
"In post","2022","Defence Equipment and Support","East of England","East Anglia","Outside London","130","125","34250","33250"
"In post","2022","Defence Equipment and Support","East of England","Essex","Outside London","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","London","Inner London - West","London","15","15","40440","36930"
"In post","2022","Defence Equipment and Support","London","Outer London - West and North West","London","170","165","24120","21160"
"In post","2022","Defence Equipment and Support","North East (England)","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","North West (England)","Cumbria","Outside London","80","80","23470","21310"
"In post","2022","Defence Equipment and Support","North West (England)","Greater Manchester","Outside London","30","30","40220","39010"
"In post","2022","Defence Equipment and Support","North West (England)","Lancashire","Outside London","25","25","38440","38010"
"In post","2022","Defence Equipment and Support","North West (England)","Merseyside","Outside London","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Overseas","Overseas","Overseas","65","65","42420","41450"
"In post","2022","Defence Equipment and Support","Scotland","Eastern Scotland","Outside London","65","65","34900","33870"
"In post","2022","Defence Equipment and Support","Scotland","Highlands and Islands","Outside London","10","10","39690","39580"
"In post","2022","Defence Equipment and Support","Scotland","Southern Scotland","Outside London","240","235","25440","23900"
"In post","2022","Defence Equipment and Support","Scotland","West Central Scotland","Outside London","180","175","32870","31600"
"In post","2022","Defence Equipment and Support","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","130","125","36320","34040"
"In post","2022","Defence Equipment and Support","South East (England)","Hampshire and Isle of Wight","Outside London","320","305","27190","24400"
"In post","2022","Defence Equipment and Support","South West (England)","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","South West (England)","Devon","Outside London","80","75","29220","25750"
"In post","2022","Defence Equipment and Support","South West (England)","Dorset and Somerset","Outside London","370","355","34710","33740"
"In post","2022","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","8285","7980","38360","36000"
"In post","2022","Defence Equipment and Support","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","East Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","Wales","West Wales and The Valleys","Outside London","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Outside London","125","125","24380","21910"
"In post","2022","Defence Equipment and Support","West Midlands (England)","Shropshire and Staffordshire","Outside London","60","55","30520","27100"
"In post","2022","Defence Equipment and Support","West Midlands (England)","West Midlands","Outside London","10","10","[c]","[c]"
"In post","2022","Defence Equipment and Support","Yorkshire and The Humber","North Yorkshire","Outside London","20","20","32400","32010"
"In post","2022","Defence Science and Technology Laboratory","East Midlands (England)","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","East of England","East Anglia","Outside London","15","15","46450","44510"
"In post","2022","Defence Science and Technology Laboratory","London","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Hampshire and Isle of Wight","Outside London","1570","1500","42120","42100"
"In post","2022","Defence Science and Technology Laboratory","South East (England)","Kent","Outside London","145","135","40550","38600"
"In post","2022","Defence Science and Technology Laboratory","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2925","2830","40510","38070"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","15","15","42450","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","East Anglia","Outside London","10","10","45630","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Inner London - West","London","5145","5040","49790","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Outer London - West and North West","London","90","90","43030","40050"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Outside London","15","15","50070","49860"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Tees Valley and Durham","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester","Outside London","240","240","41030","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Eastern Scotland","Outside London","15","15","52940","49500"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","North Eastern Scotland","Outside London","105","100","50730","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","58090","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","East Wales","Outside London","95","90","34540","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","West Midlands","Outside London","240","235","42520","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Outside London","10","10","43650","37370"
"In post","2022","Department for Digital, Culture, Media and Sport","East Midlands (England)","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","London","Inner London - West","London","1785","1755","47680","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland, and Tyne and Wear","Outside London","20","20","39160","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","Outside London","110","110","41700","34960"
