"Status","Year","Age","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East of England","Female","5","5","[c]","[c]"
"In post","2022","16-19","Legal","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","London","Female","5","5","[c]","[c]"
"In post","2022","16-19","Legal","London","Male","5","5","[c]","[c]"
"In post","2022","16-19","Legal","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","16-19","No function","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","16-19","No function","East of England","Female","20","20","[c]","[c]"
"In post","2022","16-19","No function","East of England","Male","10","10","[c]","[c]"
"In post","2022","16-19","No function","London","Female","30","30","25230","24300"
"In post","2022","16-19","No function","London","Male","35","30","25180","25170"
"In post","2022","16-19","No function","North East (England)","Female","25","25","[c]","[c]"
"In post","2022","16-19","No function","North East (England)","Male","25","20","[c]","[c]"
"In post","2022","16-19","No function","North West (England)","Female","70","70","21760","21250"
"In post","2022","16-19","No function","North West (England)","Male","40","40","21780","21250"
"In post","2022","16-19","No function","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Scotland","Female","25","25","[c]","[c]"
"In post","2022","16-19","No function","Scotland","Male","20","20","[c]","[c]"
"In post","2022","16-19","No function","South East (England)","Female","40","40","24090","22470"
"In post","2022","16-19","No function","South East (England)","Male","30","30","23140","21790"
"In post","2022","16-19","No function","South West (England)","Female","20","20","[c]","[c]"
"In post","2022","16-19","No function","South West (England)","Male","15","15","[c]","[c]"
"In post","2022","16-19","No function","Wales","Female","60","50","20400","18310"
"In post","2022","16-19","No function","Wales","Male","60","55","19580","18310"
"In post","2022","16-19","No function","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","16-19","No function","West Midlands (England)","Male","25","25","[c]","[c]"
"In post","2022","16-19","No function","Yorkshire and The Humber","Female","30","30","[c]","[c]"
"In post","2022","16-19","No function","Yorkshire and The Humber","Male","40","35","21790","21250"
"In post","2022","16-19","Project Delivery","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Scotland","Male","10","10","[c]","[c]"
"In post","2022","16-19","Project Delivery","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","South East (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","South West (England)","Female","15","15","[c]","[c]"
"In post","2022","16-19","Project Delivery","South West (England)","Male","80","80","18370","17590"
"In post","2022","16-19","Project Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North East (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Property","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","16-19","Property","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","London","Male","5","5","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","London","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Female","30","30","22470","21050"
"In post","2022","16-19","Unknown","Scotland","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","East of England","Female","30","30","[c]","[c]"
"In post","2022","20-29","Analysis","East of England","Male","30","30","[c]","[c]"
"In post","2022","20-29","Analysis","London","Female","690","685","38600","35800"
"In post","2022","20-29","Analysis","London","Male","870","865","39760","37380"
"In post","2022","20-29","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","North East (England)","Female","35","35","32600","31900"
"In post","2022","20-29","Analysis","North East (England)","Male","35","35","31480","31000"
"In post","2022","20-29","Analysis","North West (England)","Female","95","95","34540","33370"
"In post","2022","20-29","Analysis","North West (England)","Male","115","115","33890","33370"
"In post","2022","20-29","Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Scotland","Female","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Scotland","Male","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","South East (England)","Female","155","155","33320","30710"
"In post","2022","20-29","Analysis","South East (England)","Male","145","145","31720","30710"
"In post","2022","20-29","Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","South West (England)","Female","55","55","29870","29230"
"In post","2022","20-29","Analysis","South West (England)","Male","60","60","30840","29230"
"In post","2022","20-29","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Wales","Female","250","245","33140","30710"
"In post","2022","20-29","Analysis","Wales","Male","195","195","31350","30710"
"In post","2022","20-29","Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","20-29","Analysis","Yorkshire and The Humber","Female","85","85","33020","31990"
"In post","2022","20-29","Analysis","Yorkshire and The Humber","Male","80","80","33580","31990"
"In post","2022","20-29","Commercial","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","East of England","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","East of England","Male","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","London","Female","215","215","41970","40650"
"In post","2022","20-29","Commercial","London","Male","170","170","42120","40650"
"In post","2022","20-29","Commercial","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","North West (England)","Female","70","70","34560","30940"
"In post","2022","20-29","Commercial","North West (England)","Male","40","40","34330","33220"
"In post","2022","20-29","Commercial","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","Male","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Scotland","Female","30","30","[c]","[c]"
"In post","2022","20-29","Commercial","Scotland","Male","35","35","30400","31250"
"In post","2022","20-29","Commercial","South East (England)","Female","35","35","29200","26350"
"In post","2022","20-29","Commercial","South East (England)","Male","45","45","26800","25970"
"In post","2022","20-29","Commercial","South West (England)","Female","120","120","30370","27850"
"In post","2022","20-29","Commercial","South West (England)","Male","100","100","31100","31500"
"In post","2022","20-29","Commercial","Unknown","Female","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2022","20-29","Commercial","Wales","Female","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","Wales","Male","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","20-29","Commercial","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","20-29","Commercial","Yorkshire and The Humber","Female","50","50","33270","33310"
"In post","2022","20-29","Commercial","Yorkshire and The Humber","Male","40","40","33140","29840"
"In post","2022","20-29","Communications","East Midlands (England)","Female","105","100","27890","26820"
"In post","2022","20-29","Communications","East Midlands (England)","Male","125","125","27260","26590"
"In post","2022","20-29","Communications","East of England","Female","5","5","[c]","[c]"
"In post","2022","20-29","Communications","East of England","Male","5","5","[c]","[c]"
"In post","2022","20-29","Communications","London","Female","435","435","36940","34710"
"In post","2022","20-29","Communications","London","Male","255","255","37390","35260"
"In post","2022","20-29","Communications","North East (England)","Female","155","155","28300","26820"
"In post","2022","20-29","Communications","North East (England)","Male","145","145","28550","26820"
"In post","2022","20-29","Communications","North West (England)","Female","105","105","28210","26820"
"In post","2022","20-29","Communications","North West (England)","Male","145","145","28020","26820"
"In post","2022","20-29","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Scotland","Female","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","South East (England)","Female","25","25","[c]","[c]"
"In post","2022","20-29","Communications","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","20-29","Communications","South West (England)","Female","25","25","[c]","[c]"
"In post","2022","20-29","Communications","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Wales","Female","120","115","28550","26820"
"In post","2022","20-29","Communications","Wales","Male","95","95","28650","26820"
"In post","2022","20-29","Communications","West Midlands (England)","Female","105","105","27510","26590"
"In post","2022","20-29","Communications","West Midlands (England)","Male","90","90","27480","26590"
"In post","2022","20-29","Communications","Yorkshire and The Humber","Female","105","100","29840","26820"
"In post","2022","20-29","Communications","Yorkshire and The Humber","Male","135","135","28450","26820"
"In post","2022","20-29","Counter Fraud","East Midlands (England)","Female","50","50","28660","26820"
"In post","2022","20-29","Counter Fraud","East Midlands (England)","Male","50","50","30660","27570"
"In post","2022","20-29","Counter Fraud","East of England","Female","30","30","25550","26590"
"In post","2022","20-29","Counter Fraud","East of England","Male","35","35","25120","26700"
"In post","2022","20-29","Counter Fraud","London","Female","250","250","32710","31020"
"In post","2022","20-29","Counter Fraud","London","Male","235","235","33720","31020"
"In post","2022","20-29","Counter Fraud","North East (England)","Female","90","85","29050","27570"
"In post","2022","20-29","Counter Fraud","North East (England)","Male","70","70","29300","27570"
"In post","2022","20-29","Counter Fraud","North West (England)","Female","170","170","28520","26820"
"In post","2022","20-29","Counter Fraud","North West (England)","Male","160","160","28530","26820"
"In post","2022","20-29","Counter Fraud","Northern Ireland","Female","25","20","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Northern Ireland","Male","25","25","[c]","[c]"
"In post","2022","20-29","Counter Fraud","Scotland","Female","100","100","26740","26820"
"In post","2022","20-29","Counter Fraud","Scotland","Male","90","90","27220","26590"
"In post","2022","20-29","Counter Fraud","South East (England)","Female","60","60","27460","26820"
"In post","2022","20-29","Counter Fraud","South East (England)","Male","45","45","25810","26590"
"In post","2022","20-29","Counter Fraud","South West (England)","Female","55","55","31410","27570"
"In post","2022","20-29","Counter Fraud","South West (England)","Male","35","35","29100","26820"
