"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Other ethnicity","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","AA/AO","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","AA/AO","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Grants Management","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","No function","AA/AO","225","215","21550","21250"
"In post","2022","16-19","Unknown","No function","EO","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","EO","40","40","17390","17140"
"In post","2022","16-19","Unknown","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AA/AO","50","45","21850","21680"
"In post","2022","16-19","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","White","Analysis","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","White","Analysis","EO","15","15","[c]","[c]"
"In post","2022","16-19","White","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Debt","AA/AO","20","20","[c]","[c]"
"In post","2022","16-19","White","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","EO","5","5","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","EO","15","15","[c]","[c]"
"In post","2022","16-19","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","White","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Legal","AA/AO","30","30","[c]","[c]"
"In post","2022","16-19","White","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","AA/AO","305","290","21400","21260"
"In post","2022","16-19","White","No function","EO","40","40","26170","27080"
"In post","2022","16-19","White","No function","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","EO","45","45","19300","19460"
"In post","2022","16-19","White","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","White","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Property","EO","5","5","[c]","[c]"
"In post","2022","16-19","White","Property","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","White","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","AA/AO","45","45","21540","21050"
"In post","2022","16-19","White","Unknown","EO","5","5","[c]","[c]"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","AA/AO","25","20","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","EO","45","45","27750","27680"
"In post","2022","20-29","Asian","Analysis","G6/G7","35","35","55690","53530"
"In post","2022","20-29","Asian","Analysis","SEO/HEO","165","165","36130","36590"
"In post","2022","20-29","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","EO","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","SEO/HEO","50","50","35940","34550"
"In post","2022","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","AA/AO","20","15","[c]","[c]"
"In post","2022","20-29","Asian","Communications","EO","160","155","26730","26590"
"In post","2022","20-29","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","SEO/HEO","65","65","34700","33370"
"In post","2022","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","AA/AO","60","60","23820","25110"
"In post","2022","20-29","Asian","Counter Fraud","EO","110","110","28550","27570"
"In post","2022","20-29","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","SEO/HEO","35","35","35180","33370"
"In post","2022","20-29","Asian","Debt","AA/AO","165","155","21400","21250"
"In post","2022","20-29","Asian","Debt","EO","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","AA/AO","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","EO","85","85","27110","26820"
"In post","2022","20-29","Asian","Digital, Data & Technology","G6/G7","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","SEO/HEO","125","125","35330","34550"
"In post","2022","20-29","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","AA/AO","35","35","21710","21250"
"In post","2022","20-29","Asian","Finance","EO","55","55","26240","26180"
"In post","2022","20-29","Asian","Finance","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Finance","SEO/HEO","115","110","35620","35310"
"In post","2022","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","AA/AO","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","EO","50","50","27360","27270"
"In post","2022","20-29","Asian","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","SEO/HEO","50","50","34200","33950"
"In post","2022","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Legal","AA/AO","60","60","22760","23720"
"In post","2022","20-29","Asian","Legal","EO","70","70","27430","26950"
"In post","2022","20-29","Asian","Legal","G6/G7","25","25","[c]","[c]"
"In post","2022","20-29","Asian","Legal","SEO/HEO","35","35","37930","38000"
"In post","2022","20-29","Asian","No function","AA/AO","1250","1190","22130","21260"
"In post","2022","20-29","Asian","No function","EO","1575","1550","28440","27570"
"In post","2022","20-29","Asian","No function","G6/G7","185","185","55050","54110"
"In post","2022","20-29","Asian","No function","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","No function","SEO/HEO","990","985","34990","33570"
"In post","2022","20-29","Asian","No function","Unknown","145","145","25320","24090"
"In post","2022","20-29","Asian","Project Delivery","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Project Delivery","EO","65","65","26480","27170"
"In post","2022","20-29","Asian","Project Delivery","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Project Delivery","SEO/HEO","110","110","35230","34710"
"In post","2022","20-29","Asian","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Property","EO","30","30","[c]","[c]"
"In post","2022","20-29","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Property","SEO/HEO","35","35","34960","33720"
"In post","2022","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Security","AA/AO","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Security","EO","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","AA/AO","185","165","22470","21680"
"In post","2022","20-29","Asian","Unknown","EO","240","240","27220","28650"
"In post","2022","20-29","Asian","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","SEO/HEO","210","210","36460","35070"
"In post","2022","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Analysis","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Black","Analysis","EO","10","10","[c]","[c]"
"In post","2022","20-29","Black","Analysis","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Black","Analysis","SEO/HEO","45","45","35460","34840"
"In post","2022","20-29","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Commercial","EO","10","10","[c]","[c]"
"In post","2022","20-29","Black","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Black","Commercial","SEO/HEO","15","15","[c]","[c]"
