"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Digital, Data and Technology","Tower Hamlets","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","Tower Hamlets","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","Westminster","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","Westminster","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Digital, Data and Technology","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Birmingham","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Birmingham","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Economics","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Camden and City of London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Economics","Camden and City of London","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Economics","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Glasgow City","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Economics","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Greater Manchester South West","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Hackney and Newham","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Economics","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Leeds","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Leeds","Male","20","15","[c]","[c]"
"In post","2022","Analysis","Economics","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Manchester","Female","20","15","[c]","[c]"
"In post","2022","Analysis","Economics","Manchester","Male","30","25","[c]","[c]"
"In post","2022","Analysis","Economics","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Monmouthshire and Newport","Female","50","50","32590","30710"
"In post","2022","Analysis","Economics","Monmouthshire and Newport","Male","80","80","34670","30710"
"In post","2022","Analysis","Economics","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","South Hampshire","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","South Hampshire","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Economics","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Tower Hamlets","Female","70","65","56640","55430"
"In post","2022","Analysis","Economics","Tower Hamlets","Male","120","115","57520","56000"
"In post","2022","Analysis","Economics","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Westminster","Female","295","285","45180","38160"
"In post","2022","Analysis","Economics","Westminster","Male","535","530","47640","43430"
"In post","2022","Analysis","Economics","York","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","York","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Croydon","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Finance","Croydon","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Finance","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Tower Hamlets","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Finance","Tower Hamlets","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","North Yorkshire CC","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Staffordshire CC","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Geography","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Westminster","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Human Resources","Westminster","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Central Hampshire","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Central Hampshire","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Monmouthshire and Newport","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Monmouthshire and Newport","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Tower Hamlets","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Tower Hamlets","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","York","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","York","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Plymouth","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Westminster","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Westminster","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Westminster","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","Westminster","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Camden and City of London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Central Hampshire","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
