"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Economics","AA/AO","AO","75","75","22130","21910"
"In post","2022","Economics","EO","EO","145","145","27010","27270"
"In post","2022","Economics","G6/G7","G6","230","220","70580","68960"
"In post","2022","Economics","G6/G7","G7","680","660","56400","55530"
"In post","2022","Economics","SCS level","SCS level","90","85","92290","81770"
"In post","2022","Economics","SEO/HEO","HEO","705","700","34160","33710"
"In post","2022","Economics","SEO/HEO","SEO","160","160","41310","41030"
"In post","2022","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","AA","45","40","19800","19810"
"In post","2022","Finance","AA/AO","AO","940","840","22100","21380"
"In post","2022","Finance","EO","EO","2375","2265","26940","26670"
"In post","2022","Finance","G6/G7","G6","785","770","67980","67510"
"In post","2022","Finance","G6/G7","G7","1950","1900","55250","54620"
"In post","2022","Finance","SCS level","SCS level","335","330","88310","80790"
"In post","2022","Finance","SEO/HEO","HEO","2975","2875","33710","33300"
"In post","2022","Finance","SEO/HEO","SEO","2840","2755","41490","40580"
"In post","2022","Finance","Unknown","Unknown","75","75","48730","42050"
"In post","2022","Geography","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","AO","70","65","20600","20420"
"In post","2022","Geography","EO","EO","155","145","27540","26740"
"In post","2022","Geography","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","G7","10","10","54260","53720"
"In post","2022","Geography","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","HEO","185","180","33440","33290"
"In post","2022","Geography","SEO/HEO","SEO","60","55","42560","42510"
"In post","2022","Human Resources","AA/AO","AA","65","60","20120","19810"
"In post","2022","Human Resources","AA/AO","AO","1165","1065","22080","21380"
"In post","2022","Human Resources","EO","EO","1730","1625","27390","26930"
"In post","2022","Human Resources","G6/G7","G6","600","585","67170","66760"
"In post","2022","Human Resources","G6/G7","G7","1495","1445","54380","54350"
"In post","2022","Human Resources","SCS level","SCS level","230","225","86580","79620"
"In post","2022","Human Resources","SEO/HEO","HEO","2515","2400","33350","33120"
"In post","2022","Human Resources","SEO/HEO","SEO","1775","1700","41100","40580"
"In post","2022","Human Resources","Unknown","Unknown","35","35","43550","43470"
"In post","2022","Inspector of Education and Training","G6/G7","G6","165","160","80890","85550"
"In post","2022","Inspector of Education and Training","G6/G7","G7","375","370","72980","75500"
"In post","2022","Inspector of Education and Training","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","SEO","385","370","50370","51360"
"In post","2022","Intelligence Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","AO","115","105","23310","21810"
"In post","2022","Intelligence Analysis","EO","EO","1585","1495","27700","27370"
"In post","2022","Intelligence Analysis","G6/G7","G6","40","40","69360","68500"
"In post","2022","Intelligence Analysis","G6/G7","G7","190","185","57500","57420"
"In post","2022","Intelligence Analysis","SCS level","SCS level","20","20","80740","78010"
"In post","2022","Intelligence Analysis","SEO/HEO","HEO","835","810","34170","33370"
"In post","2022","Intelligence Analysis","SEO/HEO","SEO","440","430","42560","42200"
"In post","2022","Intelligence Analysis","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","AO","30","25","27680","25520"
"In post","2022","Internal Audit","EO","EO","40","40","27410","26670"
"In post","2022","Internal Audit","G6/G7","G6","70","70","67200","65230"
"In post","2022","Internal Audit","G6/G7","G7","135","130","54090","54130"
"In post","2022","Internal Audit","SCS level","SCS level","30","30","92370","88120"
"In post","2022","Internal Audit","SEO/HEO","HEO","160","155","34220","33420"
"In post","2022","Internal Audit","SEO/HEO","SEO","305","285","43800","43160"
"In post","2022","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","EO","EO","105","105","27390","26510"
"In post","2022","International Trade","G6/G7","G6","180","180","64150","62660"
"In post","2022","International Trade","G6/G7","G7","490","485","53260","51970"
"In post","2022","International Trade","SCS level","SCS level","120","115","82590","75040"
"In post","2022","International Trade","SEO/HEO","HEO","360","355","33060","32120"
"In post","2022","International Trade","SEO/HEO","SEO","375","375","39460","38540"
"In post","2022","Knowledge and Information Management","AA/AO","AA","15","15","19500","19810"
"In post","2022","Knowledge and Information Management","AA/AO","AO","355","340","22390","21380"
"In post","2022","Knowledge and Information Management","EO","EO","580","545","27730","27570"
"In post","2022","Knowledge and Information Management","G6/G7","G6","75","70","68000","67080"
"In post","2022","Knowledge and Information Management","G6/G7","G7","250","240","54670","54240"
"In post","2022","Knowledge and Information Management","SCS level","SCS level","20","20","87310","82000"
"In post","2022","Knowledge and Information Management","SEO/HEO","HEO","660","635","33830","33300"
"In post","2022","Knowledge and Information Management","SEO/HEO","SEO","390","380","41400","40800"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","35","35","35560","33000"
"In post","2022","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","AO","270","235","22410","22080"
"In post","2022","Legal","EO","EO","1855","1780","28350","26940"
"In post","2022","Legal","G6/G7","G6","1515","1415","69700","67950"
"In post","2022","Legal","G6/G7","G7","4750","4385","56150","55210"
"In post","2022","Legal","SCS level","SCS level","395","385","87930","82720"
"In post","2022","Legal","SEO/HEO","HEO","2120","2050","35260","33840"
"In post","2022","Legal","SEO/HEO","SEO","1770","1625","44550","43100"
"In post","2022","Legal","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Medicine","AA/AO","AA","65","60","19240","19010"
"In post","2022","Medicine","AA/AO","AO","285","260","23500","23280"
"In post","2022","Medicine","EO","EO","310","275","31850","31530"
"In post","2022","Medicine","G6/G7","G6","455","380","81830","84080"
"In post","2022","Medicine","G6/G7","G7","300","270","61580","57570"
"In post","2022","Medicine","SCS level","SCS level","340","300","106180","101430"
"In post","2022","Medicine","SEO/HEO","HEO","490","440","37680","39030"
"In post","2022","Medicine","SEO/HEO","SEO","270","245","44390","45840"
"In post","2022","Operational Delivery","AA/AO","AA","11275","9855","20760","20890"
"In post","2022","Operational Delivery","AA/AO","AO","91875","82110","23250","21680"
"In post","2022","Operational Delivery","EO","EO","85240","78265","28140","27570"
"In post","2022","Operational Delivery","G6/G7","G6","2125","2080","69060","66610"
"In post","2022","Operational Delivery","G6/G7","G7","5910","5755","54970","53680"
"In post","2022","Operational Delivery","SCS level","SCS level","875","850","91470","83280"
"In post","2022","Operational Delivery","SEO/HEO","HEO","25565","24240","34110","33370"
"In post","2022","Operational Delivery","SEO/HEO","SEO","12660","12210","42740","40580"
"In post","2022","Operational Delivery","Unknown","Unknown","19470","18030","30110","28200"
"In post","2022","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","AA/AO","AO","35","35","22860","21840"
"In post","2022","Operational Research","EO","EO","50","50","28390","27560"
"In post","2022","Operational Research","G6/G7","G6","65","60","70080","68840"
"In post","2022","Operational Research","G6/G7","G7","435","410","53440","54070"
"In post","2022","Operational Research","SCS level","SCS level","15","15","81850","78520"
"In post","2022","Operational Research","SEO/HEO","HEO","280","275","33230","33290"
"In post","2022","Operational Research","SEO/HEO","SEO","250","240","41460","40520"
"In post","2022","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","AA/AO","AA","2055","1945","19700","19550"
"In post","2022","Other","AA/AO","AO","8500","7840","21800","21260"
"In post","2022","Other","EO","EO","8750","8295","27220","27570"
"In post","2022","Other","G6/G7","G6","685","655","72360","68700"
"In post","2022","Other","G6/G7","G7","1395","1355","54080","54160"
"In post","2022","Other","SCS level","SCS level","325","315","96500","88020"
"In post","2022","Other","SEO/HEO","HEO","4340","4175","33430","33300"
"In post","2022","Other","SEO/HEO","SEO","2365","2275","41300","40580"
"In post","2022","Other","Unknown","Unknown","1960","1955","37450","34160"
"In post","2022","Planning","AA/AO","AO","10","10","23280","22960"
"In post","2022","Planning","EO","EO","25","25","27550","27850"
"In post","2022","Planning","G6/G7","G6","15","15","69220","68730"
"In post","2022","Planning","G6/G7","G7","55","55","55620","54560"
"In post","2022","Planning","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Planning","SEO/HEO","HEO","50","50","35020","34860"
"In post","2022","Planning","SEO/HEO","SEO","60","55","42020","40720"
"In post","2022","Planning Inspectors","G6/G7","G6","220","185","63880","58810"
"In post","2022","Planning Inspectors","G6/G7","G7","145","135","46440","47660"
"In post","2022","Planning Inspectors","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","SEO/HEO","HEO","15","10","32780","32780"
"In post","2022","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","AA/AO","AA","45","45","18740","17860"
"In post","2022","Policy","AA/AO","AO","610","580","24120","24370"
"In post","2022","Policy","EO","EO","2755","2675","28110","27920"
"In post","2022","Policy","G6/G7","G6","3755","3610","66590","65500"
"In post","2022","Policy","G6/G7","G7","9355","9105","54820","54070"
"In post","2022","Policy","SCS level","SCS level","1910","1840","85320","77730"
"In post","2022","Policy","SEO/HEO","HEO","7850","7680","34010","33570"
"In post","2022","Policy","SEO/HEO","SEO","6630","6435","40940","40310"
"In post","2022","Policy","Unknown","Unknown","55","50","63110","53360"
"In post","2022","Project Delivery","AA/AO","AA","5","5","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","AO","460","390","22140","21260"
"In post","2022","Project Delivery","EO","EO","1410","1325","26930","26780"
"In post","2022","Project Delivery","G6/G7","G6","1265","1240","67400","67700"
"In post","2022","Project Delivery","G6/G7","G7","3475","3385","54080","54540"
"In post","2022","Project Delivery","SCS level","SCS level","370","365","90490","84220"
"In post","2022","Project Delivery","SEO/HEO","HEO","3770","3610","33170","33300"
"In post","2022","Project Delivery","SEO/HEO","SEO","4625","4460","40640","40520"
"In post","2022","Project Delivery","Unknown","Unknown","500","485","45020","41540"
"In post","2022","Property","AA/AO","AA","535","515","18250","17480"
"In post","2022","Property","AA/AO","AO","450","405","22530","22040"
"In post","2022","Property","EO","EO","1535","1450","27290","26880"
"In post","2022","Property","G6/G7","G6","455","450","66340","65370"
"In post","2022","Property","G6/G7","G7","1055","1025","54990","54540"
"In post","2022","Property","SCS level","SCS level","90","90","89640","84120"
"In post","2022","Property","SEO/HEO","HEO","1835","1775","33460","33300"
"In post","2022","Property","SEO/HEO","SEO","1595","1520","42670","42200"
"In post","2022","Property","Unknown","Unknown","45","45","22430","21600"
"In post","2022","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","AA/AO","AO","85","75","21690","21550"
"In post","2022","Psychology","EO","EO","415","405","27100","26850"
"In post","2022","Psychology","G6/G7","G6","25","25","78160","72200"
"In post","2022","Psychology","G6/G7","G7","95","90","61060","61450"
"In post","2022","Psychology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","SEO/HEO","HEO","515","500","30650","30450"
"In post","2022","Psychology","SEO/HEO","SEO","385","355","45710","46020"
"In post","2022","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","AA/AO","AA","165","160","19050","19010"
"In post","2022","Science and Engineering","AA/AO","AO","940","915","22280","22260"
"In post","2022","Science and Engineering","EO","EO","1975","1925","26150","26370"
"In post","2022","Science and Engineering","G6/G7","G6","570","535","68950","67780"
"In post","2022","Science and Engineering","G6/G7","G7","2565","2455","53100","52610"
"In post","2022","Science and Engineering","SCS level","SCS level","95","90","95200","92290"
"In post","2022","Science and Engineering","SEO/HEO","HEO","3210","3095","32480","32330"
"In post","2022","Science and Engineering","SEO/HEO","SEO","3625","3465","41310","40560"
"In post","2022","Science and Engineering","Unknown","Unknown","805","795","40870","38250"
"In post","2022","Security","AA/AO","AA","2555","2490","20730","19810"
"In post","2022","Security","AA/AO","AO","3030","2975","32300","33200"
"In post","2022","Security","EO","EO","1055","1025","33700","29550"
"In post","2022","Security","G6/G7","G6","130","125","68940","67410"
"In post","2022","Security","G6/G7","G7","385","380","55920","55100"
"In post","2022","Security","SCS level","SCS level","35","35","89980","80230"
"In post","2022","Security","SEO/HEO","HEO","1145","1120","36320","34260"
"In post","2022","Security","SEO/HEO","SEO","770","755","43950","41970"
"In post","2022","Security","Unknown","Unknown","185","185","32860","31370"
"In post","2022","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","AA/AO","AO","15","10","23490","24630"
"In post","2022","Social Research","EO","EO","60","60","30810","33650"
"In post","2022","Social Research","G6/G7","G6","70","65","66990","67140"
"In post","2022","Social Research","G6/G7","G7","300","285","55410","55050"
"In post","2022","Social Research","SCS level","SCS level","15","15","77710","76970"
"In post","2022","Social Research","SEO/HEO","HEO","450","435","32580","31210"
"In post","2022","Social Research","SEO/HEO","SEO","415","395","40620","39910"
"In post","2022","Statistics","AA/AO","AA","40","40","22020","22460"
"In post","2022","Statistics","AA/AO","AO","35","30","22720","22240"
"In post","2022","Statistics","EO","EO","250","240","28010","28010"
"In post","2022","Statistics","G6/G7","G6","175","165","66930","66370"
"In post","2022","Statistics","G6/G7","G7","600","575","55670","54720"
"In post","2022","Statistics","SCS level","SCS level","55","55","84820","78830"
"In post","2022","Statistics","SEO/HEO","HEO","645","625","33900","33370"
"In post","2022","Statistics","SEO/HEO","SEO","605","585","41070","40520"
"In post","2022","Tax","AA/AO","AO","3400","3180","21360","21250"
"In post","2022","Tax","EO","EO","4800","4540","27400","26820"
"In post","2022","Tax","G6/G7","G6","735","695","69720","67910"
"In post","2022","Tax","G6/G7","G7","2270","2180","56120","55210"
"In post","2022","Tax","SCS level","SCS level","85","80","81870","78910"
"In post","2022","Tax","SEO/HEO","HEO","6025","5755","34250","33370"
"In post","2022","Tax","SEO/HEO","SEO","2285","2190","40970","40520"
"In post","2022","Unknown","AA/AO","AA","1655","1560","22210","22140"
"In post","2022","Unknown","AA/AO","AO","3185","3000","23560","22810"
"In post","2022","Unknown","EO","EO","5435","5265","28110","27500"
"In post","2022","Unknown","G6/G7","G6","2595","2530","71230","70480"
"In post","2022","Unknown","G6/G7","G7","5505","5355","57220","55210"
"In post","2022","Unknown","SCS level","SCS level","1220","1195","97030","86390"
"In post","2022","Unknown","SEO/HEO","HEO","7890","7730","33240","33080"
"In post","2022","Unknown","SEO/HEO","SEO","4745","4605","43030","41160"
"In post","2022","Unknown","Unknown","Unknown","10","10","30700","29360"
"In post","2022","Veterinarian","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Veterinarian","EO","EO","15","15","24970","24920"
"In post","2022","Veterinarian","G6/G7","G6","25","25","62690","61460"
"In post","2022","Veterinarian","G6/G7","G7","110","105","53530","53420"
"In post","2022","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","SEO/HEO","HEO","10","10","30110","29550"
"In post","2022","Veterinarian","SEO/HEO","SEO","245","235","40280","37690"
"Leaver CS","2022","Commercial","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AO","25","[c]","21500","21350"
"Leaver CS","2022","Commercial","EO","EO","60","[c]","25390","25970"
"Leaver CS","2022","Commercial","G6/G7","G6","20","[c]","67450","66400"
"Leaver CS","2022","Commercial","G6/G7","G7","50","[c]","54100","54540"
"Leaver CS","2022","Commercial","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","HEO","90","[c]","33100","33340"
"Leaver CS","2022","Commercial","SEO/HEO","SEO","140","[c]","40100","40290"
"Leaver CS","2022","Commercial","Unknown","Unknown","10","[c]","44710","42870"
"Leaver CS","2022","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","AO","25","[c]","22310","21550"
"Leaver CS","2022","Communications","EO","EO","75","[c]","27440","27460"
"Leaver CS","2022","Communications","G6/G7","G6","25","[c]","68100","66230"
"Leaver CS","2022","Communications","G6/G7","G7","40","[c]","55910","54270"
"Leaver CS","2022","Communications","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","HEO","100","[c]","34630","33740"
"Leaver CS","2022","Communications","SEO/HEO","SEO","90","[c]","41820","40820"
"Leaver CS","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","AO","75","[c]","21710","21260"
"Leaver CS","2022","Counter Fraud","EO","EO","130","[c]","27770","27570"
"Leaver CS","2022","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","HEO","40","[c]","34800","34290"
"Leaver CS","2022","Counter Fraud","SEO/HEO","SEO","20","[c]","41200","40330"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","AA","25","[c]","18740","17900"
"Leaver CS","2022","Digital, Data and Technology","AA/AO","AO","70","[c]","22100","21260"
"Leaver CS","2022","Digital, Data and Technology","EO","EO","230","[c]","27280","26930"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","G6","85","[c]","69930","68870"
"Leaver CS","2022","Digital, Data and Technology","G6/G7","G7","275","[c]","55830","55000"
"Leaver CS","2022","Digital, Data and Technology","SCS level","SCS level","25","[c]","98420","97750"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","HEO","315","[c]","34110","33820"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","SEO","350","[c]","41720","40670"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","AO","70","[c]","21290","19610"
"Leaver CS","2022","Economics","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","G7","25","[c]","54700","53600"
"Leaver CS","2022","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","HEO","50","[c]","34550","34420"
"Leaver CS","2022","Economics","SEO/HEO","SEO","10","[c]","42600","39800"
"Leaver CS","2022","Finance","AA/AO","AA","10","[c]","19400","18660"
"Leaver CS","2022","Finance","AA/AO","AO","70","[c]","22230","21830"
"Leaver CS","2022","Finance","EO","EO","145","[c]","26180","26670"
"Leaver CS","2022","Finance","G6/G7","G6","35","[c]","68990","68500"
"Leaver CS","2022","Finance","G6/G7","G7","90","[c]","55310","54540"
"Leaver CS","2022","Finance","SCS level","SCS level","30","[c]","89900","88220"
"Leaver CS","2022","Finance","SEO/HEO","HEO","160","[c]","34140","33300"
"Leaver CS","2022","Finance","SEO/HEO","SEO","115","[c]","43030","42100"
"Leaver CS","2022","Finance","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Geography","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Geography","SEO/HEO","HEO","15","[c]","33920","33290"
"Leaver CS","2022","Geography","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","AA/AO","AA","10","[c]","19830","19680"
"Leaver CS","2022","Human Resources","AA/AO","AO","105","[c]","21950","21300"
"Leaver CS","2022","Human Resources","EO","EO","135","[c]","26000","26890"
"Leaver CS","2022","Human Resources","G6/G7","G6","30","[c]","67840","67060"
"Leaver CS","2022","Human Resources","G6/G7","G7","75","[c]","53700","53620"
"Leaver CS","2022","Human Resources","SCS level","SCS level","20","[c]","92510","83760"
"Leaver CS","2022","Human Resources","SEO/HEO","HEO","120","[c]","33260","33300"
"Leaver CS","2022","Human Resources","SEO/HEO","SEO","105","[c]","42000","40980"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","G6","15","[c]","81780","85550"
"Leaver CS","2022","Inspector of Education and Training","G6/G7","G7","50","[c]","74640","75500"
"Leaver CS","2022","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","SEO","55","[c]","49600","51360"
"Leaver CS","2022","Intelligence Analysis","AA/AO","AO","10","[c]","24530","25630"
"Leaver CS","2022","Intelligence Analysis","EO","EO","80","[c]","27780","27370"
"Leaver CS","2022","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","HEO","35","[c]","35460","35480"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","SEO","10","[c]","42650","40660"
"Leaver CS","2022","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","HEO","15","[c]","34190","33630"
"Leaver CS","2022","Internal Audit","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","AO","40","[c]","21490","21270"
"Leaver CS","2022","Knowledge and Information Management","EO","EO","135","[c]","25770","25080"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","G6","15","[c]","66660","65830"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","G7","60","[c]","52670","52610"
"Leaver CS","2022","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","HEO","100","[c]","31930","31780"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","SEO","90","[c]","39980","39380"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","EO","25","[c]","30400","29140"
"Leaver CS","2022","Legal","G6/G7","G6","75","[c]","70060","69600"
"Leaver CS","2022","Legal","G6/G7","G7","270","[c]","55860","55000"
"Leaver CS","2022","Legal","SCS level","SCS level","35","[c]","96610","93000"
"Leaver CS","2022","Legal","SEO/HEO","HEO","55","[c]","38190","38000"
"Leaver CS","2022","Legal","SEO/HEO","SEO","45","[c]","46090","41750"
"Leaver CS","2022","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","AO","50","[c]","22930","23280"
"Leaver CS","2022","Medicine","EO","EO","70","[c]","30680","31530"
"Leaver CS","2022","Medicine","G6/G7","G6","40","[c]","78270","81700"
"Leaver CS","2022","Medicine","G6/G7","G7","25","[c]","63720","60470"
"Leaver CS","2022","Medicine","SCS level","SCS level","120","[c]","101050","101430"
"Leaver CS","2022","Medicine","SEO/HEO","HEO","85","[c]","37300","39030"
"Leaver CS","2022","Medicine","SEO/HEO","SEO","35","[c]","43510","42870"
