"Status","Year","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Grants Management","Female","35","[c]","24540","21300"
"Leaver Dept.","2022","Grants Management","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Female","540","[c]","38320","32960"
"Leaver Dept.","2022","Human Resources","Male","210","[c]","37280","32000"
"Leaver Dept.","2022","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Female","150","[c]","44310","39560"
"Leaver Dept.","2022","Legal","Male","80","[c]","44800","39080"
"Leaver Dept.","2022","No function","Female","9200","[c]","37640","32000"
"Leaver Dept.","2022","No function","Male","5580","[c]","40120","32770"
"Leaver Dept.","2022","Project Delivery","Female","315","[c]","39750","36840"
"Leaver Dept.","2022","Project Delivery","Male","370","[c]","40240","36740"
"Leaver Dept.","2022","Property","Female","90","[c]","30970","26880"
"Leaver Dept.","2022","Property","Male","85","[c]","43230","38010"
"Leaver Dept.","2022","Security","Female","70","[c]","38480","34550"
"Leaver Dept.","2022","Security","Male","95","[c]","35630","33300"
"Leaver Dept.","2022","Unknown","Female","2000","[c]","35120","28990"
"Leaver Dept.","2022","Unknown","Male","1745","[c]","36290","30830"
"New entrant CS","2022","Analysis","Female","715","[c]","33010","30710"
"New entrant CS","2022","Analysis","Male","770","[c]","34420","31000"
"New entrant CS","2022","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","545","[c]","39750","33540"
"New entrant CS","2022","Commercial","Male","455","[c]","45970","36810"
"New entrant CS","2022","Communications","Female","815","[c]","31500","26820"
"New entrant CS","2022","Communications","Male","695","[c]","29950","26590"
"New entrant CS","2022","Counter Fraud","Female","830","[c]","26690","26590"
"New entrant CS","2022","Counter Fraud","Male","760","[c]","27750","26590"
"New entrant CS","2022","Debt","Female","615","[c]","21580","21250"
"New entrant CS","2022","Debt","Male","410","[c]","21750","21250"
"New entrant CS","2022","Digital, Data & Technology","Female","1110","[c]","36380","33370"
"New entrant CS","2022","Digital, Data & Technology","Male","1780","[c]","38260","34550"
"New entrant CS","2022","Finance","Female","645","[c]","33730","30400"
"New entrant CS","2022","Finance","Male","530","[c]","34170","31060"
"New entrant CS","2022","Grants Management","Female","295","[c]","21510","21300"
"New entrant CS","2022","Grants Management","Male","230","[c]","21910","21300"
"New entrant CS","2022","Human Resources","Female","945","[c]","32100","28000"
"New entrant CS","2022","Human Resources","Male","410","[c]","33740","28500"
"New entrant CS","2022","Internal Audit","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","30","[c]","43360","42630"
"New entrant CS","2022","Legal","Female","870","[c]","35700","29280"
"New entrant CS","2022","Legal","Male","385","[c]","38560","38000"
"New entrant CS","2022","No function","Female","25150","[c]","27800","25480"
"New entrant CS","2022","No function","Male","16750","[c]","28510","26590"
"New entrant CS","2022","Project Delivery","Female","855","[c]","33640","30730"
"New entrant CS","2022","Project Delivery","Male","1145","[c]","36360","33000"
"New entrant CS","2022","Property","Female","525","[c]","30160","25000"
"New entrant CS","2022","Property","Male","590","[c]","34380","30450"
"New entrant CS","2022","Security","Female","235","[c]","28550","26350"
"New entrant CS","2022","Security","Male","640","[c]","29030","25210"
"New entrant CS","2022","Unknown","Female","5245","[c]","29930","27230"
"New entrant CS","2022","Unknown","Male","4395","[c]","30750","27230"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
