"Status","Year","Organisation","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","Heterosexual / straight","380","345","31780","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","Undeclared","55","50","32200","31640"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Female","Unknown","65","60","27030","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","Heterosexual / straight","235","220","34350","31220"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","Undeclared","40","40","34380","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Male","Unknown","50","50","26360","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Female","Heterosexual / straight","875","815","27050","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Female","LGBO","50","50","25520","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Female","Undeclared","115","105","28950","25190"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Female","Unknown","105","95","26930","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Male","Heterosexual / straight","530","515","28970","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Male","LGBO","65","65","26260","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Male","Undeclared","95","90","29080","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Male","Unknown","85","80","26890","25730"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Female","Heterosexual / straight","260","245","31020","28070"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Female","LGBO","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Female","Undeclared","35","35","34500","32360"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Female","Unknown","35","30","27280","24370"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Male","Heterosexual / straight","145","140","33880","30330"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Male","Undeclared","35","30","38630","33890"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Female","Heterosexual / straight","120","115","42270","38110"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Female","Unknown","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Male","Heterosexual / straight","100","100","43130","38520"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Male","Undeclared","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Male","Unknown","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
