"Status","Year","Age","Function_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Analysis","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Analysis","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Commercial","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Communications","Westminster","Female","5","5","[c]","[c]"
"In post","2022","16-19","Communications","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Counter Fraud","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Liverpool","Female","5","5","[c]","[c]"
"In post","2022","16-19","Debt","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","Tyneside","Female","5","5","[c]","[c]"
"In post","2022","16-19","Debt","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Plymouth","Male","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Tower Hamlets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","10","10","[c]","[c]"
"In post","2022","16-19","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","10","10","[c]","[c]"
"In post","2022","16-19","Finance","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","North Lanarkshire","Male","5","5","[c]","[c]"
"In post","2022","16-19","Finance","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","York","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","York","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Leeds","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Leeds","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Westminster","Female","5","5","[c]","[c]"
"In post","2022","16-19","Legal","Westminster","Male","5","5","[c]","[c]"
"In post","2022","16-19","No function","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Barnsley, Doncaster and Rotherham","Female","5","5","[c]","[c]"
"In post","2022","16-19","No function","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Birmingham","Female","10","10","[c]","[c]"
"In post","2022","16-19","No function","Birmingham","Male","10","10","[c]","[c]"
"In post","2022","16-19","No function","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Blackpool","Male","5","5","[c]","[c]"
"In post","2022","16-19","No function","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bradford","Male","10","10","[c]","[c]"
"In post","2022","16-19","No function","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2022","16-19","No function","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cardiff and Vale of Glamorgan","Female","10","10","[c]","[c]"
"In post","2022","16-19","No function","Cardiff and Vale of Glamorgan","Male","10","10","[c]","[c]"
"In post","2022","16-19","No function","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","City of Edinburgh","Male","5","5","[c]","[c]"
"In post","2022","16-19","No function","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Dorset","Female","5","5","[c]","[c]"
"In post","2022","16-19","No function","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Durham","Female","10","10","[c]","[c]"
"In post","2022","16-19","No function","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","East Surrey","Male","[c]","[c]","[c]","[c]"
