"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HEO","Female","Heterosexual / straight","750","720","33240","32900"
"In post","2022","Analysis","HEO","Female","LGBO","105","105","32770","31990"
"In post","2022","Analysis","HEO","Female","Undeclared","85","85","33250","32790"
"In post","2022","Analysis","HEO","Female","Unknown","210","205","31960","30710"
"In post","2022","Analysis","HEO","Male","Heterosexual / straight","815","805","33670","33370"
"In post","2022","Analysis","HEO","Male","LGBO","100","100","33390","33080"
"In post","2022","Analysis","HEO","Male","Undeclared","100","95","34050","33350"
"In post","2022","Analysis","HEO","Male","Unknown","305","300","32420","31190"
"In post","2022","Analysis","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","SCS level","Female","Heterosexual / straight","65","60","84590","79520"
"In post","2022","Analysis","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Analysis","SCS level","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","SCS level","Male","Heterosexual / straight","80","80","91750","81230"
"In post","2022","Analysis","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","SCS level","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","SEO","Female","Heterosexual / straight","630","585","40410","39910"
"In post","2022","Analysis","SEO","Female","LGBO","60","60","40300","39930"
"In post","2022","Analysis","SEO","Female","Undeclared","70","65","40180","40000"
"In post","2022","Analysis","SEO","Female","Unknown","160","155","39410","38340"
"In post","2022","Analysis","SEO","Male","Heterosexual / straight","540","530","40890","40400"
"In post","2022","Analysis","SEO","Male","LGBO","50","50","41010","39470"
"In post","2022","Analysis","SEO","Male","Undeclared","70","70","41780","40650"
"In post","2022","Analysis","SEO","Male","Unknown","260","255","39700","38340"
"In post","2022","Analysis","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","AA","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AO","Female","Heterosexual / straight","75","65","22440","21830"
"In post","2022","Commercial","AO","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","AO","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","AO","Female","Unknown","35","30","23790","23330"
"In post","2022","Commercial","AO","Male","Heterosexual / straight","65","65","22530","21840"
"In post","2022","Commercial","AO","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","AO","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","AO","Male","Unknown","40","35","22520","21650"
"In post","2022","Commercial","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","EO","Female","Heterosexual / straight","330","310","26480","26350"
"In post","2022","Commercial","EO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","EO","Female","Undeclared","45","40","26640","26780"
"In post","2022","Commercial","EO","Female","Unknown","75","70","26760","26670"
"In post","2022","Commercial","EO","Male","Heterosexual / straight","200","200","26790","26580"
"In post","2022","Commercial","EO","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","EO","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","Commercial","EO","Male","Unknown","50","50","26520","26590"
"In post","2022","Commercial","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","G6","Female","Heterosexual / straight","130","125","68010","65670"
"In post","2022","Commercial","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","G6","Female","Unknown","155","155","74660","72210"
"In post","2022","Commercial","G6","Male","Heterosexual / straight","165","160","68780","67150"
"In post","2022","Commercial","G6","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","G6","Male","Undeclared","30","30","[c]","[c]"
"In post","2022","Commercial","G6","Male","Unknown","180","180","77800","76450"
"In post","2022","Commercial","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","G7","Female","Heterosexual / straight","305","290","52850","53360"
"In post","2022","Commercial","G7","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","G7","Female","Undeclared","40","35","53580","53360"
"In post","2022","Commercial","G7","Female","Unknown","405","395","58920","56720"
"In post","2022","Commercial","G7","Male","Heterosexual / straight","280","280","53580","53500"
"In post","2022","Commercial","G7","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Commercial","G7","Male","Undeclared","50","50","53360","53360"
"In post","2022","Commercial","G7","Male","Unknown","445","440","60630","61710"
"In post","2022","Commercial","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HEO","Female","Heterosexual / straight","495","475","32630","33000"
"In post","2022","Commercial","HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","HEO","Female","Undeclared","55","50","33530","33290"
"In post","2022","Commercial","HEO","Female","Unknown","90","85","32890","33000"
"In post","2022","Commercial","HEO","Male","Heterosexual / straight","375","370","32890","33000"
"In post","2022","Commercial","HEO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Commercial","HEO","Male","Undeclared","40","40","33210","33000"
"In post","2022","Commercial","HEO","Male","Unknown","70","70","32870","33000"
"In post","2022","Commercial","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS level","Female","Heterosexual / straight","60","55","98550","87550"
"In post","2022","Commercial","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","SCS level","Female","Unknown","60","60","109320","106600"
"In post","2022","Commercial","SCS level","Male","Heterosexual / straight","95","95","108440","100150"
"In post","2022","Commercial","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS level","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","SCS level","Male","Unknown","100","100","123160","120390"
"In post","2022","Commercial","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SEO","Female","Heterosexual / straight","600","575","40090","40170"
"In post","2022","Commercial","SEO","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Commercial","SEO","Female","Undeclared","105","100","40430","40650"
"In post","2022","Commercial","SEO","Female","Unknown","145","140","39910","39460"
"In post","2022","Commercial","SEO","Male","Heterosexual / straight","540","535","41080","40670"
"In post","2022","Commercial","SEO","Male","LGBO","35","35","40280","40000"
"In post","2022","Commercial","SEO","Male","Undeclared","85","85","40980","40650"
"In post","2022","Commercial","SEO","Male","Unknown","115","115","41040","40580"
"In post","2022","Commercial","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Female","Heterosexual / straight","65","60","37350","37340"
"In post","2022","Commercial","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Male","Heterosexual / straight","65","65","42600","40290"
"In post","2022","Commercial","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Unknown","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AO","Female","Heterosexual / straight","165","145","21890","21300"
"In post","2022","Communications","AO","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","AO","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Communications","AO","Female","Unknown","60","55","21860","21250"
"In post","2022","Communications","AO","Male","Heterosexual / straight","120","115","21940","21250"
"In post","2022","Communications","AO","Male","LGBO","15","10","[c]","[c]"
"In post","2022","Communications","AO","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Communications","AO","Male","Unknown","55","55","21770","21250"
"In post","2022","Communications","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","EO","Female","Heterosexual / straight","910","860","26970","26820"
"In post","2022","Communications","EO","Female","LGBO","70","65","26800","26820"
"In post","2022","Communications","EO","Female","Undeclared","105","100","27300","26820"
"In post","2022","Communications","EO","Female","Unknown","495","470","26930","26820"
"In post","2022","Communications","EO","Male","Heterosexual / straight","860","850","26920","26820"
"In post","2022","Communications","EO","Male","LGBO","85","85","26950","26820"
"In post","2022","Communications","EO","Male","Undeclared","90","90","27200","26820"
"In post","2022","Communications","EO","Male","Unknown","620","615","26850","26820"
"In post","2022","Communications","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","G6","Female","Heterosexual / straight","145","140","67030","66400"
"In post","2022","Communications","G6","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","G6","Female","Undeclared","30","30","66740","66230"
"In post","2022","Communications","G6","Female","Unknown","35","35","67510","66160"
"In post","2022","Communications","G6","Male","Heterosexual / straight","95","90","68530","67910"
"In post","2022","Communications","G6","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","G6","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","Communications","G6","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Communications","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","G7","Female","Heterosexual / straight","355","335","54870","54700"
"In post","2022","Communications","G7","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Communications","G7","Female","Undeclared","50","45","54670","54270"
"In post","2022","Communications","G7","Female","Unknown","100","95","55050","54700"
"In post","2022","Communications","G7","Male","Heterosexual / straight","200","200","54550","54700"
"In post","2022","Communications","G7","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Communications","G7","Male","Undeclared","35","35","54070","53360"
"In post","2022","Communications","G7","Male","Unknown","55","55","55180","54700"
"In post","2022","Communications","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HEO","Female","Heterosexual / straight","730","700","33670","33370"
"In post","2022","Communications","HEO","Female","LGBO","60","60","33450","33370"
"In post","2022","Communications","HEO","Female","Undeclared","80","75","33770","33290"
"In post","2022","Communications","HEO","Female","Unknown","260","255","33560","33370"
"In post","2022","Communications","HEO","Male","Heterosexual / straight","575","565","33840","33370"
"In post","2022","Communications","HEO","Male","LGBO","70","70","33740","33370"
"In post","2022","Communications","HEO","Male","Undeclared","65","65","33990","33370"
"In post","2022","Communications","HEO","Male","Unknown","305","300","33560","33370"
"In post","2022","Communications","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Female","Heterosexual / straight","50","50","88690","83570"
"In post","2022","Communications","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Communications","SCS level","Male","Heterosexual / straight","40","40","95430","83600"
"In post","2022","Communications","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","SCS level","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SEO","Female","Heterosexual / straight","535","510","41230","40530"
"In post","2022","Communications","SEO","Female","LGBO","30","25","[c]","[c]"
"In post","2022","Communications","SEO","Female","Undeclared","50","50","41490","40600"
"In post","2022","Communications","SEO","Female","Unknown","155","150","40990","40600"
"In post","2022","Communications","SEO","Male","Heterosexual / straight","335","335","41140","40520"
"In post","2022","Communications","SEO","Male","LGBO","50","50","41490","40750"
"In post","2022","Communications","SEO","Male","Undeclared","35","35","41470","40650"
"In post","2022","Communications","SEO","Male","Unknown","120","115","41700","40520"
"In post","2022","Communications","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Communications","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AO","Female","Heterosexual / straight","1065","890","22340","21260"
"In post","2022","Counter Fraud","AO","Female","LGBO","50","45","22340","21260"
"In post","2022","Counter Fraud","AO","Female","Undeclared","190","150","22450","22040"
"In post","2022","Counter Fraud","AO","Female","Unknown","430","335","22500","21340"
"In post","2022","Counter Fraud","AO","Male","Heterosexual / straight","620","590","22340","21260"
"In post","2022","Counter Fraud","AO","Male","LGBO","50","50","22020","21260"
"In post","2022","Counter Fraud","AO","Male","Undeclared","100","95","22200","21260"
"In post","2022","Counter Fraud","AO","Male","Unknown","235","225","22110","21260"
"In post","2022","Counter Fraud","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","EO","Female","Heterosexual / straight","2520","2255","28060","27570"
"In post","2022","Counter Fraud","EO","Female","LGBO","130","125","28100","27570"
"In post","2022","Counter Fraud","EO","Female","Undeclared","320","280","28290","27570"
"In post","2022","Counter Fraud","EO","Female","Unknown","1060","935","28250","27570"
"In post","2022","Counter Fraud","EO","Male","Heterosexual / straight","1870","1780","28120","27570"
"In post","2022","Counter Fraud","EO","Male","LGBO","130","125","28250","27570"
"In post","2022","Counter Fraud","EO","Male","Undeclared","265","250","28240","27570"
"In post","2022","Counter Fraud","EO","Male","Unknown","900","855","28250","27570"
"In post","2022","Counter Fraud","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6","Female","Heterosexual / straight","75","70","69060","67910"
"In post","2022","Counter Fraud","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","G6","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","G6","Male","Heterosexual / straight","155","150","69300","67910"
"In post","2022","Counter Fraud","G6","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","G6","Male","Undeclared","35","35","70910","68010"
"In post","2022","Counter Fraud","G6","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Counter Fraud","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G7","Female","Heterosexual / straight","265","250","56070","55210"
"In post","2022","Counter Fraud","G7","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Counter Fraud","G7","Female","Undeclared","35","35","56650","55210"
"In post","2022","Counter Fraud","G7","Female","Unknown","60","55","56120","55210"
"In post","2022","Counter Fraud","G7","Male","Heterosexual / straight","405","390","56680","55210"
"In post","2022","Counter Fraud","G7","Male","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","G7","Male","Undeclared","75","75","57080","55210"
"In post","2022","Counter Fraud","G7","Male","Unknown","115","110","56330","55210"
"In post","2022","Counter Fraud","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HEO","Female","Heterosexual / straight","1290","1195","34010","33370"
"In post","2022","Counter Fraud","HEO","Female","LGBO","75","70","34280","33100"
"In post","2022","Counter Fraud","HEO","Female","Undeclared","150","135","34340","33370"
"In post","2022","Counter Fraud","HEO","Female","Unknown","450","430","34720","33370"
"In post","2022","Counter Fraud","HEO","Male","Heterosexual / straight","1285","1245","34370","33370"
"In post","2022","Counter Fraud","HEO","Male","LGBO","70","70","34130","33370"
"In post","2022","Counter Fraud","HEO","Male","Undeclared","220","210","34840","33370"
"In post","2022","Counter Fraud","HEO","Male","Unknown","500","485","34780","33370"
"In post","2022","Counter Fraud","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Female","Heterosexual / straight","520","495","40650","40520"
"In post","2022","Counter Fraud","SEO","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Female","Undeclared","75","70","40970","40520"
"In post","2022","Counter Fraud","SEO","Female","Unknown","135","130","41140","40520"
"In post","2022","Counter Fraud","SEO","Male","Heterosexual / straight","605","585","41190","40520"
"In post","2022","Counter Fraud","SEO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Male","Undeclared","85","85","41850","40520"
"In post","2022","Counter Fraud","SEO","Male","Unknown","205","195","41820","40520"
"In post","2022","Counter Fraud","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","AA","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Debt","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","AA","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","AA","Female","Unknown","[c]","[c]","[c]","[c]"
