"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Finance","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East of England","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Geography","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Geography","South West (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Geography","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","London","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Human Resources","London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Human Resources","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","London","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South East (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wales","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wales","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Wales","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Medicine","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","London","Female","90","85","42360","39940"
"In post","2022","Analysis","Operational Delivery","London","Male","80","80","44330","38370"
"In post","2022","Analysis","Operational Delivery","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North West (England)","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North West (England)","Male","30","30","35170","34040"
"In post","2022","Analysis","Operational Delivery","Scotland","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Scotland","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South East (England)","Female","85","80","33040","30210"
"In post","2022","Analysis","Operational Delivery","South East (England)","Male","55","55","30460","30210"
"In post","2022","Analysis","Operational Delivery","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Wales","Female","200","180","31110","30210"
"In post","2022","Analysis","Operational Delivery","Wales","Male","175","175","33410","30810"
"In post","2022","Analysis","Operational Delivery","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Yorkshire and The Humber","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","London","Female","115","105","50120","50660"
"In post","2022","Analysis","Operational Research","London","Male","145","140","52150","52840"
"In post","2022","Analysis","Operational Research","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","North East (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","North West (England)","Female","30","25","[c]","[c]"
"In post","2022","Analysis","Operational Research","North West (England)","Male","40","35","45500","40520"
"In post","2022","Analysis","Operational Research","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","Female","70","65","40340","38070"
"In post","2022","Analysis","Operational Research","South East (England)","Male","200","195","43720","47010"
"In post","2022","Analysis","Operational Research","South West (England)","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Operational Research","South West (England)","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Operational Research","Wales","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","Wales","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Operational Research","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Other","London","Female","130","120","56210","53620"
"In post","2022","Analysis","Other","London","Male","200","195","59870","53970"
"In post","2022","Analysis","Other","Scotland","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Other","Scotland","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Other","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","London","Female","180","165","52080","53360"
"In post","2022","Analysis","Policy","London","Male","170","165","51790","53360"
"In post","2022","Analysis","Policy","North East (England)","Female","15","10","[c]","[c]"
"In post","2022","Analysis","Policy","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Policy","North West (England)","Female","20","15","[c]","[c]"
"In post","2022","Analysis","Policy","North West (England)","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Policy","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Yorkshire and The Humber","Female","75","65","46170","47850"
"In post","2022","Analysis","Policy","Yorkshire and The Humber","Male","70","70","47160","49530"
"In post","2022","Analysis","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East of England","Female","150","140","32000","29750"
"In post","2022","Analysis","Science and Engineering","East of England","Male","170","165","37190","35900"
"In post","2022","Analysis","Science and Engineering","London","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","London","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Scotland","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South East (England)","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South East (England)","Male","75","70","40910","38070"
"In post","2022","Analysis","Science and Engineering","South West (England)","Female","95","90","32220","29750"
"In post","2022","Analysis","Science and Engineering","South West (England)","Male","120","115","36360","30640"
"In post","2022","Analysis","Science and Engineering","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","London","Female","265","255","46250","42010"
"In post","2022","Analysis","Social Research","London","Male","110","110","48040","43570"
"In post","2022","Analysis","Social Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","North East (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Social Research","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","North West (England)","Female","35","35","43290","40520"
"In post","2022","Analysis","Social Research","North West (England)","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Social Research","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","South East (England)","Female","145","135","38810","38340"
"In post","2022","Analysis","Social Research","South East (England)","Male","90","85","39840","38340"
"In post","2022","Analysis","Social Research","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Social Research","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Wales","Female","255","240","38810","38340"
"In post","2022","Analysis","Social Research","Wales","Male","100","95","39810","38340"
"In post","2022","Analysis","Social Research","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","Yorkshire and The Humber","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Social Research","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","East of England","Female","15","10","[c]","[c]"
"In post","2022","Analysis","Statistics","East of England","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Statistics","London","Female","365","345","49080","45950"
"In post","2022","Analysis","Statistics","London","Male","475","465","46930","42890"
"In post","2022","Analysis","Statistics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","North East (England)","Female","55","55","43580","36840"
"In post","2022","Analysis","Statistics","North East (England)","Male","45","45","41500","37710"
"In post","2022","Analysis","Statistics","North West (England)","Female","70","65","40200","33750"
"In post","2022","Analysis","Statistics","North West (England)","Male","90","90","39890","33990"
"In post","2022","Analysis","Statistics","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Scotland","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Statistics","Scotland","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Statistics","South East (England)","Female","105","95","40060","38340"
"In post","2022","Analysis","Statistics","South East (England)","Male","95","95","41860","38340"
"In post","2022","Analysis","Statistics","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","South West (England)","Female","80","70","40370","39460"
"In post","2022","Analysis","Statistics","South West (England)","Male","95","90","38850","36000"
"In post","2022","Analysis","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Wales","Female","165","160","41470","38340"
"In post","2022","Analysis","Statistics","Wales","Male","190","185","42960","38340"
"In post","2022","Analysis","Statistics","Wales","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Statistics","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Statistics","Yorkshire and The Humber","Female","50","45","42390","37590"
"In post","2022","Analysis","Statistics","Yorkshire and The Humber","Male","70","70","43390","36880"
"In post","2022","Analysis","Tax","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","North West (England)","Male","5","5","[c]","[c]"
