"Status","Year","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Greater Manchester South West","Unknown","Unknown","Female","175","165","29490","26990"
"In post","2022","Greater Manchester South West","Unknown","Unknown","Male","65","60","31340","26310"
"In post","2022","Gwent Valleys","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","AA/AO","AO","Female","195","160","21640","21260"
"In post","2022","Gwent Valleys","AA/AO","AO","Male","65","60","21800","21260"
"In post","2022","Gwent Valleys","EO","EO","Female","315","285","27580","27570"
"In post","2022","Gwent Valleys","EO","EO","Male","140","135","27830","27570"
"In post","2022","Gwent Valleys","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2022","Gwent Valleys","G6/G7","G6","Male","10","5","[c]","[c]"
"In post","2022","Gwent Valleys","G6/G7","G7","Female","10","10","[c]","[c]"
"In post","2022","Gwent Valleys","G6/G7","G7","Male","15","15","[c]","[c]"
"In post","2022","Gwent Valleys","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gwent Valleys","SEO/HEO","HEO","Female","70","65","35280","34290"
"In post","2022","Gwent Valleys","SEO/HEO","HEO","Male","25","25","[c]","[c]"
"In post","2022","Gwent Valleys","SEO/HEO","SEO","Female","30","30","44070","47470"
"In post","2022","Gwent Valleys","SEO/HEO","SEO","Male","30","30","44630","47470"
"In post","2022","Gwent Valleys","Unknown","Unknown","Female","80","75","29430","28200"
"In post","2022","Gwent Valleys","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Gwynedd","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","AA/AO","AO","Female","255","225","21540","21260"
"In post","2022","Gwynedd","AA/AO","AO","Male","150","145","21630","21260"
"In post","2022","Gwynedd","EO","EO","Female","110","100","27500","27570"
"In post","2022","Gwynedd","EO","EO","Male","80","80","27750","27570"
"In post","2022","Gwynedd","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","G6/G7","G6","Male","5","5","[c]","[c]"
"In post","2022","Gwynedd","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","G6/G7","G7","Male","10","10","[c]","[c]"
"In post","2022","Gwynedd","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Gwynedd","SEO/HEO","HEO","Female","25","20","[c]","[c]"
"In post","2022","Gwynedd","SEO/HEO","HEO","Male","30","30","34430","34190"
"In post","2022","Gwynedd","SEO/HEO","SEO","Female","25","20","[c]","[c]"
"In post","2022","Gwynedd","SEO/HEO","SEO","Male","5","5","[c]","[c]"
"In post","2022","Gwynedd","Unknown","Unknown","Female","45","45","29060","26310"
"In post","2022","Gwynedd","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Hackney and Newham","AA/AO","AA","Female","15","10","[c]","[c]"
"In post","2022","Hackney and Newham","AA/AO","AA","Male","15","15","[c]","[c]"
"In post","2022","Hackney and Newham","AA/AO","AO","Female","610","510","24960","25110"
"In post","2022","Hackney and Newham","AA/AO","AO","Male","320","305","25060","25330"
"In post","2022","Hackney and Newham","EO","EO","Female","1145","1055","31250","31060"
"In post","2022","Hackney and Newham","EO","EO","Male","815","795","31220","31060"
"In post","2022","Hackney and Newham","G6/G7","G6","Female","155","150","74850","74850"
"In post","2022","Hackney and Newham","G6/G7","G6","Male","190","185","75190","74850"
"In post","2022","Hackney and Newham","G6/G7","G7","Female","350","330","61020","62120"
"In post","2022","Hackney and Newham","G6/G7","G7","Male","405","395","61570","62120"
"In post","2022","Hackney and Newham","SCS level","SCS level","Female","35","35","85070","82340"
"In post","2022","Hackney and Newham","SCS level","SCS level","Male","45","45","86970","82340"
"In post","2022","Hackney and Newham","SEO/HEO","HEO","Female","750","720","37890","37930"
"In post","2022","Hackney and Newham","SEO/HEO","HEO","Male","790","775","38280","37930"
"In post","2022","Hackney and Newham","SEO/HEO","SEO","Female","375","370","44100","43810"
"In post","2022","Hackney and Newham","SEO/HEO","SEO","Male","445","430","44350","43810"
"In post","2022","Hackney and Newham","Unknown","Unknown","Female","80","75","32040","31150"
"In post","2022","Hackney and Newham","Unknown","Unknown","Male","35","35","30870","27980"
"In post","2022","Haringey and Islington","AA/AO","AA","Female","55","50","24610","25740"
"In post","2022","Haringey and Islington","AA/AO","AA","Male","45","40","24050","25170"
"In post","2022","Haringey and Islington","AA/AO","AO","Female","280","260","27590","25110"
"In post","2022","Haringey and Islington","AA/AO","AO","Male","290","285","31290","33450"
"In post","2022","Haringey and Islington","EO","EO","Female","295","275","30950","31060"
"In post","2022","Haringey and Islington","EO","EO","Male","205","200","32010","31060"
"In post","2022","Haringey and Islington","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","G6/G7","G7","Female","10","10","[c]","[c]"
"In post","2022","Haringey and Islington","G6/G7","G7","Male","10","10","[c]","[c]"
"In post","2022","Haringey and Islington","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Haringey and Islington","SEO/HEO","HEO","Female","75","70","35670","34260"
"In post","2022","Haringey and Islington","SEO/HEO","HEO","Male","50","50","38880","38190"
"In post","2022","Haringey and Islington","SEO/HEO","SEO","Female","35","35","49490","48020"
"In post","2022","Haringey and Islington","SEO/HEO","SEO","Male","20","20","[c]","[c]"
"In post","2022","Haringey and Islington","Unknown","Unknown","Female","155","145","33640","34100"
"In post","2022","Haringey and Islington","Unknown","Unknown","Male","70","70","35670","35310"
"In post","2022","Harrow and Hillingdon","AA/AO","AA","Female","25","25","[c]","[c]"
"In post","2022","Harrow and Hillingdon","AA/AO","AA","Male","25","25","[c]","[c]"
"In post","2022","Harrow and Hillingdon","AA/AO","AO","Female","265","235","25210","25630"
"In post","2022","Harrow and Hillingdon","AA/AO","AO","Male","210","200","26020","25630"
"In post","2022","Harrow and Hillingdon","EO","EO","Female","880","780","29640","29080"
"In post","2022","Harrow and Hillingdon","EO","EO","Male","1020","950","29330","29080"
"In post","2022","Harrow and Hillingdon","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2022","Harrow and Hillingdon","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2022","Harrow and Hillingdon","G6/G7","G7","Female","30","30","58670","57680"
"In post","2022","Harrow and Hillingdon","G6/G7","G7","Male","35","35","58340","57740"
"In post","2022","Harrow and Hillingdon","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Harrow and Hillingdon","SEO/HEO","HEO","Female","235","220","35360","35200"
"In post","2022","Harrow and Hillingdon","SEO/HEO","HEO","Male","245","235","34930","35200"
"In post","2022","Harrow and Hillingdon","SEO/HEO","SEO","Female","85","80","43040","42410"
"In post","2022","Harrow and Hillingdon","SEO/HEO","SEO","Male","105","105","42460","42410"
"In post","2022","Harrow and Hillingdon","Unknown","Unknown","Female","45","40","32900","32890"
"In post","2022","Harrow and Hillingdon","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","AA/AO","AA","Female","55","50","21240","20890"
"In post","2022","Hartlepool and Stockton-on-Tees","AA/AO","AA","Male","60","60","20860","20890"
"In post","2022","Hartlepool and Stockton-on-Tees","AA/AO","AO","Female","365","310","22660","21260"
"In post","2022","Hartlepool and Stockton-on-Tees","AA/AO","AO","Male","320","305","25750","24730"
"In post","2022","Hartlepool and Stockton-on-Tees","EO","EO","Female","305","265","27750","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","EO","EO","Male","200","195","28580","27570"
"In post","2022","Hartlepool and Stockton-on-Tees","G6/G7","G6","Female","5","5","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","G6/G7","G7","Female","10","10","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","G6/G7","G7","Male","10","10","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","Female","65","60","33330","31990"
"In post","2022","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","Male","45","45","35000","35570"
"In post","2022","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","Female","30","30","44240","43480"
"In post","2022","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","Male","25","25","[c]","[c]"
"In post","2022","Hartlepool and Stockton-on-Tees","Unknown","Unknown","Female","125","120","30280","28290"
"In post","2022","Hartlepool and Stockton-on-Tees","Unknown","Unknown","Male","40","40","32320","28900"
"In post","2022","Heart of Essex","AA/AO","AA","Female","50","45","20380","20890"
"In post","2022","Heart of Essex","AA/AO","AA","Male","35","35","20810","20890"
"In post","2022","Heart of Essex","AA/AO","AO","Female","190","175","24580","23770"
"In post","2022","Heart of Essex","AA/AO","AO","Male","170","170","28870","30120"
"In post","2022","Heart of Essex","EO","EO","Female","185","180","28960","29290"
"In post","2022","Heart of Essex","EO","EO","Male","135","135","29670","29290"
"In post","2022","Heart of Essex","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2022","Heart of Essex","G6/G7","G6","Male","5","5","[c]","[c]"
"In post","2022","Heart of Essex","G6/G7","G7","Female","65","55","57200","54770"
"In post","2022","Heart of Essex","G6/G7","G7","Male","35","35","58940","53870"
"In post","2022","Heart of Essex","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Heart of Essex","SEO/HEO","HEO","Female","75","70","34510","33260"
"In post","2022","Heart of Essex","SEO/HEO","HEO","Male","50","50","35260","35020"
"In post","2022","Heart of Essex","SEO/HEO","SEO","Female","40","35","41790","41100"
"In post","2022","Heart of Essex","SEO/HEO","SEO","Male","30","30","48020","46320"
"In post","2022","Heart of Essex","Unknown","Unknown","Female","115","105","28480","24800"
"In post","2022","Heart of Essex","Unknown","Unknown","Male","40","40","31170","28200"
"In post","2022","Herefordshire, County of","AA/AO","AA","Female","10","10","[c]","[c]"
"In post","2022","Herefordshire, County of","AA/AO","AA","Male","20","20","[c]","[c]"
"In post","2022","Herefordshire, County of","AA/AO","AO","Female","80","75","21860","21170"
"In post","2022","Herefordshire, County of","AA/AO","AO","Male","105","100","28700","22750"
"In post","2022","Herefordshire, County of","EO","EO","Female","85","80","27430","27570"
"In post","2022","Herefordshire, County of","EO","EO","Male","60","60","28580","26840"
"In post","2022","Herefordshire, County of","G6/G7","G6","Female","5","5","[c]","[c]"
"In post","2022","Herefordshire, County of","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","G6/G7","G7","Female","10","5","[c]","[c]"
"In post","2022","Herefordshire, County of","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, County of","SEO/HEO","HEO","Female","25","25","[c]","[c]"
"In post","2022","Herefordshire, County of","SEO/HEO","HEO","Male","20","20","[c]","[c]"
"In post","2022","Herefordshire, County of","SEO/HEO","SEO","Female","10","10","[c]","[c]"
"In post","2022","Herefordshire, County of","SEO/HEO","SEO","Male","5","5","[c]","[c]"
"In post","2022","Herefordshire, County of","Unknown","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Herefordshire, County of","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Hertfordshire CC","AA/AO","AA","Female","60","55","21210","21760"
"In post","2022","Hertfordshire CC","AA/AO","AA","Male","75","75","22320","21790"
"In post","2022","Hertfordshire CC","AA/AO","AO","Female","305","275","25370","24250"
"In post","2022","Hertfordshire CC","AA/AO","AO","Male","220","215","28320","28140"
"In post","2022","Hertfordshire CC","EO","EO","Female","565","515","29730","29290"
"In post","2022","Hertfordshire CC","EO","EO","Male","335","330","30370","29290"
"In post","2022","Hertfordshire CC","G6/G7","G6","Female","50","45","71290","68720"
"In post","2022","Hertfordshire CC","G6/G7","G6","Male","45","45","69610","68500"
"In post","2022","Hertfordshire CC","G6/G7","G7","Female","140","130","57720","56560"
"In post","2022","Hertfordshire CC","G6/G7","G7","Male","115","110","58070","57000"
"In post","2022","Hertfordshire CC","SCS level","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Hertfordshire CC","SCS level","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Hertfordshire CC","SEO/HEO","HEO","Female","215","205","35870","36670"
"In post","2022","Hertfordshire CC","SEO/HEO","HEO","Male","175","170","36410","37000"
"In post","2022","Hertfordshire CC","SEO/HEO","SEO","Female","175","165","44060","43410"
"In post","2022","Hertfordshire CC","SEO/HEO","SEO","Male","120","120","44420","44500"
"In post","2022","Hertfordshire CC","Unknown","Unknown","Female","180","165","30510","28200"
"In post","2022","Hertfordshire CC","Unknown","Unknown","Male","40","40","30810","28200"
"In post","2022","Hounslow and Richmond upon Thames","AA/AO","AA","Female","90","80","23550","23270"
"In post","2022","Hounslow and Richmond upon Thames","AA/AO","AA","Male","105","100","23340","22460"
"In post","2022","Hounslow and Richmond upon Thames","AA/AO","AO","Female","370","340","27170","25630"
"In post","2022","Hounslow and Richmond upon Thames","AA/AO","AO","Male","355","340","29530","31020"
"In post","2022","Hounslow and Richmond upon Thames","EO","EO","Female","525","485","29750","29080"
"In post","2022","Hounslow and Richmond upon Thames","EO","EO","Male","440","430","30500","29410"
"In post","2022","Hounslow and Richmond upon Thames","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","G6/G7","G6","Male","25","25","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","G6/G7","G7","Female","60","60","52340","51320"
"In post","2022","Hounslow and Richmond upon Thames","G6/G7","G7","Male","60","55","53730","53380"
"In post","2022","Hounslow and Richmond upon Thames","SCS level","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Hounslow and Richmond upon Thames","SEO/HEO","HEO","Female","260","250","34020","35070"
"In post","2022","Hounslow and Richmond upon Thames","SEO/HEO","HEO","Male","240","230","35710","35500"
"In post","2022","Hounslow and Richmond upon Thames","SEO/HEO","SEO","Female","155","150","42110","41950"
"In post","2022","Hounslow and Richmond upon Thames","SEO/HEO","SEO","Male","155","150","44100","43420"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Unknown","Female","60","60","31620","28690"
"In post","2022","Hounslow and Richmond upon Thames","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AA","Female","15","15","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AA","Male","15","15","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AO","Female","200","165","21760","21260"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AO","Male","120","115","23700","21920"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","EO","EO","Female","290","260","28430","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","EO","EO","Male","205","190","30180","27570"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G6","Female","5","5","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G7","Female","15","15","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G7","Male","20","15","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","HEO","Female","50","45","33990","33540"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","HEO","Male","70","65","36220","36180"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","SEO","Female","55","45","46890","41750"
"In post","2022","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","SEO","Male","40","40","48750","46100"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AA","Female","65","60","20390","19810"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AA","Male","45","45","20170","19810"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AO","Female","180","160","22690","21830"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AO","Male","175","175","23100","21830"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","EO","Female","230","215","28380","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","EO","Male","180","170","29850","27570"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G7","Female","20","20","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G7","Male","15","15","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","HEO","Female","90","85","34900","34150"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","HEO","Male","85","80","35750","36130"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","SEO","Female","50","45","44330","44670"
"In post","2022","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","SEO","Male","50","45","44750","44430"
"In post","2022","Isle of Anglesey","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","AA/AO","AA","Male","10","10","[c]","[c]"
"In post","2022","Isle of Anglesey","AA/AO","AO","Female","40","35","22270","21380"
"In post","2022","Isle of Anglesey","AA/AO","AO","Male","25","25","[c]","[c]"
"In post","2022","Isle of Anglesey","EO","EO","Female","60","55","26940","27570"
"In post","2022","Isle of Anglesey","EO","EO","Male","55","50","26710","26670"
"In post","2022","Isle of Anglesey","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Anglesey","SEO/HEO","HEO","Female","15","15","[c]","[c]"
"In post","2022","Isle of Anglesey","SEO/HEO","HEO","Male","30","30","[c]","[c]"
"In post","2022","Isle of Anglesey","SEO/HEO","SEO","Female","5","5","[c]","[c]"
"In post","2022","Isle of Anglesey","SEO/HEO","SEO","Male","10","10","[c]","[c]"
"In post","2022","Isle of Anglesey","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Isle of Anglesey","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Isle of Wight","AA/AO","AA","Female","45","40","21280","20890"
"In post","2022","Isle of Wight","AA/AO","AA","Male","55","55","21000","20890"
"In post","2022","Isle of Wight","AA/AO","AO","Female","175","150","23590","21960"
"In post","2022","Isle of Wight","AA/AO","AO","Male","290","275","26960","26610"
"In post","2022","Isle of Wight","EO","EO","Female","115","100","27510","27570"
"In post","2022","Isle of Wight","EO","EO","Male","95","90","29180","27570"
"In post","2022","Isle of Wight","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Isle of Wight","SEO/HEO","HEO","Female","30","30","32170","31990"
"In post","2022","Isle of Wight","SEO/HEO","HEO","Male","30","30","[c]","[c]"
"In post","2022","Isle of Wight","SEO/HEO","SEO","Female","15","15","[c]","[c]"
"In post","2022","Isle of Wight","SEO/HEO","SEO","Male","15","15","[c]","[c]"
"In post","2022","Isle of Wight","Unknown","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Isle of Wight","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AA","Female","40","35","25250","25740"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AA","Male","55","50","25800","25740"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AO","Female","160","150","30880","31180"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AO","Male","200","195","32490","33550"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","EO","EO","Female","145","140","31530","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","EO","EO","Male","105","105","33580","31060"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G7","Female","5","5","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","HEO","Female","35","30","38260","37980"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","HEO","Male","30","30","41290","41330"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","SEO","Female","15","15","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","SEO","Male","15","15","[c]","[c]"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Unknown","Female","55","55","32920","32890"
"In post","2022","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Kent Thames Gateway","AA/AO","AA","Female","95","90","21190","21790"
"In post","2022","Kent Thames Gateway","AA/AO","AA","Male","60","55","22060","21790"
"In post","2022","Kent Thames Gateway","AA/AO","AO","Female","300","275","26520","25110"
"In post","2022","Kent Thames Gateway","AA/AO","AO","Male","455","440","30580","31650"
"In post","2022","Kent Thames Gateway","EO","EO","Female","205","190","29740","29290"
"In post","2022","Kent Thames Gateway","EO","EO","Male","175","170","31010","29550"
"In post","2022","Kent Thames Gateway","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","G6/G7","G7","Male","5","5","[c]","[c]"
"In post","2022","Kent Thames Gateway","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kent Thames Gateway","SEO/HEO","HEO","Female","70","65","33340","31740"
"In post","2022","Kent Thames Gateway","SEO/HEO","HEO","Male","70","65","36930","37720"
"In post","2022","Kent Thames Gateway","SEO/HEO","SEO","Female","30","30","[c]","[c]"
"In post","2022","Kent Thames Gateway","SEO/HEO","SEO","Male","35","30","47690","48410"
"In post","2022","Kent Thames Gateway","Unknown","Unknown","Female","75","70","30490","29230"
"In post","2022","Kent Thames Gateway","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","AA/AO","AA","Female","50","45","20570","20890"
"In post","2022","Kingston upon Hull, City of","AA/AO","AA","Male","35","30","21040","20890"
"In post","2022","Kingston upon Hull, City of","AA/AO","AO","Female","370","305","22500","21260"
"In post","2022","Kingston upon Hull, City of","AA/AO","AO","Male","395","375","25240","24260"
"In post","2022","Kingston upon Hull, City of","EO","EO","Female","410","350","27300","27570"
"In post","2022","Kingston upon Hull, City of","EO","EO","Male","285","270","27700","27380"
"In post","2022","Kingston upon Hull, City of","G6/G7","G6","Female","5","5","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","G6/G7","G7","Female","40","40","54110","53390"
"In post","2022","Kingston upon Hull, City of","G6/G7","G7","Male","25","25","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Kingston upon Hull, City of","SEO/HEO","HEO","Female","105","95","32860","33370"
"In post","2022","Kingston upon Hull, City of","SEO/HEO","HEO","Male","100","90","34000","33840"
"In post","2022","Kingston upon Hull, City of","SEO/HEO","SEO","Female","40","40","41870","40860"
"In post","2022","Kingston upon Hull, City of","SEO/HEO","SEO","Male","45","40","43020","40860"
"In post","2022","Kingston upon Hull, City of","Unknown","Unknown","Female","145","130","29630","28200"
"In post","2022","Kingston upon Hull, City of","Unknown","Unknown","Male","50","50","30240","27630"
"In post","2022","Lambeth","AA/AO","AA","Female","35","35","24590","25740"
"In post","2022","Lambeth","AA/AO","AA","Male","25","25","[c]","[c]"
"In post","2022","Lambeth","AA/AO","AO","Female","170","160","27400","26110"
"In post","2022","Lambeth","AA/AO","AO","Male","185","180","30770","31850"
"In post","2022","Lambeth","EO","EO","Female","670","635","32690","31880"
"In post","2022","Lambeth","EO","EO","Male","440","435","34220","33330"
"In post","2022","Lambeth","G6/G7","G6","Female","80","75","74110","71700"
