"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Department for Education","G6","60","55","64550","64500"
"In post","2022","Asian","Department for Education","G7","180","180","51840","50630"
"In post","2022","Asian","Department for Education","HEO","215","210","31280","30090"
"In post","2022","Asian","Department for Education","SCS level","15","15","[c]","[c]"
"In post","2022","Asian","Department for Education","SEO","235","230","39100","38270"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AO","75","70","22430","21300"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","100","95","27150","27960"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6","15","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G7","70","70","53290","52290"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","HEO","120","120","32640","32560"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO","85","85","38910","38750"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","30","30","27120","26510"
"In post","2022","Asian","Department for International Trade","G6","20","20","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G7","70","70","54880","53750"
"In post","2022","Asian","Department for International Trade","HEO","70","70","32960","31800"
"In post","2022","Asian","Department for International Trade","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SEO","70","70","40310","38540"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","45","45","28160","27850"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6","30","30","64620","63470"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G7","60","60","52490","53130"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","HEO","100","95","33280","33210"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO","65","60","38990","39600"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","AA","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","AO","110","100","23520","21840"
"In post","2022","Asian","Department for Transport","EO","150","145","28580","29610"
"In post","2022","Asian","Department for Transport","G6","35","35","70560","66090"
"In post","2022","Asian","Department for Transport","G7","90","90","56390","54760"
"In post","2022","Asian","Department for Transport","HEO","120","120","33890","34710"
"In post","2022","Asian","Department for Transport","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","SEO","115","115","44670","42470"
"In post","2022","Asian","Department for Work and Pensions","AA","30","25","20310","20450"
"In post","2022","Asian","Department for Work and Pensions","AO","2390","2030","21970","21260"
"In post","2022","Asian","Department for Work and Pensions","EO","4925","4550","28910","27570"
"In post","2022","Asian","Department for Work and Pensions","G6","30","30","68360","66250"
"In post","2022","Asian","Department for Work and Pensions","G7","145","140","55420","54070"
"In post","2022","Asian","Department for Work and Pensions","HEO","450","435","34880","36650"
"In post","2022","Asian","Department for Work and Pensions","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SEO","230","230","42170","40000"
"In post","2022","Asian","Department of Health and Social Care","AA","30","20","21440","22350"
"In post","2022","Asian","Department of Health and Social Care","AO","110","95","22450","23080"
"In post","2022","Asian","Department of Health and Social Care","EO","245","225","26830","27140"
"In post","2022","Asian","Department of Health and Social Care","G6","70","65","72370","66870"
"In post","2022","Asian","Department of Health and Social Care","G7","185","180","54110","53360"
"In post","2022","Asian","Department of Health and Social Care","HEO","295","290","32570","32650"
"In post","2022","Asian","Department of Health and Social Care","SCS level","80","75","103710","100490"
"In post","2022","Asian","Department of Health and Social Care","SEO","265","255","40840","40650"
"In post","2022","Asian","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","EO","30","30","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","G7","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","SEO","20","20","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","AO","45","40","27210","28250"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","EO","95","95","30220","30500"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","G6","35","35","67610","65710"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","G7","95","90","56130","55510"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","HEO","150","145","36280","36360"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","SCS level","20","20","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","SEO","40","40","43610","43300"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","AO","80","75","23100","22600"
"In post","2022","Asian","HM Land Registry","EO","80","70","27770","27130"
"In post","2022","Asian","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","G7","10","10","[c]","[c]"
"In post","2022","Asian","HM Land Registry","HEO","35","35","35180","33840"
"In post","2022","Asian","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","SEO","15","15","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","AA","20","15","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","AO","1625","1445","21970","21250"
"In post","2022","Asian","HM Revenue and Customs","EO","1465","1400","28020","26820"
"In post","2022","Asian","HM Revenue and Customs","G6","110","110","70770","70860"
"In post","2022","Asian","HM Revenue and Customs","G7","445","440","57690","58090"
"In post","2022","Asian","HM Revenue and Customs","HEO","1555","1515","34780","33370"
"In post","2022","Asian","HM Revenue and Customs","SCS level","25","25","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","SEO","600","590","41860","40520"
"In post","2022","Asian","HM Treasury","AO","10","10","[c]","[c]"
"In post","2022","Asian","HM Treasury","EO","35","35","26820","26850"
"In post","2022","Asian","HM Treasury","G6","35","35","68720","66000"
"In post","2022","Asian","HM Treasury","G7","75","75","55330","53380"
"In post","2022","Asian","HM Treasury","HEO","120","120","35420","33780"
"In post","2022","Asian","HM Treasury","SCS level","15","15","[c]","[c]"
"In post","2022","Asian","HM Treasury","SEO","30","25","[c]","[c]"
"In post","2022","Asian","Home Office","AA","135","115","21420","22460"
"In post","2022","Asian","Home Office","AO","955","840","23820","25630"
"In post","2022","Asian","Home Office","EO","1820","1690","27960","28670"
"In post","2022","Asian","Home Office","G6","60","60","70660","68720"
"In post","2022","Asian","Home Office","G7","260","255","58810","57460"
"In post","2022","Asian","Home Office","HEO","770","740","34450","35070"
"In post","2022","Asian","Home Office","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Home Office","SEO","455","445","42400","41970"
"In post","2022","Asian","Home Office","Unknown","35","35","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","AA","120","120","20580","19810"
"In post","2022","Asian","Ministry of Defence","AO","235","220","24670","23280"
"In post","2022","Asian","Ministry of Defence","EO","280","270","26280","26670"
"In post","2022","Asian","Ministry of Defence","G6","45","45","74830","72040"
"In post","2022","Asian","Ministry of Defence","G7","105","100","57930","56960"
"In post","2022","Asian","Ministry of Defence","HEO","320","310","33610","33300"
"In post","2022","Asian","Ministry of Defence","SCS level","15","15","[c]","[c]"
"In post","2022","Asian","Ministry of Defence","SEO","280","275","43040","42540"
"In post","2022","Asian","Ministry of Defence","Unknown","55","50","37860","34890"
"In post","2022","Asian","Ministry of Justice","AA","255","235","21560","21650"
"In post","2022","Asian","Ministry of Justice","AO","1690","1530","23760","21490"
"In post","2022","Asian","Ministry of Justice","EO","595","575","27610","28310"
"In post","2022","Asian","Ministry of Justice","G6","30","30","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","G7","175","170","57920","56520"
"In post","2022","Asian","Ministry of Justice","HEO","535","495","34540","34260"
"In post","2022","Asian","Ministry of Justice","SCS level","15","15","[c]","[c]"
"In post","2022","Asian","Ministry of Justice","SEO","415","395","43630","41750"
"In post","2022","Asian","Ministry of Justice","Unknown","745","695","29360","27980"
"In post","2022","Asian","National Crime Agency","AO","30","30","23960","24470"
"In post","2022","Asian","National Crime Agency","EO","125","120","33890","32770"
"In post","2022","Asian","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","G7","15","15","[c]","[c]"
"In post","2022","Asian","National Crime Agency","HEO","80","75","40420","40170"
"In post","2022","Asian","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","SEO","30","30","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","AO","15","15","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","EO","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","G7","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","HEO","25","25","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","SEO","30","25","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","AO","10","10","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","EO","45","45","26540","25750"
"In post","2022","Asian","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","G7","40","40","58170","57750"
"In post","2022","Asian","Office of Gas and Electricity Markets","HEO","30","30","34510","34050"
"In post","2022","Asian","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","SEO","15","15","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","G7","5","5","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","G7","10","10","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","AA","35","30","21680","21050"
"In post","2022","Asian","Scottish Government","AO","45","40","24100","24400"
"In post","2022","Asian","Scottish Government","EO","55","50","28690","27580"
"In post","2022","Asian","Scottish Government","G6","10","10","[c]","[c]"
"In post","2022","Asian","Scottish Government","G7","25","25","[c]","[c]"
"In post","2022","Asian","Scottish Government","HEO","60","60","33470","31540"
"In post","2022","Asian","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government","SEO","65","65","45040","41750"
"In post","2022","Asian","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","AO","10","10","[c]","[c]"
"In post","2022","Asian","The National Archives","EO","5","5","[c]","[c]"
"In post","2022","Asian","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","G7","5","5","[c]","[c]"
"In post","2022","Asian","The National Archives","HEO","10","10","[c]","[c]"
"In post","2022","Asian","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","SEO","10","10","[c]","[c]"
"In post","2022","Asian","UK Export Finance","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","EO","20","20","[c]","[c]"
"In post","2022","Asian","UK Export Finance","G6","10","10","[c]","[c]"
"In post","2022","Asian","UK Export Finance","G7","20","20","[c]","[c]"
"In post","2022","Asian","UK Export Finance","HEO","20","20","[c]","[c]"
"In post","2022","Asian","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","SEO","20","20","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","AA","20","15","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","AO","35","30","21160","19860"
"In post","2022","Asian","UK Statistics Authority","EO","20","20","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","G7","25","25","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","HEO","50","45","31380","30710"
"In post","2022","Asian","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","SEO","30","30","38340","38340"
"In post","2022","Asian","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","EO","10","10","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","HEO","20","20","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","AO","15","15","[c]","[c]"
"In post","2022","Asian","Welsh Government","EO","10","10","[c]","[c]"
"In post","2022","Asian","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","G7","5","5","[c]","[c]"
"In post","2022","Asian","Welsh Government","HEO","20","15","[c]","[c]"
"In post","2022","Asian","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","SEO","15","15","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","AO","115","110","23350","23770"
"In post","2022","Black","Attorney General's Departments","EO","155","150","28190","27580"
"In post","2022","Black","Attorney General's Departments","G6","25","25","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","G7","190","180","56560","54770"
"In post","2022","Black","Attorney General's Departments","HEO","80","75","35510","33930"
"In post","2022","Black","Attorney General's Departments","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","SEO","20","20","[c]","[c]"
"In post","2022","Black","Cabinet Office","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","AO","20","20","[c]","[c]"
"In post","2022","Black","Cabinet Office","EO","55","55","27600","27500"
"In post","2022","Black","Cabinet Office","G6","15","15","[c]","[c]"
"In post","2022","Black","Cabinet Office","G7","65","60","55040","54700"
"In post","2022","Black","Cabinet Office","HEO","65","65","34930","34550"
"In post","2022","Black","Cabinet Office","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Cabinet Office","SEO","55","55","40480","40600"
"In post","2022","Black","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","HEO","5","5","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","EO","5","5","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","G7","10","10","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","HEO","15","15","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","SEO","10","10","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","AA","5","5","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","AO","35","35","23220","23820"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","EO","80","80","27880","27680"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","G6","10","10","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","G7","85","85","54550","53600"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","HEO","175","170","34210","33570"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","SEO","90","90","41300","40050"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","EO","25","25","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","G7","25","25","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","HEO","50","50","34530","34020"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education","AO","10","10","[c]","[c]"
"In post","2022","Black","Department for Education","EO","55","55","27860","28500"
"In post","2022","Black","Department for Education","G6","15","15","[c]","[c]"
"In post","2022","Black","Department for Education","G7","70","70","52840","53420"
"In post","2022","Black","Department for Education","HEO","70","70","32000","32300"
"In post","2022","Black","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Education","SEO","90","90","39770","40230"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","AO","40","40","23510","24370"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","EO","55","55","28550","28270"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","G7","40","40","51740","52290"
