"Status","Year","Disability","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Counter Fraud","Female","Undeclared","70","60","27170","27570"
"In post","2022","Declared disabled","Counter Fraud","Female","Unknown","50","40","29170","27570"
"In post","2022","Declared disabled","Counter Fraud","Male","Heterosexual / straight","255","235","28620","27570"
"In post","2022","Declared disabled","Counter Fraud","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Male","Undeclared","50","45","27210","27570"
"In post","2022","Declared disabled","Counter Fraud","Male","Unknown","40","35","28420","27570"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Female","Heterosexual / straight","500","470","38890","35500"
"In post","2022","Declared disabled","Digital, Data and Technology","Female","LGBO","95","90","37080","35520"
"In post","2022","Declared disabled","Digital, Data and Technology","Female","Undeclared","75","70","40950","38450"
"In post","2022","Declared disabled","Digital, Data and Technology","Female","Unknown","35","30","39090","35840"
"In post","2022","Declared disabled","Digital, Data and Technology","Male","Heterosexual / straight","765","745","40620","36630"
"In post","2022","Declared disabled","Digital, Data and Technology","Male","LGBO","95","90","42840","39020"
"In post","2022","Declared disabled","Digital, Data and Technology","Male","Undeclared","120","115","41010","37170"
"In post","2022","Declared disabled","Digital, Data and Technology","Male","Unknown","60","55","40610","38920"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Female","Heterosexual / straight","35","30","45090","38750"
"In post","2022","Declared disabled","Economics","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Male","Heterosexual / straight","55","55","49420","52660"
"In post","2022","Declared disabled","Economics","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Economics","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Female","Heterosexual / straight","545","510","38110","33300"
"In post","2022","Declared disabled","Finance","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","Female","Undeclared","65","60","32840","31110"
"In post","2022","Declared disabled","Finance","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Male","Heterosexual / straight","355","340","39800","36460"
"In post","2022","Declared disabled","Finance","Male","LGBO","40","35","40150","33870"
"In post","2022","Declared disabled","Finance","Male","Undeclared","50","50","41340","35310"
"In post","2022","Declared disabled","Finance","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Geography","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Geography","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Female","Heterosexual / straight","740","695","40320","36330"
"In post","2022","Declared disabled","Human Resources","Female","LGBO","75","70","36320","32090"
"In post","2022","Declared disabled","Human Resources","Female","Undeclared","60","55","36400","33300"
"In post","2022","Declared disabled","Human Resources","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Male","Heterosexual / straight","255","250","40410","36840"
"In post","2022","Declared disabled","Human Resources","Male","LGBO","70","70","41660","36650"
"In post","2022","Declared disabled","Human Resources","Male","Undeclared","35","35","37340","35200"
"In post","2022","Declared disabled","Human Resources","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Female","Heterosexual / straight","45","45","59720","51360"
"In post","2022","Declared disabled","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Inspector of Education and Training","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Female","Heterosexual / straight","110","100","31270","28760"
"In post","2022","Declared disabled","Intelligence Analysis","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Male","Heterosexual / straight","120","115","35000","31910"
"In post","2022","Declared disabled","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Male","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Female","Heterosexual / straight","40","40","44750","39980"
"In post","2022","Declared disabled","Internal Audit","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Female","Heterosexual / straight","45","45","44320","38160"
"In post","2022","Declared disabled","International Trade","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Male","Heterosexual / straight","35","35","53050","53160"
"In post","2022","Declared disabled","International Trade","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","International Trade","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Female","Heterosexual / straight","130","125","33880","32260"
"In post","2022","Declared disabled","Knowledge and Information Management","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Male","Heterosexual / straight","90","90","37680","33300"
"In post","2022","Declared disabled","Knowledge and Information Management","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Male","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Female","Heterosexual / straight","480","430","49670","50500"
"In post","2022","Declared disabled","Legal","Female","LGBO","40","40","44630","37970"
"In post","2022","Declared disabled","Legal","Female","Undeclared","60","55","48570","46150"
"In post","2022","Declared disabled","Legal","Female","Unknown","55","45","48000","53050"
"In post","2022","Declared disabled","Legal","Male","Heterosexual / straight","285","275","48230","48830"
"In post","2022","Declared disabled","Legal","Male","LGBO","50","45","54420","53050"
"In post","2022","Declared disabled","Legal","Male","Undeclared","40","35","52790","53820"
"In post","2022","Declared disabled","Legal","Male","Unknown","40","35","48880","53490"
"In post","2022","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Female","Heterosexual / straight","65","60","50690","39780"
"In post","2022","Declared disabled","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Male","Heterosexual / straight","30","30","65570","65660"
"In post","2022","Declared disabled","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Female","Heterosexual / straight","15260","13330","27680","27570"
"In post","2022","Declared disabled","Operational Delivery","Female","LGBO","1340","1270","28100","27370"
"In post","2022","Declared disabled","Operational Delivery","Female","Undeclared","1990","1685","26940","26820"
"In post","2022","Declared disabled","Operational Delivery","Female","Unknown","1380","1130","26210","26120"
"In post","2022","Declared disabled","Operational Delivery","Male","Heterosexual / straight","8175","7680","28690","27570"
"In post","2022","Declared disabled","Operational Delivery","Male","LGBO","1120","1075","28310","27570"
"In post","2022","Declared disabled","Operational Delivery","Male","Undeclared","1235","1160","28360","27570"
"In post","2022","Declared disabled","Operational Delivery","Male","Unknown","830","755","27540","26820"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Male","Heterosexual / straight","35","35","45250","40710"
"In post","2022","Declared disabled","Operational Research","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Female","Heterosexual / straight","1565","1410","28000","26900"
"In post","2022","Declared disabled","Other","Female","LGBO","135","130","26840","26930"
"In post","2022","Declared disabled","Other","Female","Undeclared","195","170","27610","24630"
"In post","2022","Declared disabled","Other","Female","Unknown","100","90","28220","27570"
"In post","2022","Declared disabled","Other","Male","Heterosexual / straight","985","945","29240","26930"
"In post","2022","Declared disabled","Other","Male","LGBO","115","115","27970","27570"
"In post","2022","Declared disabled","Other","Male","Undeclared","155","145","28690","26670"
"In post","2022","Declared disabled","Other","Male","Unknown","80","75","31380","27570"
"In post","2022","Declared disabled","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","Female","Heterosexual / straight","1305","1245","44570","40200"
"In post","2022","Declared disabled","Policy","Female","LGBO","260","250","42380","37610"
"In post","2022","Declared disabled","Policy","Female","Undeclared","175","170","44660","40230"
"In post","2022","Declared disabled","Policy","Female","Unknown","65","60","48370","44500"
"In post","2022","Declared disabled","Policy","Male","Heterosexual / straight","925","910","45890","40350"
"In post","2022","Declared disabled","Policy","Male","LGBO","205","205","47640","46210"
"In post","2022","Declared disabled","Policy","Male","Undeclared","130","125","44150","40050"
"In post","2022","Declared disabled","Policy","Male","Unknown","30","30","51510","53760"
"In post","2022","Declared disabled","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Female","Heterosexual / straight","690","645","40350","37450"
"In post","2022","Declared disabled","Project Delivery","Female","LGBO","60","60","38400","34880"
"In post","2022","Declared disabled","Project Delivery","Female","Undeclared","90","85","39850","38780"
"In post","2022","Declared disabled","Project Delivery","Female","Unknown","50","45","35030","33370"
"In post","2022","Declared disabled","Project Delivery","Male","Heterosexual / straight","465","450","42060","40180"
"In post","2022","Declared disabled","Project Delivery","Male","LGBO","55","55","45530","40180"
"In post","2022","Declared disabled","Project Delivery","Male","Undeclared","70","65","43430","40590"
"In post","2022","Declared disabled","Project Delivery","Male","Unknown","35","35","38710","33930"
"In post","2022","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Female","Heterosexual / straight","230","215","37040","33300"
"In post","2022","Declared disabled","Property","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Property","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Property","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Property","Male","Heterosexual / straight","245","235","37310","33300"
"In post","2022","Declared disabled","Property","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Property","Male","Undeclared","35","30","36390","33300"
"In post","2022","Declared disabled","Property","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Female","Heterosexual / straight","80","80","33560","29750"
"In post","2022","Declared disabled","Psychology","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Science and Engineering","Female","Heterosexual / straight","230","215","35010","32330"
"In post","2022","Declared disabled","Science and Engineering","Female","LGBO","55","50","35310","29270"
"In post","2022","Declared disabled","Science and Engineering","Female","Undeclared","30","30","36410","34150"
"In post","2022","Declared disabled","Science and Engineering","Female","Unknown","40","40","36010","30730"
"In post","2022","Declared disabled","Science and Engineering","Male","Heterosexual / straight","465","455","37690","37240"
"In post","2022","Declared disabled","Science and Engineering","Male","LGBO","30","30","36220","33900"
"In post","2022","Declared disabled","Science and Engineering","Male","Undeclared","90","90","36910","36970"
"In post","2022","Declared disabled","Science and Engineering","Male","Unknown","70","70","38390","38070"
"In post","2022","Declared disabled","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
