"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Competition and Markets Authority","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","Female","65","55","22140","21130"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","Male","40","40","21350","21130"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","EO","Female","70","65","27490","27680"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","EO","Male","65","65","27270","27680"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","Female","120","115","56790","53600"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","Male","105","105","58070","56320"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","260","255","37210","36740"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","205","205","37970","38000"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Female","40","40","55110","51730"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","40","35","35280","34020"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","35","35","36120","34690"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","EO","Female","80","80","26660","26000"
"In post","2022","Asian","Department for Education","EO","Male","60","60","26060","25000"
"In post","2022","Asian","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","G6/G7","Female","145","140","55220","53420"
"In post","2022","Asian","Department for Education","G6/G7","Male","95","95","54620","50910"
"In post","2022","Asian","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Education","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Education","SEO/HEO","Female","270","265","35230","36500"
"In post","2022","Asian","Department for Education","SEO/HEO","Male","180","180","35630","36500"
"In post","2022","Asian","Department for Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA/AO","Female","45","40","22420","21300"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA/AO","Male","30","30","22450","21300"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","Female","60","60","27070","26570"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","Male","35","35","27290","27960"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6/G7","Female","45","45","54560","53200"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6/G7","Male","40","40","55110","53500"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","115","110","35260","35140"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","95","95","35190","33830"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","G6/G7","Female","35","35","57040","55070"
"In post","2022","Asian","Department for International Trade","G6/G7","Male","50","50","56950","54810"
"In post","2022","Asian","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","SEO/HEO","Female","75","75","36270","38160"
"In post","2022","Asian","Department for International Trade","SEO/HEO","Male","70","70","37100","38160"
"In post","2022","Asian","Department for International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","Female","30","30","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","Male","20","20","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6/G7","Female","55","50","56550","53130"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6/G7","Male","35","35","56520","53130"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","95","90","35590","35780"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","70","70","35420","34700"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","AA/AO","Female","60","50","21930","21840"
"In post","2022","Asian","Department for Transport","AA/AO","Male","60","60","24100","21840"
"In post","2022","Asian","Department for Transport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","EO","Female","50","50","28560","29970"
"In post","2022","Asian","Department for Transport","EO","Male","100","95","28590","27720"
"In post","2022","Asian","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","G6/G7","Female","60","60","58860","54760"
"In post","2022","Asian","Department for Transport","G6/G7","Male","70","70","61710","59540"
"In post","2022","Asian","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Transport","SEO/HEO","Female","105","105","37190","35430"
"In post","2022","Asian","Department for Transport","SEO/HEO","Male","135","130","40710","38650"
"In post","2022","Asian","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","AA/AO","Female","1510","1190","22090","21260"
"In post","2022","Asian","Department for Work and Pensions","AA/AO","Male","915","865","21720","21260"
"In post","2022","Asian","Department for Work and Pensions","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","EO","Female","2885","2555","29040","27570"
"In post","2022","Asian","Department for Work and Pensions","EO","Male","2040","2000","28730","27570"
"In post","2022","Asian","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","G6/G7","Female","75","70","57220","54070"
"In post","2022","Asian","Department for Work and Pensions","G6/G7","Male","105","100","58170","57230"
"In post","2022","Asian","Department for Work and Pensions","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions","SEO/HEO","Female","365","350","36540","36650"
"In post","2022","Asian","Department for Work and Pensions","SEO/HEO","Male","320","315","38280","36650"
"In post","2022","Asian","Department for Work and Pensions","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","AA/AO","Female","100","80","22270","22350"
"In post","2022","Asian","Department of Health and Social Care","AA/AO","Male","40","35","22120","22350"
"In post","2022","Asian","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","EO","Female","175","160","26970","27140"
"In post","2022","Asian","Department of Health and Social Care","EO","Male","70","65","26500","27140"
"In post","2022","Asian","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","G6/G7","Female","155","150","58570","54040"
"In post","2022","Asian","Department of Health and Social Care","G6/G7","Male","105","100","60140","54350"
"In post","2022","Asian","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","SCS level","Female","55","50","103480","100030"
"In post","2022","Asian","Department of Health and Social Care","SCS level","Male","25","25","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care","SEO/HEO","Female","375","360","36460","36330"
"In post","2022","Asian","Department of Health and Social Care","SEO/HEO","Male","185","180","36520","35110"
"In post","2022","Asian","Department of Health and Social Care","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","EO","Female","5","5","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","EO","Male","20","20","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","AA/AO","Female","30","25","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","EO","Female","55","55","30260","30580"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","EO","Male","40","40","30160","30300"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","G6/G7","Female","65","65","59070","57400"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","G6/G7","Male","60","60","59300","57440"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","Female","115","110","37600","37560"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","Male","75","75","38140","37560"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","AA/AO","Female","45","40","23050","22600"
"In post","2022","Asian","HM Land Registry","AA/AO","Male","35","35","23160","22600"
"In post","2022","Asian","HM Land Registry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","EO","Female","50","40","27800","27130"
"In post","2022","Asian","HM Land Registry","EO","Male","30","30","27710","27130"
"In post","2022","Asian","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Asian","HM Land Registry","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Asian","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2022","Asian","HM Land Registry","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Asian","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","AA/AO","Female","840","705","22190","21250"
"In post","2022","Asian","HM Revenue and Customs","AA/AO","Male","805","760","21740","21250"
"In post","2022","Asian","HM Revenue and Customs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","EO","Female","680","630","28340","26820"
"In post","2022","Asian","HM Revenue and Customs","EO","Male","785","770","27740","26820"
"In post","2022","Asian","HM Revenue and Customs","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","G6/G7","Female","250","245","60430","62120"
"In post","2022","Asian","HM Revenue and Customs","G6/G7","Male","305","305","60250","60940"
"In post","2022","Asian","HM Revenue and Customs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs","SEO/HEO","Female","935","900","37080","37610"
"In post","2022","Asian","HM Revenue and Customs","SEO/HEO","Male","1220","1205","36510","33370"
"In post","2022","Asian","HM Revenue and Customs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Asian","HM Treasury","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","EO","Female","25","25","[c]","[c]"
"In post","2022","Asian","HM Treasury","EO","Male","10","10","[c]","[c]"
"In post","2022","Asian","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury","G6/G7","Female","70","70","58220","55290"
"In post","2022","Asian","HM Treasury","G6/G7","Male","45","45","62150","62000"
