"Status","Year","Age","Ethnicity","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Undeclared","Yorkshire and The Humber","Wakefield","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Yorkshire and The Humber","York","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","East Midlands (England)","Derby","30","30","[c]","[c]"
"In post","2022","20-29","Unknown","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","East Midlands (England)","Leicester","70","65","23860","22600"
"In post","2022","20-29","Unknown","East Midlands (England)","Leicestershire CC and Rutland","70","65","22450","21680"
"In post","2022","20-29","Unknown","East Midlands (England)","Lincolnshire CC","35","35","23560","23140"
"In post","2022","20-29","Unknown","East Midlands (England)","North Northamptonshire","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","East Midlands (England)","North Nottinghamshire","45","45","24060","24350"
"In post","2022","20-29","Unknown","East Midlands (England)","Nottingham","460","450","26400","26590"
"In post","2022","20-29","Unknown","East Midlands (England)","South and West Derbyshire","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","East Midlands (England)","South Nottinghamshire","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","East Midlands (England)","West Northamptonshire","35","35","23820","23170"
"In post","2022","20-29","Unknown","East of England","Bedford","45","45","26270","27570"
"In post","2022","20-29","Unknown","East of England","Breckland and South Norfolk","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","East of England","Cambridgeshire CC","95","95","26480","26270"
"In post","2022","20-29","Unknown","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","East of England","Essex Haven Gateway","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","East of England","Essex Thames Gateway","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","East of England","Heart of Essex","65","65","25670","26140"
"In post","2022","20-29","Unknown","East of England","Hertfordshire CC","60","60","29240","29290"
"In post","2022","20-29","Unknown","East of England","Luton","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","East of England","North and West Norfolk","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","East of England","Norwich and East Norfolk","50","50","25440","25480"
"In post","2022","20-29","Unknown","East of England","Peterborough","25","20","[c]","[c]"
"In post","2022","20-29","Unknown","East of England","Southend-on-Sea","35","35","28190","26820"
"In post","2022","20-29","Unknown","East of England","Suffolk CC","120","115","24580","23930"
"In post","2022","20-29","Unknown","East of England","Thurrock","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","East of England","West Essex","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","London","Barking & Dagenham and Havering","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","London","Barnet","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","London","Bexley and Greenwich","115","115","28860","29020"
"In post","2022","20-29","Unknown","London","Brent","40","40","30180","29610"
"In post","2022","20-29","Unknown","London","Bromley","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","London","Camden and City of London","90","90","28720","23720"
"In post","2022","20-29","Unknown","London","Croydon","505","500","32590","30130"
"In post","2022","20-29","Unknown","London","Ealing","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","London","Enfield","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","London","Hackney and Newham","245","245","36240","31180"
"In post","2022","20-29","Unknown","London","Haringey and Islington","100","95","30000","31060"
"In post","2022","20-29","Unknown","London","Harrow and Hillingdon","60","60","28950","28650"
"In post","2022","20-29","Unknown","London","Hounslow and Richmond upon Thames","155","155","29180","29020"
"In post","2022","20-29","Unknown","London","Kensington & Chelsea and Hammersmith & Fulham","35","35","30190","30520"
"In post","2022","20-29","Unknown","London","Lambeth","55","55","32080","32260"
"In post","2022","20-29","Unknown","London","Lewisham and Southwark","35","30","28510","28650"
"In post","2022","20-29","Unknown","London","Merton, Kingston upon Thames and Sutton","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","London","Redbridge and Waltham Forest","45","45","28470","30130"
"In post","2022","20-29","Unknown","London","Tower Hamlets","225","225","35530","33400"
"In post","2022","20-29","Unknown","London","Wandsworth","65","65","29860","30520"
"In post","2022","20-29","Unknown","London","Westminster","4450","4430","36870","33290"
"In post","2022","20-29","Unknown","North East (England)","Darlington","30","25","[c]","[c]"
"In post","2022","20-29","Unknown","North East (England)","Durham","230","225","23900","22600"
"In post","2022","20-29","Unknown","North East (England)","Hartlepool and Stockton-on-Tees","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","North East (England)","South Teesside","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","North East (England)","Sunderland","125","120","23210","21250"
"In post","2022","20-29","Unknown","North East (England)","Tyneside","775","765","26440","26590"
"In post","2022","20-29","Unknown","North West (England)","Blackburn with Darwen","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","North West (England)","Blackpool","95","95","26130","27570"
"In post","2022","20-29","Unknown","North West (England)","Cheshire East","50","45","23670","23140"
"In post","2022","20-29","Unknown","North West (England)","Cheshire West and Chester","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","North West (England)","Chorley and West Lancashire","70","70","24100","24260"
"In post","2022","20-29","Unknown","North West (England)","East Cumbria","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","North West (England)","East Lancashire","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","North West (England)","East Merseyside","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","North West (England)","Greater Manchester North East","30","30","24580","24090"
"In post","2022","20-29","Unknown","North West (England)","Greater Manchester North West","30","30","24060","23170"
"In post","2022","20-29","Unknown","North West (England)","Greater Manchester South East","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","North West (England)","Greater Manchester South West","535","530","27630","26590"
"In post","2022","20-29","Unknown","North West (England)","Lancaster and Wyre","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","North West (England)","Liverpool","510","495","25100","24100"
"In post","2022","20-29","Unknown","North West (England)","Manchester","425","425","28010","26590"
"In post","2022","20-29","Unknown","North West (England)","Mid Lancashire","135","130","23880","22600"
"In post","2022","20-29","Unknown","North West (England)","Sefton","210","205","24730","24880"
"In post","2022","20-29","Unknown","North West (England)","Warrington","75","75","25720","24430"
"In post","2022","20-29","Unknown","North West (England)","West Cumbria","75","75","22990","21300"
"In post","2022","20-29","Unknown","North West (England)","Wirral","50","50","24350","22600"
"In post","2022","20-29","Unknown","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Northern Ireland","Belfast","200","195","23980","21250"
"In post","2022","20-29","Unknown","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Northern Ireland","Lisburn and Castlereagh","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","Overseas","55","55","37880","38240"
"In post","2022","20-29","Unknown","Scotland","Aberdeen City and Aberdeenshire","75","70","28140","27230"
"In post","2022","20-29","Unknown","Scotland","Angus and Dundee City","75","75","23760","21260"
"In post","2022","20-29","Unknown","Scotland","Caithness and Sutherland, and Ross and Cromarty","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Scotland","City of Edinburgh","805","790","27960","26820"
"In post","2022","20-29","Unknown","Scotland","Clackmannanshire and Fife","75","75","26120","24600"
"In post","2022","20-29","Unknown","Scotland","Dumfries and Galloway","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Scotland","East Ayrshire and North Ayrshire mainland","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","135","135","25140","23540"
"In post","2022","20-29","Unknown","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scotland","Falkirk","85","80","24960","22480"
"In post","2022","20-29","Unknown","Scotland","Glasgow City","580","565","26490","24880"
"In post","2022","20-29","Unknown","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","40","40","25240","23120"
"In post","2022","20-29","Unknown","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scotland","North Lanarkshire","145","135","23900","21640"
"In post","2022","20-29","Unknown","Scotland","Perth and Kinross, and Stirling","110","110","26110","23330"
"In post","2022","20-29","Unknown","Scotland","Scottish Borders","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Scotland","South Ayrshire","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Scotland","South Lanarkshire","215","210","25200","22000"
"In post","2022","20-29","Unknown","Scotland","West Lothian","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","South East (England)","Berkshire","120","120","27580","26610"
"In post","2022","20-29","Unknown","South East (England)","Brighton and Hove","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","South East (England)","Buckinghamshire","40","40","26850","27380"
"In post","2022","20-29","Unknown","South East (England)","Central Hampshire","125","125","28380","28000"
"In post","2022","20-29","Unknown","South East (England)","East Kent","160","160","23390","21680"
"In post","2022","20-29","Unknown","South East (England)","East Surrey","40","40","29570","29360"
"In post","2022","20-29","Unknown","South East (England)","East Sussex CC","40","35","24950","24850"
"In post","2022","20-29","Unknown","South East (England)","Isle of Wight","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","South East (England)","Kent Thames Gateway","75","75","27530","28140"
"In post","2022","20-29","Unknown","South East (England)","Medway","60","60","27070","28140"
"In post","2022","20-29","Unknown","South East (England)","Mid Kent","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","South East (England)","Milton Keynes","60","60","26150","26820"
"In post","2022","20-29","Unknown","South East (England)","North Hampshire","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","South East (England)","Oxfordshire CC","75","75","27570","28140"
"In post","2022","20-29","Unknown","South East (England)","Portsmouth","75","75","25540","24880"
"In post","2022","20-29","Unknown","South East (England)","South Hampshire","105","100","27250","26840"
"In post","2022","20-29","Unknown","South East (England)","Southampton","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","South East (England)","West Surrey","60","55","27610","27740"
"In post","2022","20-29","Unknown","South East (England)","West Sussex (North East)","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","South East (England)","West Sussex (South West)","35","30","29970","26820"
"In post","2022","20-29","Unknown","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","315","310","28190","27540"
"In post","2022","20-29","Unknown","South West (England)","Bournemouth, Christchurch and Poole","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","South West (England)","Bristol, City of","255","250","27800","26050"
"In post","2022","20-29","Unknown","South West (England)","Cornwall and Isles of Scilly","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","South West (England)","Devon CC","80","75","24830","23140"
"In post","2022","20-29","Unknown","South West (England)","Dorset","50","45","23760","23140"
"In post","2022","20-29","Unknown","South West (England)","Gloucestershire CC","40","40","25430","24900"
"In post","2022","20-29","Unknown","South West (England)","Plymouth","115","110","25860","23830"
"In post","2022","20-29","Unknown","South West (England)","Somerset CC","75","70","25380","23280"
"In post","2022","20-29","Unknown","South West (England)","Swindon","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","South West (England)","Torbay","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","South West (England)","Wiltshire","180","180","28140","26670"
"In post","2022","20-29","Unknown","Unknown","Unknown","610","605","29100","28980"
"In post","2022","20-29","Unknown","Wales","Bridgend and Neath Port Talbot","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Wales","Cardiff and Vale of Glamorgan","475","470","25450","24500"
"In post","2022","20-29","Unknown","Wales","Central Valleys","50","50","27660","27570"
"In post","2022","20-29","Unknown","Wales","Conwy and Denbighshire","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Wales","Flintshire and Wrexham","60","55","23930","23140"
"In post","2022","20-29","Unknown","Wales","Gwent Valleys","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Wales","Gwynedd","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Wales","Monmouthshire and Newport","325","320","28660","28000"
"In post","2022","20-29","Unknown","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Wales","South West Wales","25","20","[c]","[c]"
"In post","2022","20-29","Unknown","Wales","Swansea","300","290","22950","21840"
"In post","2022","20-29","Unknown","West Midlands (England)","Birmingham","665","645","25550","23170"
"In post","2022","20-29","Unknown","West Midlands (England)","Coventry","65","65","28850","26000"
"In post","2022","20-29","Unknown","West Midlands (England)","Dudley","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","West Midlands (England)","Herefordshire, County of","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","West Midlands (England)","Sandwell","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","West Midlands (England)","Shropshire","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","West Midlands (England)","Solihull","45","45","26000","24880"
"In post","2022","20-29","Unknown","West Midlands (England)","Staffordshire CC","140","140","24990","24430"
"In post","2022","20-29","Unknown","West Midlands (England)","Stoke-on-Trent","40","35","22670","20970"
"In post","2022","20-29","Unknown","West Midlands (England)","Telford and Wrekin","50","50","29450","26970"
"In post","2022","20-29","Unknown","West Midlands (England)","Walsall","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","West Midlands (England)","Warwickshire CC","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","West Midlands (England)","Wolverhampton","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","West Midlands (England)","Worcestershire CC","90","90","24240","23140"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","100","100","24700","23140"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Bradford","170","165","22820","21250"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Calderdale and Kirklees","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","65","65","23480","23140"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Kingston upon Hull, City of","50","45","24310","23140"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Leeds","950","940","27870","26590"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","North and North East Lincolnshire","30","30","22500","21680"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","North Yorkshire CC","35","35","25900","25060"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Sheffield","230","230","26500","24880"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Wakefield","60","60","24180","23140"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","York","90","90","25540","24090"
"In post","2022","20-29","White","East Midlands (England)","Derby","80","80","25560","26000"
"In post","2022","20-29","White","East Midlands (England)","East Derbyshire","25","25","[c]","[c]"
"In post","2022","20-29","White","East Midlands (England)","Leicester","160","155","24770","23170"
"In post","2022","20-29","White","East Midlands (England)","Leicestershire CC and Rutland","215","215","25020","24880"
"In post","2022","20-29","White","East Midlands (England)","Lincolnshire CC","265","260","25300","25060"
"In post","2022","20-29","White","East Midlands (England)","North Northamptonshire","55","50","23530","21260"
"In post","2022","20-29","White","East Midlands (England)","North Nottinghamshire","115","115","25620","25650"
"In post","2022","20-29","White","East Midlands (England)","Nottingham","855","845","28210","26590"
"In post","2022","20-29","White","East Midlands (England)","South and West Derbyshire","110","105","25970","26100"
"In post","2022","20-29","White","East Midlands (England)","South Nottinghamshire","105","105","26560","25830"
"In post","2022","20-29","White","East Midlands (England)","West Northamptonshire","120","115","24420","24440"
"In post","2022","20-29","White","East of England","Bedford","85","85","27500","28140"
"In post","2022","20-29","White","East of England","Breckland and South Norfolk","65","65","24490","24430"
"In post","2022","20-29","White","East of England","Cambridgeshire CC","330","325","27540","26670"
"In post","2022","20-29","White","East of England","Central Bedfordshire","35","35","27300","27570"
"In post","2022","20-29","White","East of England","Essex Haven Gateway","65","65","26110","24950"
"In post","2022","20-29","White","East of England","Essex Thames Gateway","80","80","26060","24250"
"In post","2022","20-29","White","East of England","Heart of Essex","145","145","27860","27260"
"In post","2022","20-29","White","East of England","Hertfordshire CC","240","240","30320","29290"
"In post","2022","20-29","White","East of England","Luton","35","35","25240","24840"
"In post","2022","20-29","White","East of England","North and West Norfolk","50","50","24770","25200"
"In post","2022","20-29","White","East of England","Norwich and East Norfolk","215","210","24920","24050"
"In post","2022","20-29","White","East of England","Peterborough","90","90","26600","26350"
"In post","2022","20-29","White","East of England","Southend-on-Sea","35","35","31730","29290"
"In post","2022","20-29","White","East of England","Suffolk CC","445","440","26170","25710"
"In post","2022","20-29","White","East of England","Thurrock","35","35","23830","21680"
"In post","2022","20-29","White","East of England","West Essex","45","45","26100","24890"
"In post","2022","20-29","White","London","Barking & Dagenham and Havering","25","25","[c]","[c]"
"In post","2022","20-29","White","London","Barnet","155","150","31420","31060"
"In post","2022","20-29","White","London","Bexley and Greenwich","140","140","29720","30650"
"In post","2022","20-29","White","London","Brent","25","25","[c]","[c]"
"In post","2022","20-29","White","London","Bromley","25","25","[c]","[c]"
"In post","2022","20-29","White","London","Camden and City of London","125","120","35610","31980"
"In post","2022","20-29","White","London","Croydon","505","500","35840","34260"
"In post","2022","20-29","White","London","Ealing","20","20","[c]","[c]"
"In post","2022","20-29","White","London","Enfield","15","15","[c]","[c]"
"In post","2022","20-29","White","London","Hackney and Newham","295","290","38900","37610"
"In post","2022","20-29","White","London","Haringey and Islington","85","85","31450","31220"
"In post","2022","20-29","White","London","Harrow and Hillingdon","85","85","28980","28670"
"In post","2022","20-29","White","London","Hounslow and Richmond upon Thames","250","250","30230","29250"
"In post","2022","20-29","White","London","Kensington & Chelsea and Hammersmith & Fulham","80","80","32580","31850"
"In post","2022","20-29","White","London","Lambeth","380","375","35710","36200"
"In post","2022","20-29","White","London","Lewisham and Southwark","85","85","29370","28650"
"In post","2022","20-29","White","London","Merton, Kingston upon Thames and Sutton","35","35","31000","31060"
"In post","2022","20-29","White","London","Redbridge and Waltham Forest","25","25","[c]","[c]"
"In post","2022","20-29","White","London","Tower Hamlets","565","565","38540","34550"
"In post","2022","20-29","White","London","Wandsworth","70","70","32280","31850"
"In post","2022","20-29","White","London","Westminster","8375","8350","39930","37560"
"In post","2022","20-29","White","North East (England)","Darlington","155","150","31400","29360"
"In post","2022","20-29","White","North East (England)","Durham","630","610","24490","23170"
"In post","2022","20-29","White","North East (England)","Hartlepool and Stockton-on-Tees","150","150","24480","23170"
"In post","2022","20-29","White","North East (England)","Northumberland","35","35","25640","25660"
"In post","2022","20-29","White","North East (England)","South Teesside","80","80","23790","21470"
"In post","2022","20-29","White","North East (England)","Sunderland","300","290","24940","23170"
"In post","2022","20-29","White","North East (England)","Tyneside","1780","1755","27410","26820"
"In post","2022","20-29","White","North West (England)","Blackburn with Darwen","15","15","[c]","[c]"
"In post","2022","20-29","White","North West (England)","Blackpool","535","525","24660","21260"
"In post","2022","20-29","White","North West (England)","Cheshire East","135","135","24610","23170"
"In post","2022","20-29","White","North West (England)","Cheshire West and Chester","55","55","24310","23170"
"In post","2022","20-29","White","North West (England)","Chorley and West Lancashire","155","155","25490","24520"
"In post","2022","20-29","White","North West (England)","East Cumbria","45","45","24240","22660"
"In post","2022","20-29","White","North West (England)","East Lancashire","25","25","[c]","[c]"
"In post","2022","20-29","White","North West (England)","East Merseyside","75","75","26710","27570"
"In post","2022","20-29","White","North West (England)","Greater Manchester North East","90","90","26130","27520"
"In post","2022","20-29","White","North West (England)","Greater Manchester North West","175","175","24070","23170"
"In post","2022","20-29","White","North West (England)","Greater Manchester South East","75","75","23220","21260"
"In post","2022","20-29","White","North West (England)","Greater Manchester South West","665","660","28710","26820"
"In post","2022","20-29","White","North West (England)","Lancaster and Wyre","105","105","24890","25410"
"In post","2022","20-29","White","North West (England)","Liverpool","1505","1475","25920","24880"
"In post","2022","20-29","White","North West (England)","Manchester","1085","1075","30330","27570"
"In post","2022","20-29","White","North West (England)","Mid Lancashire","270","265","25010","24470"
"In post","2022","20-29","White","North West (England)","Sefton","520","510","26260","26370"
"In post","2022","20-29","White","North West (England)","Warrington","295","290","29620","28840"
"In post","2022","20-29","White","North West (England)","West Cumbria","90","90","26310","25680"
"In post","2022","20-29","White","North West (England)","Wirral","160","155","25010","23050"
"In post","2022","20-29","White","Northern Ireland","Antrim and Newtownabbey","5","5","[c]","[c]"
"In post","2022","20-29","White","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Northern Ireland","Belfast","290","280","26520","26590"
"In post","2022","20-29","White","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Northern Ireland","Lisburn and Castlereagh","20","20","[c]","[c]"
"In post","2022","20-29","White","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Overseas","Overseas","205","205","34710","33230"
"In post","2022","20-29","White","Scotland","Aberdeen City and Aberdeenshire","165","160","28790","27230"
"In post","2022","20-29","White","Scotland","Angus and Dundee City","205","200","24430","21260"
"In post","2022","20-29","White","Scotland","Caithness and Sutherland, and Ross and Cromarty","15","15","[c]","[c]"
"In post","2022","20-29","White","Scotland","City of Edinburgh","1545","1530","30140","27940"
"In post","2022","20-29","White","Scotland","Clackmannanshire and Fife","60","60","28470","27570"
"In post","2022","20-29","White","Scotland","Dumfries and Galloway","40","40","27230","26590"
"In post","2022","20-29","White","Scotland","East Ayrshire and North Ayrshire mainland","90","90","24860","23230"
"In post","2022","20-29","White","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","210","205","25550","23540"
"In post","2022","20-29","White","Scotland","East Lothian and Midlothian","10","10","[c]","[c]"
"In post","2022","20-29","White","Scotland","Falkirk","160","150","25040","21450"
"In post","2022","20-29","White","Scotland","Glasgow City","1415","1400","28090","27230"
"In post","2022","20-29","White","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","75","75","28720","27400"
"In post","2022","20-29","White","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","80","80","25400","23630"
"In post","2022","20-29","White","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","25","25","[c]","[c]"
"In post","2022","20-29","White","Scotland","Na h-Eileanan Siar","15","15","[c]","[c]"
"In post","2022","20-29","White","Scotland","North Lanarkshire","225","215","25430","21640"
"In post","2022","20-29","White","Scotland","Orkney Islands","5","5","[c]","[c]"
"In post","2022","20-29","White","Scotland","Perth and Kinross, and Stirling","60","55","27360","27050"
"In post","2022","20-29","White","Scotland","Scottish Borders","45","45","26350","26590"
"In post","2022","20-29","White","Scotland","Shetland Islands","10","5","[c]","[c]"
"In post","2022","20-29","White","Scotland","South Ayrshire","25","25","[c]","[c]"
"In post","2022","20-29","White","Scotland","South Lanarkshire","285","280","27080","26120"
"In post","2022","20-29","White","Scotland","West Lothian","25","25","[c]","[c]"
"In post","2022","20-29","White","South East (England)","Berkshire","235","230","28590","27680"
"In post","2022","20-29","White","South East (England)","Brighton and Hove","60","55","26580","27310"
"In post","2022","20-29","White","South East (England)","Buckinghamshire","175","175","28020","28140"
"In post","2022","20-29","White","South East (England)","Central Hampshire","525","520","29780","29230"
"In post","2022","20-29","White","South East (England)","East Kent","400","395","25580","24880"
"In post","2022","20-29","White","South East (England)","East Surrey","110","110","30770","31420"
"In post","2022","20-29","White","South East (England)","East Sussex CC","215","210","24910","26130"
"In post","2022","20-29","White","South East (England)","Isle of Wight","95","95","24440","24620"
"In post","2022","20-29","White","South East (England)","Kent Thames Gateway","165","165","28470","29430"
"In post","2022","20-29","White","South East (England)","Medway","175","170","28350","28610"
"In post","2022","20-29","White","South East (England)","Mid Kent","70","70","25970","25210"
"In post","2022","20-29","White","South East (England)","Milton Keynes","300","300","26990","26450"
"In post","2022","20-29","White","South East (England)","North Hampshire","60","55","27010","26510"
"In post","2022","20-29","White","South East (England)","Oxfordshire CC","250","245","27670","27570"
"In post","2022","20-29","White","South East (England)","Portsmouth","245","245","27010","26350"
"In post","2022","20-29","White","South East (England)","South Hampshire","415","400","28850","30210"
"In post","2022","20-29","White","South East (England)","Southampton","125","125","28360","27570"
"In post","2022","20-29","White","South East (England)","West Kent","25","25","[c]","[c]"
"In post","2022","20-29","White","South East (England)","West Surrey","270","270","28620","27960"
"In post","2022","20-29","White","South East (England)","West Sussex (North East)","90","90","26100","25960"
"In post","2022","20-29","White","South East (England)","West Sussex (South West)","75","75","29250","27570"
"In post","2022","20-29","White","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","2160","2140","28150","27540"
"In post","2022","20-29","White","South West (England)","Bournemouth, Christchurch and Poole","60","55","25280","24890"
"In post","2022","20-29","White","South West (England)","Bristol, City of","900","890","29450","27570"
"In post","2022","20-29","White","South West (England)","Cornwall and Isles of Scilly","115","110","23970","21260"
"In post","2022","20-29","White","South West (England)","Devon CC","535","525","25750","24650"
"In post","2022","20-29","White","South West (England)","Dorset","190","185","25160","25110"
"In post","2022","20-29","White","South West (England)","Gloucestershire CC","100","100","26630","27130"
"In post","2022","20-29","White","South West (England)","Plymouth","285","285","26780","26350"
"In post","2022","20-29","White","South West (England)","Somerset CC","195","190","26590","26740"
"In post","2022","20-29","White","South West (England)","Swindon","40","40","27640","27570"
"In post","2022","20-29","White","South West (England)","Torbay","20","15","[c]","[c]"
"In post","2022","20-29","White","South West (England)","Wiltshire","990","980","28560","28590"
"In post","2022","20-29","White","Unknown","Unknown","140","140","30140","28000"
"In post","2022","20-29","White","Wales","Bridgend and Neath Port Talbot","65","65","24480","21260"
"In post","2022","20-29","White","Wales","Cardiff and Vale of Glamorgan","1295","1280","27600","26590"
"In post","2022","20-29","White","Wales","Central Valleys","255","250","26090","27570"
"In post","2022","20-29","White","Wales","Conwy and Denbighshire","50","50","25290","24630"
"In post","2022","20-29","White","Wales","Flintshire and Wrexham","265","265","24030","23140"
"In post","2022","20-29","White","Wales","Gwent Valleys","85","85","25160","25720"
"In post","2022","20-29","White","Wales","Gwynedd","70","70","23440","21280"
"In post","2022","20-29","White","Wales","Isle of Anglesey","10","10","[c]","[c]"
"In post","2022","20-29","White","Wales","Monmouthshire and Newport","810","800","29740","30210"
"In post","2022","20-29","White","Wales","Powys","30","30","[c]","[c]"
"In post","2022","20-29","White","Wales","South West Wales","115","110","24750","24630"
"In post","2022","20-29","White","Wales","Swansea","770","740","23790","21840"
"In post","2022","20-29","White","West Midlands (England)","Birmingham","800","795","28240","26590"
"In post","2022","20-29","White","West Midlands (England)","Coventry","235","235","31110","29360"
"In post","2022","20-29","White","West Midlands (England)","Dudley","60","60","23970","21260"
