"Status","Year","Region_ITL1","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Female","Heterosexual / straight","40","40","88530","83960"
"In post","2022","East Midlands (England)","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Male","Heterosexual / straight","35","30","89500","87210"
"In post","2022","East Midlands (England)","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SEO","Female","Heterosexual / straight","820","770","41520","40520"
"In post","2022","East Midlands (England)","SEO","Female","LGBO","40","40","42090","40520"
"In post","2022","East Midlands (England)","SEO","Female","Undeclared","110","105","42240","40520"
"In post","2022","East Midlands (England)","SEO","Female","Unknown","130","125","40680","40180"
"In post","2022","East Midlands (England)","SEO","Male","Heterosexual / straight","640","630","42330","40540"
"In post","2022","East Midlands (England)","SEO","Male","LGBO","30","30","40990","40180"
"In post","2022","East Midlands (England)","SEO","Male","Undeclared","105","100","43350","41480"
"In post","2022","East Midlands (England)","SEO","Male","Unknown","130","125","41280","40520"
"In post","2022","East Midlands (England)","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Female","Heterosexual / straight","870","795","29440","28200"
"In post","2022","East Midlands (England)","Unknown","Female","LGBO","50","50","29320","26310"
"In post","2022","East Midlands (England)","Unknown","Female","Undeclared","65","60","30580","30210"
"In post","2022","East Midlands (England)","Unknown","Female","Unknown","205","180","27940","26310"
"In post","2022","East Midlands (England)","Unknown","Male","Heterosexual / straight","215","205","31070","30210"
"In post","2022","East Midlands (England)","Unknown","Male","LGBO","20","20","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Male","Undeclared","40","40","34320","32700"
"In post","2022","East Midlands (England)","Unknown","Male","Unknown","75","70","29290","27260"
"In post","2022","East Midlands (England)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","AA","Female","Heterosexual / straight","440","400","20160","19810"
"In post","2022","East of England","AA","Female","LGBO","40","40","20770","20890"
"In post","2022","East of England","AA","Female","Undeclared","45","40","20250","19810"
"In post","2022","East of England","AA","Female","Unknown","105","95","20980","20890"
"In post","2022","East of England","AA","Male","Heterosexual / straight","480","460","20630","20890"
"In post","2022","East of England","AA","Male","LGBO","15","15","[c]","[c]"
"In post","2022","East of England","AA","Male","Undeclared","60","60","20620","20390"
"In post","2022","East of England","AA","Male","Unknown","150","140","20880","20890"
"In post","2022","East of England","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","AO","Female","Heterosexual / straight","2270","1995","23260","21830"
"In post","2022","East of England","AO","Female","LGBO","145","135","25060","24250"
"In post","2022","East of England","AO","Female","Undeclared","305","265","22940","21680"
"In post","2022","East of England","AO","Female","Unknown","580","490","23560","22080"
"In post","2022","East of England","AO","Male","Heterosexual / straight","1925","1875","26510","25700"
"In post","2022","East of England","AO","Male","LGBO","85","85","25430","23140"
"In post","2022","East of England","AO","Male","Undeclared","230","220","26570","24250"
"In post","2022","East of England","AO","Male","Unknown","545","520","26170","24430"
"In post","2022","East of England","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","EO","Female","Heterosexual / straight","2850","2560","28060","27570"
"In post","2022","East of England","EO","Female","LGBO","135","130","28100","27570"
"In post","2022","East of England","EO","Female","Undeclared","325","290","28280","27570"
"In post","2022","East of England","EO","Female","Unknown","630","540","28100","27570"
"In post","2022","East of England","EO","Male","Heterosexual / straight","2075","1990","28700","27570"
"In post","2022","East of England","EO","Male","LGBO","130","125","28180","27570"
"In post","2022","East of England","EO","Male","Undeclared","335","315","28720","27570"
"In post","2022","East of England","EO","Male","Unknown","485","460","28540","27570"
"In post","2022","East of England","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","G6","Female","Heterosexual / straight","110","105","69990","67920"
"In post","2022","East of England","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","East of England","G6","Female","Unknown","30","30","72130","68800"
"In post","2022","East of England","G6","Male","Heterosexual / straight","135","135","69100","67100"
"In post","2022","East of England","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","G6","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","East of England","G6","Male","Unknown","40","40","71010","68500"
"In post","2022","East of England","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","G7","Female","Heterosexual / straight","390","370","55670","53770"
"In post","2022","East of England","G7","Female","LGBO","20","20","[c]","[c]"
"In post","2022","East of England","G7","Female","Undeclared","50","45","53620","53360"
"In post","2022","East of England","G7","Female","Unknown","110","95","55840","55110"
"In post","2022","East of England","G7","Male","Heterosexual / straight","370","360","56780","54540"
"In post","2022","East of England","G7","Male","LGBO","15","15","[c]","[c]"
"In post","2022","East of England","G7","Male","Undeclared","50","45","55490","54260"
"In post","2022","East of England","G7","Male","Unknown","115","115","54340","53860"
"In post","2022","East of England","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","HEO","Female","Heterosexual / straight","1145","1075","33440","33300"
"In post","2022","East of England","HEO","Female","LGBO","45","45","33030","33330"
"In post","2022","East of England","HEO","Female","Undeclared","155","145","33390","33300"
"In post","2022","East of England","HEO","Female","Unknown","220","205","33350","33080"
"In post","2022","East of England","HEO","Male","Heterosexual / straight","1200","1165","34250","33300"
"In post","2022","East of England","HEO","Male","LGBO","50","50","33630","33300"
"In post","2022","East of England","HEO","Male","Undeclared","210","205","34400","33370"
"In post","2022","East of England","HEO","Male","Unknown","210","205","33700","33300"
"In post","2022","East of England","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS level","Female","Heterosexual / straight","40","35","97160","95380"
"In post","2022","East of England","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","East of England","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2022","East of England","SCS level","Male","Heterosexual / straight","60","60","94620","94070"
"In post","2022","East of England","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2022","East of England","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SEO","Female","Heterosexual / straight","680","640","42370","40850"
"In post","2022","East of England","SEO","Female","LGBO","25","25","[c]","[c]"
"In post","2022","East of England","SEO","Female","Undeclared","120","110","41880","40600"
"In post","2022","East of England","SEO","Female","Unknown","145","135","40460","40520"
"In post","2022","East of England","SEO","Male","Heterosexual / straight","700","680","42920","40800"
"In post","2022","East of England","SEO","Male","LGBO","35","35","42160","40660"
"In post","2022","East of England","SEO","Male","Undeclared","130","125","42910","40800"
"In post","2022","East of England","SEO","Male","Unknown","140","135","41150","40520"
"In post","2022","East of England","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Female","Heterosexual / straight","910","830","29340","28200"
"In post","2022","East of England","Unknown","Female","LGBO","55","55","27000","24800"
"In post","2022","East of England","Unknown","Female","Undeclared","60","55","29330","28200"
"In post","2022","East of England","Unknown","Female","Unknown","270","240","26450","24800"
"In post","2022","East of England","Unknown","Male","Heterosexual / straight","280","270","29970","27860"
"In post","2022","East of England","Unknown","Male","LGBO","20","20","[c]","[c]"
"In post","2022","East of England","Unknown","Male","Undeclared","35","35","30460","32890"
"In post","2022","East of England","Unknown","Male","Unknown","100","95","27010","26010"
"In post","2022","East of England","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","AA","Female","Heterosexual / straight","510","445","23030","22460"
"In post","2022","London","AA","Female","LGBO","20","20","[c]","[c]"
"In post","2022","London","AA","Female","Undeclared","70","60","22550","22410"
"In post","2022","London","AA","Female","Unknown","200","180","23600","24080"
"In post","2022","London","AA","Male","Heterosexual / straight","525","510","22950","22460"
"In post","2022","London","AA","Male","LGBO","20","20","[c]","[c]"
"In post","2022","London","AA","Male","Undeclared","70","65","22200","22350"
"In post","2022","London","AA","Male","Unknown","215","205","23610","22900"
"In post","2022","London","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","AO","Female","Heterosexual / straight","3740","3360","25540","25110"
"In post","2022","London","AO","Female","LGBO","190","180","27290","25630"
"In post","2022","London","AO","Female","Undeclared","570","505","25280","25110"
"In post","2022","London","AO","Female","Unknown","1425","1270","26000","25110"
"In post","2022","London","AO","Male","Heterosexual / straight","2740","2665","27670","25630"
"In post","2022","London","AO","Male","LGBO","170","165","27240","25110"
"In post","2022","London","AO","Male","Undeclared","340","325","26570","25630"
"In post","2022","London","AO","Male","Unknown","1065","1025","28260","26110"
"In post","2022","London","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","EO","Female","Heterosexual / straight","8500","7970","30090","30350"
"In post","2022","London","EO","Female","LGBO","470","455","29830","30110"
"In post","2022","London","EO","Female","Undeclared","1160","1070","29900","30150"
"In post","2022","London","EO","Female","Unknown","2430","2250","30230","30750"
"In post","2022","London","EO","Male","Heterosexual / straight","5640","5510","30360","30550"
"In post","2022","London","EO","Male","LGBO","450","445","29920","30120"
"In post","2022","London","EO","Male","Undeclared","835","800","30460","30460"
"In post","2022","London","EO","Male","Unknown","1635","1600","30390","30750"
"In post","2022","London","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","G6","Female","Heterosexual / straight","3105","2910","68630","67100"
"In post","2022","London","G6","Female","LGBO","180","175","68390","66680"
"In post","2022","London","G6","Female","Undeclared","415","395","69160","67310"
"In post","2022","London","G6","Female","Unknown","830","785","68990","66610"
"In post","2022","London","G6","Male","Heterosexual / straight","2895","2845","70010","68700"
"In post","2022","London","G6","Male","LGBO","340","335","67990","66470"
"In post","2022","London","G6","Male","Undeclared","490","475","70410","68930"
"In post","2022","London","G6","Male","Unknown","825","810","71080","68700"
"In post","2022","London","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","G7","Female","Heterosexual / straight","7145","6810","56230","54760"
"In post","2022","London","G7","Female","LGBO","500","490","55380","54210"
"In post","2022","London","G7","Female","Undeclared","905","875","56290","54700"
"In post","2022","London","G7","Female","Unknown","1870","1790","56780","55000"
"In post","2022","London","G7","Male","Heterosexual / straight","6220","6130","57240","56680"
"In post","2022","London","G7","Male","LGBO","820","815","56340","54700"
"In post","2022","London","G7","Male","Undeclared","1020","1000","57370","56730"
"In post","2022","London","G7","Male","Unknown","1765","1745","57880","56730"
"In post","2022","London","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","London","HEO","Female","Heterosexual / straight","7090","6870","35620","35070"
"In post","2022","London","HEO","Female","LGBO","535","525","34670","34020"
"In post","2022","London","HEO","Female","Undeclared","950","920","35340","35050"
"In post","2022","London","HEO","Female","Unknown","2505","2445","34120","34260"
"In post","2022","London","HEO","Male","Heterosexual / straight","5655","5590","36110","35440"
"In post","2022","London","HEO","Male","LGBO","630","625","35480","34710"
"In post","2022","London","HEO","Male","Undeclared","890","875","36360","35960"
"In post","2022","London","HEO","Male","Unknown","2240","2220","34910","34740"
"In post","2022","London","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","SCS level","Female","Heterosexual / straight","1575","1485","87350","79930"
"In post","2022","London","SCS level","Female","LGBO","90","85","86570","77740"
"In post","2022","London","SCS level","Female","Undeclared","165","155","85040","80260"
"In post","2022","London","SCS level","Female","Unknown","345","330","94180","83600"
"In post","2022","London","SCS level","Male","Heterosexual / straight","1545","1525","93190","84050"
"In post","2022","London","SCS level","Male","LGBO","170","165","88890","80500"
"In post","2022","London","SCS level","Male","Undeclared","200","200","92050","83340"
"In post","2022","London","SCS level","Male","Unknown","390","380","99920","93000"
"In post","2022","London","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","SEO","Female","Heterosexual / straight","5455","5275","42930","41970"
"In post","2022","London","SEO","Female","LGBO","410","405","42590","41750"
"In post","2022","London","SEO","Female","Undeclared","725","700","42910","41950"
"In post","2022","London","SEO","Female","Unknown","1335","1300","42650","41950"
"In post","2022","London","SEO","Male","Heterosexual / straight","4625","4575","43650","42550"
"In post","2022","London","SEO","Male","LGBO","485","480","42540","41950"
"In post","2022","London","SEO","Male","Undeclared","740","725","43750","42840"
"In post","2022","London","SEO","Male","Unknown","1310","1290","43130","42340"
"In post","2022","London","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Female","Heterosexual / straight","1275","1215","34310","33740"
"In post","2022","London","Unknown","Female","LGBO","75","75","34500","27980"
"In post","2022","London","Unknown","Female","Undeclared","125","115","37190","34100"
"In post","2022","London","Unknown","Female","Unknown","255","235","32370","27980"
"In post","2022","London","Unknown","Male","Heterosexual / straight","465","460","35620","33950"
"In post","2022","London","Unknown","Male","LGBO","40","40","36770","36770"
"In post","2022","London","Unknown","Male","Undeclared","60","60","38490","35940"
"In post","2022","London","Unknown","Male","Unknown","135","125","34290","33700"
"In post","2022","London","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","AA","Female","Heterosexual / straight","350","275","20540","20890"
"In post","2022","North East (England)","AA","Female","LGBO","25","20","[c]","[c]"
"In post","2022","North East (England)","AA","Female","Undeclared","35","25","20710","20920"
"In post","2022","North East (England)","AA","Female","Unknown","215","150","21100","21250"
"In post","2022","North East (England)","AA","Male","Heterosexual / straight","275","260","20340","20890"
"In post","2022","North East (England)","AA","Male","LGBO","15","15","[c]","[c]"
"In post","2022","North East (England)","AA","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","North East (England)","AA","Male","Unknown","120","110","21300","21250"
"In post","2022","North East (England)","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","AO","Female","Heterosexual / straight","4620","3805","21720","21260"
"In post","2022","North East (England)","AO","Female","LGBO","245","230","22350","21260"
"In post","2022","North East (England)","AO","Female","Undeclared","515","410","21940","21260"
"In post","2022","North East (England)","AO","Female","Unknown","2100","1685","21770","21260"
"In post","2022","North East (England)","AO","Male","Heterosexual / straight","2815","2645","22880","21260"
"In post","2022","North East (England)","AO","Male","LGBO","205","195","21840","21260"
"In post","2022","North East (England)","AO","Male","Undeclared","335","310","22630","21260"
"In post","2022","North East (England)","AO","Male","Unknown","1310","1220","22810","21260"
"In post","2022","North East (England)","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","EO","Female","Heterosexual / straight","3625","3190","27040","27570"
"In post","2022","North East (England)","EO","Female","LGBO","160","155","27150","27570"
"In post","2022","North East (England)","EO","Female","Undeclared","300","265","27050","27570"
"In post","2022","North East (England)","EO","Female","Unknown","1000","880","26900","26820"
"In post","2022","North East (England)","EO","Male","Heterosexual / straight","2145","2055","27350","27570"
"In post","2022","North East (England)","EO","Male","LGBO","155","150","27110","27570"
"In post","2022","North East (England)","EO","Male","Undeclared","265","250","27420","27570"
"In post","2022","North East (England)","EO","Male","Unknown","780","745","27090","26820"
"In post","2022","North East (England)","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","G6","Female","Heterosexual / straight","215","205","65920","66610"
"In post","2022","North East (England)","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2022","North East (England)","G6","Female","Undeclared","20","15","[c]","[c]"
"In post","2022","North East (England)","G6","Female","Unknown","35","35","65010","66610"
"In post","2022","North East (England)","G6","Male","Heterosexual / straight","235","235","66770","66610"
"In post","2022","North East (England)","G6","Male","LGBO","15","15","[c]","[c]"
"In post","2022","North East (England)","G6","Male","Undeclared","25","25","[c]","[c]"
"In post","2022","North East (England)","G6","Male","Unknown","70","65","68310","67910"
"In post","2022","North East (England)","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","G7","Female","Heterosexual / straight","710","680","52850","52500"
"In post","2022","North East (England)","G7","Female","LGBO","40","35","51080","50040"
"In post","2022","North East (England)","G7","Female","Undeclared","60","55","53710","54370"
"In post","2022","North East (England)","G7","Female","Unknown","130","125","53690","54160"
"In post","2022","North East (England)","G7","Male","Heterosexual / straight","825","815","53620","54160"
"In post","2022","North East (England)","G7","Male","LGBO","50","50","52560","54160"
"In post","2022","North East (England)","G7","Male","Undeclared","105","105","53740","54900"
"In post","2022","North East (England)","G7","Male","Unknown","175","175","54330","55210"
"In post","2022","North East (England)","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","HEO","Female","Heterosexual / straight","1790","1670","32490","33080"
"In post","2022","North East (England)","HEO","Female","LGBO","105","105","32560","33080"
"In post","2022","North East (England)","HEO","Female","Undeclared","125","110","32510","33080"
"In post","2022","North East (England)","HEO","Female","Unknown","400","380","32460","33080"
"In post","2022","North East (England)","HEO","Male","Heterosexual / straight","1330","1295","32950","33080"
"In post","2022","North East (England)","HEO","Male","LGBO","110","110","32390","33080"
"In post","2022","North East (England)","HEO","Male","Undeclared","165","160","33340","33370"
"In post","2022","North East (England)","HEO","Male","Unknown","450","435","32830","33080"
"In post","2022","North East (England)","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS level","Female","Heterosexual / straight","55","55","82470","75800"
"In post","2022","North East (England)","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS level","Female","Unknown","10","5","[c]","[c]"
"In post","2022","North East (England)","SCS level","Male","Heterosexual / straight","45","45","90840","85370"
"In post","2022","North East (England)","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2022","North East (England)","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2022","North East (England)","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SEO","Female","Heterosexual / straight","1150","1080","39630","40180"
"In post","2022","North East (England)","SEO","Female","LGBO","50","50","38760","38620"
"In post","2022","North East (England)","SEO","Female","Undeclared","105","100","40120","40240"
"In post","2022","North East (England)","SEO","Female","Unknown","215","200","39780","40180"
"In post","2022","North East (England)","SEO","Male","Heterosexual / straight","995","970","40270","40180"
"In post","2022","North East (England)","SEO","Male","LGBO","50","50","38700","39100"
"In post","2022","North East (England)","SEO","Male","Undeclared","115","110","41580","40520"
"In post","2022","North East (England)","SEO","Male","Unknown","285","280","40460","40520"
"In post","2022","North East (England)","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Female","Heterosexual / straight","720","680","29210","28200"
"In post","2022","North East (England)","Unknown","Female","LGBO","45","40","29020","25480"
"In post","2022","North East (England)","Unknown","Female","Undeclared","40","35","31310","31420"
"In post","2022","North East (England)","Unknown","Female","Unknown","110","100","28190","27980"
"In post","2022","North East (England)","Unknown","Male","Heterosexual / straight","205","200","31320","28940"
