"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Scotland","25","25","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South East (England)","70","60","28720","29290"
"In post","2022","Asian","Counter Fraud","South West (England)","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Wales","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Midlands (England)","220","210","29000","27570"
"In post","2022","Asian","Counter Fraud","Yorkshire and The Humber","135","125","29300","27570"
"In post","2022","Asian","Debt","East Midlands (England)","55","50","24310","25580"
"In post","2022","Asian","Debt","East of England","25","20","[c]","[c]"
"In post","2022","Asian","Debt","London","120","100","28440","26400"
"In post","2022","Asian","Debt","North East (England)","15","10","[c]","[c]"
"In post","2022","Asian","Debt","North West (England)","40","35","21540","21260"
"In post","2022","Asian","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Scotland","30","25","[c]","[c]"
"In post","2022","Asian","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","50","40","25530","25110"
"In post","2022","Asian","Debt","Wales","20","15","[c]","[c]"
"In post","2022","Asian","Debt","West Midlands (England)","200","175","21980","21250"
"In post","2022","Asian","Debt","Yorkshire and The Humber","220","190","22150","21260"
"In post","2022","Asian","Digital, Data & Technology","East Midlands (England)","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","East of England","35","35","37310","34000"
"In post","2022","Asian","Digital, Data & Technology","London","625","615","45840","41480"
"In post","2022","Asian","Digital, Data & Technology","North East (England)","80","80","42730","40520"
"In post","2022","Asian","Digital, Data & Technology","North West (England)","155","150","39460","36000"
"In post","2022","Asian","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Scotland","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","South East (England)","50","50","37750","33330"
"In post","2022","Asian","Digital, Data & Technology","South West (England)","90","85","35620","33000"
"In post","2022","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Wales","45","45","37180","36030"
"In post","2022","Asian","Digital, Data & Technology","West Midlands (England)","155","150","39360","36050"
"In post","2022","Asian","Digital, Data & Technology","Yorkshire and The Humber","125","120","39070","33420"
"In post","2022","Asian","Finance","East Midlands (England)","40","35","36660","33270"
"In post","2022","Asian","Finance","East of England","20","20","[c]","[c]"
"In post","2022","Asian","Finance","London","535","525","44110","40940"
"In post","2022","Asian","Finance","North East (England)","20","20","[c]","[c]"
"In post","2022","Asian","Finance","North West (England)","80","75","36340","32000"
"In post","2022","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Scotland","15","10","[c]","[c]"
"In post","2022","Asian","Finance","South East (England)","35","35","35040","28990"
"In post","2022","Asian","Finance","South West (England)","45","40","37680","33000"
"In post","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","Wales","10","10","[c]","[c]"
"In post","2022","Asian","Finance","West Midlands (England)","180","175","34410","31990"
"In post","2022","Asian","Finance","Yorkshire and The Humber","165","150","31310","27570"
"In post","2022","Asian","Grants Management","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Asian","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","North East (England)","5","5","[c]","[c]"
"In post","2022","Asian","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","South East (England)","20","20","[c]","[c]"
"In post","2022","Asian","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","East Midlands (England)","50","45","34920","33370"
"In post","2022","Asian","Human Resources","East of England","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","London","345","335","40700","36650"
"In post","2022","Asian","Human Resources","North East (England)","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","North West (England)","80","75","32350","27630"
"In post","2022","Asian","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Scotland","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","South East (England)","30","30","[c]","[c]"
"In post","2022","Asian","Human Resources","South West (England)","15","15","[c]","[c]"
"In post","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","Wales","10","10","[c]","[c]"
"In post","2022","Asian","Human Resources","West Midlands (England)","55","55","34810","32060"
"In post","2022","Asian","Human Resources","Yorkshire and The Humber","45","40","32790","29060"
"In post","2022","Asian","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","London","55","50","48500","49750"
"In post","2022","Asian","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","North West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Asian","Internal Audit","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Asian","Legal","East Midlands (England)","65","60","36670","33310"
"In post","2022","Asian","Legal","East of England","40","35","44840","48080"
"In post","2022","Asian","Legal","London","700","650","46420","50500"
"In post","2022","Asian","Legal","North East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Legal","North West (England)","85","80","39030","33370"
"In post","2022","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","Scotland","30","30","51210","41750"
"In post","2022","Asian","Legal","South East (England)","35","30","41930","39770"
"In post","2022","Asian","Legal","South West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Legal","Wales","5","5","[c]","[c]"
"In post","2022","Asian","Legal","West Midlands (England)","130","125","37810","33920"
"In post","2022","Asian","Legal","Yorkshire and The Humber","70","65","40570","44300"
"In post","2022","Asian","No function","East Midlands (England)","1425","1280","26880","25710"
"In post","2022","Asian","No function","East of England","655","610","31120","28140"
"In post","2022","Asian","No function","London","6745","6380","37010","31880"
"In post","2022","Asian","No function","North East (England)","310","285","26400","22080"
"In post","2022","Asian","No function","North West (England)","2140","1960","26850","25120"
"In post","2022","Asian","No function","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Asian","No function","Overseas","80","80","48000","40330"
"In post","2022","Asian","No function","Scotland","310","285","29580","26590"
"In post","2022","Asian","No function","South East (England)","875","790","30000","28800"
"In post","2022","Asian","No function","South West (England)","305","280","32570","27570"
"In post","2022","Asian","No function","Unknown","100","90","30740","30330"
"In post","2022","Asian","No function","Wales","295","280","28370","25190"
"In post","2022","Asian","No function","West Midlands (England)","3195","2965","27540","27130"
"In post","2022","Asian","No function","Yorkshire and The Humber","1500","1385","28260","27570"
"In post","2022","Asian","Project Delivery","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Asian","Project Delivery","East of England","30","30","41590","37640"
"In post","2022","Asian","Project Delivery","London","555","530","46280","42050"
"In post","2022","Asian","Project Delivery","North East (England)","15","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","North West (England)","75","70","39110","35840"
"In post","2022","Asian","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Overseas","20","20","[c]","[c]"
"In post","2022","Asian","Project Delivery","Scotland","25","25","[c]","[c]"
"In post","2022","Asian","Project Delivery","South East (England)","45","40","34800","32390"
"In post","2022","Asian","Project Delivery","South West (England)","310","300","37340","33800"
"In post","2022","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","Wales","15","15","[c]","[c]"
"In post","2022","Asian","Project Delivery","West Midlands (England)","100","95","38530","36740"
"In post","2022","Asian","Project Delivery","Yorkshire and The Humber","40","40","36190","33370"
"In post","2022","Asian","Property","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","Asian","Property","East of England","10","10","[c]","[c]"
"In post","2022","Asian","Property","London","250","240","36230","32320"
"In post","2022","Asian","Property","North East (England)","10","10","[c]","[c]"
"In post","2022","Asian","Property","North West (England)","25","25","[c]","[c]"
"In post","2022","Asian","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","South East (England)","25","25","[c]","[c]"
"In post","2022","Asian","Property","South West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","West Midlands (England)","65","65","38210","34500"
"In post","2022","Asian","Property","Yorkshire and The Humber","30","30","35640","29280"
"In post","2022","Asian","Security","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Asian","Security","East of England","20","20","[c]","[c]"
"In post","2022","Asian","Security","London","170","165","37980","34590"
"In post","2022","Asian","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","North West (England)","5","5","[c]","[c]"
"In post","2022","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Scotland","10","10","[c]","[c]"
"In post","2022","Asian","Security","South East (England)","60","60","26130","19810"
"In post","2022","Asian","Security","South West (England)","10","10","[c]","[c]"
"In post","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Asian","Security","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Asian","Unknown","East Midlands (England)","45","45","31060","26160"
"In post","2022","Asian","Unknown","East of England","285","250","27420","24880"
"In post","2022","Asian","Unknown","London","3315","3110","34760","29450"
"In post","2022","Asian","Unknown","North East (England)","45","40","26840","24880"
"In post","2022","Asian","Unknown","North West (England)","250","235","27910","24920"
"In post","2022","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","50","50","[c]","[c]"
"In post","2022","Asian","Unknown","Scotland","255","245","34360","31540"
"In post","2022","Asian","Unknown","South East (England)","245","230","28160","26200"
"In post","2022","Asian","Unknown","South West (England)","45","40","33450","26220"
"In post","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Wales","90","90","36280","31210"
"In post","2022","Asian","Unknown","West Midlands (England)","345","325","27430","25040"
"In post","2022","Asian","Unknown","Yorkshire and The Humber","415","390","26770","24890"
"In post","2022","Black","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","London","150","150","40770","38020"
"In post","2022","Black","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","North West (England)","10","10","[c]","[c]"
"In post","2022","Black","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Scotland","5","5","[c]","[c]"
"In post","2022","Black","Analysis","South East (England)","10","10","[c]","[c]"
"In post","2022","Black","Analysis","South West (England)","5","5","[c]","[c]"
"In post","2022","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Wales","15","15","[c]","[c]"
"In post","2022","Black","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","London","95","95","44650","41750"
"In post","2022","Black","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","North West (England)","10","10","[c]","[c]"
"In post","2022","Black","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","South East (England)","15","15","[c]","[c]"
"In post","2022","Black","Commercial","South West (England)","15","15","[c]","[c]"
"In post","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Black","Commercial","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Black","Communications","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Black","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","London","110","110","38140","34810"
"In post","2022","Black","Communications","North East (England)","15","15","[c]","[c]"
"In post","2022","Black","Communications","North West (England)","35","35","28500","26820"
"In post","2022","Black","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","Wales","15","15","[c]","[c]"
"In post","2022","Black","Communications","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","Black","Communications","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Black","Counter Fraud","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Black","Counter Fraud","East of England","15","10","[c]","[c]"
"In post","2022","Black","Counter Fraud","London","430","405","32160","31060"
"In post","2022","Black","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","North West (England)","30","30","27930","27570"
"In post","2022","Black","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Scotland","15","10","[c]","[c]"
"In post","2022","Black","Counter Fraud","South East (England)","20","20","[c]","[c]"
"In post","2022","Black","Counter Fraud","South West (England)","10","10","[c]","[c]"
"In post","2022","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","Wales","5","5","[c]","[c]"
"In post","2022","Black","Counter Fraud","West Midlands (England)","60","55","28740","27570"
"In post","2022","Black","Counter Fraud","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","Black","Debt","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Black","Debt","East of England","5","5","[c]","[c]"
"In post","2022","Black","Debt","London","90","85","28920","26400"
"In post","2022","Black","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","North West (England)","25","20","[c]","[c]"
"In post","2022","Black","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Scotland","15","15","[c]","[c]"
"In post","2022","Black","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","Wales","10","5","[c]","[c]"
"In post","2022","Black","Debt","West Midlands (England)","35","30","22770","21250"
"In post","2022","Black","Debt","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","East of England","15","15","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","London","335","330","41750","39470"
"In post","2022","Black","Digital, Data & Technology","North East (England)","20","20","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","North West (England)","90","90","37580","33590"
"In post","2022","Black","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Scotland","15","15","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","South East (England)","30","30","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","South West (England)","40","40","36500","36530"
"In post","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","Wales","20","20","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","West Midlands (England)","35","35","34610","33330"
"In post","2022","Black","Digital, Data & Technology","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","Black","Finance","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Black","Finance","East of England","10","10","[c]","[c]"
"In post","2022","Black","Finance","London","295","290","41290","38370"
"In post","2022","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","North West (England)","25","25","[c]","[c]"
"In post","2022","Black","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Scotland","10","10","[c]","[c]"
"In post","2022","Black","Finance","South East (England)","20","20","[c]","[c]"
"In post","2022","Black","Finance","South West (England)","20","20","[c]","[c]"
"In post","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","West Midlands (England)","30","30","36790","36050"
"In post","2022","Black","Finance","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2022","Black","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Black","Human Resources","East of England","5","5","[c]","[c]"
"In post","2022","Black","Human Resources","London","255","250","37920","34640"
"In post","2022","Black","Human Resources","North East (England)","5","5","[c]","[c]"
"In post","2022","Black","Human Resources","North West (England)","25","25","[c]","[c]"
"In post","2022","Black","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","South East (England)","10","10","[c]","[c]"
"In post","2022","Black","Human Resources","South West (England)","15","15","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Wales","10","10","[c]","[c]"
"In post","2022","Black","Human Resources","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Black","Human Resources","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Black","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","London","30","30","43160","40480"
"In post","2022","Black","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","East Midlands (England)","20","20","[c]","[c]"
"In post","2022","Black","Legal","East of England","20","20","[c]","[c]"
"In post","2022","Black","Legal","London","495","475","42200","35020"
"In post","2022","Black","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","North West (England)","15","10","[c]","[c]"
"In post","2022","Black","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","South East (England)","20","20","[c]","[c]"
"In post","2022","Black","Legal","South West (England)","10","10","[c]","[c]"
"In post","2022","Black","Legal","Wales","5","5","[c]","[c]"
"In post","2022","Black","Legal","West Midlands (England)","35","35","41160","35980"
"In post","2022","Black","Legal","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","Black","No function","East Midlands (England)","455","425","27490","26820"
"In post","2022","Black","No function","East of England","470","445","30380","29290"
"In post","2022","Black","No function","London","6015","5825","33620","31060"
"In post","2022","Black","No function","North East (England)","100","90","26990","21260"
"In post","2022","Black","No function","North West (England)","575","545","27760","26820"
"In post","2022","Black","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Overseas","35","35","41740","34240"
"In post","2022","Black","No function","Scotland","145","140","27980","26590"
"In post","2022","Black","No function","South East (England)","640","605","29860","29290"
"In post","2022","Black","No function","South West (England)","225","205","30530","27570"
"In post","2022","Black","No function","Unknown","40","35","31960","31060"
"In post","2022","Black","No function","Wales","120","115","28840","27570"
"In post","2022","Black","No function","West Midlands (England)","1070","1000","28200","27570"
"In post","2022","Black","No function","Yorkshire and The Humber","345","330","28960","27570"
"In post","2022","Black","Project Delivery","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Black","Project Delivery","East of England","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","London","345","335","43050","39690"
"In post","2022","Black","Project Delivery","North East (England)","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","North West (England)","15","15","[c]","[c]"
"In post","2022","Black","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","15","15","[c]","[c]"
