"Status","Year","Age","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Asian","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","No function","London","10","10","[c]","[c]"
"In post","2022","16-19","Asian","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","No function","North West (England)","10","10","[c]","[c]"
"In post","2022","16-19","Asian","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","No function","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","16-19","Asian","No function","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","North West (England)","[c]","[c]","[c]","[c]"
