"Status","Year","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","90","[c]","20210","20370"
"Leaver CS","2022","16-19","White","85","[c]","21070","21260"
"Leaver CS","2022","20-29","Asian","830","[c]","27320","27140"
"Leaver CS","2022","20-29","Black","445","[c]","28490","27570"
"Leaver CS","2022","20-29","Mixed","355","[c]","26960","26350"
"Leaver CS","2022","20-29","Other ethnicity","85","[c]","29950","29290"
"Leaver CS","2022","20-29","Undeclared","230","[c]","27630","25850"
"Leaver CS","2022","20-29","Unknown","3400","[c]","25740","23720"
"Leaver CS","2022","20-29","White","5345","[c]","26610","24890"
"Leaver CS","2022","30-39","Asian","610","[c]","34330","31060"
"Leaver CS","2022","30-39","Black","350","[c]","32880","31060"
"Leaver CS","2022","30-39","Mixed","220","[c]","34150","31060"
"Leaver CS","2022","30-39","Other ethnicity","70","[c]","34080","31060"
"Leaver CS","2022","30-39","Undeclared","275","[c]","36820","33300"
"Leaver CS","2022","30-39","Unknown","2035","[c]","33790","28970"
"Leaver CS","2022","30-39","White","4515","[c]","34080","29430"
"Leaver CS","2022","40-49","Asian","390","[c]","38540","31060"
"Leaver CS","2022","40-49","Black","255","[c]","36810","31060"
"Leaver CS","2022","40-49","Mixed","105","[c]","37380","31060"
"Leaver CS","2022","40-49","Other ethnicity","45","[c]","34320","30030"
"Leaver CS","2022","40-49","Undeclared","215","[c]","37500","31270"
"Leaver CS","2022","40-49","Unknown","1295","[c]","38660","30540"
"Leaver CS","2022","40-49","White","3615","[c]","37350","30210"
"Leaver CS","2022","50-59","Asian","255","[c]","39630","31060"
"Leaver CS","2022","50-59","Black","235","[c]","34690","30720"
"Leaver CS","2022","50-59","Mixed","105","[c]","38190","30410"
"Leaver CS","2022","50-59","Other ethnicity","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","405","[c]","37110","31630"
"Leaver CS","2022","50-59","Unknown","1280","[c]","38020","28970"
"Leaver CS","2022","50-59","White","5895","[c]","36040","27900"
"Leaver CS","2022","60-64","Asian","145","[c]","37450","30700"
"Leaver CS","2022","60-64","Black","105","[c]","33890","30350"
"Leaver CS","2022","60-64","Mixed","60","[c]","34060","30470"
"Leaver CS","2022","60-64","Other ethnicity","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","405","[c]","33630","29810"
"Leaver CS","2022","60-64","Unknown","695","[c]","36530","32550"
"Leaver CS","2022","60-64","White","4810","[c]","36170","29200"
"Leaver CS","2022","65+","Asian","165","[c]","32150","27400"
"Leaver CS","2022","65+","Black","65","[c]","28360","27570"
"Leaver CS","2022","65+","Mixed","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","Other ethnicity","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Undeclared","255","[c]","30440","27570"
"Leaver CS","2022","65+","Unknown","460","[c]","33410","27130"
"Leaver CS","2022","65+","White","3855","[c]","30170","26780"
"Leaver CS","2022","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Asian","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","White","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Asian","805","[c]","29510","28000"
"Leaver Dept.","2022","20-29","Black","295","[c]","29570","27850"
"Leaver Dept.","2022","20-29","Mixed","245","[c]","31660","29580"
"Leaver Dept.","2022","20-29","Other ethnicity","60","[c]","29580","28020"
"Leaver Dept.","2022","20-29","Undeclared","190","[c]","31860","29540"
"Leaver Dept.","2022","20-29","Unknown","1815","[c]","31520","32000"
"Leaver Dept.","2022","20-29","White","3755","[c]","30680","28520"
"Leaver Dept.","2022","30-39","Asian","770","[c]","35030","31060"
"Leaver Dept.","2022","30-39","Black","365","[c]","35010","31990"
"Leaver Dept.","2022","30-39","Mixed","225","[c]","38820","35130"
"Leaver Dept.","2022","30-39","Other ethnicity","50","[c]","39340","36720"
"Leaver Dept.","2022","30-39","Undeclared","295","[c]","38800","36950"
"Leaver Dept.","2022","30-39","Unknown","1235","[c]","38910","33250"
"Leaver Dept.","2022","30-39","White","3855","[c]","38550","35310"
"Leaver Dept.","2022","40-49","Asian","555","[c]","41340","34550"
"Leaver Dept.","2022","40-49","Black","330","[c]","37720","33950"
"Leaver Dept.","2022","40-49","Mixed","100","[c]","44640","41100"
"Leaver Dept.","2022","40-49","Other ethnicity","45","[c]","41160","36330"
"Leaver Dept.","2022","40-49","Undeclared","285","[c]","44180","40530"
"Leaver Dept.","2022","40-49","Unknown","725","[c]","45660","40180"
"Leaver Dept.","2022","40-49","White","3150","[c]","43790","39280"
"Leaver Dept.","2022","50-59","Asian","240","[c]","48240","38080"
"Leaver Dept.","2022","50-59","Black","210","[c]","43180","35070"
"Leaver Dept.","2022","50-59","Mixed","55","[c]","42880","39000"
"Leaver Dept.","2022","50-59","Other ethnicity","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Undeclared","235","[c]","45500","41730"
"Leaver Dept.","2022","50-59","Unknown","440","[c]","44190","36780"
"Leaver Dept.","2022","50-59","White","2415","[c]","44800","37590"
"Leaver Dept.","2022","60-64","Asian","35","[c]","47920","38010"
"Leaver Dept.","2022","60-64","Black","25","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","15","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","45","[c]","51030","41080"
"Leaver Dept.","2022","60-64","Unknown","75","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","White","430","[c]","50580","39280"
"Leaver Dept.","2022","65+","Asian","20","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","155","[c]","49790","40070"
"Leaver Dept.","2022","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Asian","85","[c]","23100","21260"
"New entrant CS","2022","16-19","Black","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mixed","20","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","425","[c]","21280","21250"
"New entrant CS","2022","16-19","White","470","[c]","21860","21260"
"New entrant CS","2022","20-29","Asian","2425","[c]","27060","26590"
"New entrant CS","2022","20-29","Black","920","[c]","28190","27570"
"New entrant CS","2022","20-29","Mixed","840","[c]","27610","26880"
"New entrant CS","2022","20-29","Other ethnicity","200","[c]","27830","27070"
"New entrant CS","2022","20-29","Undeclared","300","[c]","28520","27520"
"New entrant CS","2022","20-29","Unknown","9110","[c]","26210","24880"
"New entrant CS","2022","20-29","White","14180","[c]","26670","25000"
"New entrant CS","2022","30-39","Asian","1420","[c]","31310","27570"
"New entrant CS","2022","30-39","Black","750","[c]","30770","29020"
"New entrant CS","2022","30-39","Mixed","420","[c]","31660","27570"
"New entrant CS","2022","30-39","Other ethnicity","105","[c]","32590","30750"
"New entrant CS","2022","30-39","Undeclared","275","[c]","33420","30730"
"New entrant CS","2022","30-39","Unknown","5160","[c]","30270","26590"
"New entrant CS","2022","30-39","White","8940","[c]","31160","27570"
"New entrant CS","2022","40-49","Asian","820","[c]","33350","28590"
"New entrant CS","2022","40-49","Black","510","[c]","31650","30000"
"New entrant CS","2022","40-49","Mixed","190","[c]","32500","28060"
"New entrant CS","2022","40-49","Other ethnicity","55","[c]","30730","27770"
"New entrant CS","2022","40-49","Undeclared","195","[c]","35700","31060"
"New entrant CS","2022","40-49","Unknown","3260","[c]","33200","27570"
"New entrant CS","2022","40-49","White","6415","[c]","33580","28140"
"New entrant CS","2022","50-59","Asian","310","[c]","33800","29030"
"New entrant CS","2022","50-59","Black","405","[c]","31500","29060"
"New entrant CS","2022","50-59","Mixed","125","[c]","34320","31040"
"New entrant CS","2022","50-59","Other ethnicity","45","[c]","31940","29390"
"New entrant CS","2022","50-59","Undeclared","165","[c]","32720","28760"
"New entrant CS","2022","50-59","Unknown","2770","[c]","32030","27230"
"New entrant CS","2022","50-59","White","5470","[c]","32190","27570"
"New entrant CS","2022","60-64","Asian","45","[c]","39930","33700"
"New entrant CS","2022","60-64","Black","105","[c]","33020","32220"
"New entrant CS","2022","60-64","Mixed","30","[c]","32900","27570"
"New entrant CS","2022","60-64","Other ethnicity","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Undeclared","35","[c]","28630","27570"
"New entrant CS","2022","60-64","Unknown","660","[c]","30110","28200"
"New entrant CS","2022","60-64","White","1140","[c]","30150","26830"
"New entrant CS","2022","65+","Asian","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Black","20","[c]","[c]","[c]"
"New entrant CS","2022","65+","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Other ethnicity","5","[c]","[c]","[c]"
"New entrant CS","2022","65+","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","215","[c]","31260","28200"
"New entrant CS","2022","65+","White","310","[c]","31910","28200"
"New entrant CS","2022","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","White","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
