"Status","Year","Age","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Mixed","Undeclared","10","10","[c]","[c]"
"In post","2022","65+","Mixed","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Other ethnicity","Heterosexual / straight","45","40","34230","28430"
"In post","2022","65+","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Other ethnicity","Undeclared","5","5","[c]","[c]"
"In post","2022","65+","Other ethnicity","Unknown","15","10","[c]","[c]"
"In post","2022","65+","Undeclared","Heterosexual / straight","95","75","29760","27570"
"In post","2022","65+","Undeclared","LGBO","5","5","[c]","[c]"
"In post","2022","65+","Undeclared","Undeclared","425","325","34510","29270"
"In post","2022","65+","Undeclared","Unknown","180","130","30890","27570"
"In post","2022","65+","Unknown","Heterosexual / straight","110","80","30940","26780"
"In post","2022","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Undeclared","75","55","36560","29700"
"In post","2022","65+","Unknown","Unknown","960","730","32370","27440"
"In post","2022","65+","White","Heterosexual / straight","7170","5560","30930","27130"
"In post","2022","65+","White","LGBO","165","130","31650","27570"
"In post","2022","65+","White","Undeclared","875","655","30840","27130"
"In post","2022","65+","White","Unknown","1165","830","31190","27380"
"In post","2022","Unknown","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Unknown","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","85","[c]","20220","20480"
"Leaver CS","2022","16-19","White","Heterosexual / straight","65","[c]","21120","21260"
"Leaver CS","2022","16-19","White","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Heterosexual / straight","645","[c]","27020","27140"
"Leaver CS","2022","20-29","Asian","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","Unknown","135","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Heterosexual / straight","365","[c]","28530","27570"
"Leaver CS","2022","20-29","Black","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Heterosexual / straight","245","[c]","27110","26410"
"Leaver CS","2022","20-29","Mixed","LGBO","45","[c]","26420","25310"
"Leaver CS","2022","20-29","Mixed","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Heterosexual / straight","55","[c]","30750","30730"
"Leaver CS","2022","20-29","Other ethnicity","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Undeclared","115","[c]","29820","27570"
"Leaver CS","2022","20-29","Undeclared","Unknown","75","[c]","24770","22610"
"Leaver CS","2022","20-29","Unknown","Heterosexual / straight","60","[c]","28350","27530"
"Leaver CS","2022","20-29","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Undeclared","190","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","3140","[c]","25680","23720"
"Leaver CS","2022","20-29","White","Heterosexual / straight","3930","[c]","26510","24890"
"Leaver CS","2022","20-29","White","LGBO","625","[c]","26560","24650"
"Leaver CS","2022","20-29","White","Undeclared","265","[c]","27230","25010"
"Leaver CS","2022","20-29","White","Unknown","520","[c]","28880","26000"
"Leaver CS","2022","30-39","Asian","Heterosexual / straight","490","[c]","34230","31060"
"Leaver CS","2022","30-39","Asian","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","Unknown","80","[c]","34970","33040"
"Leaver CS","2022","30-39","Black","Heterosexual / straight","290","[c]","32780","31060"
"Leaver CS","2022","30-39","Black","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Heterosexual / straight","160","[c]","33450","29240"
"Leaver CS","2022","30-39","Mixed","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Heterosexual / straight","50","[c]","34350","31060"
"Leaver CS","2022","30-39","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Heterosexual / straight","50","[c]","34110","28090"
"Leaver CS","2022","30-39","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Undeclared","145","[c]","39040","38630"
"Leaver CS","2022","30-39","Undeclared","Unknown","75","[c]","34570","30710"
"Leaver CS","2022","30-39","Unknown","Heterosexual / straight","65","[c]","35870","33640"
"Leaver CS","2022","30-39","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Undeclared","125","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","1840","[c]","33710","28680"
"Leaver CS","2022","30-39","White","Heterosexual / straight","3385","[c]","33970","29290"
"Leaver CS","2022","30-39","White","LGBO","395","[c]","33240","28700"
"Leaver CS","2022","30-39","White","Undeclared","230","[c]","34810","31060"
"Leaver CS","2022","30-39","White","Unknown","500","[c]","36230","31660"
"Leaver CS","2022","40-49","Asian","Heterosexual / straight","305","[c]","39020","31060"
"Leaver CS","2022","40-49","Asian","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Heterosexual / straight","210","[c]","36230","31060"
"Leaver CS","2022","40-49","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","Heterosexual / straight","85","[c]","36470","31060"
"Leaver CS","2022","40-49","Mixed","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Heterosexual / straight","30","[c]","33790","28660"
"Leaver CS","2022","40-49","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Undeclared","105","[c]","37050","31380"
"Leaver CS","2022","40-49","Undeclared","Unknown","75","[c]","38890","33220"
"Leaver CS","2022","40-49","Unknown","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Undeclared","90","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","1165","[c]","38080","29500"
"Leaver CS","2022","40-49","White","Heterosexual / straight","2690","[c]","37070","29670"
"Leaver CS","2022","40-49","White","LGBO","215","[c]","36240","29030"
"Leaver CS","2022","40-49","White","Undeclared","200","[c]","38720","33300"
"Leaver CS","2022","40-49","White","Unknown","505","[c]","39740","32330"
"Leaver CS","2022","50-59","Asian","Heterosexual / straight","160","[c]","38070","29290"
"Leaver CS","2022","50-59","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","Unknown","80","[c]","44710","32330"
"Leaver CS","2022","50-59","Black","Heterosexual / straight","185","[c]","34420","30720"
"Leaver CS","2022","50-59","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","Heterosexual / straight","85","[c]","38890","30810"
"Leaver CS","2022","50-59","Mixed","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Heterosexual / straight","45","[c]","36840","35000"
"Leaver CS","2022","50-59","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","Undeclared","215","[c]","36540","31990"
"Leaver CS","2022","50-59","Undeclared","Unknown","140","[c]","38520","29050"
"Leaver CS","2022","50-59","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Undeclared","80","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","1165","[c]","37770","27780"
"Leaver CS","2022","50-59","White","Heterosexual / straight","4125","[c]","35730","27570"
"Leaver CS","2022","50-59","White","LGBO","195","[c]","40210","31030"
"Leaver CS","2022","50-59","White","Undeclared","395","[c]","36060","29290"
"Leaver CS","2022","50-59","White","Unknown","1180","[c]","36980","27570"
"Leaver CS","2022","60-64","Asian","Heterosexual / straight","90","[c]","37110","31060"
"Leaver CS","2022","60-64","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Heterosexual / straight","80","[c]","33270","30320"
"Leaver CS","2022","60-64","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Heterosexual / straight","45","[c]","33280","30810"
"Leaver CS","2022","60-64","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Undeclared","[c]","[c]","[c]","[c]"
