"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","AA","15","[c]","19350","19010"
"Leaver CS","2022","Unknown","Science and Engineering","AA/AO","AO","55","[c]","22220","22500"
"Leaver CS","2022","Unknown","Science and Engineering","EO","EO","45","[c]","27040","26510"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","G6","10","[c]","68350","69580"
"Leaver CS","2022","Unknown","Science and Engineering","G6/G7","G7","10","[c]","58330","55920"
"Leaver CS","2022","Unknown","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","HEO","40","[c]","35980","36140"
"Leaver CS","2022","Unknown","Science and Engineering","SEO/HEO","SEO","35","[c]","43130","41920"
"Leaver CS","2022","Unknown","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA/AO","AA","250","[c]","22490","22140"
"Leaver CS","2022","Unknown","Unknown","AA/AO","AO","3225","[c]","22230","21260"
"Leaver CS","2022","Unknown","Unknown","EO","EO","1585","[c]","28140","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","G6","180","[c]","73520","75340"
"Leaver CS","2022","Unknown","Unknown","G6/G7","G7","315","[c]","57660","58730"
"Leaver CS","2022","Unknown","Unknown","SCS level","SCS level","80","[c]","92060","83230"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","HEO","755","[c]","34660","35000"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","SEO","430","[c]","43700","44040"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","G6/G7","G7","35","[c]","54610","53720"
"Leaver Dept.","2022","Analysis","Economics","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","SEO/HEO","HEO","60","[c]","32260","32540"
"Leaver Dept.","2022","Analysis","Economics","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Delivery","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Operational Research","SEO/HEO","HEO","10","[c]","31070","29590"
"Leaver Dept.","2022","Analysis","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Policy","SEO/HEO","HEO","15","[c]","36260","37380"
"Leaver Dept.","2022","Analysis","Policy","SEO/HEO","SEO","20","[c]","41960","42220"
"Leaver Dept.","2022","Analysis","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Social Research","SEO/HEO","HEO","25","[c]","32100","31320"
"Leaver Dept.","2022","Analysis","Social Research","SEO/HEO","SEO","15","[c]","41370","41720"
"Leaver Dept.","2022","Analysis","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","G6/G7","G7","20","[c]","55000","53130"
"Leaver Dept.","2022","Analysis","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Statistics","SEO/HEO","HEO","40","[c]","32860","32010"
"Leaver Dept.","2022","Analysis","Statistics","SEO/HEO","SEO","30","[c]","43190","43000"
"Leaver Dept.","2022","Analysis","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6/G7","G6","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6/G7","G7","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","EO","EO","35","[c]","26580","26670"
"Leaver Dept.","2022","Commercial","Commercial","G6/G7","G6","25","[c]","67890","67370"
"Leaver Dept.","2022","Commercial","Commercial","G6/G7","G7","65","[c]","52350","52610"
"Leaver Dept.","2022","Commercial","Commercial","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Commercial","SEO/HEO","HEO","80","[c]","32720","33000"
"Leaver Dept.","2022","Commercial","Commercial","SEO/HEO","SEO","145","[c]","40320","40580"
"Leaver Dept.","2022","Commercial","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Project Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6/G7","G7","15","[c]","54810","54700"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","EO","EO","55","[c]","27750","27800"
"Leaver Dept.","2022","Communications","Communications","G6/G7","G6","45","[c]","69860","71080"
"Leaver Dept.","2022","Communications","Communications","G6/G7","G7","70","[c]","54870","54230"
"Leaver Dept.","2022","Communications","Communications","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Communications","SEO/HEO","HEO","105","[c]","33920","33570"
"Leaver Dept.","2022","Communications","Communications","SEO/HEO","SEO","65","[c]","40820","40740"
"Leaver Dept.","2022","Communications","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Knowledge and Information Management","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Policy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6/G7","G7","10","[c]","55950","55780"
"Leaver Dept.","2022","Communications","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO/HEO","HEO","20","[c]","35170","34640"
"Leaver Dept.","2022","Communications","Unknown","SEO/HEO","SEO","15","[c]","40770","40600"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","AA/AO","AO","15","[c]","22170","21260"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","EO","EO","55","[c]","27840","27570"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","SEO/HEO","HEO","30","[c]","33140","32170"
"Leaver Dept.","2022","Counter Fraud","Counter Fraud","SEO/HEO","SEO","15","[c]","41760","41200"
"Leaver Dept.","2022","Counter Fraud","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","AA/AO","AO","45","[c]","21180","21260"
"Leaver Dept.","2022","Debt","Other","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Tax","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","AO","10","[c]","21550","21170"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","EO","EO","90","[c]","27600","27540"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G6","25","[c]","70200","68720"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","G7","125","[c]","54910","53760"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","SCS level","15","[c]","98210","93730"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","HEO","205","[c]","33300","32650"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","SEO","200","[c]","39850","39630"
"Leaver Dept.","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Policy","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Science and Engineering","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6/G7","G7","25","[c]","55940","54700"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO/HEO","HEO","20","[c]","33350","34550"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Finance","AA/AO","AO","25","[c]","21720","21260"
"Leaver Dept.","2022","Finance","Finance","EO","EO","90","[c]","25930","26000"
"Leaver Dept.","2022","Finance","Finance","G6/G7","G6","35","[c]","67320","67090"
"Leaver Dept.","2022","Finance","Finance","G6/G7","G7","100","[c]","54690","54420"
"Leaver Dept.","2022","Finance","Finance","SCS level","SCS level","20","[c]","86390","77060"
"Leaver Dept.","2022","Finance","Finance","SEO/HEO","HEO","135","[c]","32580","31990"
"Leaver Dept.","2022","Finance","Finance","SEO/HEO","SEO","140","[c]","40030","40060"
"Leaver Dept.","2022","Finance","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Policy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Security","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Operational Delivery","AA/AO","AO","35","[c]","21120","21300"
"Leaver Dept.","2022","Grants Management","Operational Delivery","EO","EO","15","[c]","25300","25150"
"Leaver Dept.","2022","Grants Management","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Operational Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Operational Delivery","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Human Resources","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Human Resources","AA/AO","AO","40","[c]","22010","21260"
"Leaver Dept.","2022","Human Resources","Human Resources","EO","EO","125","[c]","27030","26880"
"Leaver Dept.","2022","Human Resources","Human Resources","G6/G7","G6","40","[c]","65450","65010"
"Leaver Dept.","2022","Human Resources","Human Resources","G6/G7","G7","80","[c]","52790","52610"
"Leaver Dept.","2022","Human Resources","Human Resources","SCS level","SCS level","20","[c]","89370","85680"
"Leaver Dept.","2022","Human Resources","Human Resources","SEO/HEO","HEO","150","[c]","32270","32330"
"Leaver Dept.","2022","Human Resources","Human Resources","SEO/HEO","SEO","85","[c]","40020","40060"
"Leaver Dept.","2022","Human Resources","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","EO","EO","45","[c]","27770","27570"
"Leaver Dept.","2022","Human Resources","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Operational Delivery","SEO/HEO","HEO","5","[c]","[c]","[c]"
