"Status","Year","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Essex","110","100","31630","31410"
"In post","2022","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","120","100","27920","27570"
"In post","2022","Counter Fraud","Greater Manchester","250","225","30660","27570"
"In post","2022","Counter Fraud","Hampshire and Isle of Wight","105","90","28530","27570"
"In post","2022","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","60","50","28480","27570"
"In post","2022","Counter Fraud","Highlands and Islands","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Inner London - East","155","145","32090","31170"
"In post","2022","Counter Fraud","Inner London - West","380","360","43390","38450"
"In post","2022","Counter Fraud","Kent","280","255","27950","25110"
"In post","2022","Counter Fraud","Lancashire","160","145","28830","27570"
"In post","2022","Counter Fraud","Leicestershire, Rutland and Northamptonshire","80","75","28020","27570"
"In post","2022","Counter Fraud","Lincolnshire","25","20","27380","27570"
"In post","2022","Counter Fraud","Merseyside","255","235","28540","27570"
"In post","2022","Counter Fraud","North Eastern Scotland","15","10","28290","27570"
"In post","2022","Counter Fraud","North Yorkshire","70","65","30360","30350"
"In post","2022","Counter Fraud","Northern Ireland","15","10","25140","25310"
"In post","2022","Counter Fraud","Northumberland, and Tyne and Wear","335","305","28400","27570"
"In post","2022","Counter Fraud","Outer London - East and North East","510","455","28310","25110"
"In post","2022","Counter Fraud","Outer London - South","85","75","33920","31880"
"In post","2022","Counter Fraud","Outer London - West and North West","130","120","32580","31880"
"In post","2022","Counter Fraud","Shropshire and Staffordshire","105","90","28230","27570"
"In post","2022","Counter Fraud","South Yorkshire","135","120","28320","27570"
"In post","2022","Counter Fraud","Southern Scotland","210","190","23800","21260"
"In post","2022","Counter Fraud","Surrey, East and West Sussex","170","155","29160","27570"
"In post","2022","Counter Fraud","Tees Valley and Durham","215","185","25170","25560"
"In post","2022","Counter Fraud","Unknown","10","5","[c]","[c]"
"In post","2022","Counter Fraud","West Central Scotland","355","320","26980","27570"
"In post","2022","Counter Fraud","West Midlands","385","345","28760","27570"
"In post","2022","Counter Fraud","West Wales and The Valleys","360","330","27170","27570"
"In post","2022","Counter Fraud","West Yorkshire","225","200","30020","27570"
"In post","2022","Digital, Data and Technology","Bedfordshire and Hertfordshire","145","145","37150","35780"
"In post","2022","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","280","270","41640","38370"
"In post","2022","Digital, Data and Technology","Cheshire","220","215","39900","36740"
"In post","2022","Digital, Data and Technology","Cornwall and Isles of Scilly","20","20","35270","31660"
"In post","2022","Digital, Data and Technology","Cumbria","20","20","32130","29180"
"In post","2022","Digital, Data and Technology","Derbyshire and Nottinghamshire","245","240","39050","35890"
"In post","2022","Digital, Data and Technology","Devon","965","930","37260","37330"
"In post","2022","Digital, Data and Technology","Dorset and Somerset","275","270","38060","35560"
"In post","2022","Digital, Data and Technology","East Anglia","275","265","34870","32930"
"In post","2022","Digital, Data and Technology","East Wales","1170","1145","41270","38160"
"In post","2022","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","30","25","32790","30630"
"In post","2022","Digital, Data and Technology","Eastern Scotland","315","310","38750","36360"
"In post","2022","Digital, Data and Technology","Essex","245","235","37970","35840"
"In post","2022","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","1520","1475","39440","37300"
"In post","2022","Digital, Data and Technology","Greater Manchester","1210","1185","43490","38500"
"In post","2022","Digital, Data and Technology","Hampshire and Isle of Wight","560","545","37240","33300"
"In post","2022","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","135","135","30780","26670"
"In post","2022","Digital, Data and Technology","Highlands and Islands","15","15","31680","29540"
"In post","2022","Digital, Data and Technology","Inner London - East","765","755","50260","45080"
"In post","2022","Digital, Data and Technology","Inner London - West","2100","2065","49810","45890"
"In post","2022","Digital, Data and Technology","Kent","35","30","36890","33300"
"In post","2022","Digital, Data and Technology","Lancashire","930","890","42010","36940"
"In post","2022","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","90","90","36140","35000"
"In post","2022","Digital, Data and Technology","Lincolnshire","55","55","29360","26670"
"In post","2022","Digital, Data and Technology","Merseyside","570","555","37930","33370"
"In post","2022","Digital, Data and Technology","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","North Yorkshire","170","165","39170","37530"
"In post","2022","Digital, Data and Technology","Northern Ireland","55","55","36430","33370"
"In post","2022","Digital, Data and Technology","Northumberland, and Tyne and Wear","1990","1920","42300","39000"
"In post","2022","Digital, Data and Technology","Outer London - East and North East","25","25","36120","34260"
"In post","2022","Digital, Data and Technology","Outer London - South","825","810","50540","45170"
"In post","2022","Digital, Data and Technology","Outer London - West and North West","335","330","42680","41030"
"In post","2022","Digital, Data and Technology","Overseas","40","40","32510","33170"
"In post","2022","Digital, Data and Technology","Shropshire and Staffordshire","415","400","42060","40520"
"In post","2022","Digital, Data and Technology","South Yorkshire","660","640","44220","40830"
"In post","2022","Digital, Data and Technology","Southern Scotland","210","210","41300","38500"
"In post","2022","Digital, Data and Technology","Surrey, East and West Sussex","205","200","40730","39000"
"In post","2022","Digital, Data and Technology","Tees Valley and Durham","190","180","37550","36430"
"In post","2022","Digital, Data and Technology","Unknown","20","20","43910","40670"
"In post","2022","Digital, Data and Technology","West Central Scotland","255","250","37560","33370"
"In post","2022","Digital, Data and Technology","West Midlands","655","640","40880","36600"
"In post","2022","Digital, Data and Technology","West Wales and The Valleys","1040","1020","39420","38160"
"In post","2022","Digital, Data and Technology","West Yorkshire","720","700","42740","39750"
"In post","2022","Economics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Economics","East Wales","170","165","37440","30710"
"In post","2022","Economics","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","42550","39970"
"In post","2022","Economics","Greater Manchester","55","55","39760","33400"
"In post","2022","Economics","Hampshire and Isle of Wight","15","15","38500","30810"
"In post","2022","Economics","Inner London - East","215","205","56820","55860"
"In post","2022","Economics","Inner London - West","1400","1375","47920","43950"
"In post","2022","Economics","Merseyside","5","5","[c]","[c]"
"In post","2022","Economics","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Economics","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Economics","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2022","Economics","Outer London - South","30","30","50300","43950"
"In post","2022","Economics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Overseas","35","35","56860","55620"
"In post","2022","Economics","South Yorkshire","10","10","[c]","[c]"
"In post","2022","Economics","Southern Scotland","15","15","44270","48500"
"In post","2022","Economics","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Tees Valley and Durham","10","10","37340","30710"
"In post","2022","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","West Central Scotland","15","15","48010","44520"
"In post","2022","Economics","West Midlands","20","20","49940","49780"
"In post","2022","Economics","West Wales and The Valleys","10","10","45200","42150"
"In post","2022","Economics","West Yorkshire","25","25","41340","36820"
"In post","2022","Finance","Bedfordshire and Hertfordshire","150","145","43060","39040"
"In post","2022","Finance","Berkshire, Buckinghamshire and Oxfordshire","470","455","38390","35000"
"In post","2022","Finance","Cheshire","65","65","37520","33300"
"In post","2022","Finance","Cornwall and Isles of Scilly","20","20","29820","26800"
"In post","2022","Finance","Cumbria","15","15","36610","34850"
"In post","2022","Finance","Derbyshire and Nottinghamshire","180","170","38030","33370"
"In post","2022","Finance","Devon","170","160","37380","33530"
"In post","2022","Finance","Dorset and Somerset","95","90","31940","26930"
"In post","2022","Finance","East Anglia","270","255","35030","33300"
"In post","2022","Finance","East Wales","435","410","39490","36050"
"In post","2022","Finance","East Yorkshire and Northern Lincolnshire","15","15","45670","44590"
"In post","2022","Finance","Eastern Scotland","190","185","35750","33300"
"In post","2022","Finance","Essex","85","80","32470","33000"
"In post","2022","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","1505","1445","39270","33300"
"In post","2022","Finance","Greater Manchester","410","395","40570","36500"
"In post","2022","Finance","Hampshire and Isle of Wight","720","700","36630","33300"
"In post","2022","Finance","Herefordshire, Worcestershire and Warwickshire","50","45","35030","29440"
"In post","2022","Finance","Highlands and Islands","15","15","28330","26670"
"In post","2022","Finance","Inner London - East","465","455","47380","43430"
"In post","2022","Finance","Inner London - West","2125","2080","49780","45200"
"In post","2022","Finance","Kent","35","35","35930","33300"
"In post","2022","Finance","Lancashire","440","410","35380","33300"
"In post","2022","Finance","Leicestershire, Rutland and Northamptonshire","40","40","35510","32010"
"In post","2022","Finance","Lincolnshire","110","110","29810","26670"
"In post","2022","Finance","Merseyside","315","300","34230","30820"
"In post","2022","Finance","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Finance","North Yorkshire","185","180","36100","33300"
"In post","2022","Finance","Northern Ireland","65","65","36590","34050"
"In post","2022","Finance","Northumberland, and Tyne and Wear","455","435","40060","35310"
"In post","2022","Finance","Outer London - East and North East","15","15","35000","32950"
"In post","2022","Finance","Outer London - South","235","230","47480","43420"
"In post","2022","Finance","Outer London - West and North West","75","70","42380","37890"
"In post","2022","Finance","Overseas","80","80","38690","33300"
"In post","2022","Finance","Shropshire and Staffordshire","300","290","38870","33300"
"In post","2022","Finance","South Yorkshire","365","350","39410","35760"
"In post","2022","Finance","Southern Scotland","75","70","36830","33930"
"In post","2022","Finance","Surrey, East and West Sussex","225","210","36370","33370"
"In post","2022","Finance","Tees Valley and Durham","160","150","39590","36500"
"In post","2022","Finance","Unknown","30","30","38020","33730"
"In post","2022","Finance","West Central Scotland","225","200","32020","27570"
"In post","2022","Finance","West Midlands","460","445","40010","36630"
"In post","2022","Finance","West Wales and The Valleys","355","335","36650","32640"
"In post","2022","Finance","West Yorkshire","630","600","39130","36450"
"In post","2022","Geography","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Dorset and Somerset","430","405","31380","33290"
"In post","2022","Geography","East Anglia","10","10","26390","25510"
"In post","2022","Geography","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","35850","33000"
"In post","2022","Geography","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Geography","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Geography","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Shropshire and Staffordshire","10","10","35850","33300"
"In post","2022","Geography","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Bedfordshire and Hertfordshire","80","75","38280","33650"
"In post","2022","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","150","140","39610","33300"
"In post","2022","Human Resources","Cheshire","250","235","30930","26670"
"In post","2022","Human Resources","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Human Resources","Cumbria","15","15","39340","35900"
"In post","2022","Human Resources","Derbyshire and Nottinghamshire","345","330","39570","35660"
"In post","2022","Human Resources","Devon","140","130","37400","33710"
"In post","2022","Human Resources","Dorset and Somerset","80","80","34390","32900"
"In post","2022","Human Resources","East Anglia","180","170","35590","33300"
"In post","2022","Human Resources","East Wales","585","550","36460","31930"
"In post","2022","Human Resources","East Yorkshire and Northern Lincolnshire","30","30","35510","31900"
"In post","2022","Human Resources","Eastern Scotland","215","210","35950","33540"
"In post","2022","Human Resources","Essex","25","20","32770","30460"
"In post","2022","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","795","740","36350","33300"
"In post","2022","Human Resources","Greater Manchester","385","370","39260","33810"
"In post","2022","Human Resources","Hampshire and Isle of Wight","255","245","34940","32180"
"In post","2022","Human Resources","Herefordshire, Worcestershire and Warwickshire","105","100","36080","31740"
"In post","2022","Human Resources","Highlands and Islands","5","5","[c]","[c]"
"In post","2022","Human Resources","Inner London - East","375","360","45890","40910"
"In post","2022","Human Resources","Inner London - West","1880","1825","46890","42170"
"In post","2022","Human Resources","Kent","90","90","35500","32250"
"In post","2022","Human Resources","Lancashire","325","295","31050","26930"
"In post","2022","Human Resources","Leicestershire, Rutland and Northamptonshire","50","50","34400","31670"
"In post","2022","Human Resources","Lincolnshire","35","35","29960","26670"
"In post","2022","Human Resources","Merseyside","345","330","37310","33080"
"In post","2022","Human Resources","North Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Human Resources","North Yorkshire","100","95","37820","33300"
"In post","2022","Human Resources","Northern Ireland","15","15","36510","32730"
"In post","2022","Human Resources","Northumberland, and Tyne and Wear","245","230","38110","34290"
"In post","2022","Human Resources","Outer London - East and North East","15","15","36770","34260"
"In post","2022","Human Resources","Outer London - South","375","360","46860","41970"
"In post","2022","Human Resources","Outer London - West and North West","110","105","39660","35050"
"In post","2022","Human Resources","Overseas","40","40","42940","35610"
"In post","2022","Human Resources","Shropshire and Staffordshire","115","110","37770","33640"
"In post","2022","Human Resources","South Yorkshire","205","190","38410","33300"
"In post","2022","Human Resources","Southern Scotland","55","55","41880","36750"
"In post","2022","Human Resources","Surrey, East and West Sussex","70","65","39510","36010"
"In post","2022","Human Resources","Tees Valley and Durham","75","70","34220","31080"
"In post","2022","Human Resources","Unknown","20","15","35710","32390"
"In post","2022","Human Resources","West Central Scotland","505","475","26450","22330"
"In post","2022","Human Resources","West Midlands","205","200","38370","36050"
"In post","2022","Human Resources","West Wales and The Valleys","290","275","33910","31040"
"In post","2022","Human Resources","West Yorkshire","405","390","40540","36700"
"In post","2022","Inspector of Education and Training","Bedfordshire and Hertfordshire","30","30","67140","70500"
"In post","2022","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","25","25","68260","75500"
"In post","2022","Inspector of Education and Training","Cheshire","10","10","69400","72990"
"In post","2022","Inspector of Education and Training","Cornwall and Isles of Scilly","10","10","64070","70500"
"In post","2022","Inspector of Education and Training","Cumbria","15","15","65450","70500"
"In post","2022","Inspector of Education and Training","Derbyshire and Nottinghamshire","60","60","63040","64500"
"In post","2022","Inspector of Education and Training","Devon","25","25","71290","75500"
"In post","2022","Inspector of Education and Training","Dorset and Somerset","30","30","63680","70500"
"In post","2022","Inspector of Education and Training","East Anglia","40","40","63440","64500"
"In post","2022","Inspector of Education and Training","East Wales","45","40","73950","75480"
"In post","2022","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","Essex","20","20","61930","51360"
"In post","2022","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","68070","72990"
"In post","2022","Inspector of Education and Training","Greater Manchester","40","40","61840","51360"
"In post","2022","Inspector of Education and Training","Hampshire and Isle of Wight","35","35","61570","51360"
"In post","2022","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","30","30","68900","75500"
"In post","2022","Inspector of Education and Training","Inner London - East","25","25","63570","51360"
"In post","2022","Inspector of Education and Training","Inner London - West","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","Kent","20","20","67990","70500"
"In post","2022","Inspector of Education and Training","Lancashire","25","25","65110","64500"
"In post","2022","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","30","25","58730","51360"
"In post","2022","Inspector of Education and Training","Lincolnshire","10","10","58080","51360"
"In post","2022","Inspector of Education and Training","Merseyside","30","30","63850","64500"
"In post","2022","Inspector of Education and Training","North Yorkshire","30","25","72530","75500"
"In post","2022","Inspector of Education and Training","Northumberland, and Tyne and Wear","20","20","66230","70000"
"In post","2022","Inspector of Education and Training","Outer London - East and North East","20","20","59520","51360"
"In post","2022","Inspector of Education and Training","Outer London - South","15","15","59920","51360"
"In post","2022","Inspector of Education and Training","Outer London - West and North West","15","15","62320","51360"
"In post","2022","Inspector of Education and Training","Shropshire and Staffordshire","30","30","70470","75500"
"In post","2022","Inspector of Education and Training","South Yorkshire","20","20","61030","57930"
"In post","2022","Inspector of Education and Training","Surrey, East and West Sussex","40","40","63710","51360"
"In post","2022","Inspector of Education and Training","Tees Valley and Durham","25","20","63440","64500"
"In post","2022","Inspector of Education and Training","West Midlands","35","35","61430","51360"
"In post","2022","Inspector of Education and Training","West Wales and The Valleys","35","35","72230","75480"
"In post","2022","Inspector of Education and Training","West Yorkshire","40","40","66110","70500"
"In post","2022","Intelligence Analysis","Bedfordshire and Hertfordshire","25","25","33070","27380"
"In post","2022","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","25","25","34990","31240"
"In post","2022","Intelligence Analysis","Cheshire","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Derbyshire and Nottinghamshire","30","30","33840","28690"
"In post","2022","Intelligence Analysis","Devon","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","Dorset and Somerset","10","10","26760","26850"
"In post","2022","Intelligence Analysis","East Anglia","370","365","32490","33000"
"In post","2022","Intelligence Analysis","East Wales","55","55","29570","27700"
"In post","2022","Intelligence Analysis","East Yorkshire and Northern Lincolnshire","65","60","28320","27280"
"In post","2022","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Essex","20","20","27660","27370"
"In post","2022","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","35120","32060"
"In post","2022","Intelligence Analysis","Greater Manchester","225","215","29060","26590"
"In post","2022","Intelligence Analysis","Hampshire and Isle of Wight","70","70","27220","26410"
"In post","2022","Intelligence Analysis","Herefordshire, Worcestershire and Warwickshire","15","15","31750","28890"
"In post","2022","Intelligence Analysis","Inner London - East","150","145","43180","37930"
"In post","2022","Intelligence Analysis","Inner London - West","470","460","44970","42600"
"In post","2022","Intelligence Analysis","Kent","295","275","28270","27370"
"In post","2022","Intelligence Analysis","Lancashire","20","20","27740","27380"
"In post","2022","Intelligence Analysis","Leicestershire, Rutland and Northamptonshire","55","55","28280","27280"
"In post","2022","Intelligence Analysis","Lincolnshire","50","45","29780","28670"
"In post","2022","Intelligence Analysis","Merseyside","100","95","28790","26910"
"In post","2022","Intelligence Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","Northumberland, and Tyne and Wear","40","40","35870","33370"
"In post","2022","Intelligence Analysis","Outer London - East and North East","15","15","31870","30110"
"In post","2022","Intelligence Analysis","Outer London - South","165","155","35160","31520"
"In post","2022","Intelligence Analysis","Outer London - West and North West","445","415","32690","30410"
"In post","2022","Intelligence Analysis","Overseas","75","75","44150","40580"
"In post","2022","Intelligence Analysis","Shropshire and Staffordshire","20","20","29340","29430"
"In post","2022","Intelligence Analysis","South Yorkshire","100","95","28730","27370"
"In post","2022","Intelligence Analysis","Surrey, East and West Sussex","35","30","29550","28350"
"In post","2022","Intelligence Analysis","Tees Valley and Durham","35","35","30490","29060"
"In post","2022","Intelligence Analysis","West Central Scotland","65","60","31370","30900"
"In post","2022","Intelligence Analysis","West Midlands","50","45","33080","30830"
"In post","2022","Intelligence Analysis","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","West Yorkshire","70","70","30100","30450"
"In post","2022","Internal Audit","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
