"Status","Year","Function_of_post","Organisation","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","35","30","58780","58370"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","London","Female","60","50","70190","69690"
"In post","2022","Analysis","Government Actuary's Department","London","Male","115","110","69280","58510"
"In post","2022","Analysis","Government Actuary's Department","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Government Actuary's Department","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","London","Female","15","15","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","London","Male","15","15","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","Female","165","160","49970","43810"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","London","Male","215","210","50070","43810"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","Female","160","150","40710","40180"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","Male","200","195","42550","40520"
"In post","2022","Analysis","HM Treasury (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","London","Female","30","30","48430","47060"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","London","Female","40","40","44390","46000"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","London","Male","60","60","45960","40640"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","Female","90","85","36180","33300"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Outside London","Male","105","105","34720","33300"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","London","Female","210","200","49060","44110"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","London","Male","215","210","47980","42640"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","Female","30","30","36730","34890"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Outside London","Male","40","35","38670","36050"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","National Savings and Investments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","London","Female","15","10","[c]","[c]"
"In post","2022","Analysis","Office for Budget Responsibility","London","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Female","55","50","38280","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","Male","50","50","39650","32010"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Female","40","40","44650","35400"
"In post","2022","Analysis","Office of Gas and Electricity Markets","London","Male","75","75","47030","41810"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Outside London","Male","40","40","42360","35650"
"In post","2022","Analysis","Office of Rail and Road","London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","London","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Public Guardian","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Planning Inspectorate","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Planning Inspectorate","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Registers of Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Rural Payments Agency","Outside London","Male","35","35","29500","29180"
"In post","2022","Analysis","Scottish Courts and Tribunals Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Courts and Tribunals Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","The Insolvency Service","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","UK Debt Management Office","London","Male","15","15","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","London","Male","25","25","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Space Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","London","Female","120","120","42560","33710"
"In post","2022","Analysis","UK Statistics Authority","London","Male","85","85","45100","39840"
"In post","2022","Analysis","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Outside London","Female","985","920","36990","36840"
"In post","2022","Analysis","UK Statistics Authority","Outside London","Male","770","755","38140","36840"
"In post","2022","Analysis","UK Statistics Authority","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Valuation Office Agency","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","London","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","London","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Welsh Revenue Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Welsh Revenue Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Advisory, Conciliation and Arbitration Service","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Animal and Plant Health Agency","Outside London","Female","45","40","31430","29180"
"In post","2022","Commercial","Animal and Plant Health Agency","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","London","Female","400","390","68020","64500"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","London","Male","430","430","77930","67540"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Outside London","Female","380","375","63800","62010"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Outside London","Male","385","385","69710","65640"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","Female","30","30","47970","49700"
"In post","2022","Commercial","Cabinet Office (excl. agencies)","Unknown","Male","30","30","58590","53320"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Companies House","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Companies House","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Crown Commercial Service","Outside London","Female","185","180","34960","31780"
"In post","2022","Commercial","Crown Commercial Service","Outside London","Male","160","160","36980","38330"
"In post","2022","Commercial","Crown Prosecution Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Commercial","Crown Prosecution Service","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Defence Electronics and Components Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Defence Electronics and Components Agency","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","Outside London","Female","175","165","39490","35560"
"In post","2022","Commercial","Defence Equipment and Support","Outside London","Male","260","255","45430","41990"
"In post","2022","Commercial","Defence Equipment and Support","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Defence Equipment and Support","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Outside London","Female","40","35","33510","34540"
"In post","2022","Commercial","Defence Science and Technology Laboratory","Outside London","Male","40","40","31940","29230"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Digital, Culture, Media and Sport","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Education (excl. agencies)","Outside London","Female","140","135","37530","36500"
"In post","2022","Commercial","Department for Education (excl. agencies)","Outside London","Male","100","100","37100","36500"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Female","75","70","35460","35900"
"In post","2022","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Male","45","45","38910","36620"
"In post","2022","Commercial","Department for International Trade","London","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department for Transport (excl. agencies)","London","Female","55","50","47420","42470"
"In post","2022","Commercial","Department for Transport (excl. agencies)","London","Male","70","70","53110","54110"
"In post","2022","Commercial","Department for Transport (excl. agencies)","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Department for Transport (excl. agencies)","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","London","Female","115","110","51520","53360"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","London","Male","80","80","50300","53360"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","Female","55","55","47750","49530"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","Male","40","40","41520","36820"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Driver and Vehicle Licensing Agency","Outside London","Female","85","75","32380","30730"
"In post","2022","Commercial","Driver and Vehicle Licensing Agency","Outside London","Male","85","85","32400","30730"
"In post","2022","Commercial","Driver and Vehicle Standards Agency","Outside London","Female","40","35","36140","33890"
"In post","2022","Commercial","Driver and Vehicle Standards Agency","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","FCDO Services","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","FCDO Services","London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","FCDO Services","Outside London","Female","35","35","39190","34430"
"In post","2022","Commercial","FCDO Services","Outside London","Male","30","30","48940","45330"
"In post","2022","Commercial","FCDO Services","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","FCDO Services","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Food Standards Agency","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Female","30","30","38550","39630"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Government Actuary's Department","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Government Actuary's Department","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Government Internal Audit Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Government Internal Audit Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Health and Safety Executive","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Health and Safety Executive","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","HM Land Registry","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs (excl. agencies)","London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs (excl. agencies)","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","Female","70","65","36510","38080"
"In post","2022","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","Male","70","70","39120","33370"
