"Status","Year","Disability","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Commercial","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Communications","Female","165","160","39700","36520"
"In post","2022","Declared disabled","Communications","Communications","Male","105","105","37540","34640"
"In post","2022","Declared disabled","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Delivery","Female","80","70","28720","26820"
"In post","2022","Declared disabled","Communications","Operational Delivery","Male","50","50","28820","26820"
"In post","2022","Declared disabled","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Tax","Female","75","70","30320","26820"
"In post","2022","Declared disabled","Communications","Tax","Male","80","75","30230","26820"
"In post","2022","Declared disabled","Communications","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Counter Fraud","Female","605","525","28390","27570"
"In post","2022","Declared disabled","Counter Fraud","Counter Fraud","Male","365","335","28360","27570"
"In post","2022","Declared disabled","Counter Fraud","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Legal","Female","115","105","31410","31020"
"In post","2022","Declared disabled","Counter Fraud","Legal","Male","125","115","35630","33370"
"In post","2022","Declared disabled","Counter Fraud","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","Female","285","255","29970","27570"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","Male","185","180","29660","26820"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Tax","Female","85","80","41170","37610"
"In post","2022","Declared disabled","Counter Fraud","Tax","Male","85","75","43930","40180"
"In post","2022","Declared disabled","Counter Fraud","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Operational Delivery","Female","230","190","24550","22080"
"In post","2022","Declared disabled","Debt","Operational Delivery","Male","125","115","24440","22080"
"In post","2022","Declared disabled","Debt","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Other","Female","275","220","22680","21260"
"In post","2022","Declared disabled","Debt","Other","Male","125","110","22160","21260"
"In post","2022","Declared disabled","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Tax","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Debt","Tax","Male","30","30","22420","21250"
"In post","2022","Declared disabled","Debt","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Female","625","585","38170","35310"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Male","925","900","39740","36050"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Female","65","65","30590","27840"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Male","65","65","36710","32570"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","Female","35","30","35330","33400"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","Male","25","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","Male","10","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Tax","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Female","75","75","45670","49700"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Male","65","65","46020","41300"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Commercial","Female","50","40","32270","31990"
"In post","2022","Declared disabled","Finance","Commercial","Male","40","35","35320","33220"
"In post","2022","Declared disabled","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Digital, Data and Technology","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Finance","Female","455","420","38210","33630"
"In post","2022","Declared disabled","Finance","Finance","Male","325","315","40280","36500"
"In post","2022","Declared disabled","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Operational Delivery","Female","90","75","26910","22080"
"In post","2022","Declared disabled","Finance","Operational Delivery","Male","45","40","27390","23710"
