"Status","Year","Disability","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Outside London","Heterosexual / straight","65","60","31460","27570"
"In post","2022","Declared disabled","Brighton and Hove","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","Outside London","Heterosexual / straight","540","495","33710","29180"
"In post","2022","Declared disabled","Bristol, City of","Outside London","LGBO","90","85","33730","29270"
"In post","2022","Declared disabled","Bristol, City of","Outside London","Undeclared","90","85","31020","28430"
"In post","2022","Declared disabled","Bristol, City of","Outside London","Unknown","40","35","28820","26850"
"In post","2022","Declared disabled","Bromley","London","Heterosexual / straight","75","70","33530","31060"
"In post","2022","Declared disabled","Bromley","London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bromley","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","Outside London","Heterosexual / straight","150","140","32130","28670"
"In post","2022","Declared disabled","Buckinghamshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Buckinghamshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","Outside London","Heterosexual / straight","150","135","28420","27570"
"In post","2022","Declared disabled","Calderdale and Kirklees","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Calderdale and Kirklees","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Cambridgeshire CC","Outside London","Heterosexual / straight","285","265","32990","31550"
"In post","2022","Declared disabled","Cambridgeshire CC","Outside London","LGBO","30","30","[c]","[c]"
"In post","2022","Declared disabled","Cambridgeshire CC","Outside London","Undeclared","50","45","33500","33000"
"In post","2022","Declared disabled","Cambridgeshire CC","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","London","Heterosexual / straight","155","145","34730","28310"
"In post","2022","Declared disabled","Camden and City of London","London","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Camden and City of London","London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","825","760","33260","28920"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","LGBO","115","110","31420","26820"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Undeclared","105","100","34590","28920"
"In post","2022","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Unknown","55","45","28870","24880"
"In post","2022","Declared disabled","Causeway Coast and Glens","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Causeway Coast and Glens","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","Outside London","Heterosexual / straight","30","30","34940","26800"
"In post","2022","Declared disabled","Central Bedfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Central Bedfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Central Hampshire","Outside London","Heterosexual / straight","260","245","33310","33000"
"In post","2022","Declared disabled","Central Hampshire","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Central Hampshire","Outside London","Undeclared","40","35","33790","30610"
"In post","2022","Declared disabled","Central Hampshire","Outside London","Unknown","40","40","36370","35160"
"In post","2022","Declared disabled","Central Valleys","Outside London","Heterosexual / straight","250","230","28220","27570"
"In post","2022","Declared disabled","Central Valleys","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Central Valleys","Outside London","Undeclared","40","35","26400","27120"
"In post","2022","Declared disabled","Central Valleys","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cheshire East","Outside London","Heterosexual / straight","95","85","31630","27570"
"In post","2022","Declared disabled","Cheshire East","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cheshire East","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cheshire East","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cheshire West and Chester","Outside London","Heterosexual / straight","75","65","26790","27570"
"In post","2022","Declared disabled","Cheshire West and Chester","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cheshire West and Chester","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Chorley and West Lancashire","Outside London","Heterosexual / straight","110","100","29790","27570"
"In post","2022","Declared disabled","Chorley and West Lancashire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Chorley and West Lancashire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Chorley and West Lancashire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","City of Edinburgh","Outside London","Heterosexual / straight","810","770","38050","33370"
"In post","2022","Declared disabled","City of Edinburgh","Outside London","LGBO","190","185","35580","31540"
"In post","2022","Declared disabled","City of Edinburgh","Outside London","Undeclared","85","80","38400","33060"
"In post","2022","Declared disabled","City of Edinburgh","Outside London","Unknown","130","120","34880","30650"
"In post","2022","Declared disabled","Clackmannanshire and Fife","Outside London","Heterosexual / straight","115","100","31240","27570"
"In post","2022","Declared disabled","Clackmannanshire and Fife","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Clackmannanshire and Fife","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Clackmannanshire and Fife","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Conwy and Denbighshire","Outside London","Heterosexual / straight","65","60","30630","27570"
"In post","2022","Declared disabled","Conwy and Denbighshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Conwy and Denbighshire","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2022","Declared disabled","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","185","170","27440","27570"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Outside London","LGBO","25","20","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Coventry","Outside London","Heterosexual / straight","195","180","34350","30090"
"In post","2022","Declared disabled","Coventry","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Coventry","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Coventry","Outside London","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","Croydon","London","Heterosexual / straight","770","720","38260","35050"
"In post","2022","Declared disabled","Croydon","London","LGBO","80","75","41360","35200"
"In post","2022","Declared disabled","Croydon","London","Undeclared","125","115","37520","34250"
"In post","2022","Declared disabled","Croydon","London","Unknown","55","50","36220","31740"
"In post","2022","Declared disabled","Darlington","Outside London","Heterosexual / straight","120","115","35690","30770"
"In post","2022","Declared disabled","Darlington","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Darlington","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","Darlington","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derby","Outside London","Heterosexual / straight","130","115","26290","24090"
"In post","2022","Declared disabled","Derby","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Derby","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Derby","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Derry City and Strabane","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derry City and Strabane","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derry City and Strabane","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derry City and Strabane","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon CC","Outside London","Heterosexual / straight","465","415","29640","27570"
"In post","2022","Declared disabled","Devon CC","Outside London","LGBO","50","45","28750","27570"
"In post","2022","Declared disabled","Devon CC","Outside London","Undeclared","60","50","29700","27570"
"In post","2022","Declared disabled","Devon CC","Outside London","Unknown","40","35","28190","25450"
"In post","2022","Declared disabled","Dorset","Outside London","Heterosexual / straight","195","180","29800","27570"
"In post","2022","Declared disabled","Dorset","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Dorset","Outside London","Undeclared","30","30","29690","27570"
"In post","2022","Declared disabled","Dorset","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Dudley","Outside London","Heterosexual / straight","125","110","25840","25630"
"In post","2022","Declared disabled","Dudley","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dudley","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Dudley","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Dumfries and Galloway","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Dumfries and Galloway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dumfries and Galloway","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dumfries and Galloway","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Durham","Outside London","Heterosexual / straight","490","435","27360","25710"
"In post","2022","Declared disabled","Durham","Outside London","LGBO","30","30","26490","22600"
"In post","2022","Declared disabled","Durham","Outside London","Undeclared","45","40","28760","27130"
"In post","2022","Declared disabled","Durham","Outside London","Unknown","45","35","25790","26870"
"In post","2022","Declared disabled","Ealing","London","Heterosexual / straight","65","60","33390","31060"
"In post","2022","Declared disabled","Ealing","London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Ealing","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Ealing","London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Heterosexual / straight","80","70","25260","27230"
"In post","2022","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Cumbria","Outside London","Heterosexual / straight","90","85","29630","27190"
"In post","2022","Declared disabled","East Cumbria","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Cumbria","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Derbyshire","Outside London","Heterosexual / straight","65","55","26810","27570"
"In post","2022","Declared disabled","East Derbyshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Derbyshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Derbyshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Heterosexual / straight","125","110","30490","27570"
"In post","2022","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","East Kent","Outside London","Heterosexual / straight","355","325","28720","27370"
"In post","2022","Declared disabled","East Kent","Outside London","LGBO","35","35","28430","28070"
"In post","2022","Declared disabled","East Kent","Outside London","Undeclared","60","55","29360","27370"
"In post","2022","Declared disabled","East Kent","Outside London","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","East Lancashire","Outside London","Heterosexual / straight","80","75","26610","27570"
"In post","2022","Declared disabled","East Lancashire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Lancashire","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Lancashire","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","East Lothian and Midlothian","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","East Lothian and Midlothian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Lothian and Midlothian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Lothian and Midlothian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Merseyside","Outside London","Heterosexual / straight","160","140","28240","27570"
"In post","2022","Declared disabled","East Merseyside","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Merseyside","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","East Merseyside","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","East Riding of Yorkshire","Outside London","Heterosexual / straight","145","135","29150","27380"
"In post","2022","Declared disabled","East Riding of Yorkshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Riding of Yorkshire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","East Riding of Yorkshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Surrey","Outside London","Heterosexual / straight","80","70","32400","31020"
"In post","2022","Declared disabled","East Surrey","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Surrey","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Surrey","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Sussex CC","Outside London","Heterosexual / straight","215","185","26300","26660"
"In post","2022","Declared disabled","East Sussex CC","Outside London","LGBO","30","25","[c]","[c]"
"In post","2022","Declared disabled","East Sussex CC","Outside London","Undeclared","35","30","26330","26780"
"In post","2022","Declared disabled","East Sussex CC","Outside London","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Enfield","London","Heterosexual / straight","40","35","33550","31060"
"In post","2022","Declared disabled","Enfield","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Enfield","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Enfield","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Essex Haven Gateway","Outside London","Heterosexual / straight","85","75","29370","29290"
"In post","2022","Declared disabled","Essex Haven Gateway","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Essex Haven Gateway","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Essex Haven Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Essex Thames Gateway","Outside London","Heterosexual / straight","125","110","27720","28200"
"In post","2022","Declared disabled","Essex Thames Gateway","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Essex Thames Gateway","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Essex Thames Gateway","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Falkirk","Outside London","Heterosexual / straight","135","115","28350","27570"
"In post","2022","Declared disabled","Falkirk","Outside London","LGBO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Falkirk","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","Falkirk","Outside London","Unknown","40","35","30780","35000"
"In post","2022","Declared disabled","Fermanagh and Omagh","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Fermanagh and Omagh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Fermanagh and Omagh","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Fermanagh and Omagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Flintshire and Wrexham","Outside London","Heterosexual / straight","165","150","27820","26610"
"In post","2022","Declared disabled","Flintshire and Wrexham","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Flintshire and Wrexham","Outside London","Undeclared","40","40","28070","27120"
"In post","2022","Declared disabled","Flintshire and Wrexham","Outside London","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Glasgow City","Outside London","Heterosexual / straight","980","900","30170","27570"
"In post","2022","Declared disabled","Glasgow City","Outside London","LGBO","175","170","30020","27230"
"In post","2022","Declared disabled","Glasgow City","Outside London","Undeclared","130","120","29080","27570"
"In post","2022","Declared disabled","Glasgow City","Outside London","Unknown","100","90","31270","27570"
"In post","2022","Declared disabled","Gloucestershire CC","Outside London","Heterosexual / straight","145","130","29360","27570"
"In post","2022","Declared disabled","Gloucestershire CC","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Gloucestershire CC","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Gloucestershire CC","Outside London","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Greater Manchester North East","Outside London","Heterosexual / straight","135","125","27610","27570"
"In post","2022","Declared disabled","Greater Manchester North East","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Greater Manchester North East","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Greater Manchester North East","Outside London","Unknown","10","10","[c]","[c]"
