"Status","Year","Disability","Function_of_post","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Project Delivery","Government Legal Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Land Registry","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Land Registry","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Land Registry","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","AA/AO","20","20","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","EO","120","110","28200","26820"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","G6/G7","315","305","60500","60940"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","SCS level","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","HM Revenue and Customs (excl. agencies)","SEO/HEO","575","545","38060","40180"
"In post","2022","Unknown","Project Delivery","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Intellectual Property Office","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Intellectual Property Office","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","G6/G7","90","85","58370","54540"
"In post","2022","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","SEO/HEO","165","160","38540","40000"
"In post","2022","Unknown","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Ministry of Justice (excl. agencies)","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","National Crime Agency","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","National Crime Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Project Delivery","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","National Crime Agency","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Project Delivery","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Scottish Prison Service","G6/G7","10","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Submarine Delivery Agency","Unknown","190","185","40620","37500"
"In post","2022","Unknown","Project Delivery","The Insolvency Service","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","The Insolvency Service","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Space Agency","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Space Agency","G6/G7","30","30","56460","53600"
"In post","2022","Unknown","Project Delivery","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Space Agency","SEO/HEO","35","35","36870","37450"
"In post","2022","Unknown","Project Delivery","UK Statistics Authority","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","UK Statistics Authority","G6/G7","35","35","52430","50210"
"In post","2022","Unknown","Project Delivery","UK Statistics Authority","SEO/HEO","50","45","34140","36840"
"In post","2022","Unknown","Project Delivery","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Valuation Office Agency","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Welsh Revenue Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Wilton Park","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Wilton Park","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Companies House","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Defence Equipment and Support","EO","25","20","[c]","[c]"
"In post","2022","Unknown","Property","Defence Equipment and Support","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Education (excl. agencies)","EO","30","30","25260","25000"
"In post","2022","Unknown","Property","Department for Education (excl. agencies)","G6/G7","80","80","54980","50130"
"In post","2022","Unknown","Property","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Education (excl. agencies)","SEO/HEO","35","35","32580","30320"
"In post","2022","Unknown","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Property","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department for Work and Pensions (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Department for Work and Pensions (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Department of Health and Social Care (excl. agencies)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Property","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","FCDO Services","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Property","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","FCDO Services","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Government Property Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Government Property Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Property","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Government Property Agency","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Unknown","Property","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","HM Revenue and Customs (excl. agencies)","AA/AO","10","5","[c]","[c]"
"In post","2022","Unknown","Property","HM Revenue and Customs (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2022","Unknown","Property","HM Revenue and Customs (excl. agencies)","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Property","HM Revenue and Customs (excl. agencies)","SEO/HEO","35","35","37570","39050"
"In post","2022","Unknown","Property","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Defence (excl. agencies)","AA/AO","190","180","18510","17980"
"In post","2022","Unknown","Property","Ministry of Defence (excl. agencies)","EO","30","30","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Defence (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Defence (excl. agencies)","SEO/HEO","105","105","36770","33630"
"In post","2022","Unknown","Property","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Justice (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Ministry of Justice (excl. agencies)","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Unknown","Property","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","National Crime Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Registers of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Scottish Courts and Tribunals Service","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Scottish Prison Service","AA/AO","150","145","26760","26900"
"In post","2022","Unknown","Property","Scottish Prison Service","EO","30","30","35300","36000"
"In post","2022","Unknown","Property","Scottish Prison Service","G6/G7","5","5","[c]","[c]"
"In post","2022","Unknown","Property","Scottish Prison Service","SEO/HEO","30","30","42120","42010"
"In post","2022","Unknown","Property","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","UK Health Security Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Property","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Valuation Office Agency","AA/AO","265","255","21970","22010"
"In post","2022","Unknown","Property","Valuation Office Agency","EO","225","220","26620","26030"
"In post","2022","Unknown","Property","Valuation Office Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Property","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Valuation Office Agency","SEO/HEO","205","205","37210","35680"
"In post","2022","Unknown","Property","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Cabinet Office (excl. agencies)","AA/AO","60","55","21230","21170"
"In post","2022","Unknown","Security","Cabinet Office (excl. agencies)","EO","90","85","25700","26350"
"In post","2022","Unknown","Security","Cabinet Office (excl. agencies)","G6/G7","20","15","[c]","[c]"
"In post","2022","Unknown","Security","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Cabinet Office (excl. agencies)","SEO/HEO","80","75","34630","33630"
"In post","2022","Unknown","Security","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Crown Prosecution Service","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Security","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Education (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Department for Education (excl. agencies)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Department for Transport (excl. agencies)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Security","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Driver and Vehicle Licensing Agency","AA/AO","15","15","[c]","[c]"
"In post","2022","Unknown","Security","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","FCDO Services","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","FCDO Services","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","FCDO Services","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Security","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Security","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Prison and Probation Service","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Security","HM Prison and Probation Service","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Security","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Prison and Probation Service","SEO/HEO","35","35","36260","34000"
"In post","2022","Unknown","Security","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Revenue and Customs (excl. agencies)","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Security","HM Revenue and Customs (excl. agencies)","G6/G7","15","15","[c]","[c]"
"In post","2022","Unknown","Security","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","HM Revenue and Customs (excl. agencies)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Unknown","Security","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","AA/AO","1380","1360","29000","25680"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","EO","125","120","35060","30200"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","SEO/HEO","120","115","40810","39070"
"In post","2022","Unknown","Security","Ministry of Defence (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Ministry of Justice (excl. agencies)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Unknown","Security","National Crime Agency","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Security","National Crime Agency","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Security","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","National Crime Agency","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Security","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Registers of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Hydrographic Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Statistics Authority","G6/G7","10","10","[c]","[c]"
"In post","2022","Unknown","Security","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","UK Statistics Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Accountant in Bankruptcy","AA/AO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Accountant in Bankruptcy","EO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Accountant in Bankruptcy","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Prosecution Service","EO","5","5","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Prosecution Service","G6/G7","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Crown Prosecution Service","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","15","15","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","30","30","56850","54070"
"In post","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","50","50","36190","36650"
