"Status","Year","Age","Ethnicity","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Asian","No function","Female","25","20","[c]","[c]"
"In post","2022","16-19","Asian","No function","Male","35","30","22800","21260"
"In post","2022","16-19","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Male","5","5","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","No function","Female","5","5","[c]","[c]"
"In post","2022","16-19","Mixed","No function","Male","5","5","[c]","[c]"
"In post","2022","16-19","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","Male","5","5","[c]","[c]"
"In post","2022","16-19","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","Female","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Grants Management","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","No function","Female","130","125","21940","21250"
"In post","2022","16-19","Unknown","No function","Male","120","115","21850","21250"
"In post","2022","16-19","Unknown","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","Male","45","45","17310","17140"
"In post","2022","16-19","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Female","45","40","22160","21680"
"In post","2022","16-19","Unknown","Unknown","Male","60","55","20750","21050"
"In post","2022","16-19","White","Analysis","Female","15","15","[c]","[c]"
"In post","2022","16-19","White","Analysis","Male","10","10","[c]","[c]"
"In post","2022","16-19","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","Female","5","5","[c]","[c]"
"In post","2022","16-19","White","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2022","16-19","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Debt","Female","15","15","[c]","[c]"
"In post","2022","16-19","White","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","Female","5","5","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","Male","10","10","[c]","[c]"
"In post","2022","16-19","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Finance","Female","10","10","[c]","[c]"
"In post","2022","16-19","White","Finance","Male","10","10","[c]","[c]"
"In post","2022","16-19","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","Female","10","10","[c]","[c]"
"In post","2022","16-19","White","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Legal","Female","20","20","[c]","[c]"
"In post","2022","16-19","White","Legal","Male","10","10","[c]","[c]"
"In post","2022","16-19","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","No function","Female","195","185","22270","21260"
"In post","2022","16-19","White","No function","Male","150","145","21540","21260"
"In post","2022","16-19","White","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","Female","15","15","[c]","[c]"
"In post","2022","16-19","White","Project Delivery","Male","45","45","19200","18030"
"In post","2022","16-19","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Property","Female","5","5","[c]","[c]"
"In post","2022","16-19","White","Property","Male","15","15","[c]","[c]"
"In post","2022","16-19","White","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Security","Male","5","5","[c]","[c]"
"In post","2022","16-19","White","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Female","30","30","22460","21280"
"In post","2022","16-19","White","Unknown","Male","20","20","[c]","[c]"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Analysis","Female","120","120","35240","33710"
"In post","2022","20-29","Asian","Analysis","Male","145","145","36660","34710"
"In post","2022","20-29","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Commercial","Female","35","35","32140","30320"
"In post","2022","20-29","Asian","Commercial","Male","40","40","36050","34550"
"In post","2022","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Communications","Female","120","120","28640","26820"
"In post","2022","20-29","Asian","Communications","Male","120","120","28380","26820"
"In post","2022","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Counter Fraud","Female","100","100","29050","27570"
"In post","2022","20-29","Asian","Counter Fraud","Male","105","105","28630","27570"
"In post","2022","20-29","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Debt","Female","95","90","21800","21250"
"In post","2022","20-29","Asian","Debt","Male","90","85","22270","21250"
"In post","2022","20-29","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Digital, Data & Technology","Female","105","100","33980","32870"
"In post","2022","20-29","Asian","Digital, Data & Technology","Male","145","145","32810","31040"
"In post","2022","20-29","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Finance","Female","110","105","32580","29360"
"In post","2022","20-29","Asian","Finance","Male","115","115","32630","30800"
"In post","2022","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","Male","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Human Resources","Female","85","85","31190","29060"
"In post","2022","20-29","Asian","Human Resources","Male","45","45","31210","27570"
"In post","2022","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","Female","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","Male","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Legal","Female","140","140","30910","26950"
"In post","2022","20-29","Asian","Legal","Male","50","50","32910","26970"
"In post","2022","20-29","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","No function","Female","2350","2280","29220","27570"
"In post","2022","20-29","Asian","No function","Male","1795","1775","29160","27570"
"In post","2022","20-29","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Project Delivery","Female","100","100","33380","32290"
"In post","2022","20-29","Asian","Project Delivery","Male","110","110","32840","31600"
"In post","2022","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
