"Status","Year","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Heterosexual / straight","40","40","40250","30720"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Legal","Heterosexual / straight","3745","3500","55760","53050"
"In post","2022","Attorney General's Departments","Legal","LGBO","235","225","57320","55610"
"In post","2022","Attorney General's Departments","Legal","Undeclared","240","225","58500","55610"
"In post","2022","Attorney General's Departments","Legal","Unknown","1225","1100","59700","58970"
"In post","2022","Attorney General's Departments","Operational Delivery","Heterosexual / straight","2090","1950","27240","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","LGBO","150","145","27450","25480"
"In post","2022","Attorney General's Departments","Operational Delivery","Undeclared","90","85","25210","24590"
"In post","2022","Attorney General's Departments","Operational Delivery","Unknown","560","500","26590","26090"
"In post","2022","Attorney General's Departments","Other","Heterosexual / straight","335","320","33690","27580"
"In post","2022","Attorney General's Departments","Other","LGBO","30","30","36590","28270"
"In post","2022","Attorney General's Departments","Other","Undeclared","35","30","30090","27580"
"In post","2022","Attorney General's Departments","Other","Unknown","95","90","35940","30360"
"In post","2022","Attorney General's Departments","Policy","Heterosexual / straight","80","80","52640","54760"
"In post","2022","Attorney General's Departments","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","Unknown","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Heterosexual / straight","80","75","40200","38180"
"In post","2022","Attorney General's Departments","Project Delivery","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Heterosexual / straight","30","30","34480","31980"
"In post","2022","Attorney General's Departments","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Heterosexual / straight","250","245","35760","33810"
"In post","2022","Cabinet Office","Commercial","LGBO","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Undeclared","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","Unknown","70","65","35000","32200"
"In post","2022","Cabinet Office","Communications","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Cabinet Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Heterosexual / straight","110","110","46700","41960"
"In post","2022","Cabinet Office","Digital, Data and Technology","LGBO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","Unknown","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Heterosexual / straight","80","80","48700","42300"
"In post","2022","Cabinet Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","Heterosexual / straight","45","45","42610","36090"
"In post","2022","Cabinet Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","Heterosexual / straight","145","145","41740","38990"
"In post","2022","Cabinet Office","Operational Delivery","LGBO","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","Unknown","45","45","42380","37810"
"In post","2022","Cabinet Office","Other","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Cabinet Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Policy","Heterosexual / straight","30","30","53740","51630"
"In post","2022","Cabinet Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Heterosexual / straight","50","50","51510","51100"
"In post","2022","Cabinet Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Property","Heterosexual / straight","120","115","51790","53960"
"In post","2022","Cabinet Office","Property","LGBO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Property","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Property","Unknown","15","15","[c]","[c]"
"In post","2022","Cabinet Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","Heterosexual / straight","4640","4515","47770","40600"
"In post","2022","Cabinet Office","Unknown","LGBO","510","505","44510","40600"
"In post","2022","Cabinet Office","Unknown","Undeclared","525","510","47990","42260"
"In post","2022","Cabinet Office","Unknown","Unknown","4195","4155","46820","34550"
"In post","2022","Chancellor's other departments","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","Undeclared","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","Undeclared","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","Heterosexual / straight","195","185","68000","60990"
"In post","2022","Chancellor's other departments","Other","LGBO","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","Undeclared","40","35","69780","61360"
"In post","2022","Chancellor's other departments","Other","Unknown","20","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Charity Commission","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","Unknown","10","10","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"In post","2022","Charity Commission","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Charity Commission","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Charity Commission","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","Unknown","10","10","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","Heterosexual / straight","160","150","33010","29160"
"In post","2022","Charity Commission","Operational Delivery","LGBO","10","10","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","Undeclared","10","5","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","Unknown","110","105","28860","26860"
"In post","2022","Charity Commission","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","Unknown","5","5","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Unknown","10","5","[c]","[c]"
"In post","2022","Charity Commission","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Heterosexual / straight","65","65","56660","56110"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","Heterosexual / straight","80","75","65370","59140"
"In post","2022","Competition and Markets Authority","Economics","LGBO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","Undeclared","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","Heterosexual / straight","35","35","49050","44120"
"In post","2022","Competition and Markets Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","Heterosexual / straight","120","115","68290","71370"
"In post","2022","Competition and Markets Authority","Legal","LGBO","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","Undeclared","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","Unknown","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Heterosexual / straight","305","295","61200","56630"
"In post","2022","Competition and Markets Authority","Project Delivery","LGBO","25","25","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Undeclared","30","30","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Heterosexual / straight","210","200","44150","45150"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Undeclared","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Heterosexual / straight","190","180","42840","39910"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","Unknown","55","50","43280","39910"
"In post","2022","Department for Business, Energy and Industrial Strategy","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Heterosexual / straight","250","235","33150","33720"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Undeclared","30","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","Unknown","125","115","34710","35070"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Heterosexual / straight","740","720","41690","39870"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","LGBO","55","55","33210","32640"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Undeclared","155","155","41560","39120"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Unknown","140","140","40030","37280"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","Heterosexual / straight","200","195","46750","39640"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","LGBO","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","Undeclared","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","Unknown","15","15","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Heterosexual / straight","280","265","45990","43340"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","LGBO","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Undeclared","30","30","46230","44790"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","Unknown","45","40","32880","28280"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Heterosexual / straight","325","310","42460","39820"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","LGBO","30","30","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Undeclared","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","Unknown","30","30","37070","30650"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Heterosexual / straight","35","35","39610","36240"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","Heterosexual / straight","85","80","47150","42990"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","Undeclared","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","Unknown","40","35","49730","47890"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Heterosexual / straight","2560","2400","33370","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","LGBO","180","175","32760","28280"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Undeclared","275","260","36500","33570"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","990","925","26960","24030"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other","Heterosexual / straight","50","45","47730","42640"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other","Undeclared","10","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Other","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","Heterosexual / straight","3390","3315","49590","53260"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","LGBO","405","400","47120","41500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","Undeclared","430","420","50730","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy","Policy","Unknown","435","425","46410","40800"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Heterosexual / straight","350","335","45100","41550"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","LGBO","35","35","45170","41300"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Undeclared","55","55","40690","40990"
"In post","2022","Department for Business, Energy and Industrial Strategy","Project Delivery","Unknown","60","60","44060","41230"
