"Status","Year","Disability","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Education","West Midlands (England)","110","105","39290","36500"
"In post","2022","Declared disabled","Department for Education","Yorkshire and The Humber","165","155","38620","36500"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East Midlands (England)","40","40","32350","29230"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","East of England","85","85","31750","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","London","310","300","43070","38750"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North East (England)","60","55","31560","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","North West (England)","195","180","30020","25190"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Scotland","30","30","31010","25230"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South East (England)","175","165","34490","30510"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","South West (England)","245","230","34910","30250"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Wales","45","45","27980","24920"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","West Midlands (England)","85","80","33520","29180"
"In post","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","150","140","34330","30650"
"In post","2022","Declared disabled","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","London","205","200","45650","39110"
"In post","2022","Declared disabled","Department for International Trade","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","East of England","15","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","London","240","235","44310","39600"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","North East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","North West (England)","30","30","41770","36340"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","South West (England)","60","55","28830","26050"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","West Midlands (England)","45","45","37480","33320"
"In post","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","20","15","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","East Midlands (England)","90","85","32250","30230"
"In post","2022","Declared disabled","Department for Transport","East of England","40","35","29170","26780"
"In post","2022","Declared disabled","Department for Transport","London","215","210","45480","42470"
"In post","2022","Declared disabled","Department for Transport","North East (England)","25","20","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","North West (England)","45","40","28140","26780"
"In post","2022","Declared disabled","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","Scotland","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department for Transport","South East (England)","115","105","32880","29240"
"In post","2022","Declared disabled","Department for Transport","South West (England)","70","65","31200","27250"
"In post","2022","Declared disabled","Department for Transport","Wales","680","565","24660","21840"
"In post","2022","Declared disabled","Department for Transport","West Midlands (England)","35","35","30890","28000"
"In post","2022","Declared disabled","Department for Transport","Yorkshire and The Humber","45","40","28700","26780"
"In post","2022","Declared disabled","Department for Work and Pensions","East Midlands (England)","945","825","26340","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","East of England","890","785","28240","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","London","1595","1465","33600","31060"
"In post","2022","Declared disabled","Department for Work and Pensions","North East (England)","1645","1430","26680","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","North West (England)","3250","2875","26900","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department for Work and Pensions","Scotland","1425","1240","25650","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","South East (England)","1235","1090","27530","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","South West (England)","1065","920","26120","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Unknown","85","75","31000","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Wales","985","870","26210","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","West Midlands (England)","1395","1210","26270","27570"
"In post","2022","Declared disabled","Department for Work and Pensions","Yorkshire and The Humber","1615","1405","28630","27570"
"In post","2022","Declared disabled","Department of Health and Social Care","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","East of England","30","30","37520","33940"
"In post","2022","Declared disabled","Department of Health and Social Care","London","290","280","43950","40070"
"In post","2022","Declared disabled","Department of Health and Social Care","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","North West (England)","45","40","38300","28590"
"In post","2022","Declared disabled","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","South East (England)","30","30","43540","38390"
"In post","2022","Declared disabled","Department of Health and Social Care","South West (England)","60","60","37270","29870"
"In post","2022","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","West Midlands (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Department of Health and Social Care","Yorkshire and The Humber","90","85","42600","37100"
"In post","2022","Declared disabled","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Estyn","Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","East of England","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","South East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","South West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Food Standards Agency","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","London","405","390","46890","41000"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","175","175","49250","51970"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Scotland","105","100","37610","33930"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","South East (England)","100","100","33160","28480"
"In post","2022","Declared disabled","HM Land Registry","East Midlands (England)","85","80","29900","27130"
"In post","2022","Declared disabled","HM Land Registry","East of England","25","25","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","London","25","20","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","North East (England)","85","75","28470","27130"
"In post","2022","Declared disabled","HM Land Registry","North West (England)","95","85","28370","27130"
"In post","2022","Declared disabled","HM Land Registry","South West (England)","155","135","31030","27130"
"In post","2022","Declared disabled","HM Land Registry","Wales","70","60","28200","27130"
"In post","2022","Declared disabled","HM Land Registry","West Midlands (England)","90","80","30460","27130"
"In post","2022","Declared disabled","HM Land Registry","Yorkshire and The Humber","35","30","26870","27130"
"In post","2022","Declared disabled","HM Revenue and Customs","East Midlands (England)","395","370","33920","33080"
"In post","2022","Declared disabled","HM Revenue and Customs","East of England","160","145","33970","33080"
"In post","2022","Declared disabled","HM Revenue and Customs","London","850","800","44170","39050"
"In post","2022","Declared disabled","HM Revenue and Customs","North East (England)","1000","875","28470","26590"
"In post","2022","Declared disabled","HM Revenue and Customs","North West (England)","1350","1225","31910","28920"
"In post","2022","Declared disabled","HM Revenue and Customs","Northern Ireland","210","190","30420","27870"
"In post","2022","Declared disabled","HM Revenue and Customs","Scotland","675","595","29160","26820"
"In post","2022","Declared disabled","HM Revenue and Customs","South East (England)","260","225","31580","28920"
"In post","2022","Declared disabled","HM Revenue and Customs","South West (England)","210","195","35120","33370"
"In post","2022","Declared disabled","HM Revenue and Customs","Wales","440","395","30750","26820"
"In post","2022","Declared disabled","HM Revenue and Customs","West Midlands (England)","405","370","34610","33370"
"In post","2022","Declared disabled","HM Revenue and Customs","Yorkshire and The Humber","445","400","31440","26880"
"In post","2022","Declared disabled","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","East of England","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","London","220","215","46790","43150"
"In post","2022","Declared disabled","HM Treasury","North East (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","North West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","South West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Declared disabled","Home Office","East Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Home Office","East of England","160","145","26790","25130"
"In post","2022","Declared disabled","Home Office","London","1165","1090","38620","35050"
"In post","2022","Declared disabled","Home Office","North East (England)","130","115","25000","21680"
"In post","2022","Declared disabled","Home Office","North West (England)","620","570","28320","25040"
"In post","2022","Declared disabled","Home Office","Northern Ireland","45","40","27490","25310"
"In post","2022","Declared disabled","Home Office","Overseas","15","15","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Scotland","110","100","27090","24890"
"In post","2022","Declared disabled","Home Office","South East (England)","260","240","28280","27370"
"In post","2022","Declared disabled","Home Office","South West (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Wales","65","60","28550","25310"
"In post","2022","Declared disabled","Home Office","West Midlands (England)","90","85","29370","26160"
"In post","2022","Declared disabled","Home Office","Yorkshire and The Humber","330","305","28880","25040"
"In post","2022","Declared disabled","Ministry of Defence","East Midlands (England)","160","155","27340","22800"
"In post","2022","Declared disabled","Ministry of Defence","East of England","340","330","32740","32260"
"In post","2022","Declared disabled","Ministry of Defence","London","410","400","41400","37640"
"In post","2022","Declared disabled","Ministry of Defence","North East (England)","20","15","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","North West (England)","190","175","28750","26350"
"In post","2022","Declared disabled","Ministry of Defence","Northern Ireland","65","65","24500","22130"
"In post","2022","Declared disabled","Ministry of Defence","Overseas","30","30","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Scotland","275","260","28850","22330"
"In post","2022","Declared disabled","Ministry of Defence","South East (England)","865","835","33010","33000"
"In post","2022","Declared disabled","Ministry of Defence","South West (England)","2075","1990","35620","33300"
"In post","2022","Declared disabled","Ministry of Defence","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Wales","80","80","27740","26670"
"In post","2022","Declared disabled","Ministry of Defence","West Midlands (England)","260","250","30930","29350"
"In post","2022","Declared disabled","Ministry of Defence","Yorkshire and The Humber","145","135","26220","22750"
"In post","2022","Declared disabled","Ministry of Justice","East Midlands (England)","1035","955","28350","25480"
"In post","2022","Declared disabled","Ministry of Justice","East of England","800","740","29230","27380"
"In post","2022","Declared disabled","Ministry of Justice","London","1735","1665","35950","33890"
"In post","2022","Declared disabled","Ministry of Justice","North East (England)","575","525","29130","27800"
"In post","2022","Declared disabled","Ministry of Justice","North West (England)","1310","1210","28890","26330"
"In post","2022","Declared disabled","Ministry of Justice","Scotland","75","70","24700","21490"
"In post","2022","Declared disabled","Ministry of Justice","South East (England)","1220","1140","29900","28140"
"In post","2022","Declared disabled","Ministry of Justice","South West (England)","745","685","29680","27380"
"In post","2022","Declared disabled","Ministry of Justice","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Wales","545","510","28470","25120"
"In post","2022","Declared disabled","Ministry of Justice","West Midlands (England)","1250","1160","28590","25190"
"In post","2022","Declared disabled","Ministry of Justice","Yorkshire and The Humber","1050","965","30160","27380"
"In post","2022","Declared disabled","National Crime Agency","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","East of England","10","10","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","London","75","75","41650","39840"
"In post","2022","Declared disabled","National Crime Agency","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","North West (England)","55","55","34630","34140"
"In post","2022","Declared disabled","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","South East (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","South West (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","National Crime Agency","Yorkshire and The Humber","15","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland Office","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","East of England","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","North West (England)","40","35","36300","25880"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","South West (England)","30","30","40870","39070"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","London","35","35","40840","33700"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Scotland","40","40","32460","27120"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Gas and Electricity Markets","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Qualifications and Examinations Regulation","West Midlands (England)","30","30","39090","38000"
"In post","2022","Declared disabled","Office of Rail and Road","London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of Rail and Road","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scottish Government","Scotland","1980","1880","36630","34040"
"In post","2022","Declared disabled","Scottish Government","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","London","40","35","29490","28040"
"In post","2022","Declared disabled","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","London","30","30","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
