"Status","Year","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Female","20","20","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Male","45","45","35030","30810"
"In post","2022","Asian","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Female","250","235","42690","37560"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Male","175","175","46440","39640"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Female","20","20","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Male","15","15","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","Female","30","30","43790","43160"
"In post","2022","Asian","Government Internal Audit Agency","Male","30","30","50970","49750"
"In post","2022","Asian","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Legal Department","Female","205","190","49950","51190"
"In post","2022","Asian","Government Legal Department","Male","95","95","46590","50500"
"In post","2022","Asian","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Female","10","10","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Male","15","15","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Female","30","30","39790","39360"
"In post","2022","Asian","Health and Safety Executive","Male","45","45","55540","51490"
"In post","2022","Asian","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","Female","1035","905","26790","23720"
"In post","2022","Asian","HM Courts and Tribunals Service","Male","525","505","27550","23720"
"In post","2022","Asian","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","Female","130","115","30450","27130"
"In post","2022","Asian","HM Land Registry","Male","100","95","31540","27130"
"In post","2022","Asian","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","Female","930","875","30090","28200"
"In post","2022","Asian","HM Prison and Probation Service","Male","915","860","31890","30520"
"In post","2022","Asian","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Female","2600","2385","32550","30750"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Male","3035","2955","32960","32020"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","Female","130","130","46370","44670"
"In post","2022","Asian","HM Treasury (excl. agencies)","Male","90","85","43250","37900"
"In post","2022","Asian","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Home Office","Female","2610","2360","31780","28990"
"In post","2022","Asian","Home Office","Male","1880","1820","32110","28850"
"In post","2022","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Female","20","20","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Male","5","5","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Female","15","15","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Male","20","20","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","Female","50","45","27080","21490"
"In post","2022","Asian","Legal Aid Agency","Male","30","25","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","Female","15","15","[c]","[c]"
"In post","2022","Asian","Maritime and Coastguard Agency","Male","40","40","57310","60990"
"In post","2022","Asian","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","Female","170","165","41540","40450"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","Male","90","90","46260","40450"
"In post","2022","Asian","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Met Office","Female","10","10","[c]","[c]"
"In post","2022","Asian","Met Office","Male","20","20","[c]","[c]"
"In post","2022","Asian","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","Female","470","440","34580","30750"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","Male","525","520","35180","33000"
"In post","2022","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","Female","320","310","39780","35400"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","Male","230","225","43510","41750"
"In post","2022","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Crime Agency","Female","165","160","36980","36200"
"In post","2022","Asian","National Crime Agency","Male","115","115","38980","37560"
"In post","2022","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Female","10","10","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Male","10","10","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Female","65","65","40550","35010"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Male","35","35","39500","34700"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Female","80","80","41330","36710"
"In post","2022","Asian","Office of Gas and Electricity Markets","Male","60","60","41900","34850"
"In post","2022","Asian","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Female","20","15","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Male","10","10","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Female","20","15","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Female","215","190","22330","20970"
"In post","2022","Asian","Office of the Public Guardian","Male","200","190","22830","20970"
"In post","2022","Asian","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Female","10","10","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Male","5","5","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Female","10","5","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Male","5","5","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Female","30","25","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Male","15","15","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Female","5","5","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Female","70","65","38500","31540"
"In post","2022","Asian","Scottish Government (excl. agencies)","Male","45","45","40820","39660"
"In post","2022","Asian","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Male","5","5","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","Female","25","25","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","Male","20","20","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Female","25","25","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Male","30","30","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","Female","10","10","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Submarine Delivery Agency","Female","15","15","[c]","[c]"
"In post","2022","Asian","Submarine Delivery Agency","Male","35","35","39090","36980"
"In post","2022","Asian","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Teaching Regulation Agency","Female","10","10","[c]","[c]"
"In post","2022","Asian","Teaching Regulation Agency","Male","5","5","[c]","[c]"
"In post","2022","Asian","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The Insolvency Service","Female","85","75","27180","25060"
"In post","2022","Asian","The Insolvency Service","Male","60","60","30880","26290"
"In post","2022","Asian","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","The National Archives","Female","30","25","[c]","[c]"
"In post","2022","Asian","The National Archives","Male","20","20","[c]","[c]"
"In post","2022","Asian","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Debt Management Office","Female","10","10","[c]","[c]"
"In post","2022","Asian","UK Debt Management Office","Male","15","15","[c]","[c]"
"In post","2022","Asian","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Export Finance","Female","40","40","48630","41250"
"In post","2022","Asian","UK Export Finance","Male","50","50","51210","44080"
"In post","2022","Asian","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Health Security Agency","Female","505","465","39890","32330"
"In post","2022","Asian","UK Health Security Agency","Male","240","225","43630","37730"
"In post","2022","Asian","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Hydrographic Office","Male","5","5","[c]","[c]"
"In post","2022","Asian","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Space Agency","Female","15","15","[c]","[c]"
"In post","2022","Asian","UK Space Agency","Male","10","10","[c]","[c]"
"In post","2022","Asian","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Female","100","95","33590","30710"
"In post","2022","Asian","UK Statistics Authority","Male","85","75","31830","30210"
"In post","2022","Asian","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Valuation Office Agency","Female","115","105","33820","31000"
"In post","2022","Asian","Valuation Office Agency","Male","95","90","35870","31670"
"In post","2022","Asian","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Vehicle Certification Agency","Male","10","10","[c]","[c]"
"In post","2022","Asian","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Veterinary Medicines Directorate","Female","10","10","[c]","[c]"
"In post","2022","Asian","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Female","20","20","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Male","15","15","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government (excl. agencies)","Female","35","35","39170","38160"
"In post","2022","Asian","Welsh Government (excl. agencies)","Male","30","30","39810","38160"
"In post","2022","Asian","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Black","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Female","20","20","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Male","15","15","[c]","[c]"
"In post","2022","Black","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Female","5","5","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Male","10","10","[c]","[c]"
"In post","2022","Black","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
