"Status","Year","Disability","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Overseas","Heterosexual / straight","1965","1955","49070","46600"
"In post","2022","Declared non-disabled","Overseas","LGBO","130","130","52510","52760"
"In post","2022","Declared non-disabled","Overseas","Undeclared","185","185","46310","41240"
"In post","2022","Declared non-disabled","Overseas","Unknown","70","70","50200","52400"
"In post","2022","Declared non-disabled","Scotland","Heterosexual / straight","22840","21460","34030","27940"
"In post","2022","Declared non-disabled","Scotland","LGBO","1300","1265","33170","27570"
"In post","2022","Declared non-disabled","Scotland","Undeclared","1710","1575","32780","27570"
"In post","2022","Declared non-disabled","Scotland","Unknown","3595","3230","32120","27570"
"In post","2022","Declared non-disabled","South East (England)","Heterosexual / straight","22385","20925","32180","28920"
"In post","2022","Declared non-disabled","South East (England)","LGBO","1155","1115","31470","28200"
"In post","2022","Declared non-disabled","South East (England)","Undeclared","2125","1965","32610","29290"
"In post","2022","Declared non-disabled","South East (England)","Unknown","3045","2775","35710","31880"
"In post","2022","Declared non-disabled","South West (England)","Heterosexual / straight","25730","24310","35070","32010"
"In post","2022","Declared non-disabled","South West (England)","LGBO","1195","1160","32550","28800"
"In post","2022","Declared non-disabled","South West (England)","Undeclared","2470","2285","35910","33300"
"In post","2022","Declared non-disabled","South West (England)","Unknown","3905","3590","35790","31650"
"In post","2022","Declared non-disabled","Unknown","Heterosexual / straight","685","650","33830","31030"
"In post","2022","Declared non-disabled","Unknown","LGBO","40","40","34540","28640"
"In post","2022","Declared non-disabled","Unknown","Undeclared","55","55","32620","27570"
"In post","2022","Declared non-disabled","Unknown","Unknown","65","60","27960","27570"
"In post","2022","Declared non-disabled","Wales","Heterosexual / straight","20800","19435","32950","27570"
"In post","2022","Declared non-disabled","Wales","LGBO","1080","1050","31640","27570"
"In post","2022","Declared non-disabled","Wales","Undeclared","2450","2180","30810","26780"
"In post","2022","Declared non-disabled","Wales","Unknown","1980","1715","30630","27570"
"In post","2022","Declared non-disabled","West Midlands (England)","Heterosexual / straight","17545","16435","31410","27570"
"In post","2022","Declared non-disabled","West Midlands (England)","LGBO","775","750","30650","27470"
"In post","2022","Declared non-disabled","West Midlands (England)","Undeclared","1400","1275","30560","27570"
"In post","2022","Declared non-disabled","West Midlands (England)","Unknown","2445","2140","29340","27570"
"In post","2022","Declared non-disabled","Yorkshire and The Humber","Heterosexual / straight","20770","19280","32460","27570"
"In post","2022","Declared non-disabled","Yorkshire and The Humber","LGBO","1110","1075","31880","27570"
"In post","2022","Declared non-disabled","Yorkshire and The Humber","Undeclared","1760","1605","31330","27570"
"In post","2022","Declared non-disabled","Yorkshire and The Humber","Unknown","2435","2125","31350","27570"
"In post","2022","Undeclared","East Midlands (England)","Heterosexual / straight","695","650","29780","27570"
"In post","2022","Undeclared","East Midlands (England)","LGBO","65","60","28680","27570"
"In post","2022","Undeclared","East Midlands (England)","Undeclared","540","505","32650","30650"
"In post","2022","Undeclared","East Midlands (England)","Unknown","215","185","29360","29870"
"In post","2022","Undeclared","East of England","Heterosexual / straight","710","670","31250","29290"
"In post","2022","Undeclared","East of England","LGBO","55","50","29780","28200"
"In post","2022","Undeclared","East of England","Undeclared","590","555","32350","31150"
"In post","2022","Undeclared","East of England","Unknown","230","200","31470","31650"
"In post","2022","Undeclared","London","Heterosexual / straight","2370","2285","42110","36900"
"In post","2022","Undeclared","London","LGBO","260","255","43050","38590"
"In post","2022","Undeclared","London","Undeclared","2170","2095","44770","40220"
"In post","2022","Undeclared","London","Unknown","550","510","37850","34780"
"In post","2022","Undeclared","North East (England)","Heterosexual / straight","845","770","29970","27570"
"In post","2022","Undeclared","North East (England)","LGBO","75","75","28270","27570"
"In post","2022","Undeclared","North East (England)","Undeclared","615","565","31970","27740"
"In post","2022","Undeclared","North East (England)","Unknown","285","245","29760","31650"
"In post","2022","Undeclared","North West (England)","Heterosexual / straight","1575","1460","29730","27570"
"In post","2022","Undeclared","North West (England)","LGBO","170","165","29850","27570"
"In post","2022","Undeclared","North West (England)","Undeclared","1200","1115","32540","29440"
"In post","2022","Undeclared","North West (England)","Unknown","550","495","29730","31650"
"In post","2022","Undeclared","Northern Ireland","Heterosexual / straight","125","120","29830","26820"
"In post","2022","Undeclared","Northern Ireland","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Northern Ireland","Undeclared","75","70","30820","27420"
"In post","2022","Undeclared","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Overseas","Heterosexual / straight","55","50","46790","41500"
"In post","2022","Undeclared","Overseas","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Overseas","Undeclared","95","95","46850","41960"
"In post","2022","Undeclared","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Scotland","Heterosexual / straight","740","695","31450","27570"
"In post","2022","Undeclared","Scotland","LGBO","80","80","32030","27570"
"In post","2022","Undeclared","Scotland","Undeclared","600","560","33470","27570"
"In post","2022","Undeclared","Scotland","Unknown","115","100","27470","25630"
"In post","2022","Undeclared","South East (England)","Heterosexual / straight","1390","1290","31270","29290"
"In post","2022","Undeclared","South East (England)","LGBO","110","110","30730","28920"
"In post","2022","Undeclared","South East (England)","Undeclared","1165","1090","33360","31650"
"In post","2022","Undeclared","South East (England)","Unknown","400","360","31600","31650"
"In post","2022","Undeclared","South West (England)","Heterosexual / straight","1185","1115","33910","31380"
"In post","2022","Undeclared","South West (England)","LGBO","75","70","33650","30200"
"In post","2022","Undeclared","South West (England)","Undeclared","1120","1065","36450","33440"
"In post","2022","Undeclared","South West (England)","Unknown","225","200","31200","29000"
"In post","2022","Undeclared","Unknown","Heterosexual / straight","30","30","39110","31060"
"In post","2022","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Wales","Heterosexual / straight","815","755","29330","26820"
"In post","2022","Undeclared","Wales","LGBO","75","70","29260","26820"
"In post","2022","Undeclared","Wales","Undeclared","860","795","32470","29200"
"In post","2022","Undeclared","Wales","Unknown","155","135","29600","27570"
"In post","2022","Undeclared","West Midlands (England)","Heterosexual / straight","955","890","30020","27570"
"In post","2022","Undeclared","West Midlands (England)","LGBO","65","60","31150","27570"
"In post","2022","Undeclared","West Midlands (England)","Undeclared","670","630","32220","28170"
"In post","2022","Undeclared","West Midlands (England)","Unknown","245","220","29190","27570"
"In post","2022","Undeclared","Yorkshire and The Humber","Heterosexual / straight","1080","1000","31290","29200"
"In post","2022","Undeclared","Yorkshire and The Humber","LGBO","90","85","34180","30820"
"In post","2022","Undeclared","Yorkshire and The Humber","Undeclared","810","765","32930","31180"
"In post","2022","Undeclared","Yorkshire and The Humber","Unknown","265","230","30690","31650"
"In post","2022","Unknown","East Midlands (England)","Heterosexual / straight","610","580","33820","30270"
"In post","2022","Unknown","East Midlands (England)","LGBO","45","40","28000","26700"
"In post","2022","Unknown","East Midlands (England)","Undeclared","95","90","35280","33040"
"In post","2022","Unknown","East Midlands (England)","Unknown","2515","2385","28570","26590"
"In post","2022","Unknown","East of England","Heterosexual / straight","785","755","34650","32640"
"In post","2022","Unknown","East of England","LGBO","35","35","32770","30940"
"In post","2022","Unknown","East of England","Undeclared","140","135","40030","36630"
"In post","2022","Unknown","East of England","Unknown","2150","2020","30980","26820"
"In post","2022","Unknown","London","Heterosexual / straight","4810","4690","44670","40230"
"In post","2022","Unknown","London","LGBO","445","440","44140","40650"
"In post","2022","Unknown","London","Undeclared","1580","1535","47460","41750"
"In post","2022","Unknown","London","Unknown","15345","14975","43410","37890"
"In post","2022","Unknown","North East (England)","Heterosexual / straight","925","845","31020","26820"
"In post","2022","Unknown","North East (England)","LGBO","55","55","31470","26820"
"In post","2022","Unknown","North East (England)","Undeclared","130","120","33510","26820"
"In post","2022","Unknown","North East (England)","Unknown","4330","3995","28050","24880"
"In post","2022","Unknown","North West (England)","Heterosexual / straight","2300","2210","33790","30820"
"In post","2022","Unknown","North West (England)","LGBO","170","170","31660","29360"
"In post","2022","Unknown","North West (England)","Undeclared","250","235","35060","32160"
"In post","2022","Unknown","North West (England)","Unknown","7670","7285","29430","26590"
"In post","2022","Unknown","Northern Ireland","Heterosexual / straight","250","240","31230","27420"
"In post","2022","Unknown","Northern Ireland","LGBO","10","10","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Northern Ireland","Unknown","855","820","27560","24880"
"In post","2022","Unknown","Overseas","Heterosexual / straight","305","300","55140","53740"
"In post","2022","Unknown","Overseas","LGBO","20","20","[c]","[c]"
"In post","2022","Unknown","Overseas","Undeclared","45","45","[c]","[c]"
"In post","2022","Unknown","Overseas","Unknown","570","570","50400","51450"
"In post","2022","Unknown","Scotland","Heterosexual / straight","3865","3635","38180","35000"
"In post","2022","Unknown","Scotland","LGBO","230","225","35560","32990"
"In post","2022","Unknown","Scotland","Undeclared","285","265","38240","35000"
"In post","2022","Unknown","Scotland","Unknown","10810","10175","31750","27570"
"In post","2022","Unknown","South East (England)","Heterosexual / straight","1845","1695","33240","30210"
"In post","2022","Unknown","South East (England)","LGBO","90","85","32980","30210"
"In post","2022","Unknown","South East (England)","Undeclared","275","260","37290","33440"
"In post","2022","Unknown","South East (England)","Unknown","3920","3650","31040","27380"
"In post","2022","Unknown","South West (England)","Heterosexual / straight","1810","1725","36570","33370"
"In post","2022","Unknown","South West (England)","LGBO","95","95","32030","28710"
"In post","2022","Unknown","South West (England)","Undeclared","370","355","40840","39070"
"In post","2022","Unknown","South West (England)","Unknown","3530","3355","32760","27570"
"In post","2022","Unknown","Unknown","Heterosexual / straight","45","45","41140","40650"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2185","2170","37080","32700"
"In post","2022","Unknown","Wales","Heterosexual / straight","1310","1235","33030","30210"
"In post","2022","Unknown","Wales","LGBO","115","115","30420","29820"
"In post","2022","Unknown","Wales","Undeclared","200","190","37330","33370"
"In post","2022","Unknown","Wales","Unknown","4235","3995","29090","25700"
"In post","2022","Unknown","West Midlands (England)","Heterosexual / straight","1170","1120","34230","30320"
"In post","2022","Unknown","West Midlands (England)","LGBO","60","60","33660","29100"
"In post","2022","Unknown","West Midlands (England)","Undeclared","165","155","35970","32770"
"In post","2022","Unknown","West Midlands (England)","Unknown","3645","3460","30680","26590"
"In post","2022","Unknown","Yorkshire and The Humber","Heterosexual / straight","1365","1320","35200","31320"
"In post","2022","Unknown","Yorkshire and The Humber","LGBO","120","120","33130","29360"
"In post","2022","Unknown","Yorkshire and The Humber","Undeclared","360","345","38940","36780"
"In post","2022","Unknown","Yorkshire and The Humber","Unknown","4695","4500","30670","26820"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Heterosexual / straight","190","[c]","27400","26740"
"Leaver CS","2022","Declared disabled","East Midlands (England)","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Undeclared","40","[c]","29740","27170"
"Leaver CS","2022","Declared disabled","East Midlands (England)","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Heterosexual / straight","240","[c]","29390","27570"
"Leaver CS","2022","Declared disabled","East of England","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","East of England","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","London","Heterosexual / straight","475","[c]","37830","31060"
"Leaver CS","2022","Declared disabled","London","LGBO","125","[c]","37530","31520"
"Leaver CS","2022","Declared disabled","London","Undeclared","100","[c]","35300","31060"
"Leaver CS","2022","Declared disabled","London","Unknown","105","[c]","43930","32220"
"Leaver CS","2022","Declared disabled","North East (England)","Heterosexual / straight","160","[c]","27160","22110"
"Leaver CS","2022","Declared disabled","North East (England)","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North East (England)","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","North West (England)","Heterosexual / straight","370","[c]","27120","24890"
"Leaver CS","2022","Declared disabled","North West (England)","LGBO","45","[c]","28630","27570"
"Leaver CS","2022","Declared disabled","North West (England)","Undeclared","40","[c]","26880","26120"
"Leaver CS","2022","Declared disabled","North West (England)","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Northern Ireland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","Heterosexual / straight","205","[c]","29910","27570"
"Leaver CS","2022","Declared disabled","Scotland","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Scotland","Unknown","105","[c]","31040","30040"
"Leaver CS","2022","Declared disabled","South East (England)","Heterosexual / straight","320","[c]","28970","27570"
"Leaver CS","2022","Declared disabled","South East (England)","LGBO","50","[c]","26210","26350"
"Leaver CS","2022","Declared disabled","South East (England)","Undeclared","45","[c]","28720","27570"
"Leaver CS","2022","Declared disabled","South East (England)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","South West (England)","Heterosexual / straight","310","[c]","31320","27570"
"Leaver CS","2022","Declared disabled","South West (England)","LGBO","40","[c]","29040","27570"
"Leaver CS","2022","Declared disabled","South West (England)","Undeclared","50","[c]","33830","27570"
"Leaver CS","2022","Declared disabled","South West (England)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Heterosexual / straight","35","[c]","28330","26670"
"Leaver CS","2022","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Wales","Heterosexual / straight","160","[c]","29220","26120"
"Leaver CS","2022","Declared disabled","Wales","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Wales","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Wales","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","West Midlands (England)","Heterosexual / straight","195","[c]","27300","27570"
"Leaver CS","2022","Declared disabled","West Midlands (England)","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","West Midlands (England)","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","West Midlands (England)","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Yorkshire and The Humber","Heterosexual / straight","250","[c]","29090","27570"
"Leaver CS","2022","Declared disabled","Yorkshire and The Humber","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Yorkshire and The Humber","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Yorkshire and The Humber","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","East Midlands (England)","Heterosexual / straight","980","[c]","29560","27570"
"Leaver CS","2022","Declared non-disabled","East Midlands (England)","LGBO","55","[c]","27810","26340"
"Leaver CS","2022","Declared non-disabled","East Midlands (England)","Undeclared","75","[c]","27480","26800"
"Leaver CS","2022","Declared non-disabled","East Midlands (England)","Unknown","230","[c]","27760","27570"
"Leaver CS","2022","Declared non-disabled","East of England","Heterosexual / straight","1370","[c]","31010","27570"
"Leaver CS","2022","Declared non-disabled","East of England","LGBO","75","[c]","29150","27570"
"Leaver CS","2022","Declared non-disabled","East of England","Undeclared","110","[c]","30040","27570"
"Leaver CS","2022","Declared non-disabled","East of England","Unknown","160","[c]","30350","27570"
"Leaver CS","2022","Declared non-disabled","London","Heterosexual / straight","4120","[c]","41970","35050"
"Leaver CS","2022","Declared non-disabled","London","LGBO","315","[c]","40450","34410"
"Leaver CS","2022","Declared non-disabled","London","Undeclared","420","[c]","40950","34260"
"Leaver CS","2022","Declared non-disabled","London","Unknown","650","[c]","46320","37850"
"Leaver CS","2022","Declared non-disabled","North East (England)","Heterosexual / straight","915","[c]","27950","21840"
"Leaver CS","2022","Declared non-disabled","North East (England)","LGBO","50","[c]","26540","21260"
"Leaver CS","2022","Declared non-disabled","North East (England)","Undeclared","65","[c]","27260","21840"
"Leaver CS","2022","Declared non-disabled","North East (England)","Unknown","520","[c]","26660","22110"
"Leaver CS","2022","Declared non-disabled","North West (England)","Heterosexual / straight","1875","[c]","29230","25310"
"Leaver CS","2022","Declared non-disabled","North West (England)","LGBO","125","[c]","28100","25260"
"Leaver CS","2022","Declared non-disabled","North West (England)","Undeclared","150","[c]","30080","27370"
"Leaver CS","2022","Declared non-disabled","North West (England)","Unknown","715","[c]","28780","26120"
"Leaver CS","2022","Declared non-disabled","Northern Ireland","Heterosexual / straight","80","[c]","28110","24170"
"Leaver CS","2022","Declared non-disabled","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Northern Ireland","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Heterosexual / straight","50","[c]","50640","45080"
"Leaver CS","2022","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Scotland","Heterosexual / straight","1090","[c]","32370","27570"
"Leaver CS","2022","Declared non-disabled","Scotland","LGBO","75","[c]","28500","26780"
"Leaver CS","2022","Declared non-disabled","Scotland","Undeclared","110","[c]","30820","26780"
"Leaver CS","2022","Declared non-disabled","Scotland","Unknown","710","[c]","31260","27010"
"Leaver CS","2022","Declared non-disabled","South East (England)","Heterosexual / straight","2220","[c]","30970","27570"
"Leaver CS","2022","Declared non-disabled","South East (England)","LGBO","155","[c]","31550","27570"
"Leaver CS","2022","Declared non-disabled","South East (England)","Undeclared","205","[c]","31300","27570"
"Leaver CS","2022","Declared non-disabled","South East (England)","Unknown","280","[c]","33840","29230"
"Leaver CS","2022","Declared non-disabled","South West (England)","Heterosexual / straight","2085","[c]","32980","28560"
"Leaver CS","2022","Declared non-disabled","South West (England)","LGBO","105","[c]","28920","27570"
"Leaver CS","2022","Declared non-disabled","South West (England)","Undeclared","225","[c]","32910","29210"
"Leaver CS","2022","Declared non-disabled","South West (England)","Unknown","270","[c]","32030","29230"
"Leaver CS","2022","Declared non-disabled","Unknown","Heterosexual / straight","310","[c]","29150","21840"
"Leaver CS","2022","Declared non-disabled","Unknown","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Unknown","Undeclared","70","[c]","23550","21720"
"Leaver CS","2022","Declared non-disabled","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Wales","Heterosexual / straight","930","[c]","32270","27570"
"Leaver CS","2022","Declared non-disabled","Wales","LGBO","55","[c]","30840","27130"
"Leaver CS","2022","Declared non-disabled","Wales","Undeclared","80","[c]","33320","26780"
"Leaver CS","2022","Declared non-disabled","Wales","Unknown","275","[c]","26420","21260"
"Leaver CS","2022","Declared non-disabled","West Midlands (England)","Heterosexual / straight","1165","[c]","31420","27570"
"Leaver CS","2022","Declared non-disabled","West Midlands (England)","LGBO","70","[c]","29150","27570"
"Leaver CS","2022","Declared non-disabled","West Midlands (England)","Undeclared","110","[c]","30200","27570"
"Leaver CS","2022","Declared non-disabled","West Midlands (England)","Unknown","320","[c]","30180","26120"
"Leaver CS","2022","Declared non-disabled","Yorkshire and The Humber","Heterosexual / straight","1520","[c]","30470","27570"
"Leaver CS","2022","Declared non-disabled","Yorkshire and The Humber","LGBO","100","[c]","28730","26520"
"Leaver CS","2022","Declared non-disabled","Yorkshire and The Humber","Undeclared","140","[c]","30580","27570"
"Leaver CS","2022","Declared non-disabled","Yorkshire and The Humber","Unknown","335","[c]","30660","27570"
"Leaver CS","2022","Undeclared","East Midlands (England)","Heterosexual / straight","70","[c]","27030","21380"
"Leaver CS","2022","Undeclared","East Midlands (England)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Midlands (England)","Undeclared","35","[c]","[c]","[c]"
