"Status","Year","Disability","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","East of England","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","East of England","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","London","Female","95","90","43450","39750"
"In post","2022","Declared disabled","Communications","London","Male","55","55","42400","40490"
"In post","2022","Declared disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North East (England)","Female","50","45","28070","26820"
"In post","2022","Declared disabled","Communications","North East (England)","Male","55","55","28210","26820"
"In post","2022","Declared disabled","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North West (England)","Female","35","35","33820","32480"
"In post","2022","Declared disabled","Communications","North West (England)","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scotland","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","South East (England)","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","South East (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","South West (England)","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Wales","Female","50","45","31130","26820"
"In post","2022","Declared disabled","Communications","Wales","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands (England)","Male","20","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East Midlands (England)","Female","55","45","29580","27570"
"In post","2022","Declared disabled","Counter Fraud","East Midlands (England)","Male","45","40","31590","27570"
"In post","2022","Declared disabled","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East of England","Female","60","55","27850","27570"
"In post","2022","Declared disabled","Counter Fraud","East of England","Male","40","35","30910","29530"
"In post","2022","Declared disabled","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","London","Female","205","185","34270","31880"
"In post","2022","Declared disabled","Counter Fraud","London","Male","130","125","38380","35980"
"In post","2022","Declared disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","North East (England)","Female","95","85","29670","27570"
"In post","2022","Declared disabled","Counter Fraud","North East (England)","Male","60","55","30480","27570"
"In post","2022","Declared disabled","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Female","155","135","31990","27570"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Male","125","115","33530","31990"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Northern Ireland","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Northern Ireland","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Scotland","Female","130","120","28430","27570"
"In post","2022","Declared disabled","Counter Fraud","Scotland","Male","85","80","28230","27570"
"In post","2022","Declared disabled","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","Female","115","95","28970","27650"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","Male","60","55","29780","27570"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","Female","65","55","30170","27570"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","Male","60","55","30790","27570"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Wales","Female","65","55","28580","27120"
"In post","2022","Declared disabled","Counter Fraud","Wales","Male","55","55","30590","27570"
"In post","2022","Declared disabled","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","Female","80","70","29130","27570"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","Male","75","70","30810","27570"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","Female","105","90","29970","27570"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","Male","65","60","28570","27570"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","East Midlands (England)","Female","45","35","23050","21260"
"In post","2022","Declared disabled","Debt","East Midlands (England)","Male","25","20","[c]","[c]"
"In post","2022","Declared disabled","Debt","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","East of England","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Debt","East of England","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","London","Female","35","30","28170","26400"
"In post","2022","Declared disabled","Debt","London","Male","20","15","[c]","[c]"
"In post","2022","Declared disabled","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","North East (England)","Female","65","55","22400","21260"
"In post","2022","Declared disabled","Debt","North East (England)","Male","30","30","22840","21260"
"In post","2022","Declared disabled","Debt","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","North West (England)","Female","60","55","23490","21260"
"In post","2022","Declared disabled","Debt","North West (England)","Male","30","30","21680","21260"
"In post","2022","Declared disabled","Debt","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Scotland","Female","100","80","23640","22080"
"In post","2022","Declared disabled","Debt","Scotland","Male","50","45","22990","21250"
"In post","2022","Declared disabled","Debt","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","South East (England)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","South West (England)","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Debt","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Wales","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Debt","Wales","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Debt","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","West Midlands (England)","Female","65","50","22520","21260"
"In post","2022","Declared disabled","Debt","West Midlands (England)","Male","40","40","22270","21260"
"In post","2022","Declared disabled","Debt","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Yorkshire and The Humber","Female","80","65","23040","21260"
"In post","2022","Declared disabled","Debt","Yorkshire and The Humber","Male","45","40","23060","21260"
"In post","2022","Declared disabled","Debt","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","East Midlands (England)","Male","30","30","32480","30890"
"In post","2022","Declared disabled","Digital, Data & Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","East of England","Female","35","30","35610","33300"
"In post","2022","Declared disabled","Digital, Data & Technology","East of England","Male","50","50","34310","32960"
"In post","2022","Declared disabled","Digital, Data & Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","London","Female","180","175","44450","40600"
"In post","2022","Declared disabled","Digital, Data & Technology","London","Male","195","195","47860","43430"
"In post","2022","Declared disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","North East (England)","Female","70","65","36680","34340"
"In post","2022","Declared disabled","Digital, Data & Technology","North East (England)","Male","125","120","40680","36610"
"In post","2022","Declared disabled","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","North West (England)","Female","130","125","39220","35310"
"In post","2022","Declared disabled","Digital, Data & Technology","North West (England)","Male","155","150","40120","34290"
"In post","2022","Declared disabled","Digital, Data & Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Scotland","Female","35","35","33810","33080"
"In post","2022","Declared disabled","Digital, Data & Technology","Scotland","Male","55","50","35780","33930"
"In post","2022","Declared disabled","Digital, Data & Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","South East (England)","Female","70","65","33750","33300"
"In post","2022","Declared disabled","Digital, Data & Technology","South East (England)","Male","85","80","36030","33300"
"In post","2022","Declared disabled","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","South West (England)","Female","170","155","35830","33920"
"In post","2022","Declared disabled","Digital, Data & Technology","South West (England)","Male","205","200","37160","35740"
"In post","2022","Declared disabled","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Wales","Female","55","50","36840","34600"
"In post","2022","Declared disabled","Digital, Data & Technology","Wales","Male","75","70","40890","37840"
"In post","2022","Declared disabled","Digital, Data & Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","West Midlands (England)","Female","55","50","36540","34240"
"In post","2022","Declared disabled","Digital, Data & Technology","West Midlands (England)","Male","60","55","39380","35900"
"In post","2022","Declared disabled","Digital, Data & Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","Female","50","50","37030","32890"
"In post","2022","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","Male","85","80","39950","35990"
"In post","2022","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","East of England","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","East of England","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","London","Female","135","130","45470","40650"
"In post","2022","Declared disabled","Finance","London","Male","115","115","49520","45020"
"In post","2022","Declared disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","North East (England)","Female","40","35","36940","31990"
"In post","2022","Declared disabled","Finance","North East (England)","Male","30","30","35810","31990"
"In post","2022","Declared disabled","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","North West (England)","Female","85","75","32960","31990"
"In post","2022","Declared disabled","Finance","North West (England)","Male","90","85","35530","33370"
"In post","2022","Declared disabled","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","Female","55","45","26020","22080"
"In post","2022","Declared disabled","Finance","Scotland","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","South East (England)","Female","50","45","36210","35150"
"In post","2022","Declared disabled","Finance","South East (England)","Male","35","35","33790","31510"
"In post","2022","Declared disabled","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","South West (England)","Female","70","65","36790","33300"
"In post","2022","Declared disabled","Finance","South West (England)","Male","55","50","38730","32600"
"In post","2022","Declared disabled","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Midlands (England)","Female","50","45","39420","36420"
"In post","2022","Declared disabled","Finance","West Midlands (England)","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","Female","105","90","32280","29070"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","Male","75","70","35780","34190"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","North East (England)","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","North East (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","North West (England)","Female","50","40","24370","21300"
"In post","2022","Declared disabled","Grants Management","North West (England)","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","South East (England)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","South West (England)","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","South West (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Grants Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
