"Status","Year","Region_ITL1","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South West (England)","Female","Heterosexual / straight","15695","14270","32780","28900"
"In post","2022","South West (England)","Female","LGBO","920","885","30980","27570"
"In post","2022","South West (England)","Female","Undeclared","2015","1815","33760","31080"
"In post","2022","South West (England)","Female","Unknown","3710","3295","31880","27570"
"In post","2022","South West (England)","Male","Heterosexual / straight","16735","16310","36760","33300"
"In post","2022","South West (England)","Male","LGBO","845","825","33370","29230"
"In post","2022","South West (England)","Male","Undeclared","2550","2445","37900","36160"
"In post","2022","South West (England)","Male","Unknown","4250","4115","36220","32630"
"In post","2022","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","Heterosexual / straight","480","445","32970","30330"
"In post","2022","Unknown","Female","LGBO","35","35","35670","32790"
"In post","2022","Unknown","Female","Undeclared","65","60","32330","27570"
"In post","2022","Unknown","Female","Unknown","445","430","33080","29250"
"In post","2022","Unknown","Male","Heterosexual / straight","385","375","35780","31060"
"In post","2022","Unknown","Male","LGBO","35","35","32750","27570"
"In post","2022","Unknown","Male","Undeclared","50","50","35230","31370"
"In post","2022","Unknown","Male","Unknown","1810","1805","37710","33570"
"In post","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Female","Heterosexual / straight","15175","13720","31360","27570"
"In post","2022","Wales","Female","LGBO","780","750","30110","27370"
"In post","2022","Wales","Female","Undeclared","2170","1840","29080","25830"
"In post","2022","Wales","Female","Unknown","3590","3155","27860","24500"
"In post","2022","Wales","Male","Heterosexual / straight","10530","10215","34130","29430"
"In post","2022","Wales","Male","LGBO","810","790","32290","27570"
"In post","2022","Wales","Male","Undeclared","1875","1785","33300","29430"
"In post","2022","Wales","Male","Unknown","2960","2840","31570","27470"
"In post","2022","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Female","Heterosexual / straight","13265","12050","30440","27570"
"In post","2022","West Midlands (England)","Female","LGBO","650","620","29880","27130"
"In post","2022","West Midlands (England)","Female","Undeclared","1460","1300","29990","27570"
"In post","2022","West Midlands (England)","Female","Unknown","3795","3360","28970","26820"
"In post","2022","West Midlands (England)","Male","Heterosexual / straight","9465","9190","32540","27570"
"In post","2022","West Midlands (England)","Male","LGBO","570","555","31290","27570"
"In post","2022","West Midlands (England)","Male","Undeclared","1165","1110","32590","28800"
"In post","2022","West Midlands (England)","Male","Unknown","2800","2680","31450","27570"
"In post","2022","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Female","Heterosexual / straight","14965","13425","31630","27570"
"In post","2022","Yorkshire and The Humber","Female","LGBO","940","900","31370","27570"
"In post","2022","Yorkshire and The Humber","Female","Undeclared","1750","1555","31320","27570"
"In post","2022","Yorkshire and The Humber","Female","Unknown","3930","3500","30080","27130"
"In post","2022","Yorkshire and The Humber","Male","Heterosexual / straight","11615","11225","33280","28590"
"In post","2022","Yorkshire and The Humber","Male","LGBO","770","750","32610","28550"
"In post","2022","Yorkshire and The Humber","Male","Undeclared","1580","1515","33740","30980"
"In post","2022","Yorkshire and The Humber","Male","Unknown","3685","3540","31640","27570"
"In post","2022","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Female","Heterosexual / straight","690","[c]","27820","26670"
"Leaver CS","2022","East Midlands (England)","Female","LGBO","55","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Female","Undeclared","85","[c]","25800","26400"
"Leaver CS","2022","East Midlands (England)","Female","Unknown","445","[c]","25700","21320"
"Leaver CS","2022","East Midlands (England)","Male","Heterosexual / straight","600","[c]","31190","27570"
"Leaver CS","2022","East Midlands (England)","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Male","Undeclared","70","[c]","30750","26830"
"Leaver CS","2022","East Midlands (England)","Male","Unknown","305","[c]","26300","26130"
"Leaver CS","2022","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Female","Heterosexual / straight","935","[c]","30230","27570"
"Leaver CS","2022","East of England","Female","LGBO","65","[c]","28380","27540"
"Leaver CS","2022","East of England","Female","Undeclared","105","[c]","29680","27370"
"Leaver CS","2022","East of England","Female","Unknown","280","[c]","31900","27570"
"Leaver CS","2022","East of England","Male","Heterosexual / straight","840","[c]","31910","27570"
"Leaver CS","2022","East of England","Male","LGBO","45","[c]","29220","27570"
"Leaver CS","2022","East of England","Male","Undeclared","90","[c]","36780","32400"
"Leaver CS","2022","East of England","Male","Unknown","315","[c]","31820","27570"
"Leaver CS","2022","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Female","Heterosexual / straight","2980","[c]","40060","33400"
"Leaver CS","2022","London","Female","LGBO","255","[c]","36380","31060"
"Leaver CS","2022","London","Female","Undeclared","585","[c]","38790","32330"
"Leaver CS","2022","London","Female","Unknown","1515","[c]","39790","31880"
"Leaver CS","2022","London","Male","Heterosexual / straight","2215","[c]","43620","36350"
"Leaver CS","2022","London","Male","LGBO","250","[c]","43320","37230"
"Leaver CS","2022","London","Male","Undeclared","470","[c]","44170","38470"
"Leaver CS","2022","London","Male","Unknown","1370","[c]","44150","36800"
"Leaver CS","2022","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Female","Heterosexual / straight","680","[c]","28120","23780"
"Leaver CS","2022","North East (England)","Female","LGBO","45","[c]","26450","21260"
"Leaver CS","2022","North East (England)","Female","Undeclared","60","[c]","28190","22600"
"Leaver CS","2022","North East (England)","Female","Unknown","740","[c]","26580","21750"
"Leaver CS","2022","North East (England)","Male","Heterosexual / straight","470","[c]","28030","21680"
"Leaver CS","2022","North East (England)","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Male","Undeclared","55","[c]","31180","21840"
"Leaver CS","2022","North East (England)","Male","Unknown","470","[c]","28730","24880"
"Leaver CS","2022","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Female","Heterosexual / straight","1390","[c]","28580","25220"
"Leaver CS","2022","North West (England)","Female","LGBO","90","[c]","27600","26440"
"Leaver CS","2022","North West (England)","Female","Undeclared","150","[c]","28890","25310"
"Leaver CS","2022","North West (England)","Female","Unknown","925","[c]","26730","24440"
"Leaver CS","2022","North West (England)","Male","Heterosexual / straight","1065","[c]","30070","25880"
"Leaver CS","2022","North West (England)","Male","LGBO","95","[c]","28630","26370"
"Leaver CS","2022","North West (England)","Male","Undeclared","120","[c]","31390","27570"
"Leaver CS","2022","North West (England)","Male","Unknown","790","[c]","30410","26130"
"Leaver CS","2022","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Female","Heterosexual / straight","50","[c]","27800","24530"
"Leaver CS","2022","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Female","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Male","Heterosexual / straight","65","[c]","28550","22130"
"Leaver CS","2022","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Male","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Male","Heterosexual / straight","45","[c]","52080","45160"
"Leaver CS","2022","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Female","Heterosexual / straight","740","[c]","30640","27570"
"Leaver CS","2022","Scotland","Female","LGBO","60","[c]","29570","27570"
"Leaver CS","2022","Scotland","Female","Undeclared","90","[c]","27820","23230"
"Leaver CS","2022","Scotland","Female","Unknown","1005","[c]","30010","26120"
"Leaver CS","2022","Scotland","Male","Heterosexual / straight","770","[c]","34280","27850"
"Leaver CS","2022","Scotland","Male","LGBO","55","[c]","31900","27070"
"Leaver CS","2022","Scotland","Male","Undeclared","100","[c]","33240","27990"
"Leaver CS","2022","Scotland","Male","Unknown","920","[c]","33040","28990"
"Leaver CS","2022","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Female","Heterosexual / straight","1410","[c]","29540","27570"
"Leaver CS","2022","South East (England)","Female","LGBO","120","[c]","27420","24370"
"Leaver CS","2022","South East (England)","Female","Undeclared","175","[c]","29120","27470"
"Leaver CS","2022","South East (England)","Female","Unknown","555","[c]","29020","24370"
"Leaver CS","2022","South East (England)","Male","Heterosexual / straight","1480","[c]","31390","27570"
"Leaver CS","2022","South East (England)","Male","LGBO","105","[c]","31320","27570"
"Leaver CS","2022","South East (England)","Male","Undeclared","195","[c]","33160","28260"
"Leaver CS","2022","South East (England)","Male","Unknown","525","[c]","31240","26680"
"Leaver CS","2022","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Female","Heterosexual / straight","1225","[c]","30980","27570"
"Leaver CS","2022","South West (England)","Female","LGBO","85","[c]","27260","26750"
"Leaver CS","2022","South West (England)","Female","Undeclared","190","[c]","32130","27570"
"Leaver CS","2022","South West (England)","Female","Unknown","405","[c]","29230","26060"
"Leaver CS","2022","South West (England)","Male","Heterosexual / straight","1395","[c]","34490","31950"
"Leaver CS","2022","South West (England)","Male","LGBO","80","[c]","30040","27570"
"Leaver CS","2022","South West (England)","Male","Undeclared","225","[c]","35680","35560"
"Leaver CS","2022","South West (England)","Male","Unknown","470","[c]","31420","27570"
"Leaver CS","2022","South West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Heterosexual / straight","220","[c]","26860","21840"
"Leaver CS","2022","Unknown","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Undeclared","120","[c]","23520","21590"
"Leaver CS","2022","Unknown","Female","Unknown","265","[c]","30760","21840"
"Leaver CS","2022","Unknown","Male","Heterosexual / straight","170","[c]","32110","26670"
"Leaver CS","2022","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Undeclared","60","[c]","29610","26190"
"Leaver CS","2022","Unknown","Male","Unknown","370","[c]","36370","32700"
"Leaver CS","2022","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Female","Heterosexual / straight","640","[c]","29490","24630"
"Leaver CS","2022","Wales","Female","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Female","Undeclared","70","[c]","30940","26120"
"Leaver CS","2022","Wales","Female","Unknown","385","[c]","25670","21260"
"Leaver CS","2022","Wales","Male","Heterosexual / straight","560","[c]","34570","27570"
"Leaver CS","2022","Wales","Male","LGBO","50","[c]","32700","27130"
"Leaver CS","2022","Wales","Male","Undeclared","65","[c]","36770","30600"
"Leaver CS","2022","Wales","Male","Unknown","400","[c]","29330","26120"
"Leaver CS","2022","Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Female","Heterosexual / straight","845","[c]","30590","27570"
"Leaver CS","2022","West Midlands (England)","Female","LGBO","70","[c]","29390","26850"
"Leaver CS","2022","West Midlands (England)","Female","Undeclared","100","[c]","31190","27570"
"Leaver CS","2022","West Midlands (England)","Female","Unknown","495","[c]","29350","24890"
"Leaver CS","2022","West Midlands (England)","Male","Heterosexual / straight","660","[c]","31820","27570"
"Leaver CS","2022","West Midlands (England)","Male","LGBO","40","[c]","28340","27570"
"Leaver CS","2022","West Midlands (England)","Male","Undeclared","85","[c]","29400","27570"
"Leaver CS","2022","West Midlands (England)","Male","Unknown","430","[c]","31260","26130"
"Leaver CS","2022","West Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Female","Heterosexual / straight","1055","[c]","29570","27570"
"Leaver CS","2022","Yorkshire and The Humber","Female","LGBO","90","[c]","28980","27130"
"Leaver CS","2022","Yorkshire and The Humber","Female","Undeclared","160","[c]","27880","26120"
"Leaver CS","2022","Yorkshire and The Humber","Female","Unknown","560","[c]","28220","26130"
"Leaver CS","2022","Yorkshire and The Humber","Male","Heterosexual / straight","895","[c]","31570","27570"
"Leaver CS","2022","Yorkshire and The Humber","Male","LGBO","65","[c]","25960","24250"
"Leaver CS","2022","Yorkshire and The Humber","Male","Undeclared","150","[c]","34570","29200"
"Leaver CS","2022","Yorkshire and The Humber","Male","Unknown","530","[c]","33160","27570"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Heterosexual / straight","270","[c]","31530","27570"
"Leaver Dept.","2022","East Midlands (England)","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Female","Undeclared","30","[c]","32240","32310"
"Leaver Dept.","2022","East Midlands (England)","Female","Unknown","85","[c]","37170","27570"
"Leaver Dept.","2022","East Midlands (England)","Male","Heterosexual / straight","145","[c]","31980","27570"
"Leaver Dept.","2022","East Midlands (England)","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Male","Unknown","65","[c]","32650","26470"
"Leaver Dept.","2022","East Midlands (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Heterosexual / straight","295","[c]","35610","30460"
"Leaver Dept.","2022","East of England","Female","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Female","Undeclared","30","[c]","38080","36900"
"Leaver Dept.","2022","East of England","Female","Unknown","65","[c]","44220","36330"
"Leaver Dept.","2022","East of England","Male","Heterosexual / straight","175","[c]","39080","29290"
"Leaver Dept.","2022","East of England","Male","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Male","Unknown","40","[c]","44090","34540"
"Leaver Dept.","2022","East of England","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Female","Heterosexual / straight","3635","[c]","42620","37640"
"Leaver Dept.","2022","London","Female","LGBO","290","[c]","41150","36690"
"Leaver Dept.","2022","London","Female","Undeclared","765","[c]","43480","40050"
"Leaver Dept.","2022","London","Female","Unknown","1390","[c]","44240","35480"
"Leaver Dept.","2022","London","Male","Heterosexual / straight","2185","[c]","45750","40070"
"Leaver Dept.","2022","London","Male","LGBO","345","[c]","43200","38250"
"Leaver Dept.","2022","London","Male","Undeclared","575","[c]","46710","40650"
"Leaver Dept.","2022","London","Male","Unknown","1090","[c]","45340","39370"
"Leaver Dept.","2022","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Heterosexual / straight","350","[c]","30320","27570"
"Leaver Dept.","2022","North East (England)","Female","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Female","Undeclared","35","[c]","34630","27570"
"Leaver Dept.","2022","North East (England)","Female","Unknown","195","[c]","32810","27570"
"Leaver Dept.","2022","North East (England)","Male","Heterosexual / straight","205","[c]","32880","27570"
"Leaver Dept.","2022","North East (England)","Male","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Male","Unknown","150","[c]","33080","31400"
"Leaver Dept.","2022","North East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Female","Heterosexual / straight","785","[c]","31210","27570"
"Leaver Dept.","2022","North West (England)","Female","LGBO","50","[c]","32790","27570"
"Leaver Dept.","2022","North West (England)","Female","Undeclared","75","[c]","34770","29180"
"Leaver Dept.","2022","North West (England)","Female","Unknown","305","[c]","29220","27570"
"Leaver Dept.","2022","North West (England)","Male","Heterosexual / straight","525","[c]","33180","27570"
"Leaver Dept.","2022","North West (England)","Male","LGBO","50","[c]","32030","27570"
"Leaver Dept.","2022","North West (England)","Male","Undeclared","55","[c]","35230","27570"
"Leaver Dept.","2022","North West (England)","Male","Unknown","220","[c]","35180","29260"
"Leaver Dept.","2022","North West (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Female","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Female","Heterosexual / straight","5","[c]","[c]","[c]"
