"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","HEO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","AO","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Companies House","AO","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Companies House","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","EO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","EO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Companies House","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","HEO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SEO","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G7","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G7","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","HEO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","HEO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","AO","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","AO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","EO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","EO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","EO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","G7","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","HEO","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","HEO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SEO","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SEO","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","AO","Female","35","35","22250","23230"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","AO","Male","20","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","EO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","G6","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","G6","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","HEO","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","HEO","Male","10","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SEO","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SEO","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","AO","Female","125","110","22730","22200"
"In post","2022","Declared disabled","Crown Prosecution Service","AO","Male","55","50","22590","22200"
"In post","2022","Declared disabled","Crown Prosecution Service","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","EO","Female","130","115","27910","28430"
"In post","2022","Declared disabled","Crown Prosecution Service","EO","Male","35","35","28490","28430"
"In post","2022","Declared disabled","Crown Prosecution Service","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","G6","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","G6","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","G6","Unknown","[c]","[c]","[c]","[c]"
