"Status","Year","Disability","Region_ITL3","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Antrim and Newtownabbey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ards and North Down","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Armagh City, Banbridge and Craigavon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Female","Heterosexual / straight","70","60","31480","31060"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Male","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barking & Dagenham and Havering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Female","Heterosexual / straight","65","60","33990","31060"
"In post","2022","Declared disabled","Barnet","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Male","Heterosexual / straight","40","40","38770","32330"
"In post","2022","Declared disabled","Barnet","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnet","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Female","Heterosexual / straight","260","220","27130","27570"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Female","Unknown","20","15","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Male","Heterosexual / straight","105","95","27880","27570"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Heterosexual / straight","525","490","34680","32670"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","LGBO","50","50","30040","28200"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Undeclared","75","70","34630","32690"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Heterosexual / straight","550","540","38170","36670"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","LGBO","45","40","32190","31290"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Undeclared","110","110","42560","40580"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Female","Heterosexual / straight","60","50","29630","27570"
"In post","2022","Declared disabled","Bedford","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bedford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Female","Heterosexual / straight","115","105","31070","28920"
"In post","2022","Declared disabled","Belfast","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Male","Heterosexual / straight","85","80","30670","27790"
"In post","2022","Declared disabled","Belfast","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Belfast","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Female","Heterosexual / straight","145","130","33610","29990"
"In post","2022","Declared disabled","Berkshire","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Female","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Male","Heterosexual / straight","105","105","34660","31900"
"In post","2022","Declared disabled","Berkshire","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Female","Heterosexual / straight","90","85","30150","30110"
"In post","2022","Declared disabled","Bexley and Greenwich","Female","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Male","Heterosexual / straight","55","50","32080","31880"
"In post","2022","Declared disabled","Bexley and Greenwich","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","Female","Heterosexual / straight","700","630","30030","27570"
"In post","2022","Declared disabled","Birmingham","Female","LGBO","60","60","33550","29190"
"In post","2022","Declared disabled","Birmingham","Female","Undeclared","85","75","28800","27570"
"In post","2022","Declared disabled","Birmingham","Female","Unknown","75","60","27020","26290"
"In post","2022","Declared disabled","Birmingham","Male","Heterosexual / straight","395","380","32720","27570"
"In post","2022","Declared disabled","Birmingham","Male","LGBO","60","55","28550","25610"
"In post","2022","Declared disabled","Birmingham","Male","Undeclared","50","45","29900","27570"
"In post","2022","Declared disabled","Birmingham","Male","Unknown","35","35","28400","25920"
"In post","2022","Declared disabled","Birmingham","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Birmingham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Female","Heterosexual / straight","40","35","27820","27570"
"In post","2022","Declared disabled","Blackburn with Darwen","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackburn with Darwen","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","Female","Heterosexual / straight","405","350","28110","27570"
"In post","2022","Declared disabled","Blackpool","Female","LGBO","35","35","27170","27570"
"In post","2022","Declared disabled","Blackpool","Female","Undeclared","55","50","28520","27570"
"In post","2022","Declared disabled","Blackpool","Female","Unknown","60","50","26290","21260"
"In post","2022","Declared disabled","Blackpool","Male","Heterosexual / straight","205","195","28640","27570"
"In post","2022","Declared disabled","Blackpool","Male","LGBO","35","35","28130","27570"
"In post","2022","Declared disabled","Blackpool","Male","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Blackpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Female","Heterosexual / straight","65","55","26510","27570"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Male","Heterosexual / straight","35","30","25470","26130"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bournemouth, Christchurch and Poole","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Female","Heterosexual / straight","185","150","25910","24800"
"In post","2022","Declared disabled","Bradford","Female","LGBO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Female","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Female","Unknown","25","15","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Male","Heterosexual / straight","70","65","26550","22080"
"In post","2022","Declared disabled","Bradford","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Male","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bradford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Male","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Breckland and South Norfolk","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","Female","Heterosexual / straight","35","30","30600","31060"
"In post","2022","Declared disabled","Brent","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Brent","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Brent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Brent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Female","Heterosexual / straight","65","55","26850","27570"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bridgend and Neath Port Talbot","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Female","Heterosexual / straight","50","45","32020","27570"
"In post","2022","Declared disabled","Brighton and Hove","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Female","Undeclared","10","5","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Brighton and Hove","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","Female","Heterosexual / straight","320","285","32250","27770"
"In post","2022","Declared disabled","Bristol, City of","Female","LGBO","45","45","34140","30190"
"In post","2022","Declared disabled","Bristol, City of","Female","Undeclared","55","50","31750","31320"
"In post","2022","Declared disabled","Bristol, City of","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","Male","Heterosexual / straight","220","210","35820","30950"
"In post","2022","Declared disabled","Bristol, City of","Male","LGBO","40","40","33260","29180"
"In post","2022","Declared disabled","Bristol, City of","Male","Undeclared","35","35","29950","27570"
"In post","2022","Declared disabled","Bristol, City of","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bristol, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bromley","Female","Heterosexual / straight","60","55","32560","31060"
"In post","2022","Declared disabled","Bromley","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Bromley","Female","Undeclared","10","10","[c]","[c]"
