"Status","Year","Age","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Asian","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Department for Work and Pensions","AA/AO","25","25","[c]","[c]"
"In post","2022","16-19","Asian","Department for Work and Pensions","EO","10","10","[c]","[c]"
"In post","2022","16-19","Asian","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","HM Revenue and Customs","AA/AO","20","20","[c]","[c]"
"In post","2022","16-19","Asian","HM Revenue and Customs","EO","5","5","[c]","[c]"
"In post","2022","16-19","Asian","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other ethnicity","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","EO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","AA/AO","45","35","19230","18310"
"In post","2022","16-19","Unknown","Department for Transport","EO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","AA/AO","100","95","21420","21250"
"In post","2022","16-19","Unknown","HM Revenue and Customs","EO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","AA/AO","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","EO","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence","EO","40","40","17460","17140"
"In post","2022","16-19","Unknown","Ministry of Defence","Unknown","40","40","17790","16720"
"In post","2022","16-19","Unknown","Ministry of Justice","AA/AO","85","85","22650","21790"
"In post","2022","16-19","Unknown","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","AA/AO","35","35","21800","21050"
"In post","2022","16-19","Unknown","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Attorney General's Departments","AA/AO","30","30","21620","22200"
"In post","2022","16-19","White","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","White","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2022","16-19","White","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Environment, Food and Rural Affairs","AA/AO","15","15","[c]","[c]"
"In post","2022","16-19","White","Department for Environment, Food and Rural Affairs","EO","5","5","[c]","[c]"
"In post","2022","16-19","White","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Transport","AA/AO","40","30","19610","18310"
"In post","2022","16-19","White","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Department for Work and Pensions","AA/AO","75","75","21440","21260"
"In post","2022","16-19","White","Department for Work and Pensions","EO","20","20","[c]","[c]"
"In post","2022","16-19","White","Department of Health and Social Care","AA/AO","10","5","[c]","[c]"
"In post","2022","16-19","White","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
