"Status","Year","Disability","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Legal","London","35","35","56040","53050"
"In post","2022","Declared disabled","Asian","Legal","Outside London","35","30","45810","48080"
"In post","2022","Declared disabled","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Delivery","London","660","595","31090","30550"
"In post","2022","Declared disabled","Asian","Operational Delivery","Outside London","1140","1020","26250","26750"
"In post","2022","Declared disabled","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Other","London","65","60","34000","31060"
"In post","2022","Declared disabled","Asian","Other","Outside London","80","70","25070","25370"
"In post","2022","Declared disabled","Asian","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Other","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Policy","London","180","175","43480","39960"
"In post","2022","Declared disabled","Asian","Policy","Outside London","45","45","35260","33780"
"In post","2022","Declared disabled","Asian","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","London","55","55","41430","36950"
"In post","2022","Declared disabled","Asian","Project Delivery","Outside London","35","35","37200","33370"
"In post","2022","Declared disabled","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tax","London","40","35","39360","37930"
"In post","2022","Declared disabled","Asian","Tax","Outside London","80","75","33060","33220"
"In post","2022","Declared disabled","Asian","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","London","80","75","44440","40600"
"In post","2022","Declared disabled","Asian","Unknown","Outside London","60","60","31160","27940"
"In post","2022","Declared disabled","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Counter Fraud","London","50","40","29200","30090"
"In post","2022","Declared disabled","Black","Counter Fraud","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","London","35","35","40310","38760"
"In post","2022","Declared disabled","Black","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Intelligence Analysis","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","International Trade","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Legal","London","40","35","50760","53910"
"In post","2022","Declared disabled","Black","Legal","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Delivery","London","765","725","31450","31060"
"In post","2022","Declared disabled","Black","Operational Delivery","Outside London","495","455","27620","27570"
"In post","2022","Declared disabled","Black","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Other","London","65","60","30790","31060"
"In post","2022","Declared disabled","Black","Other","Outside London","30","30","27350","26670"
"In post","2022","Declared disabled","Black","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Policy","London","145","145","39540","35070"
"In post","2022","Declared disabled","Black","Policy","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","London","40","35","40050","37270"
"In post","2022","Declared disabled","Black","Project Delivery","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","Outside London","10","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Tax","London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Black","Tax","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","London","50","50","42910","38580"
"In post","2022","Declared disabled","Black","Unknown","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Geography","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Geography","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Intelligence Analysis","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Intelligence Analysis","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Legal","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Legal","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Medicine","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Operational Delivery","London","190","180","32930","31060"
"In post","2022","Declared disabled","Mixed","Operational Delivery","Outside London","555","510","27490","27570"
"In post","2022","Declared disabled","Mixed","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Other","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Other","Outside London","55","50","25360","23900"
"In post","2022","Declared disabled","Mixed","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Planning","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Policy","London","105","100","42910","40050"
"In post","2022","Declared disabled","Mixed","Policy","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Policy","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Project Delivery","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Project Delivery","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Psychology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Statistics","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Tax","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Tax","Outside London","30","30","31130","28570"
