"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","SEO/HEO","SEO","Undeclared","220","215","40980","40650"
"In post","2022","Commercial","SEO/HEO","SEO","Unknown","235","230","40420","40000"
"In post","2022","Commercial","Unknown","Unknown","Heterosexual / straight","155","155","40040","39430"
"In post","2022","Commercial","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","Communications","AA/AO","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA/AO","AO","Heterosexual / straight","130","125","22500","21820"
"In post","2022","Communications","AA/AO","AO","LGBO","10","10","[c]","[c]"
"In post","2022","Communications","AA/AO","AO","Undeclared","25","25","[c]","[c]"
"In post","2022","Communications","AA/AO","AO","Unknown","25","25","[c]","[c]"
"In post","2022","Communications","EO","EO","Heterosexual / straight","385","370","27710","27270"
"In post","2022","Communications","EO","EO","LGBO","30","30","27090","27100"
"In post","2022","Communications","EO","EO","Undeclared","90","90","27610","27270"
"In post","2022","Communications","EO","EO","Unknown","90","90","28200","28310"
"In post","2022","Communications","G6/G7","G6","Heterosexual / straight","210","205","67530","66280"
"In post","2022","Communications","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","G6/G7","G6","Undeclared","45","40","66640","66230"
"In post","2022","Communications","G6/G7","G6","Unknown","50","50","66390","66250"
"In post","2022","Communications","G6/G7","G7","Heterosexual / straight","510","490","55070","54760"
"In post","2022","Communications","G6/G7","G7","LGBO","45","45","55150","54340"
"In post","2022","Communications","G6/G7","G7","Undeclared","90","85","54750","53440"
"In post","2022","Communications","G6/G7","G7","Unknown","125","125","54750","54600"
"In post","2022","Communications","SCS level","SCS level","Heterosexual / straight","75","75","87760","81710"
"In post","2022","Communications","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS level","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Communications","SCS level","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","Communications","SEO/HEO","HEO","Heterosexual / straight","720","695","34420","33370"
"In post","2022","Communications","SEO/HEO","HEO","LGBO","70","70","33750","33100"
"In post","2022","Communications","SEO/HEO","HEO","Undeclared","105","100","34580","33510"
"In post","2022","Communications","SEO/HEO","HEO","Unknown","210","205","34100","33570"
"In post","2022","Communications","SEO/HEO","SEO","Heterosexual / straight","700","675","41620","40890"
"In post","2022","Communications","SEO/HEO","SEO","LGBO","65","65","42440","41990"
"In post","2022","Communications","SEO/HEO","SEO","Undeclared","90","85","42100","41710"
"In post","2022","Communications","SEO/HEO","SEO","Unknown","190","185","42020","41990"
"In post","2022","Communications","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Corporate Finance","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","EO","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G6","Unknown","5","5","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","G6/G7","G7","Unknown","15","15","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","SEO/HEO","SEO","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","AA","Unknown","5","5","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","AO","Heterosexual / straight","955","835","22520","21260"
"In post","2022","Counter Fraud","AA/AO","AO","LGBO","45","40","22350","21260"
"In post","2022","Counter Fraud","AA/AO","AO","Undeclared","165","135","22320","21260"
"In post","2022","Counter Fraud","AA/AO","AO","Unknown","305","245","22680","22680"
"In post","2022","Counter Fraud","EO","EO","Heterosexual / straight","2385","2160","28050","27570"
"In post","2022","Counter Fraud","EO","EO","LGBO","125","120","28350","27570"
"In post","2022","Counter Fraud","EO","EO","Undeclared","310","275","28080","27570"
"In post","2022","Counter Fraud","EO","EO","Unknown","800","695","28450","27570"
"In post","2022","Counter Fraud","G6/G7","G6","Heterosexual / straight","35","35","69790","67920"
"In post","2022","Counter Fraud","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","G6","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","G7","Heterosexual / straight","75","75","54750","54070"
"In post","2022","Counter Fraud","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Counter Fraud","G6/G7","G7","Unknown","25","25","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","HEO","Heterosexual / straight","670","630","33590","32480"
"In post","2022","Counter Fraud","SEO/HEO","HEO","LGBO","35","35","33520","32660"
"In post","2022","Counter Fraud","SEO/HEO","HEO","Undeclared","90","85","34130","33180"
"In post","2022","Counter Fraud","SEO/HEO","HEO","Unknown","190","185","34870","34050"
"In post","2022","Counter Fraud","SEO/HEO","SEO","Heterosexual / straight","225","220","39990","40000"
"In post","2022","Counter Fraud","SEO/HEO","SEO","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","SEO","Undeclared","20","15","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","SEO","Unknown","60","55","41390","41130"
"In post","2022","Digital, Data and Technology","AA/AO","AA","Heterosexual / straight","50","45","19290","19000"
"In post","2022","Digital, Data and Technology","AA/AO","AA","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data and Technology","AA/AO","AA","Unknown","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","AA/AO","AO","Heterosexual / straight","410","395","22350","21510"
"In post","2022","Digital, Data and Technology","AA/AO","AO","LGBO","25","25","[c]","[c]"
"In post","2022","Digital, Data and Technology","AA/AO","AO","Undeclared","55","55","22090","21830"
"In post","2022","Digital, Data and Technology","AA/AO","AO","Unknown","95","90","21980","21260"
"In post","2022","Digital, Data and Technology","EO","EO","Heterosexual / straight","2255","2160","27720","27570"
"In post","2022","Digital, Data and Technology","EO","EO","LGBO","155","150","27240","27230"
"In post","2022","Digital, Data and Technology","EO","EO","Undeclared","335","320","27930","27570"
"In post","2022","Digital, Data and Technology","EO","EO","Unknown","730","700","27830","27570"
"In post","2022","Digital, Data and Technology","G6/G7","G6","Heterosexual / straight","850","840","68720","67910"
"In post","2022","Digital, Data and Technology","G6/G7","G6","LGBO","45","45","68930","68660"
"In post","2022","Digital, Data and Technology","G6/G7","G6","Undeclared","130","125","69610","69790"
"In post","2022","Digital, Data and Technology","G6/G7","G6","Unknown","265","260","69660","67910"
"In post","2022","Digital, Data and Technology","G6/G7","G7","Heterosexual / straight","2875","2820","55400","54550"
"In post","2022","Digital, Data and Technology","G6/G7","G7","LGBO","175","175","55620","54270"
"In post","2022","Digital, Data and Technology","G6/G7","G7","Undeclared","405","400","55800","54790"
"In post","2022","Digital, Data and Technology","G6/G7","G7","Unknown","850","835","55400","55210"
"In post","2022","Digital, Data and Technology","SCS level","SCS level","Heterosexual / straight","225","220","92170","86370"
"In post","2022","Digital, Data and Technology","SCS level","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data and Technology","SCS level","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data and Technology","SCS level","SCS level","Unknown","40","40","92390","89740"
"In post","2022","Digital, Data and Technology","SEO/HEO","HEO","Heterosexual / straight","3120","3020","33790","33300"
"In post","2022","Digital, Data and Technology","SEO/HEO","HEO","LGBO","210","210","32920","33000"
"In post","2022","Digital, Data and Technology","SEO/HEO","HEO","Undeclared","520","505","34370","33370"
"In post","2022","Digital, Data and Technology","SEO/HEO","HEO","Unknown","915","900","33800","33370"
"In post","2022","Digital, Data and Technology","SEO/HEO","SEO","Heterosexual / straight","3400","3325","41550","40580"
"In post","2022","Digital, Data and Technology","SEO/HEO","SEO","LGBO","205","205","40440","40180"
"In post","2022","Digital, Data and Technology","SEO/HEO","SEO","Undeclared","520","510","41890","41020"
"In post","2022","Digital, Data and Technology","SEO/HEO","SEO","Unknown","1040","1025","41330","40520"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","Heterosexual / straight","30","30","35940","32020"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data and Technology","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Economics","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","AA/AO","AO","Heterosexual / straight","55","55","21920","20830"
"In post","2022","Economics","AA/AO","AO","LGBO","5","5","[c]","[c]"
"In post","2022","Economics","AA/AO","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Economics","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Economics","EO","EO","Heterosexual / straight","95","95","27010","26820"
"In post","2022","Economics","EO","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Economics","EO","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Economics","EO","EO","Unknown","30","30","27580","28000"
"In post","2022","Economics","G6/G7","G6","Heterosexual / straight","165","160","70860","68950"
"In post","2022","Economics","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2022","Economics","G6/G7","G6","Undeclared","20","20","[c]","[c]"
"In post","2022","Economics","G6/G7","G6","Unknown","35","30","69780","66890"
"In post","2022","Economics","G6/G7","G7","Heterosexual / straight","470","455","56200","55500"
"In post","2022","Economics","G6/G7","G7","LGBO","45","45","56250","55530"
"In post","2022","Economics","G6/G7","G7","Undeclared","60","60","57560","56900"
"In post","2022","Economics","G6/G7","G7","Unknown","100","100","56720","55210"
"In post","2022","Economics","SCS level","SCS level","Heterosexual / straight","75","70","91970","81170"
"In post","2022","Economics","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Economics","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Economics","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","Economics","SEO/HEO","HEO","Heterosexual / straight","455","450","34280","33710"
"In post","2022","Economics","SEO/HEO","HEO","LGBO","55","55","34370","33880"
"In post","2022","Economics","SEO/HEO","HEO","Undeclared","55","55","34690","34100"
"In post","2022","Economics","SEO/HEO","HEO","Unknown","145","145","33460","33370"
"In post","2022","Economics","SEO/HEO","SEO","Heterosexual / straight","105","105","41950","41750"
"In post","2022","Economics","SEO/HEO","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Economics","SEO/HEO","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Economics","SEO/HEO","SEO","Unknown","25","25","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Economics","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Finance","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","AA","Undeclared","5","5","[c]","[c]"
"In post","2022","Finance","AA/AO","AA","Unknown","15","10","[c]","[c]"
"In post","2022","Finance","AA/AO","AO","Heterosexual / straight","630","570","22110","21380"
"In post","2022","Finance","AA/AO","AO","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","AA/AO","AO","Undeclared","90","80","22130","21760"
"In post","2022","Finance","AA/AO","AO","Unknown","205","175","22070","21260"
"In post","2022","Finance","EO","EO","Heterosexual / straight","1775","1695","26870","26670"
"In post","2022","Finance","EO","EO","LGBO","80","75","26450","26670"
"In post","2022","Finance","EO","EO","Undeclared","265","255","27170","26820"
"In post","2022","Finance","EO","EO","Unknown","250","240","27320","26670"
"In post","2022","Finance","G6/G7","G6","Heterosexual / straight","585","575","67730","67220"
"In post","2022","Finance","G6/G7","G6","LGBO","30","30","[c]","[c]"
"In post","2022","Finance","G6/G7","G6","Undeclared","80","75","68280","67490"
"In post","2022","Finance","G6/G7","G6","Unknown","95","90","69670","68700"
"In post","2022","Finance","G6/G7","G7","Heterosexual / straight","1440","1405","55270","54760"
"In post","2022","Finance","G6/G7","G7","LGBO","70","70","54540","54160"
"In post","2022","Finance","G6/G7","G7","Undeclared","225","220","55280","54540"
"In post","2022","Finance","G6/G7","G7","Unknown","215","205","55340","54590"
"In post","2022","Finance","SCS level","SCS level","Heterosexual / straight","260","260","88420","80680"
"In post","2022","Finance","SCS level","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Finance","SCS level","SCS level","Undeclared","30","30","87880","77820"
"In post","2022","Finance","SCS level","SCS level","Unknown","30","25","[c]","[c]"
"In post","2022","Finance","SEO/HEO","HEO","Heterosexual / straight","2230","2155","33660","33300"
"In post","2022","Finance","SEO/HEO","HEO","LGBO","90","90","32970","33000"
"In post","2022","Finance","SEO/HEO","HEO","Undeclared","320","310","34090","33300"
"In post","2022","Finance","SEO/HEO","HEO","Unknown","335","325","33840","33300"
"In post","2022","Finance","SEO/HEO","SEO","Heterosexual / straight","2090","2020","41460","40580"
"In post","2022","Finance","SEO/HEO","SEO","LGBO","85","85","40660","40580"
"In post","2022","Finance","SEO/HEO","SEO","Undeclared","285","275","42300","40800"
"In post","2022","Finance","SEO/HEO","SEO","Unknown","385","370","41270","40580"
"In post","2022","Finance","Unknown","Unknown","Heterosexual / straight","65","65","50290","44130"
"In post","2022","Finance","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","AO","Heterosexual / straight","40","40","20660","20420"
"In post","2022","Geography","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","AA/AO","AO","Unknown","25","25","[c]","[c]"
"In post","2022","Geography","EO","EO","Heterosexual / straight","90","80","27540","26740"
"In post","2022","Geography","EO","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Geography","EO","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Geography","EO","EO","Unknown","45","40","27650","26740"
"In post","2022","Geography","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Geography","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","HEO","Heterosexual / straight","135","125","33450","33290"
"In post","2022","Geography","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Geography","SEO/HEO","HEO","Unknown","35","35","33450","33290"
"In post","2022","Geography","SEO/HEO","SEO","Heterosexual / straight","40","40","42500","42510"
"In post","2022","Geography","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Geography","SEO/HEO","SEO","Unknown","15","15","[c]","[c]"
"In post","2022","Human Resources","AA/AO","AA","Heterosexual / straight","40","40","20140","19810"
"In post","2022","Human Resources","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","AA/AO","AA","Undeclared","10","10","[c]","[c]"
"In post","2022","Human Resources","AA/AO","AA","Unknown","15","10","[c]","[c]"
"In post","2022","Human Resources","AA/AO","AO","Heterosexual / straight","870","795","22100","21380"
"In post","2022","Human Resources","AA/AO","AO","LGBO","45","45","21850","21390"
"In post","2022","Human Resources","AA/AO","AO","Undeclared","115","105","21970","21390"
"In post","2022","Human Resources","AA/AO","AO","Unknown","130","120","22100","21290"
"In post","2022","Human Resources","EO","EO","Heterosexual / straight","1230","1145","27420","26930"
"In post","2022","Human Resources","EO","EO","LGBO","95","90","27030","27130"
"In post","2022","Human Resources","EO","EO","Undeclared","175","165","27750","27270"
"In post","2022","Human Resources","EO","EO","Unknown","235","220","27090","26820"
"In post","2022","Human Resources","G6/G7","G6","Heterosexual / straight","475","465","67160","66690"
"In post","2022","Human Resources","G6/G7","G6","LGBO","40","40","66200","66230"
"In post","2022","Human Resources","G6/G7","G6","Undeclared","30","30","[c]","[c]"
"In post","2022","Human Resources","G6/G7","G6","Unknown","55","55","67040","66440"
"In post","2022","Human Resources","G6/G7","G7","Heterosexual / straight","1180","1140","54340","54330"
"In post","2022","Human Resources","G6/G7","G7","LGBO","85","85","54510","54070"
"In post","2022","Human Resources","G6/G7","G7","Undeclared","85","85","55320","55210"
"In post","2022","Human Resources","G6/G7","G7","Unknown","145","140","54120","54170"
"In post","2022","Human Resources","SCS level","SCS level","Heterosexual / straight","180","175","87440","80000"
"In post","2022","Human Resources","SCS level","SCS level","LGBO","15","15","[c]","[c]"
"In post","2022","Human Resources","SCS level","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2022","Human Resources","SCS level","SCS level","Unknown","20","20","[c]","[c]"
"In post","2022","Human Resources","SEO/HEO","HEO","Heterosexual / straight","1925","1835","33390","33170"
"In post","2022","Human Resources","SEO/HEO","HEO","LGBO","140","140","32990","32390"
"In post","2022","Human Resources","SEO/HEO","HEO","Undeclared","175","170","33690","33300"
"In post","2022","Human Resources","SEO/HEO","HEO","Unknown","270","255","33020","32780"
"In post","2022","Human Resources","SEO/HEO","SEO","Heterosexual / straight","1395","1330","41120","40580"
"In post","2022","Human Resources","SEO/HEO","SEO","LGBO","80","75","41350","40530"
"In post","2022","Human Resources","SEO/HEO","SEO","Undeclared","135","130","41820","41100"
"In post","2022","Human Resources","SEO/HEO","SEO","Unknown","165","160","40220","40520"
"In post","2022","Human Resources","Unknown","Unknown","Heterosexual / straight","35","35","44190","46040"
"In post","2022","Human Resources","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","G6","Heterosexual / straight","140","135","80960","85550"
"In post","2022","Inspector of Education and Training","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","G6","Unknown","10","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","G7","Heterosexual / straight","325","320","73030","75500"
"In post","2022","Inspector of Education and Training","G6/G7","G7","LGBO","30","30","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Inspector of Education and Training","G6/G7","G7","Unknown","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS level","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","SEO","Heterosexual / straight","335","325","50310","51360"
"In post","2022","Inspector of Education and Training","SEO/HEO","SEO","LGBO","15","15","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","SEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Inspector of Education and Training","SEO/HEO","SEO","Unknown","20","20","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","AO","Heterosexual / straight","90","80","23380","21810"
"In post","2022","Intelligence Analysis","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","AA/AO","AO","Unknown","10","10","[c]","[c]"
"In post","2022","Intelligence Analysis","EO","EO","Heterosexual / straight","1175","1110","27650","27370"
"In post","2022","Intelligence Analysis","EO","EO","LGBO","55","55","27370","27370"
"In post","2022","Intelligence Analysis","EO","EO","Undeclared","190","180","28020","27370"
"In post","2022","Intelligence Analysis","EO","EO","Unknown","160","155","27810","27370"
"In post","2022","Intelligence Analysis","G6/G7","G6","Heterosexual / straight","35","35","68720","68500"
"In post","2022","Intelligence Analysis","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","G7","Heterosexual / straight","135","135","57350","57400"
"In post","2022","Intelligence Analysis","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2022","Intelligence Analysis","G6/G7","G7","Undeclared","35","35","57790","57810"
"In post","2022","Intelligence Analysis","G6/G7","G7","Unknown","15","10","[c]","[c]"
