"Status","Year","Age","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Northumberland, and Tyne and Wear","Outside London","Female","295","205","24160","22080"
"In post","2022","65+","Northumberland, and Tyne and Wear","Outside London","Male","200","150","27330","22080"
"In post","2022","65+","Outer London - East and North East","London","Female","80","60","27800","25750"
"In post","2022","65+","Outer London - East and North East","London","Male","60","45","32940","30780"
"In post","2022","65+","Outer London - South","London","Female","215","170","30390","26670"
"In post","2022","65+","Outer London - South","London","Male","180","150","35520","31060"
"In post","2022","65+","Outer London - West and North West","London","Female","195","145","30970","27010"
"In post","2022","65+","Outer London - West and North West","London","Male","235","185","33550","30500"
"In post","2022","65+","Overseas","Overseas","Female","10","5","[c]","[c]"
"In post","2022","65+","Overseas","Overseas","Male","20","20","[c]","[c]"
"In post","2022","65+","Shropshire and Staffordshire","Outside London","Female","95","70","26690","23960"
"In post","2022","65+","Shropshire and Staffordshire","Outside London","Male","165","130","32520","27570"
"In post","2022","65+","South Yorkshire","Outside London","Female","105","75","25600","22170"
"In post","2022","65+","South Yorkshire","Outside London","Male","100","75","29750","27380"
"In post","2022","65+","Southern Scotland","Outside London","Female","85","60","25510","23230"
"In post","2022","65+","Southern Scotland","Outside London","Male","80","60","28230","26780"
"In post","2022","65+","Surrey, East and West Sussex","Outside London","Female","175","135","27950","27060"
"In post","2022","65+","Surrey, East and West Sussex","Outside London","Male","200","155","30490","27570"
"In post","2022","65+","Tees Valley and Durham","Outside London","Female","105","70","25710","22080"
"In post","2022","65+","Tees Valley and Durham","Outside London","Male","110","80","26570","22870"
"In post","2022","65+","Unknown","Unknown","Female","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Unknown","Male","35","35","36280","32570"
"In post","2022","65+","West Central Scotland","Outside London","Female","200","140","25460","22080"
"In post","2022","65+","West Central Scotland","Outside London","Male","220","160","31150","27230"
"In post","2022","65+","West Midlands","Outside London","Female","210","150","28020","26120"
"In post","2022","65+","West Midlands","Outside London","Male","185","140","30290","27570"
"In post","2022","65+","West Wales and The Valleys","Outside London","Female","285","190","25820","21840"
"In post","2022","65+","West Wales and The Valleys","Outside London","Male","185","140","30990","26750"
"In post","2022","65+","West Yorkshire","Outside London","Female","140","100","27770","27320"
"In post","2022","65+","West Yorkshire","Outside London","Male","145","110","32810","27570"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Cornwall and Isles of Scilly","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","East Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Greater Manchester","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Greater Manchester","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","North Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Northumberland, and Tyne and Wear","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Surrey, East and West Sussex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Surrey, East and West Sussex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Central Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Central Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","West Midlands","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Bedfordshire and Hertfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cheshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cumbria","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Cumbria","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Derbyshire and Nottinghamshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Derbyshire and Nottinghamshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Devon","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Devon","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Dorset and Somerset","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Dorset and Somerset","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Anglia","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Anglia","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Wales","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Eastern Scotland","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Greater Manchester","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Greater Manchester","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Hampshire and Isle of Wight","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Hampshire and Isle of Wight","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Inner London - East","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Inner London - East","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Inner London - West","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Inner London - West","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Kent","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Lancashire","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Lancashire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Merseyside","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Merseyside","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Northumberland, and Tyne and Wear","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Northumberland, and Tyne and Wear","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - South","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - South","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outer London - West and North West","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South Yorkshire","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South Yorkshire","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Southern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Southern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Surrey, East and West Sussex","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Surrey, East and West Sussex","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Tees Valley and Durham","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Tees Valley and Durham","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Central Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Central Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Wales and The Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Wales and The Valleys","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Yorkshire","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Yorkshire","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Bedfordshire and Hertfordshire","Outside London","Female","90","[c]","25930","26080"
"Leaver CS","2022","20-29","Bedfordshire and Hertfordshire","Outside London","Male","55","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","170","[c]","24340","24590"
"Leaver CS","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","130","[c]","26660","27570"
"Leaver CS","2022","20-29","Cheshire","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cheshire","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cornwall and Isles of Scilly","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cornwall and Isles of Scilly","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cumbria","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Cumbria","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Derbyshire and Nottinghamshire","Outside London","Female","110","[c]","22830","21260"
"Leaver CS","2022","20-29","Derbyshire and Nottinghamshire","Outside London","Male","120","[c]","24160","25000"
"Leaver CS","2022","20-29","Devon","Outside London","Female","75","[c]","23260","21260"
"Leaver CS","2022","20-29","Devon","Outside London","Male","95","[c]","24230","21260"
"Leaver CS","2022","20-29","Dorset and Somerset","Outside London","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Dorset and Somerset","Outside London","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Anglia","Outside London","Female","145","[c]","24730","22140"
"Leaver CS","2022","20-29","East Anglia","Outside London","Male","140","[c]","23970","23540"
"Leaver CS","2022","20-29","East Wales","Outside London","Female","190","[c]","23420","21260"
"Leaver CS","2022","20-29","East Wales","Outside London","Male","240","[c]","25570","23630"
"Leaver CS","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Yorkshire and Northern Lincolnshire","Outside London","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Eastern Scotland","Outside London","Female","175","[c]","26360","23230"
"Leaver CS","2022","20-29","Eastern Scotland","Outside London","Male","135","[c]","24600","22140"
"Leaver CS","2022","20-29","Essex","Outside London","Female","75","[c]","26860","27820"
"Leaver CS","2022","20-29","Essex","Outside London","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","340","[c]","24220","23140"
"Leaver CS","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","390","[c]","25830","25750"
"Leaver CS","2022","20-29","Greater Manchester","Outside London","Female","210","[c]","23510","21260"
"Leaver CS","2022","20-29","Greater Manchester","Outside London","Male","210","[c]","27250","24880"
"Leaver CS","2022","20-29","Hampshire and Isle of Wight","Outside London","Female","140","[c]","24530","23050"
"Leaver CS","2022","20-29","Hampshire and Isle of Wight","Outside London","Male","130","[c]","25650","24880"
"Leaver CS","2022","20-29","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","65","[c]","21470","21010"
"Leaver CS","2022","20-29","Highlands and Islands","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Highlands and Islands","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Inner London - East","London","Female","400","[c]","30040","28970"
"Leaver CS","2022","20-29","Inner London - East","London","Male","240","[c]","30950","31060"
"Leaver CS","2022","20-29","Inner London - West","London","Female","1075","[c]","31650","29250"
"Leaver CS","2022","20-29","Inner London - West","London","Male","815","[c]","33260","32000"
"Leaver CS","2022","20-29","Kent","Outside London","Female","90","[c]","23260","22830"
"Leaver CS","2022","20-29","Kent","Outside London","Male","90","[c]","25200","24250"
"Leaver CS","2022","20-29","Lancashire","Outside London","Female","110","[c]","22810","21260"
"Leaver CS","2022","20-29","Lancashire","Outside London","Male","135","[c]","23340","21260"
"Leaver CS","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Female","130","[c]","22070","20970"
"Leaver CS","2022","20-29","Leicestershire, Rutland and Northamptonshire","Outside London","Male","95","[c]","23130","21260"
"Leaver CS","2022","20-29","Lincolnshire","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Lincolnshire","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Merseyside","Outside London","Female","135","[c]","23380","21940"
"Leaver CS","2022","20-29","Merseyside","Outside London","Male","105","[c]","23150","21680"
"Leaver CS","2022","20-29","North Eastern Scotland","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North Eastern Scotland","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North Yorkshire","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North Yorkshire","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northumberland, and Tyne and Wear","Outside London","Female","190","[c]","23010","21260"
"Leaver CS","2022","20-29","Northumberland, and Tyne and Wear","Outside London","Male","180","[c]","23610","21260"
"Leaver CS","2022","20-29","Outer London - East and North East","London","Female","80","[c]","28720","31060"
"Leaver CS","2022","20-29","Outer London - East and North East","London","Male","50","[c]","29020","31060"
"Leaver CS","2022","20-29","Outer London - South","London","Female","100","[c]","29140","28660"
"Leaver CS","2022","20-29","Outer London - South","London","Male","75","[c]","30630","29140"
"Leaver CS","2022","20-29","Outer London - West and North West","London","Female","155","[c]","27580","28310"
"Leaver CS","2022","20-29","Outer London - West and North West","London","Male","85","[c]","27900","28670"
"Leaver CS","2022","20-29","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Shropshire and Staffordshire","Outside London","Female","95","[c]","23740","21260"
"Leaver CS","2022","20-29","Shropshire and Staffordshire","Outside London","Male","80","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South Yorkshire","Outside London","Female","95","[c]","23960","21430"
"Leaver CS","2022","20-29","South Yorkshire","Outside London","Male","80","[c]","24980","21680"
"Leaver CS","2022","20-29","Southern Scotland","Outside London","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Southern Scotland","Outside London","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Surrey, East and West Sussex","Outside London","Female","130","[c]","24620","24370"
"Leaver CS","2022","20-29","Surrey, East and West Sussex","Outside London","Male","105","[c]","23910","23680"
"Leaver CS","2022","20-29","Tees Valley and Durham","Outside London","Female","55","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Tees Valley and Durham","Outside London","Male","75","[c]","23270","22010"
"Leaver CS","2022","20-29","Unknown","Unknown","Female","165","[c]","22740","21590"
"Leaver CS","2022","20-29","Unknown","Unknown","Male","140","[c]","26960","23870"
"Leaver CS","2022","20-29","West Central Scotland","Outside London","Female","115","[c]","25020","23980"
"Leaver CS","2022","20-29","West Central Scotland","Outside London","Male","115","[c]","25670","24610"
"Leaver CS","2022","20-29","West Midlands","Outside London","Female","225","[c]","24950","23620"
"Leaver CS","2022","20-29","West Midlands","Outside London","Male","145","[c]","25800","23320"
"Leaver CS","2022","20-29","West Wales and The Valleys","Outside London","Female","85","[c]","22800","21260"
"Leaver CS","2022","20-29","West Wales and The Valleys","Outside London","Male","40","[c]","23900","21300"
"Leaver CS","2022","20-29","West Yorkshire","Outside London","Female","255","[c]","23680","21260"
"Leaver CS","2022","20-29","West Yorkshire","Outside London","Male","225","[c]","24790","21840"
"Leaver CS","2022","30-39","Bedfordshire and Hertfordshire","Outside London","Female","70","[c]","32010","29290"
"Leaver CS","2022","30-39","Bedfordshire and Hertfordshire","Outside London","Male","60","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","110","[c]","28820","27570"
"Leaver CS","2022","30-39","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","145","[c]","31740","27680"
"Leaver CS","2022","30-39","Cheshire","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cheshire","Outside London","Male","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cornwall and Isles of Scilly","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cornwall and Isles of Scilly","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cumbria","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Cumbria","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Derbyshire and Nottinghamshire","Outside London","Female","115","[c]","28300","27570"
"Leaver CS","2022","30-39","Derbyshire and Nottinghamshire","Outside London","Male","70","[c]","30920","25120"
"Leaver CS","2022","30-39","Devon","Outside London","Female","65","[c]","26820","25290"
"Leaver CS","2022","30-39","Devon","Outside London","Male","55","[c]","31660","31740"
"Leaver CS","2022","30-39","Dorset and Somerset","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Dorset and Somerset","Outside London","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Anglia","Outside London","Female","135","[c]","30130","27570"
"Leaver CS","2022","30-39","East Anglia","Outside London","Male","130","[c]","29250","27570"
"Leaver CS","2022","30-39","East Wales","Outside London","Female","125","[c]","29350","25240"
"Leaver CS","2022","30-39","East Wales","Outside London","Male","160","[c]","32760","30270"
"Leaver CS","2022","30-39","East Yorkshire and Northern Lincolnshire","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Yorkshire and Northern Lincolnshire","Outside London","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Eastern Scotland","Outside London","Female","125","[c]","31220","27570"
"Leaver CS","2022","30-39","Eastern Scotland","Outside London","Male","115","[c]","31080","28990"
"Leaver CS","2022","30-39","Essex","Outside London","Female","55","[c]","29680","29290"
"Leaver CS","2022","30-39","Essex","Outside London","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","250","[c]","32500","30000"
"Leaver CS","2022","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","250","[c]","35620","35670"
"Leaver CS","2022","30-39","Greater Manchester","Outside London","Female","120","[c]","30330","27570"
"Leaver CS","2022","30-39","Greater Manchester","Outside London","Male","160","[c]","33330","27570"
"Leaver CS","2022","30-39","Hampshire and Isle of Wight","Outside London","Female","100","[c]","29470","27570"
"Leaver CS","2022","30-39","Hampshire and Isle of Wight","Outside London","Male","100","[c]","32290","29250"
"Leaver CS","2022","30-39","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Highlands and Islands","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Highlands and Islands","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Inner London - East","London","Female","400","[c]","40730","37830"
"Leaver CS","2022","30-39","Inner London - East","London","Male","235","[c]","44240","40070"
"Leaver CS","2022","30-39","Inner London - West","London","Female","590","[c]","44800","41750"
"Leaver CS","2022","30-39","Inner London - West","London","Male","560","[c]","47760","49390"
"Leaver CS","2022","30-39","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Kent","Outside London","Female","70","[c]","27830","26470"
"Leaver CS","2022","30-39","Kent","Outside London","Male","70","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Lancashire","Outside London","Female","70","[c]","25250","21260"
"Leaver CS","2022","30-39","Lancashire","Outside London","Male","90","[c]","23990","21260"
"Leaver CS","2022","30-39","Leicestershire, Rutland and Northamptonshire","Outside London","Female","90","[c]","25050","22600"
"Leaver CS","2022","30-39","Leicestershire, Rutland and Northamptonshire","Outside London","Male","75","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Lincolnshire","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Lincolnshire","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Merseyside","Outside London","Female","105","[c]","26910","25040"
"Leaver CS","2022","30-39","Merseyside","Outside London","Male","95","[c]","25400","24880"
"Leaver CS","2022","30-39","North Eastern Scotland","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North Eastern Scotland","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North Yorkshire","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","North Yorkshire","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northern Ireland","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Northumberland, and Tyne and Wear","Outside London","Female","140","[c]","28480","23950"
"Leaver CS","2022","30-39","Northumberland, and Tyne and Wear","Outside London","Male","130","[c]","31910","27570"
"Leaver CS","2022","30-39","Outer London - East and North East","London","Female","45","[c]","29190","31060"
"Leaver CS","2022","30-39","Outer London - East and North East","London","Male","50","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Outer London - South","London","Female","65","[c]","35640","31060"
"Leaver CS","2022","30-39","Outer London - South","London","Male","65","[c]","38160","34940"
"Leaver CS","2022","30-39","Outer London - West and North West","London","Female","100","[c]","32590","31060"
"Leaver CS","2022","30-39","Outer London - West and North West","London","Male","70","[c]","31330","31060"
"Leaver CS","2022","30-39","Overseas","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Shropshire and Staffordshire","Outside London","Female","70","[c]","25520","21340"
"Leaver CS","2022","30-39","Shropshire and Staffordshire","Outside London","Male","75","[c]","[c]","[c]"
"Leaver CS","2022","30-39","South Yorkshire","Outside London","Female","50","[c]","31120","26950"
"Leaver CS","2022","30-39","South Yorkshire","Outside London","Male","85","[c]","34330","27570"
"Leaver CS","2022","30-39","Southern Scotland","Outside London","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Southern Scotland","Outside London","Male","50","[c]","32900","30540"
"Leaver CS","2022","30-39","Surrey, East and West Sussex","Outside London","Female","80","[c]","32130","27570"
"Leaver CS","2022","30-39","Surrey, East and West Sussex","Outside London","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Tees Valley and Durham","Outside London","Female","50","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Tees Valley and Durham","Outside London","Male","65","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","Female","150","[c]","28370","21840"
"Leaver CS","2022","30-39","Unknown","Unknown","Male","145","[c]","33170","30730"
"Leaver CS","2022","30-39","West Central Scotland","Outside London","Female","75","[c]","28390","25050"
