"Status","Year","Disability","Ethnicity","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northumberland, and Tyne and Wear","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northumberland, and Tyne and Wear","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - East and North East","Female","65","55","29810","31060"
"In post","2022","Declared disabled","Asian","Outer London - East and North East","Male","35","30","30760","31060"
"In post","2022","Declared disabled","Asian","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - South","Female","115","100","32750","30600"
"In post","2022","Declared disabled","Asian","Outer London - South","Male","55","55","36830","32660"
"In post","2022","Declared disabled","Asian","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Outer London - West and North West","Female","155","135","31350","31060"
"In post","2022","Declared disabled","Asian","Outer London - West and North West","Male","90","80","32390","30180"
"In post","2022","Declared disabled","Asian","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Shropshire and Staffordshire","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Shropshire and Staffordshire","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","South Yorkshire","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","South Yorkshire","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Surrey, East and West Sussex","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Surrey, East and West Sussex","Male","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tees Valley and Durham","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tees Valley and Durham","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Central Scotland","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Central Scotland","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Midlands","Female","250","225","27940","27570"
"In post","2022","Declared disabled","Asian","West Midlands","Male","185","180","28780","27570"
"In post","2022","Declared disabled","Asian","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Wales and The Valleys","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","West Yorkshire","Female","95","85","28000","27570"
"In post","2022","Declared disabled","Asian","West Yorkshire","Male","95","90","29520","27570"
"In post","2022","Declared disabled","Asian","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Bedfordshire and Hertfordshire","Female","30","30","30640","29290"
"In post","2022","Declared disabled","Black","Bedfordshire and Hertfordshire","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Derbyshire and Nottinghamshire","Female","40","35","29090","27570"
"In post","2022","Declared disabled","Black","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","East Anglia","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","East Anglia","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Black","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","East Wales","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","East Wales","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Essex","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Female","30","25","31720","27570"
"In post","2022","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Greater Manchester","Female","35","35","27770","26360"
"In post","2022","Declared disabled","Black","Greater Manchester","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Hampshire and Isle of Wight","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inner London - East","Female","255","235","32680","31060"
"In post","2022","Declared disabled","Black","Inner London - East","Male","90","90","33690","31070"
"In post","2022","Declared disabled","Black","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Inner London - West","Female","425","405","36680","32940"
"In post","2022","Declared disabled","Black","Inner London - West","Male","145","140","37630","34880"
"In post","2022","Declared disabled","Black","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Kent","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Kent","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Merseyside","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northumberland, and Tyne and Wear","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Northumberland, and Tyne and Wear","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Outer London - East and North East","Female","90","85","31840","31060"
"In post","2022","Declared disabled","Black","Outer London - East and North East","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Outer London - South","Female","165","155","33170","31060"
"In post","2022","Declared disabled","Black","Outer London - South","Male","50","50","36680","32220"
"In post","2022","Declared disabled","Black","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Outer London - West and North West","Female","80","75","31670","31060"
"In post","2022","Declared disabled","Black","Outer London - West and North West","Male","30","30","31010","28870"
"In post","2022","Declared disabled","Black","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Shropshire and Staffordshire","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Shropshire and Staffordshire","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","South Yorkshire","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","South Yorkshire","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Surrey, East and West Sussex","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Surrey, East and West Sussex","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Midlands","Female","140","120","28370","27570"
"In post","2022","Declared disabled","Black","West Midlands","Male","35","35","30710","28170"
"In post","2022","Declared disabled","Black","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","West Yorkshire","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Black","West Yorkshire","Male","15","10","[c]","[c]"
"In post","2022","Declared disabled","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Bedfordshire and Hertfordshire","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Bedfordshire and Hertfordshire","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cheshire","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Derbyshire and Nottinghamshire","Female","30","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Derbyshire and Nottinghamshire","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Devon","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Devon","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Dorset and Somerset","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Dorset and Somerset","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Anglia","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Anglia","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Wales","Female","40","35","30400","27570"
"In post","2022","Declared disabled","Mixed","East Wales","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Yorkshire and Northern Lincolnshire","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Yorkshire and Northern Lincolnshire","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Eastern Scotland","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Eastern Scotland","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Essex","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Essex","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Essex","Unknown","[c]","[c]","[c]","[c]"
