"Status","Year","Age","Ethnicity","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","16-19","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","AA/AO","Heterosexual / straight","1695","1615","22200","21260"
"In post","2022","20-29","Asian","AA/AO","LGBO","40","35","23480","21250"
"In post","2022","20-29","Asian","AA/AO","Undeclared","60","55","21400","21250"
"In post","2022","20-29","Asian","AA/AO","Unknown","70","70","21520","21250"
"In post","2022","20-29","Asian","EO","Heterosexual / straight","2320","2295","28010","27570"
"In post","2022","20-29","Asian","EO","LGBO","50","50","27490","27420"
"In post","2022","20-29","Asian","EO","Undeclared","65","65","27980","27570"
"In post","2022","20-29","Asian","EO","Unknown","95","95","27420","27200"
"In post","2022","20-29","Asian","G6/G7","Heterosexual / straight","290","285","54980","54110"
"In post","2022","20-29","Asian","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Asian","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Asian","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Asian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","SEO/HEO","Heterosexual / straight","1765","1755","35320","34260"
"In post","2022","20-29","Asian","SEO/HEO","LGBO","75","75","35780","34710"
"In post","2022","20-29","Asian","SEO/HEO","Undeclared","75","75","35630","34320"
"In post","2022","20-29","Asian","SEO/HEO","Unknown","90","90","35550","36500"
"In post","2022","20-29","Asian","Unknown","Heterosexual / straight","150","145","25560","24090"
"In post","2022","20-29","Asian","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","AA/AO","Heterosexual / straight","475","460","24210","23720"
"In post","2022","20-29","Black","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Black","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Black","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Black","EO","Heterosexual / straight","865","855","28800","28650"
"In post","2022","20-29","Black","EO","LGBO","40","40","28550","28310"
"In post","2022","20-29","Black","EO","Undeclared","35","35","28420","27570"
"In post","2022","20-29","Black","EO","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Black","G6/G7","Heterosexual / straight","85","85","54960","53420"
"In post","2022","20-29","Black","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","SEO/HEO","Heterosexual / straight","560","555","35550","34550"
"In post","2022","20-29","Black","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Black","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","20-29","Black","SEO/HEO","Unknown","30","30","35090","36290"
"In post","2022","20-29","Black","Unknown","Heterosexual / straight","140","140","26880","27060"
"In post","2022","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","AA/AO","Heterosexual / straight","500","485","23570","21840"
"In post","2022","20-29","Mixed","AA/AO","LGBO","80","80","23350","21450"
"In post","2022","20-29","Mixed","AA/AO","Undeclared","40","40","23630","22240"
"In post","2022","20-29","Mixed","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","EO","Heterosexual / straight","545","535","27940","27570"
"In post","2022","20-29","Mixed","EO","LGBO","75","75","27630","27570"
"In post","2022","20-29","Mixed","EO","Undeclared","45","40","28150","27570"
"In post","2022","20-29","Mixed","EO","Unknown","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","G6/G7","Heterosexual / straight","150","150","54780","53420"
"In post","2022","20-29","Mixed","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","20-29","Mixed","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","SEO/HEO","Heterosexual / straight","605","605","35240","34260"
"In post","2022","20-29","Mixed","SEO/HEO","LGBO","105","105","35630","34550"
"In post","2022","20-29","Mixed","SEO/HEO","Undeclared","55","55","35740","35050"
"In post","2022","20-29","Mixed","SEO/HEO","Unknown","40","40","33380","33220"
"In post","2022","20-29","Mixed","Unknown","Heterosexual / straight","95","90","25910","24270"
"In post","2022","20-29","Mixed","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","AA/AO","Heterosexual / straight","100","95","23890","23140"
"In post","2022","20-29","Other ethnicity","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","EO","Heterosexual / straight","145","145","28280","27620"
"In post","2022","20-29","Other ethnicity","EO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","EO","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","20-29","Other ethnicity","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","SEO/HEO","Heterosexual / straight","130","125","36180","35290"
"In post","2022","20-29","Other ethnicity","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","AA/AO","Heterosexual / straight","90","85","22880","21840"
"In post","2022","20-29","Undeclared","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","AA/AO","Undeclared","205","200","23670","21820"
"In post","2022","20-29","Undeclared","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","EO","Heterosexual / straight","90","90","28260","27570"
"In post","2022","20-29","Undeclared","EO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","EO","Undeclared","250","250","28080","27570"
"In post","2022","20-29","Undeclared","EO","Unknown","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","G6/G7","Undeclared","75","75","55230","54570"
"In post","2022","20-29","Undeclared","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","SEO/HEO","Heterosexual / straight","70","70","35900","34780"
"In post","2022","20-29","Undeclared","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","SEO/HEO","Undeclared","340","340","35750","34550"
"In post","2022","20-29","Undeclared","SEO/HEO","Unknown","70","65","34920","35440"
"In post","2022","20-29","Undeclared","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Undeclared","35","35","27790","27540"
"In post","2022","20-29","Unknown","AA/AO","Heterosexual / straight","175","170","24240","23140"
"In post","2022","20-29","Unknown","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","AA/AO","Undeclared","65","65","24530","23170"
"In post","2022","20-29","Unknown","AA/AO","Unknown","7460","7260","22740","21300"
"In post","2022","20-29","Unknown","EO","Heterosexual / straight","140","140","28120","27570"
"In post","2022","20-29","Unknown","EO","LGBO","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","EO","Undeclared","135","135","26900","27270"
"In post","2022","20-29","Unknown","EO","Unknown","4620","4580","27220","26820"
"In post","2022","20-29","Unknown","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","G6/G7","Undeclared","130","130","54790","53360"
"In post","2022","20-29","Unknown","G6/G7","Unknown","885","885","56000","54700"
"In post","2022","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","SCS level","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","Heterosexual / straight","135","135","34660","33300"
"In post","2022","20-29","Unknown","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","SEO/HEO","Undeclared","265","265","34700","32790"
"In post","2022","20-29","Unknown","SEO/HEO","Unknown","5970","5950","33850","33080"
"In post","2022","20-29","Unknown","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","Unknown","1180","1155","25720","24090"
"In post","2022","20-29","White","AA/AO","Heterosexual / straight","12360","12075","22970","21680"
"In post","2022","20-29","White","AA/AO","LGBO","1835","1805","22670","21260"
"In post","2022","20-29","White","AA/AO","Undeclared","665","645","22660","21260"
"In post","2022","20-29","White","AA/AO","Unknown","515","495","22060","21260"
"In post","2022","20-29","White","EO","Heterosexual / straight","10845","10730","27120","27130"
"In post","2022","20-29","White","EO","LGBO","1505","1495","27240","27540"
"In post","2022","20-29","White","EO","Undeclared","640","630","27110","27230"
"In post","2022","20-29","White","EO","Unknown","510","505","26880","27130"
"In post","2022","20-29","White","G6/G7","Heterosexual / straight","2510","2500","54630","53420"
"In post","2022","20-29","White","G6/G7","LGBO","465","465","54730","53420"
"In post","2022","20-29","White","G6/G7","Undeclared","180","180","55200","53750"
"In post","2022","20-29","White","G6/G7","Unknown","70","70","52540","52830"
"In post","2022","20-29","White","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","20-29","White","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","SEO/HEO","Heterosexual / straight","11600","11545","34950","33570"
"In post","2022","20-29","White","SEO/HEO","LGBO","1835","1820","35000","33650"
"In post","2022","20-29","White","SEO/HEO","Undeclared","835","835","34950","33570"
"In post","2022","20-29","White","SEO/HEO","Unknown","780","775","33400","33080"
"In post","2022","20-29","White","Unknown","Heterosexual / straight","2180","2150","26220","24270"
"In post","2022","20-29","White","Unknown","LGBO","275","275","24940","23170"
"In post","2022","20-29","White","Unknown","Undeclared","90","90","25830","24090"
"In post","2022","20-29","White","Unknown","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Asian","AA/AO","Heterosexual / straight","1665","1485","22530","21260"
"In post","2022","30-39","Asian","AA/AO","LGBO","35","30","22890","21280"
"In post","2022","30-39","Asian","AA/AO","Undeclared","105","95","22210","21260"
"In post","2022","30-39","Asian","AA/AO","Unknown","155","130","21870","21260"
"In post","2022","30-39","Asian","EO","Heterosexual / straight","2465","2345","28020","27570"
"In post","2022","30-39","Asian","EO","LGBO","40","40","27600","27570"
"In post","2022","30-39","Asian","EO","Undeclared","110","100","27760","27570"
"In post","2022","30-39","Asian","EO","Unknown","170","155","28010","27570"
"In post","2022","30-39","Asian","G6/G7","Heterosexual / straight","1145","1125","57880","55210"
"In post","2022","30-39","Asian","G6/G7","LGBO","40","40","55730","53730"
"In post","2022","30-39","Asian","G6/G7","Undeclared","60","55","56700","55140"
"In post","2022","30-39","Asian","G6/G7","Unknown","75","70","59520","58800"
"In post","2022","30-39","Asian","SCS level","Heterosexual / straight","50","50","83310","76240"
"In post","2022","30-39","Asian","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","SEO/HEO","Heterosexual / straight","2540","2480","36870","35700"
"In post","2022","30-39","Asian","SEO/HEO","LGBO","60","60","38510","37930"
"In post","2022","30-39","Asian","SEO/HEO","Undeclared","105","100","36860","36650"
"In post","2022","30-39","Asian","SEO/HEO","Unknown","175","170","36740","36280"
"In post","2022","30-39","Asian","Unknown","Heterosexual / straight","205","190","28850","27980"
"In post","2022","30-39","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Black","AA/AO","Heterosexual / straight","670","625","24590","22900"
"In post","2022","30-39","Black","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Black","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Black","AA/AO","Unknown","35","30","24140","21910"
"In post","2022","30-39","Black","EO","Heterosexual / straight","950","920","28770","28670"
"In post","2022","30-39","Black","EO","LGBO","25","25","[c]","[c]"
"In post","2022","30-39","Black","EO","Undeclared","30","30","28750","28870"
"In post","2022","30-39","Black","EO","Unknown","70","60","29520","31020"
"In post","2022","30-39","Black","G6/G7","Heterosexual / straight","325","320","55820","53870"
"In post","2022","30-39","Black","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Black","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Black","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Black","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","SEO/HEO","Heterosexual / straight","990","975","36660","36330"
"In post","2022","30-39","Black","SEO/HEO","LGBO","20","15","[c]","[c]"
"In post","2022","30-39","Black","SEO/HEO","Undeclared","40","40","36790","37770"
"In post","2022","30-39","Black","SEO/HEO","Unknown","45","45","36700","36650"
"In post","2022","30-39","Black","Unknown","Heterosexual / straight","220","215","29960","27980"
"In post","2022","30-39","Black","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","AA/AO","Heterosexual / straight","370","340","23840","21840"
"In post","2022","30-39","Mixed","AA/AO","LGBO","35","30","23130","21640"
"In post","2022","30-39","Mixed","AA/AO","Undeclared","30","25","[c]","[c]"
"In post","2022","30-39","Mixed","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2022","30-39","Mixed","EO","Heterosexual / straight","475","455","28290","27570"
"In post","2022","30-39","Mixed","EO","LGBO","55","50","28440","27570"
"In post","2022","30-39","Mixed","EO","Undeclared","45","40","27880","27570"
"In post","2022","30-39","Mixed","EO","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","G6/G7","Heterosexual / straight","425","410","57620","55620"
"In post","2022","30-39","Mixed","G6/G7","LGBO","60","60","56460","54700"
"In post","2022","30-39","Mixed","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2022","30-39","Mixed","G6/G7","Unknown","30","30","57000","55030"
"In post","2022","30-39","Mixed","SCS level","Heterosexual / straight","35","35","78920","75600"
"In post","2022","30-39","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
