"Status","Year","Disability","Ethnicity","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","London","60","60","45430","40050"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","15","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","North West (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","London","30","30","35980","32560"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","London","30","30","42600","36970"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","West Midlands (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","East Midlands (England)","85","75","24780","27570"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","East of England","55","50","28120","27570"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","London","345","310","31090","31060"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","North East (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","North West (England)","140","125","26090","27570"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","South East (England)","45","40","28060","29050"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","South West (England)","20","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","West Midlands (England)","200","180","25520","27570"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","Yorkshire and The Humber","100","95","27270","27570"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","London","30","30","39680","35700"
"In post","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","South East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","East Midlands (England)","35","35","30370","29950"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","London","135","125","39990","37930"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","North East (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","North West (England)","75","65","29840","26820"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","Scotland","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","South East (England)","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","Wales","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","West Midlands (England)","70","70","33430","33080"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","Yorkshire and The Humber","50","50","28370","26820"
"In post","2022","Declared disabled","Asian","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","East of England","25","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","London","275","245","34950","29950"
"In post","2022","Declared disabled","Asian","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","North West (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","South East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","West Midlands (England)","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","East of England","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","London","35","30","36070","33750"
"In post","2022","Declared disabled","Asian","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","South East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","South West (England)","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","West Midlands (England)","10","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Justice","East Midlands (England)","55","50","26160","23170"
"In post","2022","Declared disabled","Asian","Ministry of Justice","East of England","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Justice","London","185","175","34280","30320"
"In post","2022","Declared disabled","Asian","Ministry of Justice","North East (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Justice","North West (England)","35","35","29220","27170"
"In post","2022","Declared disabled","Asian","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Justice","South East (England)","25","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Justice","South West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Justice","West Midlands (England)","100","95","26020","21490"
"In post","2022","Declared disabled","Asian","Ministry of Justice","Yorkshire and The Humber","30","30","30420","27790"
"In post","2022","Declared disabled","Asian","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
