"Status","Year","Disability","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","HEO","Female","Heterosexual / straight","23665","22345","33480","33300"
"In post","2022","Declared non-disabled","HEO","Female","LGBO","1175","1145","33320","33080"
"In post","2022","Declared non-disabled","HEO","Female","Undeclared","1840","1725","33950","33370"
"In post","2022","Declared non-disabled","HEO","Female","Unknown","2080","1930","33470","33300"
"In post","2022","Declared non-disabled","HEO","Male","Heterosexual / straight","20245","19815","34100","33370"
"In post","2022","Declared non-disabled","HEO","Male","LGBO","1335","1320","33560","33300"
"In post","2022","Declared non-disabled","HEO","Male","Undeclared","1785","1735","34570","33570"
"In post","2022","Declared non-disabled","HEO","Male","Unknown","2060","1990","33470","33370"
"In post","2022","Declared non-disabled","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS level","Female","Heterosexual / straight","2065","1965","87240","80000"
"In post","2022","Declared non-disabled","SCS level","Female","LGBO","80","80","86770","77740"
"In post","2022","Declared non-disabled","SCS level","Female","Undeclared","120","115","84670","79760"
"In post","2022","Declared non-disabled","SCS level","Female","Unknown","105","100","86040","82530"
"In post","2022","Declared non-disabled","SCS level","Male","Heterosexual / straight","2215","2175","91560","83430"
"In post","2022","Declared non-disabled","SCS level","Male","LGBO","195","195","86810","79940"
"In post","2022","Declared non-disabled","SCS level","Male","Undeclared","145","140","92440","83820"
"In post","2022","Declared non-disabled","SCS level","Male","Unknown","160","155","98190","85140"
"In post","2022","Declared non-disabled","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SEO","Female","Heterosexual / straight","16720","15875","41490","40520"
"In post","2022","Declared non-disabled","SEO","Female","LGBO","765","750","41720","40520"
"In post","2022","Declared non-disabled","SEO","Female","Undeclared","1465","1375","41900","40580"
"In post","2022","Declared non-disabled","SEO","Female","Unknown","1365","1270","41110","40180"
"In post","2022","Declared non-disabled","SEO","Male","Heterosexual / straight","15895","15600","42420","40860"
"In post","2022","Declared non-disabled","SEO","Male","LGBO","920","910","41380","40520"
"In post","2022","Declared non-disabled","SEO","Male","Undeclared","1465","1415","42860","41750"
"In post","2022","Declared non-disabled","SEO","Male","Unknown","1645","1590","41760","40300"
"In post","2022","Declared non-disabled","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","SEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Female","Heterosexual / straight","8335","7700","30470","28200"
"In post","2022","Declared non-disabled","Unknown","Female","LGBO","425","410","29440","26310"
"In post","2022","Declared non-disabled","Unknown","Female","Undeclared","455","415","32040","31420"
"In post","2022","Declared non-disabled","Unknown","Female","Unknown","210","180","33210","34340"
"In post","2022","Declared non-disabled","Unknown","Male","Heterosexual / straight","3360","3255","34460","31420"
"In post","2022","Declared non-disabled","Unknown","Male","LGBO","210","205","30660","27060"
"In post","2022","Declared non-disabled","Unknown","Male","Undeclared","240","225","37560","37170"
"In post","2022","Declared non-disabled","Unknown","Male","Unknown","110","105","32990","36090"
"In post","2022","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA","Female","Heterosexual / straight","330","285","20780","20890"
"In post","2022","Undeclared","AA","Female","LGBO","35","35","20940","20890"
"In post","2022","Undeclared","AA","Female","Undeclared","140","115","20320","19810"
"In post","2022","Undeclared","AA","Female","Unknown","145","120","22340","21860"
"In post","2022","Undeclared","AA","Male","Heterosexual / straight","410","385","20980","20890"
"In post","2022","Undeclared","AA","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","AA","Male","Undeclared","230","220","20710","20560"
"In post","2022","Undeclared","AA","Male","Unknown","230","200","22560","21860"
"In post","2022","Undeclared","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AO","Female","Heterosexual / straight","1755","1515","23020","21410"
"In post","2022","Undeclared","AO","Female","LGBO","135","125","23990","21490"
"In post","2022","Undeclared","AO","Female","Undeclared","1020","875","22990","21840"
"In post","2022","Undeclared","AO","Female","Unknown","550","450","25610","23750"
"In post","2022","Undeclared","AO","Male","Heterosexual / straight","1630","1535","26340","24310"
"In post","2022","Undeclared","AO","Male","LGBO","135","130","25540","21680"
"In post","2022","Undeclared","AO","Male","Undeclared","1225","1160","25730","22290"
"In post","2022","Undeclared","AO","Male","Unknown","815","720","30020","31650"
"In post","2022","Undeclared","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","EO","Female","Heterosexual / straight","1700","1545","27850","27570"
"In post","2022","Undeclared","EO","Female","LGBO","150","145","27900","27570"
"In post","2022","Undeclared","EO","Female","Undeclared","1030","930","27980","27570"
"In post","2022","Undeclared","EO","Female","Unknown","390","345","28920","27570"
"In post","2022","Undeclared","EO","Male","Heterosexual / straight","1540","1490","28930","27570"
"In post","2022","Undeclared","EO","Male","LGBO","145","140","28140","27570"
"In post","2022","Undeclared","EO","Male","Undeclared","1470","1405","28870","27570"
"In post","2022","Undeclared","EO","Male","Unknown","435","410","30850","31060"
"In post","2022","Undeclared","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G6","Female","Heterosexual / straight","150","145","66890","65280"
"In post","2022","Undeclared","G6","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","G6","Female","Undeclared","140","135","69000","67910"
"In post","2022","Undeclared","G6","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Undeclared","G6","Male","Heterosexual / straight","175","170","69570","67230"
"In post","2022","Undeclared","G6","Male","LGBO","30","30","[c]","[c]"
"In post","2022","Undeclared","G6","Male","Undeclared","265","260","70330","68720"
"In post","2022","Undeclared","G6","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G7","Female","Heterosexual / straight","465","450","54860","54160"
"In post","2022","Undeclared","G7","Female","LGBO","40","40","54720","53440"
"In post","2022","Undeclared","G7","Female","Undeclared","345","330","55530","55200"
"In post","2022","Undeclared","G7","Female","Unknown","40","40","56580","55070"
"In post","2022","Undeclared","G7","Male","Heterosexual / straight","435","425","56430","54850"
"In post","2022","Undeclared","G7","Male","LGBO","55","55","54740","54160"
"In post","2022","Undeclared","G7","Male","Undeclared","715","700","56450","55210"
"In post","2022","Undeclared","G7","Male","Unknown","55","55","57890","55210"
"In post","2022","Undeclared","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HEO","Female","Heterosexual / straight","1015","970","33520","33300"
"In post","2022","Undeclared","HEO","Female","LGBO","105","105","33480","33080"
"In post","2022","Undeclared","HEO","Female","Undeclared","760","710","33820","33370"
"In post","2022","Undeclared","HEO","Female","Unknown","115","105","35310","34340"
"In post","2022","Undeclared","HEO","Male","Heterosexual / straight","970","945","34690","33570"
"In post","2022","Undeclared","HEO","Male","LGBO","85","85","34060","33370"
"In post","2022","Undeclared","HEO","Male","Undeclared","1260","1220","34580","33630"
"In post","2022","Undeclared","HEO","Male","Unknown","195","190","36510","36720"
"In post","2022","Undeclared","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","Female","Heterosexual / straight","55","55","80410","77420"
"In post","2022","Undeclared","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","SCS level","Female","Undeclared","40","40","83750","80490"
"In post","2022","Undeclared","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","Male","Heterosexual / straight","55","55","96100","91260"
"In post","2022","Undeclared","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","SCS level","Male","Undeclared","80","75","85010","80930"
"In post","2022","Undeclared","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SEO","Female","Heterosexual / straight","660","630","42040","40580"
"In post","2022","Undeclared","SEO","Female","LGBO","60","60","41960","40980"
"In post","2022","Undeclared","SEO","Female","Undeclared","525","500","42010","40600"
"In post","2022","Undeclared","SEO","Female","Unknown","80","75","44060","42200"
"In post","2022","Undeclared","SEO","Male","Heterosexual / straight","710","695","43550","41330"
"In post","2022","Undeclared","SEO","Male","LGBO","60","60","41010","40350"
"In post","2022","Undeclared","SEO","Male","Undeclared","960","935","43040","41660"
"In post","2022","Undeclared","SEO","Male","Unknown","125","120","45560","44480"
"In post","2022","Undeclared","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Female","Heterosexual / straight","355","330","31180","28200"
"In post","2022","Undeclared","Unknown","Female","LGBO","45","40","28690","27060"
"In post","2022","Undeclared","Unknown","Female","Undeclared","170","160","32680","32710"
"In post","2022","Undeclared","Unknown","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Heterosexual / straight","160","155","34240","31420"
"In post","2022","Undeclared","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2022","Undeclared","Unknown","Male","Undeclared","150","145","37240","35160"
"In post","2022","Undeclared","Unknown","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA","Female","Heterosexual / straight","330","270","20700","20080"
"In post","2022","Unknown","AA","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Unknown","AA","Female","Undeclared","30","25","[c]","[c]"
"In post","2022","Unknown","AA","Female","Unknown","1675","1470","20910","20950"
"In post","2022","Unknown","AA","Male","Heterosexual / straight","525","495","20610","19860"
"In post","2022","Unknown","AA","Male","LGBO","15","10","[c]","[c]"
"In post","2022","Unknown","AA","Male","Undeclared","50","50","20090","19810"
"In post","2022","Unknown","AA","Male","Unknown","1565","1495","21010","20890"
"In post","2022","Unknown","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AO","Female","Heterosexual / straight","1940","1715","22690","22080"
"In post","2022","Unknown","AO","Female","LGBO","135","130","23710","22600"
"In post","2022","Unknown","AO","Female","Undeclared","215","190","22670","22080"
"In post","2022","Unknown","AO","Female","Unknown","9140","8220","22660","21680"
"In post","2022","Unknown","AO","Male","Heterosexual / straight","1550","1485","25630","22740"
"In post","2022","Unknown","AO","Male","LGBO","135","130","23780","22080"
"In post","2022","Unknown","AO","Male","Undeclared","195","190","26020","22200"
"In post","2022","Unknown","AO","Male","Unknown","8225","7975","23810","21840"
"In post","2022","Unknown","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Female","Heterosexual / straight","2805","2660","28990","27570"
"In post","2022","Unknown","EO","Female","LGBO","210","205","28960","27570"
"In post","2022","Unknown","EO","Female","Undeclared","405","385","28060","27270"
"In post","2022","Unknown","EO","Female","Unknown","7095","6680","27810","27130"
"In post","2022","Unknown","EO","Male","Heterosexual / straight","2620","2555","30400","29550"
"In post","2022","Unknown","EO","Male","LGBO","180","175","28930","27270"
"In post","2022","Unknown","EO","Male","Undeclared","310","305","29230","27370"
"In post","2022","Unknown","EO","Male","Unknown","7270","7050","28320","27130"
"In post","2022","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
