"Status","Year","Age","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","No function","Female","10","10","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Male","10","10","[c]","[c]"
"In post","2022","16-19","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Male","5","5","[c]","[c]"
"In post","2022","16-19","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Female","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Male","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Female","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","Female","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Male","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Male","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Grants Management","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Grants Management","Male","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","Female","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","Male","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","No function","Female","210","200","22240","21260"
"In post","2022","16-19","Declared non-disabled","No function","Male","185","175","21850","21260"
"In post","2022","16-19","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","Female","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Project Delivery","Male","40","40","19310","18030"
"In post","2022","16-19","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","Male","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Male","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Female","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Male","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","No function","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Communications","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","Female","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","Debt","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Digital, Data & Technology","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Finance","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Human Resources","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Legal","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","No function","Female","140","130","21970","21250"
"In post","2022","16-19","Unknown","No function","Male","125","115","21810","21250"
"In post","2022","16-19","Unknown","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Project Delivery","Male","50","50","17450","17140"
"In post","2022","16-19","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Property","Male","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Security","Male","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Female","55","50","22300","21680"
"In post","2022","16-19","Unknown","Unknown","Male","65","65","20870","21050"
"In post","2022","20-29","Declared disabled","Analysis","Female","120","120","34450","33140"
"In post","2022","20-29","Declared disabled","Analysis","Male","115","110","34590","33370"
"In post","2022","20-29","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","Female","40","40","31980","27630"
"In post","2022","20-29","Declared disabled","Commercial","Male","30","30","[c]","[c]"
"In post","2022","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Communications","Female","65","65","30950","27530"
"In post","2022","20-29","Declared disabled","Communications","Male","40","40","30080","27500"
"In post","2022","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Counter Fraud","Female","85","85","30170","27570"
"In post","2022","20-29","Declared disabled","Counter Fraud","Male","65","65","27310","27500"
"In post","2022","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Debt","Female","45","40","22410","21260"
"In post","2022","20-29","Declared disabled","Debt","Male","35","30","22400","21250"
"In post","2022","20-29","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","Female","100","100","31790","31990"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","Male","110","110","32190","29270"
"In post","2022","20-29","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Finance","Female","40","35","33360","31250"
"In post","2022","20-29","Declared disabled","Finance","Male","50","45","32730","29360"
"In post","2022","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Grants Management","Female","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Grants Management","Male","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Human Resources","Female","125","125","32090","30000"
"In post","2022","20-29","Declared disabled","Human Resources","Male","60","60","31160","28000"
"In post","2022","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","Female","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Legal","Female","70","65","30820","26970"
"In post","2022","20-29","Declared disabled","Legal","Male","35","35","32100","29280"
"In post","2022","20-29","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","No function","Female","2240","2185","28700","27570"
"In post","2022","20-29","Declared disabled","No function","Male","1295","1280","28770","27570"
"In post","2022","20-29","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Project Delivery","Female","160","155","31610","31020"
"In post","2022","20-29","Declared disabled","Project Delivery","Male","145","145","30370","27570"
"In post","2022","20-29","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Female","25","25","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Male","30","30","[c]","[c]"
"In post","2022","20-29","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Security","Female","35","35","30350","28700"
"In post","2022","20-29","Declared disabled","Security","Male","55","55","29540","28700"
"In post","2022","20-29","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Female","340","335","30310","27570"
"In post","2022","20-29","Declared disabled","Unknown","Male","210","210","30670","27230"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Analysis","Female","890","885","35590","33710"
"In post","2022","20-29","Declared non-disabled","Analysis","Male","1005","1000","36530","34000"
"In post","2022","20-29","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Commercial","Female","320","320","33240","32000"
"In post","2022","20-29","Declared non-disabled","Commercial","Male","265","260","32570","32330"
"In post","2022","20-29","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Communications","Female","640","635","31390","27500"
"In post","2022","20-29","Declared non-disabled","Communications","Male","495","495","30630","26820"
"In post","2022","20-29","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Female","655","645","28890","27570"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Male","585","585","29360","27570"
"In post","2022","20-29","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Debt","Female","375","355","22110","21250"
"In post","2022","20-29","Declared non-disabled","Debt","Male","330","325","22370","21250"
"In post","2022","20-29","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","Female","760","750","33880","32730"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","Male","1105","1100","33480","31990"
"In post","2022","20-29","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Finance","Female","515","505","32570","30090"
"In post","2022","20-29","Declared non-disabled","Finance","Male","510","510","32720","30750"
"In post","2022","20-29","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Grants Management","Female","195","190","22390","21300"
"In post","2022","20-29","Declared non-disabled","Grants Management","Male","165","165","22450","21300"
"In post","2022","20-29","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Human Resources","Female","730","720","31080","28740"
"In post","2022","20-29","Declared non-disabled","Human Resources","Male","295","295","31670","29040"
"In post","2022","20-29","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","Female","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","Male","15","15","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Legal","Female","720","710","32460","27230"
"In post","2022","20-29","Declared non-disabled","Legal","Male","330","330","33840","29280"
"In post","2022","20-29","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","No function","Female","17400","17025","28730","27570"
"In post","2022","20-29","Declared non-disabled","No function","Male","12130","12055","29380","27570"
"In post","2022","20-29","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Female","1160","1145","32160","31500"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Male","1485","1485","30520","29160"
"In post","2022","20-29","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Property","Female","300","295","29240","26840"
"In post","2022","20-29","Declared non-disabled","Property","Male","295","290","30030","28750"
"In post","2022","20-29","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Security","Female","325","325","29870","28540"
"In post","2022","20-29","Declared non-disabled","Security","Male","540","540","28090","26750"
"In post","2022","20-29","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Female","3320","3245","29690","27230"
"In post","2022","20-29","Declared non-disabled","Unknown","Male","2515","2485","29610","25990"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Analysis","Female","45","45","37490","34660"
"In post","2022","20-29","Undeclared","Analysis","Male","40","40","35910","34550"
"In post","2022","20-29","Undeclared","Commercial","Female","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Commercial","Male","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Female","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Communications","Male","30","30","31610","26820"
"In post","2022","20-29","Undeclared","Counter Fraud","Female","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","Counter Fraud","Male","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","Debt","Female","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Debt","Male","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Female","35","35","34930","36500"
"In post","2022","20-29","Undeclared","Digital, Data & Technology","Male","75","75","32860","32900"
"In post","2022","20-29","Undeclared","Finance","Female","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Finance","Male","35","35","38380","37350"
"In post","2022","20-29","Undeclared","Grants Management","Female","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Human Resources","Female","35","35","31650","28500"
"In post","2022","20-29","Undeclared","Human Resources","Male","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Female","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Legal","Male","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","No function","Female","825","805","29460","27570"
"In post","2022","20-29","Undeclared","No function","Male","760","750","31020","28500"
"In post","2022","20-29","Undeclared","Project Delivery","Female","35","30","30230","29000"
"In post","2022","20-29","Undeclared","Project Delivery","Male","75","75","30640","28720"
"In post","2022","20-29","Undeclared","Property","Female","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Property","Male","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","Female","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Security","Male","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Female","80","80","30420","30200"
"In post","2022","20-29","Undeclared","Unknown","Male","65","65","30120","27470"
"In post","2022","20-29","Unknown","Analysis","Female","375","375","35740","33370"
"In post","2022","20-29","Unknown","Analysis","Male","415","415","36400","33570"
"In post","2022","20-29","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Commercial","Female","220","215","39330","36550"
"In post","2022","20-29","Unknown","Commercial","Male","190","190","38560","34750"
"In post","2022","20-29","Unknown","Communications","Female","475","470","31840","27270"
"In post","2022","20-29","Unknown","Communications","Male","455","450","30170","26820"
"In post","2022","20-29","Unknown","Counter Fraud","Female","300","295","30050","26820"
"In post","2022","20-29","Unknown","Counter Fraud","Male","280","280","29960","27570"
"In post","2022","20-29","Unknown","Debt","Female","225","215","22120","21250"
"In post","2022","20-29","Unknown","Debt","Male","240","235","22540","21250"
"In post","2022","20-29","Unknown","Digital, Data & Technology","Female","400","400","35090","32970"
"In post","2022","20-29","Unknown","Digital, Data & Technology","Male","650","645","33510","32470"
"In post","2022","20-29","Unknown","Finance","Female","310","300","31940","29360"
"In post","2022","20-29","Unknown","Finance","Male","290","285","32050","29360"
"In post","2022","20-29","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Human Resources","Female","265","260","29590","27380"
"In post","2022","20-29","Unknown","Human Resources","Male","125","125","31380","27670"
"In post","2022","20-29","Unknown","Internal Audit","Female","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Legal","Female","380","375","29260","26090"
"In post","2022","20-29","Unknown","Legal","Male","140","140","30810","25830"
"In post","2022","20-29","Unknown","No function","Female","8225","8050","28480","27270"
"In post","2022","20-29","Unknown","No function","Male","6100","6045","28850","27270"
"In post","2022","20-29","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Project Delivery","Female","315","315","34150","33370"
"In post","2022","20-29","Unknown","Project Delivery","Male","405","405","32440","31250"
"In post","2022","20-29","Unknown","Property","Female","215","210","27900","25750"
"In post","2022","20-29","Unknown","Property","Male","235","230","29130","26580"
"In post","2022","20-29","Unknown","Security","Female","140","140","28260","26460"
"In post","2022","20-29","Unknown","Security","Male","385","385","27550","26350"
"In post","2022","20-29","Unknown","Unknown","Female","2180","2155","29720","27230"
"In post","2022","20-29","Unknown","Unknown","Male","2020","2005","29450","27230"
"In post","2022","30-39","Declared disabled","Analysis","Female","90","80","41970","38340"
"In post","2022","30-39","Declared disabled","Analysis","Male","80","80","43020","39710"
"In post","2022","30-39","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Commercial","Female","60","60","37070","37490"
"In post","2022","30-39","Declared disabled","Commercial","Male","45","45","41370","36950"
"In post","2022","30-39","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Communications","Female","80","75","37200","33370"
"In post","2022","30-39","Declared disabled","Communications","Male","65","65","34070","33080"
"In post","2022","30-39","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Counter Fraud","Female","115","105","32850","30830"
"In post","2022","30-39","Declared disabled","Counter Fraud","Male","100","100","32380","31990"
"In post","2022","30-39","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Debt","Female","65","55","23330","21260"
"In post","2022","30-39","Declared disabled","Debt","Male","45","40","22400","21260"
"In post","2022","30-39","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Digital, Data & Technology","Female","175","165","40210","37230"
