"Status","Year","Ethnicity","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","775","[c]","37490","32640"
"Leaver Dept.","2022","Black","Outside London","450","[c]","33900","27570"
"Leaver Dept.","2022","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","London","370","[c]","40820","36750"
"Leaver Dept.","2022","Mixed","Outside London","255","[c]","32050","27570"
"Leaver Dept.","2022","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","London","110","[c]","43940","37810"
"Leaver Dept.","2022","Other ethnicity","Outside London","75","[c]","37170","28590"
"Leaver Dept.","2022","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","London","455","[c]","45970","40940"
"Leaver Dept.","2022","Undeclared","Outside London","610","[c]","38060","33300"
"Leaver Dept.","2022","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","2240","[c]","41530","34550"
"Leaver Dept.","2022","Unknown","Outside London","1665","[c]","31210","27570"
"Leaver Dept.","2022","Unknown","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","385","[c]","36470","32000"
"Leaver Dept.","2022","White","London","4980","[c]","46890","40600"
"Leaver Dept.","2022","White","Outside London","8470","[c]","35060","29230"
"Leaver Dept.","2022","White","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","290","[c]","38050","32180"
"New entrant CS","2022","Asian","London","1690","[c]","34560","31060"
"New entrant CS","2022","Asian","Outside London","3395","[c]","27340","26590"
"New entrant CS","2022","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","London","1335","[c]","32870","31060"
"New entrant CS","2022","Black","Outside London","1355","[c]","27610","26590"
"New entrant CS","2022","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","London","555","[c]","34540","31800"
"New entrant CS","2022","Mixed","Outside London","1065","[c]","27300","25520"
"New entrant CS","2022","Mixed","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","London","190","[c]","33120","31060"
"New entrant CS","2022","Other ethnicity","Outside London","225","[c]","27320","26130"
"New entrant CS","2022","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","245","[c]","37520","33210"
"New entrant CS","2022","Undeclared","Outside London","730","[c]","30260","27570"
"New entrant CS","2022","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","4520","[c]","35700","30750"
"New entrant CS","2022","Unknown","Outside London","16505","[c]","27300","24800"
"New entrant CS","2022","Unknown","Overseas","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","550","[c]","27720","25720"
"New entrant CS","2022","White","London","5225","[c]","38470","33570"
"New entrant CS","2022","White","Outside London","31430","[c]","28400","26030"
"New entrant CS","2022","White","Overseas","25","[c]","[c]","[c]"
"New entrant CS","2022","White","Unknown","245","[c]","31950","28000"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
