"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Other ethnicity","SEO/HEO","Male","55","55","36640","36650"
"In post","2022","Declared disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","AA/AO","Female","300","250","22150","21260"
"In post","2022","Declared disabled","Undeclared","AA/AO","Male","285","265","23210","21260"
"In post","2022","Declared disabled","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","EO","Female","345","305","28330","27570"
"In post","2022","Declared disabled","Undeclared","EO","Male","340","320","28470","27570"
"In post","2022","Declared disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","G6/G7","Female","75","70","57060","54700"
"In post","2022","Declared disabled","Undeclared","G6/G7","Male","120","115","59790","58980"
"In post","2022","Declared disabled","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","SEO/HEO","Female","200","185","36660","35980"
"In post","2022","Declared disabled","Undeclared","SEO/HEO","Male","305","295","37650","36500"
"In post","2022","Declared disabled","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Female","70","60","31920","32090"
"In post","2022","Declared disabled","Undeclared","Unknown","Male","55","55","36000","37170"
"In post","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA/AO","Female","255","210","22350","21900"
"In post","2022","Declared disabled","Unknown","AA/AO","Male","160","145","23490","21640"
"In post","2022","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","Female","195","175","28650","27570"
"In post","2022","Declared disabled","Unknown","EO","Male","165","150","30570","29780"
"In post","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6/G7","Female","65","60","58090","55210"
"In post","2022","Declared disabled","Unknown","G6/G7","Male","70","70","59550","57780"
"In post","2022","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO/HEO","Female","150","140","37240","36330"
"In post","2022","Declared disabled","Unknown","SEO/HEO","Male","165","155","37910","36390"
"In post","2022","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Female","45","40","33800","33700"
"In post","2022","Declared disabled","Unknown","Unknown","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","AA/AO","Female","7840","6585","21890","21260"
"In post","2022","Declared disabled","White","AA/AO","Male","5225","4885","22970","21260"
"In post","2022","Declared disabled","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","EO","Female","8105","7130","27570","27570"
"In post","2022","Declared disabled","White","EO","Male","4775","4520","28050","27570"
"In post","2022","Declared disabled","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","G6/G7","Female","2420","2300","58100","55500"
"In post","2022","Declared disabled","White","G6/G7","Male","1975","1920","59170","57420"
"In post","2022","Declared disabled","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","SCS level","Female","220","210","86220","78790"
"In post","2022","Declared disabled","White","SCS level","Male","205","200","91730","81780"
"In post","2022","Declared disabled","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","SEO/HEO","Female","6060","5695","36390","35170"
"In post","2022","Declared disabled","White","SEO/HEO","Male","4650","4505","37400","36460"
"In post","2022","Declared disabled","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","Female","2130","1970","30280","28200"
"In post","2022","Declared disabled","White","Unknown","Male","655","620","33070","31020"
"In post","2022","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","AA/AO","Female","3900","3255","22470","21260"
"In post","2022","Declared non-disabled","Asian","AA/AO","Male","2905","2775","22810","21260"
"In post","2022","Declared non-disabled","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","EO","Female","4850","4385","28410","27680"
"In post","2022","Declared non-disabled","Asian","EO","Male","3715","3645","28180","27570"
"In post","2022","Declared non-disabled","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","G6/G7","Female","1560","1500","58470","56340"
"In post","2022","Declared non-disabled","Asian","G6/G7","Male","1350","1330","59560","57620"
"In post","2022","Declared non-disabled","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","SCS level","Female","125","120","87350","80000"
"In post","2022","Declared non-disabled","Asian","SCS level","Male","120","120","90210","85000"
"In post","2022","Declared non-disabled","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","SEO/HEO","Female","3765","3635","37070","36410"
"In post","2022","Declared non-disabled","Asian","SEO/HEO","Male","3405","3350","37580","36650"
"In post","2022","Declared non-disabled","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","Female","415","390","28940","27500"
"In post","2022","Declared non-disabled","Asian","Unknown","Male","200","185","31740","28200"
"In post","2022","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","AA/AO","Female","1895","1720","23640","23720"
"In post","2022","Declared non-disabled","Black","AA/AO","Male","1305","1270","25650","24310"
"In post","2022","Declared non-disabled","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","EO","Female","2930","2780","29230","29290"
"In post","2022","Declared non-disabled","Black","EO","Male","1500","1470","29150","28990"
"In post","2022","Declared non-disabled","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","G6/G7","Female","670","660","57760","55610"
"In post","2022","Declared non-disabled","Black","G6/G7","Male","425","425","58550","56570"
"In post","2022","Declared non-disabled","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","SCS level","Female","40","40","86000","78000"
"In post","2022","Declared non-disabled","Black","SCS level","Male","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","SEO/HEO","Female","2120","2080","37460","36760"
"In post","2022","Declared non-disabled","Black","SEO/HEO","Male","1355","1340","38030","37280"
"In post","2022","Declared non-disabled","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","Female","585","560","31020","28200"
"In post","2022","Declared non-disabled","Black","Unknown","Male","275","270","31280","28200"
"In post","2022","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","AA/AO","Female","845","755","23030","21650"
"In post","2022","Declared non-disabled","Mixed","AA/AO","Male","630","610","24480","22900"
"In post","2022","Declared non-disabled","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","EO","Female","1030","960","28040","27570"
"In post","2022","Declared non-disabled","Mixed","EO","Male","605","595","28270","27570"
"In post","2022","Declared non-disabled","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","G6/G7","Female","585","560","58380","56780"
"In post","2022","Declared non-disabled","Mixed","G6/G7","Male","500","495","58720","56730"
"In post","2022","Declared non-disabled","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","SCS level","Female","55","55","83730","79800"
"In post","2022","Declared non-disabled","Mixed","SCS level","Male","55","55","89120","79900"
"In post","2022","Declared non-disabled","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","SEO/HEO","Female","1060","1025","36870","35980"
"In post","2022","Declared non-disabled","Mixed","SEO/HEO","Male","860","850","37530","36970"
"In post","2022","Declared non-disabled","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Unknown","Female","285","265","30120","28200"
"In post","2022","Declared non-disabled","Mixed","Unknown","Male","95","95","31430","28200"
"In post","2022","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","AA/AO","Female","225","195","23020","21840"
"In post","2022","Declared non-disabled","Other ethnicity","AA/AO","Male","200","195","25070","23720"
"In post","2022","Declared non-disabled","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","EO","Female","310","285","28640","28310"
"In post","2022","Declared non-disabled","Other ethnicity","EO","Male","205","200","28470","27570"
"In post","2022","Declared non-disabled","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","G6/G7","Female","150","140","59540","58230"
"In post","2022","Declared non-disabled","Other ethnicity","G6/G7","Male","155","150","59180","57620"
"In post","2022","Declared non-disabled","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","SEO/HEO","Female","295","285","37800","37450"
"In post","2022","Declared non-disabled","Other ethnicity","SEO/HEO","Male","250","245","38750","37460"
"In post","2022","Declared non-disabled","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","Female","55","50","30530","28690"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","AA/AO","Female","1210","990","21970","21260"
"In post","2022","Declared non-disabled","Undeclared","AA/AO","Male","1050","995","23340","21300"
"In post","2022","Declared non-disabled","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","EO","Female","1370","1190","28210","27570"
"In post","2022","Declared non-disabled","Undeclared","EO","Male","1350","1280","28430","27570"
"In post","2022","Declared non-disabled","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","G6/G7","Female","385","365","58820","57480"
"In post","2022","Declared non-disabled","Undeclared","G6/G7","Male","855","830","58530","57480"
"In post","2022","Declared non-disabled","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","SCS level","Female","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","SCS level","Male","40","40","91280","80150"
"In post","2022","Declared non-disabled","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","SEO/HEO","Female","980","915","37270","36650"
"In post","2022","Declared non-disabled","Undeclared","SEO/HEO","Male","1560","1510","38300","37660"
"In post","2022","Declared non-disabled","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Female","125","110","31320","32090"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Male","115","105","36730","35390"
"In post","2022","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","AA/AO","Female","1835","1545","21840","21260"
"In post","2022","Declared non-disabled","Unknown","AA/AO","Male","1315","1260","22990","21300"
"In post","2022","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","EO","Female","1325","1170","27690","27570"
"In post","2022","Declared non-disabled","Unknown","EO","Male","1010","990","28120","27570"
"In post","2022","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","G6/G7","Female","480","455","57630","55610"
"In post","2022","Declared non-disabled","Unknown","G6/G7","Male","600","580","59230","57740"
"In post","2022","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SCS level","Female","50","50","91890","88930"
"In post","2022","Declared non-disabled","Unknown","SCS level","Male","50","50","101240","89600"
"In post","2022","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","SEO/HEO","Female","990","930","36540","35510"
"In post","2022","Declared non-disabled","Unknown","SEO/HEO","Male","1155","1120","37200","36480"
"In post","2022","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Unknown","Female","235","205","32980","34340"
"In post","2022","Declared non-disabled","Unknown","Unknown","Male","115","110","32710","34340"
"In post","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","AA/AO","Female","40615","34835","22100","21260"
"In post","2022","Declared non-disabled","White","AA/AO","Male","28965","27855","23760","21680"
"In post","2022","Declared non-disabled","White","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","EO","Female","39120","34930","27420","27570"
"In post","2022","Declared non-disabled","White","EO","Male","27920","26905","27910","27570"
"In post","2022","Declared non-disabled","White","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","G6/G7","Female","19250","18170","58650","56450"
"In post","2022","Declared non-disabled","White","G6/G7","Male","20735","20315","59580","57540"
"In post","2022","Declared non-disabled","White","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","SCS level","Female","2060","1960","87080","79990"
"In post","2022","Declared non-disabled","White","SCS level","Male","2400","2360","91630","83230"
"In post","2022","Declared non-disabled","White","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","SEO/HEO","Female","39855","37540","36740","35900"
"In post","2022","Declared non-disabled","White","SEO/HEO","Male","36770","35965","37680","36960"
"In post","2022","Declared non-disabled","White","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","White","Unknown","Female","7720","7120","30540","28200"
"In post","2022","Declared non-disabled","White","Unknown","Male","3105","3010","34930","31600"
"In post","2022","Declared non-disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","AA/AO","Female","205","170","22470","21260"
"In post","2022","Undeclared","Asian","AA/AO","Male","175","165","23760","21410"
"In post","2022","Undeclared","Asian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","EO","Female","210","190","28710","27570"
"In post","2022","Undeclared","Asian","EO","Male","205","200","28550","27570"
"In post","2022","Undeclared","Asian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","G6/G7","Female","80","80","58610","58210"
"In post","2022","Undeclared","Asian","G6/G7","Male","80","80","59140","56130"
"In post","2022","Undeclared","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","SCS level","Female","5","5","[c]","[c]"
"In post","2022","Undeclared","Asian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","SEO/HEO","Female","175","165","37100","36630"
"In post","2022","Undeclared","Asian","SEO/HEO","Male","185","180","36820","35310"
"In post","2022","Undeclared","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Asian","Unknown","Female","30","30","30400","28090"
"In post","2022","Undeclared","Asian","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","AA/AO","Female","150","130","25820","25110"
"In post","2022","Undeclared","Black","AA/AO","Male","115","105","28520","26930"
"In post","2022","Undeclared","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","EO","Female","135","130","30170","30160"
"In post","2022","Undeclared","Black","EO","Male","85","80","30620","30750"
"In post","2022","Undeclared","Black","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Undeclared","Black","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","SEO/HEO","Female","105","105","37460","37080"
"In post","2022","Undeclared","Black","SEO/HEO","Male","75","75","39300","38810"
"In post","2022","Undeclared","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Black","Unknown","Female","40","35","33230","31100"
"In post","2022","Undeclared","Black","Unknown","Male","20","15","[c]","[c]"
"In post","2022","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","AA/AO","Female","50","45","23140","21860"
"In post","2022","Undeclared","Mixed","AA/AO","Male","65","65","25500","21970"
"In post","2022","Undeclared","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","EO","Female","60","55","28400","27570"
"In post","2022","Undeclared","Mixed","EO","Male","45","45","28230","27570"
"In post","2022","Undeclared","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","G6/G7","Female","40","35","56660","54650"
"In post","2022","Undeclared","Mixed","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Undeclared","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","SEO/HEO","Female","55","55","37740","36970"
"In post","2022","Undeclared","Mixed","SEO/HEO","Male","65","65","37020","36410"
"In post","2022","Undeclared","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","EO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","EO","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Undeclared","AA/AO","Female","535","460","22460","21680"
"In post","2022","Undeclared","Undeclared","AA/AO","Male","900","860","24140","21840"
"In post","2022","Undeclared","Undeclared","EO","Female","655","590","27930","27570"
"In post","2022","Undeclared","Undeclared","EO","Male","1050","1005","28440","27570"
"In post","2022","Undeclared","Undeclared","G6/G7","Female","320","305","59400","57060"
