"Status","Year","Age","Disability","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Undeclared","Outside London","EO","495","490","27010","27570"
"In post","2022","20-29","Undeclared","Outside London","G6/G7","35","35","53670","52500"
"In post","2022","20-29","Undeclared","Outside London","SEO/HEO","375","375","33590","33080"
"In post","2022","20-29","Undeclared","Outside London","Unknown","85","85","25940","24090"
"In post","2022","20-29","Undeclared","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","London","AA/AO","885","875","26170","25080"
"In post","2022","20-29","Unknown","London","EO","1735","1725","29630","28650"
"In post","2022","20-29","Unknown","London","G6/G7","1120","1120","56030","54270"
"In post","2022","20-29","Unknown","London","SCS level","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","London","SEO/HEO","4305","4290","35200","34260"
"In post","2022","20-29","Unknown","London","Unknown","90","90","26780","27060"
"In post","2022","20-29","Unknown","Outside London","AA/AO","7600","7385","22410","21260"
"In post","2022","20-29","Unknown","Outside London","EO","4820","4780","26890","26590"
"In post","2022","20-29","Unknown","Outside London","G6/G7","325","325","52650","50210"
"In post","2022","20-29","Unknown","Outside London","SEO/HEO","3590","3570","33500","33080"
"In post","2022","20-29","Unknown","Outside London","Unknown","790","765","24410","23170"
"In post","2022","20-29","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","EO","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","SEO/HEO","50","50","37470","37000"
"In post","2022","20-29","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","SEO/HEO","210","210","30160","29250"
"In post","2022","20-29","Unknown","Unknown","Unknown","370","370","28310","28980"
"In post","2022","30-39","Declared disabled","London","AA/AO","145","135","26690","25330"
"In post","2022","30-39","Declared disabled","London","EO","315","295","30270","31060"
"In post","2022","30-39","Declared disabled","London","G6/G7","700","680","58960","57430"
"In post","2022","30-39","Declared disabled","London","SCS level","50","50","79380","74970"
"In post","2022","30-39","Declared disabled","London","SEO/HEO","615","600","38590","38600"
"In post","2022","30-39","Declared disabled","London","Unknown","70","70","32760","29450"
"In post","2022","30-39","Declared disabled","Outside London","AA/AO","2000","1825","22460","21260"
"In post","2022","30-39","Declared disabled","Outside London","EO","1955","1850","27330","27570"
"In post","2022","30-39","Declared disabled","Outside London","G6/G7","505","495","54280","53200"
"In post","2022","30-39","Declared disabled","Outside London","SCS level","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Outside London","SEO/HEO","1885","1825","35700","33840"
"In post","2022","30-39","Declared disabled","Outside London","Unknown","555","520","28840","27610"
"In post","2022","30-39","Declared disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","G6/G7","40","40","56450","54550"
"In post","2022","30-39","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","SEO/HEO","35","35","37980","34770"
"In post","2022","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","EO","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","London","AA/AO","1150","1065","27360","25630"
"In post","2022","30-39","Declared non-disabled","London","EO","2575","2470","30080","30650"
"In post","2022","30-39","Declared non-disabled","London","G6/G7","6580","6400","59210","57460"
"In post","2022","30-39","Declared non-disabled","London","SCS level","590","570","79310","75330"
"In post","2022","30-39","Declared non-disabled","London","SEO/HEO","5185","5080","39150","39420"
"In post","2022","30-39","Declared non-disabled","London","Unknown","350","340","34140","34100"
"In post","2022","30-39","Declared non-disabled","Outside London","AA/AO","15170","13805","23010","21300"
"In post","2022","30-39","Declared non-disabled","Outside London","EO","14955","14105","27160","27380"
"In post","2022","30-39","Declared non-disabled","Outside London","G6/G7","5440","5275","54880","53830"
"In post","2022","30-39","Declared non-disabled","Outside London","SCS level","140","135","81570","76900"
"In post","2022","30-39","Declared non-disabled","Outside London","SEO/HEO","17720","17150","36010","34810"
"In post","2022","30-39","Declared non-disabled","Outside London","Unknown","2770","2580","30380","30210"
"In post","2022","30-39","Declared non-disabled","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Overseas","EO","35","35","26750","26510"
"In post","2022","30-39","Declared non-disabled","Overseas","G6/G7","280","280","56400","54700"
"In post","2022","30-39","Declared non-disabled","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Overseas","SEO/HEO","285","280","37240","34770"
"In post","2022","30-39","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","AA/AO","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","EO","55","55","28290","27570"
"In post","2022","30-39","Declared non-disabled","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Unknown","SEO/HEO","45","40","36730","37000"
"In post","2022","30-39","Declared non-disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","London","AA/AO","95","90","27460","25630"
"In post","2022","30-39","Undeclared","London","EO","195","185","30640","31020"
"In post","2022","30-39","Undeclared","London","G6/G7","440","430","59360","57850"
"In post","2022","30-39","Undeclared","London","SCS level","40","35","78090","76200"
"In post","2022","30-39","Undeclared","London","SEO/HEO","375","370","39700","39990"
"In post","2022","30-39","Undeclared","London","Unknown","30","30","31630","29450"
"In post","2022","30-39","Undeclared","Outside London","AA/AO","1175","1075","23500","21260"
"In post","2022","30-39","Undeclared","Outside London","EO","1135","1080","27890","27570"
"In post","2022","30-39","Undeclared","Outside London","G6/G7","315","310","55430","54160"
"In post","2022","30-39","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Outside London","SEO/HEO","1155","1125","36070","34850"
"In post","2022","30-39","Undeclared","Outside London","Unknown","160","150","30780","30210"
"In post","2022","30-39","Undeclared","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","AA/AO","395","385","27550","25630"
"In post","2022","30-39","Unknown","London","EO","720","700","30760","30750"
"In post","2022","30-39","Unknown","London","G6/G7","2335","2290","59400","57430"
"In post","2022","30-39","Unknown","London","SCS level","170","170","81280","75600"
"In post","2022","30-39","Unknown","London","SEO/HEO","2005","1965","38900","39600"
"In post","2022","30-39","Unknown","London","Unknown","85","80","31070","28370"
"In post","2022","30-39","Unknown","Outside London","AA/AO","5190","4840","23080","21640"
"In post","2022","30-39","Unknown","Outside London","EO","4670","4515","28070","26820"
"In post","2022","30-39","Unknown","Outside London","G6/G7","1815","1760","56070","54160"
"In post","2022","30-39","Unknown","Outside London","SCS level","35","35","79510","77340"
"In post","2022","30-39","Unknown","Outside London","SEO/HEO","5020","4880","36010","34600"
"In post","2022","30-39","Unknown","Outside London","Unknown","840","760","27170","24800"
"In post","2022","30-39","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","EO","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","G6/G7","115","115","56380","55060"
"In post","2022","30-39","Unknown","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","SEO/HEO","105","105","40300","38690"
"In post","2022","30-39","Unknown","Overseas","Unknown","50","50","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","SEO/HEO","35","35","32950","32000"
"In post","2022","30-39","Unknown","Unknown","Unknown","400","395","37180","34460"
"In post","2022","40-49","Declared disabled","London","AA/AO","235","210","25550","25110"
"In post","2022","40-49","Declared disabled","London","EO","475","445","30510","31020"
"In post","2022","40-49","Declared disabled","London","G6/G7","585","560","61250","60280"
"In post","2022","40-49","Declared disabled","London","SCS level","125","120","87480","79360"
"In post","2022","40-49","Declared disabled","London","SEO/HEO","630","615","39570","39600"
"In post","2022","40-49","Declared disabled","London","Unknown","90","85","36090","34700"
"In post","2022","40-49","Declared disabled","Outside London","AA/AO","2880","2525","22280","21260"
"In post","2022","40-49","Declared disabled","Outside London","EO","3110","2860","27530","27570"
"In post","2022","40-49","Declared disabled","Outside London","G6/G7","930","895","57070","55210"
"In post","2022","40-49","Declared disabled","Outside London","SCS level","45","45","82900","77340"
"In post","2022","40-49","Declared disabled","Outside London","SEO/HEO","2480","2385","36170","34550"
"In post","2022","40-49","Declared disabled","Outside London","Unknown","780","730","31910","31420"
"In post","2022","40-49","Declared disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","EO","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","G6/G7","30","30","59950","59260"
"In post","2022","40-49","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","SEO/HEO","25","25","[c]","[c]"
"In post","2022","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","EO","15","15","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","London","AA/AO","1370","1230","26190","25110"
"In post","2022","40-49","Declared non-disabled","London","EO","2655","2485","30230","30500"
"In post","2022","40-49","Declared non-disabled","London","G6/G7","5470","5195","61960","60990"
"In post","2022","40-49","Declared non-disabled","London","SCS level","1410","1350","87720","80310"
"In post","2022","40-49","Declared non-disabled","London","SEO/HEO","4340","4205","40080","40050"
"In post","2022","40-49","Declared non-disabled","London","Unknown","315","300","38110","38230"
"In post","2022","40-49","Declared non-disabled","Outside London","AA/AO","15460","13780","22590","21260"
"In post","2022","40-49","Declared non-disabled","Outside London","EO","16495","15290","27420","27570"
"In post","2022","40-49","Declared non-disabled","Outside London","G6/G7","9250","8935","57780","55210"
"In post","2022","40-49","Declared non-disabled","Outside London","SCS level","595","585","85630","79090"
"In post","2022","40-49","Declared non-disabled","Outside London","SEO/HEO","18065","17325","37220","36500"
"In post","2022","40-49","Declared non-disabled","Outside London","Unknown","2920","2705","34050","34340"
"In post","2022","40-49","Declared non-disabled","Overseas","AA/AO","10","10","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Overseas","EO","60","60","27270","27060"
"In post","2022","40-49","Declared non-disabled","Overseas","G6/G7","305","305","60040","60080"
"In post","2022","40-49","Declared non-disabled","Overseas","SCS level","100","100","82860","75330"
"In post","2022","40-49","Declared non-disabled","Overseas","SEO/HEO","230","230","39130","34650"
"In post","2022","40-49","Declared non-disabled","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","AA/AO","25","25","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","EO","60","60","28100","27570"
"In post","2022","40-49","Declared non-disabled","Unknown","G6/G7","30","30","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","40-49","Declared non-disabled","Unknown","SEO/HEO","50","45","37740","36970"
"In post","2022","40-49","Declared non-disabled","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","40-49","Undeclared","London","AA/AO","175","165","27800","25630"
"In post","2022","40-49","Undeclared","London","EO","205","195","30850","30780"
"In post","2022","40-49","Undeclared","London","G6/G7","345","335","62530","62120"
"In post","2022","40-49","Undeclared","London","SCS level","70","65","83840","80500"
"In post","2022","40-49","Undeclared","London","SEO/HEO","375","370","40720","40620"
"In post","2022","40-49","Undeclared","London","Unknown","30","25","[c]","[c]"
"In post","2022","40-49","Undeclared","Outside London","AA/AO","1610","1465","24440","21840"
"In post","2022","40-49","Undeclared","Outside London","EO","1355","1280","28260","27570"
"In post","2022","40-49","Undeclared","Outside London","G6/G7","490","480","57840","55210"
"In post","2022","40-49","Undeclared","Outside London","SCS level","25","25","[c]","[c]"
"In post","2022","40-49","Undeclared","Outside London","SEO/HEO","1510","1465","37560","36740"
"In post","2022","40-49","Undeclared","Outside London","Unknown","200","190","34910","37170"
"In post","2022","40-49","Undeclared","Overseas","EO","10","10","[c]","[c]"
"In post","2022","40-49","Undeclared","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","EO","5","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","SEO/HEO","10","5","[c]","[c]"
"In post","2022","40-49","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","London","AA/AO","290","270","26550","25330"
"In post","2022","40-49","Unknown","London","EO","490","470","30460","30700"
"In post","2022","40-49","Unknown","London","G6/G7","1550","1490","61960","61330"
"In post","2022","40-49","Unknown","London","SCS level","360","350","93800","89080"
"In post","2022","40-49","Unknown","London","SEO/HEO","1085","1050","40290","40230"
"In post","2022","40-49","Unknown","London","Unknown","90","85","35680","34100"
"In post","2022","40-49","Unknown","Outside London","AA/AO","3750","3430","22940","21640"
"In post","2022","40-49","Unknown","Outside London","EO","2950","2815","28200","26820"
"In post","2022","40-49","Unknown","Outside London","G6/G7","2275","2190","58700","55210"
"In post","2022","40-49","Unknown","Outside London","SCS level","185","180","92710","85080"
"In post","2022","40-49","Unknown","Outside London","SEO/HEO","3885","3745","37400","36820"
"In post","2022","40-49","Unknown","Outside London","Unknown","655","585","30190","28200"
"In post","2022","40-49","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","EO","5","5","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","G6/G7","100","100","61680","60350"
"In post","2022","40-49","Unknown","Overseas","SCS level","25","25","[c]","[c]"
"In post","2022","40-49","Unknown","Overseas","SEO/HEO","120","120","43430","41600"
"In post","2022","40-49","Unknown","Overseas","Unknown","70","70","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","EO","10","5","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","G6/G7","15","15","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","SEO/HEO","20","20","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","Unknown","360","360","40970","35380"
"In post","2022","50-59","Declared disabled","London","AA/AO","470","435","25340","25110"
"In post","2022","50-59","Declared disabled","London","EO","835","790","30670","30910"
"In post","2022","50-59","Declared disabled","London","G6/G7","605","590","62640","62120"
"In post","2022","50-59","Declared disabled","London","SCS level","105","105","96650","86600"
"In post","2022","50-59","Declared disabled","London","SEO/HEO","855","835","40360","39960"
"In post","2022","50-59","Declared disabled","London","Unknown","135","130","37580","36580"
"In post","2022","50-59","Declared disabled","Outside London","AA/AO","5100","4500","22180","21260"
"In post","2022","50-59","Declared disabled","Outside London","EO","5295","4825","27740","27570"
"In post","2022","50-59","Declared disabled","Outside London","G6/G7","1205","1175","58220","55250"
"In post","2022","50-59","Declared disabled","Outside London","SCS level","90","90","88370","80540"
"In post","2022","50-59","Declared disabled","Outside London","SEO/HEO","3645","3490","37150","35920"
"In post","2022","50-59","Declared disabled","Outside London","Unknown","950","905","32180","28660"
"In post","2022","50-59","Declared disabled","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Overseas","EO","10","10","[c]","[c]"
"In post","2022","50-59","Declared disabled","Overseas","G6/G7","20","20","[c]","[c]"
"In post","2022","50-59","Declared disabled","Overseas","SCS level","5","5","[c]","[c]"
"In post","2022","50-59","Declared disabled","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2022","50-59","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","EO","30","25","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2022","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","London","AA/AO","2175","2030","25510","25110"
"In post","2022","50-59","Declared non-disabled","London","EO","3880","3690","30580","30700"
"In post","2022","50-59","Declared non-disabled","London","G6/G7","4085","3980","63570","62120"
"In post","2022","50-59","Declared non-disabled","London","SCS level","955","935","96830","87070"
"In post","2022","50-59","Declared non-disabled","London","SEO/HEO","4750","4645","40550","40070"
"In post","2022","50-59","Declared non-disabled","London","Unknown","355","345","37110","36580"
"In post","2022","50-59","Declared non-disabled","Outside London","AA/AO","22375","20075","22510","21260"
"In post","2022","50-59","Declared non-disabled","Outside London","EO","21950","20310","27700","27570"
"In post","2022","50-59","Declared non-disabled","Outside London","G6/G7","9820","9585","59310","57150"
"In post","2022","50-59","Declared non-disabled","Outside London","SCS level","845","830","90860","83230"
"In post","2022","50-59","Declared non-disabled","Outside London","SEO/HEO","20965","20245","37610","36330"
"In post","2022","50-59","Declared non-disabled","Outside London","Unknown","2640","2485","33790","30210"
"In post","2022","50-59","Declared non-disabled","Overseas","AA/AO","20","20","[c]","[c]"
"In post","2022","50-59","Declared non-disabled","Overseas","EO","80","80","28540","27370"
"In post","2022","50-59","Declared non-disabled","Overseas","G6/G7","210","210","62260","61650"
"In post","2022","50-59","Declared non-disabled","Overseas","SCS level","75","75","88720","83710"
"In post","2022","50-59","Declared non-disabled","Overseas","SEO/HEO","240","240","41320","38690"
"In post","2022","50-59","Declared non-disabled","Overseas","Unknown","10","10","[c]","[c]"
