"Status","Year","Age","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","East Yorkshire and Northern Lincolnshire","AO","5","5","[c]","[c]"
"In post","2022","16-19","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Eastern Scotland","AA","30","30","21380","21050"
"In post","2022","16-19","Eastern Scotland","AO","25","25","21750","21250"
"In post","2022","16-19","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2022","16-19","Essex","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Essex","AO","5","5","[c]","[c]"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AA","15","15","18070","18710"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","AO","25","25","22000","22220"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","EO","95","95","19020","18030"
"In post","2022","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Greater Manchester","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester","AO","40","40","21370","21250"
"In post","2022","16-19","Greater Manchester","EO","15","15","25620","25000"
"In post","2022","16-19","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","AA","10","5","[c]","[c]"
"In post","2022","16-19","Hampshire and Isle of Wight","AO","20","20","22970","22230"
"In post","2022","16-19","Hampshire and Isle of Wight","EO","10","10","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Highlands and Islands","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Highlands and Islands","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - East","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - East","AO","15","15","24930","25000"
"In post","2022","16-19","Inner London - East","EO","5","5","[c]","[c]"
"In post","2022","16-19","Inner London - West","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - West","AO","30","30","23840","23840"
"In post","2022","16-19","Inner London - West","EO","60","60","25970","25170"
"In post","2022","16-19","Inner London - West","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Kent","AA","5","5","[c]","[c]"
"In post","2022","16-19","Kent","AO","25","25","23970","21680"
"In post","2022","16-19","Kent","EO","5","5","[c]","[c]"
"In post","2022","16-19","Lancashire","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lancashire","AO","20","20","21380","21260"
"In post","2022","16-19","Lancashire","EO","5","5","[c]","[c]"
"In post","2022","16-19","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","AA","5","5","[c]","[c]"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","AO","15","15","21900","21260"
"In post","2022","16-19","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Merseyside","AO","45","45","21260","21250"
"In post","2022","16-19","Merseyside","EO","10","10","[c]","[c]"
"In post","2022","16-19","North Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North Yorkshire","AO","5","5","[c]","[c]"
"In post","2022","16-19","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","AO","50","50","21110","21250"
"In post","2022","16-19","Northumberland, and Tyne and Wear","EO","10","10","[c]","[c]"
"In post","2022","16-19","Northumberland, and Tyne and Wear","HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","AO","10","10","[c]","[c]"
"In post","2022","16-19","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - South","AO","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","AA","5","5","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Shropshire and Staffordshire","AO","10","10","22390","22490"
"In post","2022","16-19","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South Yorkshire","AA","5","5","[c]","[c]"
"In post","2022","16-19","South Yorkshire","AO","10","10","21760","21470"
"In post","2022","16-19","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Southern Scotland","AO","15","15","21470","21250"
"In post","2022","16-19","Southern Scotland","EO","10","10","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Surrey, East and West Sussex","AO","15","15","24400","23770"
"In post","2022","16-19","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","AO","10","10","[c]","[c]"
"In post","2022","16-19","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","West Central Scotland","AA","20","20","21280","21050"
"In post","2022","16-19","West Central Scotland","AO","30","25","21170","21250"
"In post","2022","16-19","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AA","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands","AO","30","30","21450","21260"
"In post","2022","16-19","West Midlands","EO","15","15","24610","24830"
"In post","2022","16-19","West Wales and The Valleys","AA","55","45","18360","18310"
"In post","2022","16-19","West Wales and The Valleys","AO","25","20","21760","21840"
"In post","2022","16-19","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AA","5","5","[c]","[c]"
"In post","2022","16-19","West Yorkshire","AO","55","50","21390","21250"
"In post","2022","16-19","West Yorkshire","EO","10","10","26080","26590"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AA","50","50","21110","21790"
"In post","2022","20-29","Bedfordshire and Hertfordshire","AO","240","240","26910","28140"
"In post","2022","20-29","Bedfordshire and Hertfordshire","EO","225","220","28220","27570"
"In post","2022","20-29","Bedfordshire and Hertfordshire","G7","10","10","[c]","[c]"
"In post","2022","20-29","Bedfordshire and Hertfordshire","HEO","80","80","34620","34880"
"In post","2022","20-29","Bedfordshire and Hertfordshire","SEO","20","20","42800","44500"
"In post","2022","20-29","Bedfordshire and Hertfordshire","Unknown","75","75","25510","24800"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AA","70","70","21060","21790"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","AO","640","635","26440","26610"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","EO","355","355","28450","27570"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","G7","10","10","[c]","[c]"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","HEO","150","150","31940","31940"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","SEO","50","50","41030","40000"
"In post","2022","20-29","Berkshire, Buckinghamshire and Oxfordshire","Unknown","190","190","24780","24090"
"In post","2022","20-29","Cheshire","AA","30","30","20760","20890"
"In post","2022","20-29","Cheshire","AO","270","265","23060","22850"
"In post","2022","20-29","Cheshire","EO","250","250","29610","28840"
"In post","2022","20-29","Cheshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cheshire","HEO","70","70","33340","33000"
"In post","2022","20-29","Cheshire","SEO","10","10","40370","37770"
"In post","2022","20-29","Cheshire","Unknown","40","35","24970","24800"
"In post","2022","20-29","Cornwall and Isles of Scilly","AA","5","5","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","AO","80","80","21580","21260"
"In post","2022","20-29","Cornwall and Isles of Scilly","EO","40","40","27160","27570"
"In post","2022","20-29","Cornwall and Isles of Scilly","HEO","10","10","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cornwall and Isles of Scilly","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Cumbria","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","AO","140","140","22110","21300"
"In post","2022","20-29","Cumbria","EO","45","45","25680","24920"
"In post","2022","20-29","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","HEO","20","20","30430","29650"
"In post","2022","20-29","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Cumbria","Unknown","35","35","29320","30880"
"In post","2022","20-29","Derbyshire and Nottinghamshire","AA","70","70","20550","20890"
"In post","2022","20-29","Derbyshire and Nottinghamshire","AO","790","770","22710","21260"
"In post","2022","20-29","Derbyshire and Nottinghamshire","EO","690","680","26660","26630"
"In post","2022","20-29","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Derbyshire and Nottinghamshire","G7","40","40","52470","54160"
"In post","2022","20-29","Derbyshire and Nottinghamshire","HEO","410","405","32190","33080"
"In post","2022","20-29","Derbyshire and Nottinghamshire","SEO","90","90","38820","40170"
"In post","2022","20-29","Derbyshire and Nottinghamshire","Unknown","120","115","25640","23170"
"In post","2022","20-29","Devon","AA","100","100","19990","19810"
"In post","2022","20-29","Devon","AO","405","395","22820","22010"
"In post","2022","20-29","Devon","EO","290","285","26660","27130"
"In post","2022","20-29","Devon","G7","5","5","[c]","[c]"
"In post","2022","20-29","Devon","HEO","155","150","32670","31900"
"In post","2022","20-29","Devon","SEO","45","45","39440","38550"
"In post","2022","20-29","Devon","Unknown","85","80","25110","23860"
"In post","2022","20-29","Dorset and Somerset","AA","35","35","20170","19810"
"In post","2022","20-29","Dorset and Somerset","AO","255","250","23050","21610"
"In post","2022","20-29","Dorset and Somerset","EO","155","155","26700","26740"
"In post","2022","20-29","Dorset and Somerset","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Dorset and Somerset","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Dorset and Somerset","HEO","65","65","32140","33290"
"In post","2022","20-29","Dorset and Somerset","SEO","20","20","39440","38230"
"In post","2022","20-29","Dorset and Somerset","Unknown","65","60","24520","23170"
"In post","2022","20-29","East Anglia","AA","125","125","20920","20890"
"In post","2022","20-29","East Anglia","AO","720","705","24660","23140"
"In post","2022","20-29","East Anglia","EO","410","405","26500","26350"
"In post","2022","20-29","East Anglia","G7","5","5","[c]","[c]"
"In post","2022","20-29","East Anglia","HEO","195","195","31250","30460"
"In post","2022","20-29","East Anglia","SEO","50","45","38390","38550"
"In post","2022","20-29","East Anglia","Unknown","160","155","24290","24270"
"In post","2022","20-29","East Wales","AA","90","85","20270","20890"
"In post","2022","20-29","East Wales","AO","1200","1175","21980","21250"
"In post","2022","20-29","East Wales","EO","990","975","26360","26590"
"In post","2022","20-29","East Wales","G6","5","5","[c]","[c]"
"In post","2022","20-29","East Wales","G7","90","90","52010","50210"
"In post","2022","20-29","East Wales","HEO","745","740","31700","30770"
"In post","2022","20-29","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Wales","SEO","290","285","39080","38340"
"In post","2022","20-29","East Wales","Unknown","115","115","24000","23170"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","AA","75","70","20660","20890"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","AO","415","410","23810","23140"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","EO","130","130","27030","27130"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","HEO","25","25","29720","29060"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Yorkshire and Northern Lincolnshire","Unknown","60","55","23920","23170"
"In post","2022","20-29","Eastern Scotland","AA","330","320","21830","21050"
"In post","2022","20-29","Eastern Scotland","AO","1115","1085","22690","21640"
"In post","2022","20-29","Eastern Scotland","EO","955","940","28290","27230"
"In post","2022","20-29","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Eastern Scotland","G7","95","95","52400","49860"
"In post","2022","20-29","Eastern Scotland","HEO","630","625","33260","32380"
"In post","2022","20-29","Eastern Scotland","SEO","225","225","41180","40180"
"In post","2022","20-29","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Essex","AA","25","25","20920","20890"
"In post","2022","20-29","Essex","AO","250","245","24360","24250"
"In post","2022","20-29","Essex","EO","225","220","28040","29290"
"In post","2022","20-29","Essex","G7","5","5","[c]","[c]"
"In post","2022","20-29","Essex","HEO","45","45","32260","31680"
"In post","2022","20-29","Essex","SEO","20","20","38790","40310"
"In post","2022","20-29","Essex","Unknown","110","110","24990","24090"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","AA","125","120","19690","19200"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","AO","770","750","22260","21270"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","EO","1640","1625","25130","26030"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","G6","10","10","[c]","[c]"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","G7","110","110","50720","49700"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","1780","1765","30180","29690"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","565","560","38380","38070"
"In post","2022","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","530","525","27820","27540"
"In post","2022","20-29","Greater Manchester","AA","65","60","19960","20890"
"In post","2022","20-29","Greater Manchester","AO","1045","1020","21780","21250"
"In post","2022","20-29","Greater Manchester","EO","1250","1245","26350","26590"
"In post","2022","20-29","Greater Manchester","G6","5","5","[c]","[c]"
"In post","2022","20-29","Greater Manchester","G7","145","145","52740","52080"
"In post","2022","20-29","Greater Manchester","HEO","860","855","31920","33080"
"In post","2022","20-29","Greater Manchester","SEO","335","335","38530","37450"
"In post","2022","20-29","Greater Manchester","Unknown","230","220","25000","23170"
"In post","2022","20-29","Hampshire and Isle of Wight","AA","115","100","20050","19810"
"In post","2022","20-29","Hampshire and Isle of Wight","AO","440","430","23570","21840"
"In post","2022","20-29","Hampshire and Isle of Wight","EO","510","500","25930","26350"
"In post","2022","20-29","Hampshire and Isle of Wight","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Hampshire and Isle of Wight","G7","35","35","50680","50210"
"In post","2022","20-29","Hampshire and Isle of Wight","HEO","605","605","30820","30710"
"In post","2022","20-29","Hampshire and Isle of Wight","SEO","200","200","38860","38340"
"In post","2022","20-29","Hampshire and Isle of Wight","Unknown","90","90","24970","24090"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","AA","50","50","20620","20890"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","AO","270","265","23440","23140"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","EO","105","105","26380","27570"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","HEO","30","30","30270","30350"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","SEO","10","10","36180","35970"
"In post","2022","20-29","Herefordshire, Worcestershire and Warwickshire","Unknown","60","60","24550","24090"
"In post","2022","20-29","Highlands and Islands","AA","25","25","21620","21050"
"In post","2022","20-29","Highlands and Islands","AO","90","90","23420","22810"
"In post","2022","20-29","Highlands and Islands","EO","55","55","28470","27570"
"In post","2022","20-29","Highlands and Islands","HEO","15","15","32560","31540"
"In post","2022","20-29","Highlands and Islands","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Inner London - East","AA","25","25","23680","24050"
"In post","2022","20-29","Inner London - East","AO","395","390","27020","25110"
"In post","2022","20-29","Inner London - East","EO","1285","1275","30650","31060"
"In post","2022","20-29","Inner London - East","G6","25","25","66940","67520"
"In post","2022","20-29","Inner London - East","G7","305","305","56530","54970"
"In post","2022","20-29","Inner London - East","HEO","855","850","35480","35020"
"In post","2022","20-29","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Inner London - East","SEO","310","305","42260","41750"
"In post","2022","20-29","Inner London - East","Unknown","175","175","28490","27060"
"In post","2022","20-29","Inner London - West","AA","90","90","22960","22460"
"In post","2022","20-29","Inner London - West","AO","870","860","26130","24490"
"In post","2022","20-29","Inner London - West","EO","2620","2600","28430","27960"
"In post","2022","20-29","Inner London - West","G6","255","255","65570","64700"
"In post","2022","20-29","Inner London - West","G7","3115","3105","54610","53420"
"In post","2022","20-29","Inner London - West","HEO","6840","6815","33740","33570"
"In post","2022","20-29","Inner London - West","SCS level","10","10","[c]","[c]"
"In post","2022","20-29","Inner London - West","SEO","2945","2935","41400","40650"
"In post","2022","20-29","Inner London - West","Unknown","50","50","29910","27060"
"In post","2022","20-29","Kent","AA","70","70","20890","20890"
"In post","2022","20-29","Kent","AO","645","635","25960","24250"
"In post","2022","20-29","Kent","EO","385","380","27320","25220"
"In post","2022","20-29","Kent","G7","5","5","[c]","[c]"
"In post","2022","20-29","Kent","HEO","55","55","31030","30450"
"In post","2022","20-29","Kent","SEO","10","10","40120","38070"
"In post","2022","20-29","Kent","Unknown","70","65","25950","24270"
"In post","2022","20-29","Lancashire","AA","55","55","20510","20890"
"In post","2022","20-29","Lancashire","AO","940","915","22200","21260"
"In post","2022","20-29","Lancashire","EO","485","475","27430","27570"
"In post","2022","20-29","Lancashire","G7","10","10","[c]","[c]"
"In post","2022","20-29","Lancashire","HEO","90","90","31570","31990"
"In post","2022","20-29","Lancashire","SEO","35","35","38730","38180"
"In post","2022","20-29","Lancashire","Unknown","100","95","24810","23170"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","AA","70","70","19940","19200"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","AO","545","525","22700","21680"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","EO","200","200","27080","27570"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","HEO","50","50","32160","31990"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Leicestershire, Rutland and Northamptonshire","Unknown","100","95","25110","23170"
"In post","2022","20-29","Lincolnshire","AA","40","40","20340","20890"
"In post","2022","20-29","Lincolnshire","AO","125","120","23780","23140"
"In post","2022","20-29","Lincolnshire","EO","80","80","27420","27570"
"In post","2022","20-29","Lincolnshire","HEO","25","25","31000","30930"
"In post","2022","20-29","Lincolnshire","SEO","5","5","[c]","[c]"
"In post","2022","20-29","Lincolnshire","Unknown","35","35","24230","23170"
"In post","2022","20-29","Merseyside","AA","45","45","18680","18240"
"In post","2022","20-29","Merseyside","AO","1260","1215","21550","21260"
"In post","2022","20-29","Merseyside","EO","1160","1150","25940","26270"
"In post","2022","20-29","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Merseyside","G7","40","40","52640","54160"
"In post","2022","20-29","Merseyside","HEO","435","430","31930","33000"
"In post","2022","20-29","Merseyside","SEO","125","120","38240","39330"
"In post","2022","20-29","Merseyside","Unknown","130","130","24800","24090"
"In post","2022","20-29","North Eastern Scotland","AA","15","15","22010","21640"
"In post","2022","20-29","North Eastern Scotland","AO","85","85","25080","23630"
"In post","2022","20-29","North Eastern Scotland","EO","85","85","28680","27570"
"In post","2022","20-29","North Eastern Scotland","HEO","45","45","32480","31540"
"In post","2022","20-29","North Eastern Scotland","SEO","15","15","43840","41750"
"In post","2022","20-29","North Yorkshire","AA","15","15","20750","19810"
"In post","2022","20-29","North Yorkshire","AO","170","170","22380","21300"
"In post","2022","20-29","North Yorkshire","EO","190","190","25920","26370"
"In post","2022","20-29","North Yorkshire","G7","15","15","50820","49700"
"In post","2022","20-29","North Yorkshire","HEO","120","120","30900","30450"
"In post","2022","20-29","North Yorkshire","SEO","50","50","37320","37300"
"In post","2022","20-29","North Yorkshire","Unknown","45","40","23350","23170"
"In post","2022","20-29","Northern Ireland","AA","20","20","20350","20560"
"In post","2022","20-29","Northern Ireland","AO","255","240","21280","21250"
"In post","2022","20-29","Northern Ireland","EO","175","175","26120","26590"
"In post","2022","20-29","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Northern Ireland","G7","5","5","[c]","[c]"
"In post","2022","20-29","Northern Ireland","HEO","85","85","32770","33080"
"In post","2022","20-29","Northern Ireland","SEO","15","15","38020","37910"
"In post","2022","20-29","Northumberland, and Tyne and Wear","AA","10","10","[c]","[c]"
"In post","2022","20-29","Northumberland, and Tyne and Wear","AO","1240","1200","21260","21250"
"In post","2022","20-29","Northumberland, and Tyne and Wear","EO","1045","1030","26660","26820"
"In post","2022","20-29","Northumberland, and Tyne and Wear","G7","70","70","52660","52640"
"In post","2022","20-29","Northumberland, and Tyne and Wear","HEO","570","565","32210","33080"
"In post","2022","20-29","Northumberland, and Tyne and Wear","SEO","180","175","38850","40180"
"In post","2022","20-29","Northumberland, and Tyne and Wear","Unknown","110","105","24650","23170"
"In post","2022","20-29","Outer London - East and North East","AA","50","50","23470","24080"
"In post","2022","20-29","Outer London - East and North East","AO","285","280","28180","29020"
"In post","2022","20-29","Outer London - East and North East","EO","305","300","30940","31060"
"In post","2022","20-29","Outer London - East and North East","HEO","20","20","34360","34260"
"In post","2022","20-29","Outer London - East and North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Outer London - East and North East","Unknown","80","80","27790","27060"
"In post","2022","20-29","Outer London - South","AA","25","25","22510","22460"
"In post","2022","20-29","Outer London - South","AO","260","250","24710","25330"
"In post","2022","20-29","Outer London - South","EO","595","595","29950","30600"
"In post","2022","20-29","Outer London - South","G6","5","5","[c]","[c]"
"In post","2022","20-29","Outer London - South","G7","90","90","59180","59150"
"In post","2022","20-29","Outer London - South","HEO","435","435","35810","35130"
"In post","2022","20-29","Outer London - South","SEO","145","145","43290","43430"
"In post","2022","20-29","Outer London - South","Unknown","45","45","28760","27060"
"In post","2022","20-29","Outer London - West and North West","AA","50","45","22410","22350"
"In post","2022","20-29","Outer London - West and North West","AO","305","300","27150","25630"
"In post","2022","20-29","Outer London - West and North West","EO","695","675","29370","28700"
"In post","2022","20-29","Outer London - West and North West","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Outer London - West and North West","G7","10","10","[c]","[c]"
"In post","2022","20-29","Outer London - West and North West","HEO","220","220","33170","32350"
"In post","2022","20-29","Outer London - West and North West","SEO","75","75","40360","40070"
"In post","2022","20-29","Outer London - West and North West","Unknown","80","80","29550","27060"
"In post","2022","20-29","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","AO","10","10","21470","21170"
"In post","2022","20-29","Overseas","EO","25","25","27210","26540"
"In post","2022","20-29","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Overseas","G7","35","35","52140","51970"
"In post","2022","20-29","Overseas","HEO","210","210","33710","32930"
"In post","2022","20-29","Overseas","SEO","35","35","41160","39450"
"In post","2022","20-29","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Shropshire and Staffordshire","AA","80","80","20650","20890"
"In post","2022","20-29","Shropshire and Staffordshire","AO","590","575","23250","23140"
"In post","2022","20-29","Shropshire and Staffordshire","EO","290","285","27220","27130"
"In post","2022","20-29","Shropshire and Staffordshire","G7","5","5","[c]","[c]"
"In post","2022","20-29","Shropshire and Staffordshire","HEO","110","110","32120","33000"
