"Status","Year","Ethnicity","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Unknown","1120","[c]","37250","33480"
"Leaver Dept.","2022","Asian","AA/AO","420","[c]","21800","21260"
"Leaver Dept.","2022","Asian","EO","780","[c]","27600","27570"
"Leaver Dept.","2022","Asian","G6/G7","325","[c]","58140","54700"
"Leaver Dept.","2022","Asian","SCS level","85","[c]","104050","103130"
"Leaver Dept.","2022","Asian","SEO/HEO","805","[c]","36270","35590"
"Leaver Dept.","2022","Asian","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","170","[c]","22190","21260"
"Leaver Dept.","2022","Black","EO","385","[c]","27900","27570"
"Leaver Dept.","2022","Black","G6/G7","155","[c]","56960","53860"
"Leaver Dept.","2022","Black","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","490","[c]","36460","36330"
"Leaver Dept.","2022","Black","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","70","[c]","21180","21260"
"Leaver Dept.","2022","Mixed","EO","165","[c]","27490","27570"
"Leaver Dept.","2022","Mixed","G6/G7","120","[c]","56580","54350"
"Leaver Dept.","2022","Mixed","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","SEO/HEO","265","[c]","36170","36200"
"Leaver Dept.","2022","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","EO","55","[c]","27380","27570"
"Leaver Dept.","2022","Other ethnicity","G6/G7","35","[c]","60680","58900"
"Leaver Dept.","2022","Other ethnicity","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","SEO/HEO","75","[c]","36010","35300"
"Leaver Dept.","2022","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","AA/AO","125","[c]","21720","21260"
"Leaver Dept.","2022","Undeclared","EO","170","[c]","26950","27570"
"Leaver Dept.","2022","Undeclared","G6/G7","285","[c]","58060","55120"
"Leaver Dept.","2022","Undeclared","SCS level","35","[c]","98960","95000"
"Leaver Dept.","2022","Undeclared","SEO/HEO","450","[c]","36380","36320"
"Leaver Dept.","2022","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","595","[c]","21550","21260"
"Leaver Dept.","2022","Unknown","EO","710","[c]","27460","27570"
"Leaver Dept.","2022","Unknown","G6/G7","860","[c]","58530","54850"
"Leaver Dept.","2022","Unknown","SCS level","155","[c]","89960","84020"
"Leaver Dept.","2022","Unknown","SEO/HEO","1855","[c]","34370","32140"
"Leaver Dept.","2022","Unknown","Unknown","140","[c]","[c]","[c]"
"Leaver Dept.","2022","White","AA/AO","1955","[c]","21340","21260"
"Leaver Dept.","2022","White","EO","2985","[c]","26720","27570"
"Leaver Dept.","2022","White","G6/G7","3015","[c]","57980","55130"
"Leaver Dept.","2022","White","SCS level","540","[c]","98120","94490"
"Leaver Dept.","2022","White","SEO/HEO","5120","[c]","35920","35590"
"Leaver Dept.","2022","White","Unknown","150","[c]","[c]","[c]"
"New entrant CS","2022","Asian","AA/AO","1645","[c]","21930","21260"
"New entrant CS","2022","Asian","EO","1725","[c]","27730","27570"
"New entrant CS","2022","Asian","G6/G7","300","[c]","56270","54000"
"New entrant CS","2022","Asian","SCS level","25","[c]","[c]","[c]"
"New entrant CS","2022","Asian","SEO/HEO","1155","[c]","35640","34260"
"New entrant CS","2022","Asian","Unknown","265","[c]","27920","24800"
"New entrant CS","2022","Black","AA/AO","685","[c]","23140","21260"
"New entrant CS","2022","Black","EO","870","[c]","28250","27570"
"New entrant CS","2022","Black","G6/G7","120","[c]","55130","53420"
"New entrant CS","2022","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","SEO/HEO","575","[c]","36130","35070"
"New entrant CS","2022","Black","Unknown","470","[c]","30320","28200"
"New entrant CS","2022","Mixed","AA/AO","485","[c]","22520","21260"
"New entrant CS","2022","Mixed","EO","460","[c]","27330","27570"
"New entrant CS","2022","Mixed","G6/G7","100","[c]","54900","53360"
"New entrant CS","2022","Mixed","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","SEO/HEO","370","[c]","35080","34260"
"New entrant CS","2022","Mixed","Unknown","210","[c]","28820","25220"
"New entrant CS","2022","Other ethnicity","AA/AO","140","[c]","23180","21260"
"New entrant CS","2022","Other ethnicity","EO","120","[c]","27860","27570"
"New entrant CS","2022","Other ethnicity","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","SEO/HEO","95","[c]","36230","36250"
"New entrant CS","2022","Other ethnicity","Unknown","50","[c]","29970","28330"
"New entrant CS","2022","Undeclared","AA/AO","260","[c]","21850","21260"
"New entrant CS","2022","Undeclared","EO","230","[c]","27580","27570"
"New entrant CS","2022","Undeclared","G6/G7","100","[c]","55950","54110"
"New entrant CS","2022","Undeclared","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","SEO/HEO","255","[c]","35640","35000"
"New entrant CS","2022","Undeclared","Unknown","135","[c]","31460","28620"
"New entrant CS","2022","Unknown","AA/AO","8050","[c]","22080","21260"
"New entrant CS","2022","Unknown","EO","4620","[c]","26930","26820"
"New entrant CS","2022","Unknown","G6/G7","1265","[c]","59100","56520"
"New entrant CS","2022","Unknown","SCS level","130","[c]","103210","91100"
"New entrant CS","2022","Unknown","SEO/HEO","4085","[c]","34180","33080"
"New entrant CS","2022","Unknown","Unknown","3450","[c]","27710","26310"
"New entrant CS","2022","White","AA/AO","12865","[c]","21940","21260"
"New entrant CS","2022","White","EO","8205","[c]","26950","27230"
"New entrant CS","2022","White","G6/G7","2650","[c]","55960","53420"
"New entrant CS","2022","White","SCS level","205","[c]","95140","88000"
"New entrant CS","2022","White","SEO/HEO","8325","[c]","35150","33370"
"New entrant CS","2022","White","Unknown","4675","[c]","28980","25480"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","",""
"Ethnicity","Self reported ethnicity. ""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
