"Status","Year","Age","Disability","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Prison and Probation Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Animal and Plant Health Agency","Male","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Male","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Office and Procurator Fiscal Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","Female","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","Male","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Electronics and Components Agency","Male","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Equipment and Support","Female","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Equipment and Support","Male","35","35","19270","19460"
"In post","2022","16-19","Declared non-disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","Male","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","10","10","[c]","[c]"
