"Status","Year","Age","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Analysis","Department for Work and Pensions","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Work and Pensions","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Department for Work and Pensions","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Department of Health and Social Care","Heterosexual / straight","100","95","53760","53360"
"In post","2022","30-39","Analysis","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Department of Health and Social Care","Undeclared","40","40","55010","53360"
"In post","2022","30-39","Analysis","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Food Standards Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Foreign, Commonwealth and Development Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Revenue and Customs","Heterosexual / straight","155","150","51800","55210"
"In post","2022","30-39","Analysis","HM Revenue and Customs","LGBO","20","20","[c]","[c]"
"In post","2022","30-39","Analysis","HM Revenue and Customs","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","HM Revenue and Customs","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Analysis","HM Treasury","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","HM Treasury","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Defence","Heterosexual / straight","90","80","42080","42220"
"In post","2022","30-39","Analysis","Ministry of Defence","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Defence","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Defence","Unknown","105","105","40940","40200"
"In post","2022","30-39","Analysis","Ministry of Justice","Heterosexual / straight","110","105","50070","50430"
"In post","2022","30-39","Analysis","Ministry of Justice","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Justice","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Analysis","Ministry of Justice","Unknown","30","30","49420","51280"
"In post","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","40","40","40600","32010"
"In post","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","40","40","46580","41630"
"In post","2022","30-39","Analysis","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Gas and Electricity Markets","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Rail and Road","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Analysis","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","UK Export Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","UK Statistics Authority","Heterosexual / straight","390","365","40250","38340"
"In post","2022","30-39","Analysis","UK Statistics Authority","LGBO","45","45","38770","38340"
"In post","2022","30-39","Analysis","UK Statistics Authority","Undeclared","20","20","[c]","[c]"
"In post","2022","30-39","Analysis","UK Statistics Authority","Unknown","120","115","40340","38340"
"In post","2022","30-39","Analysis","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Analysis","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Attorney General's Departments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Cabinet Office","Heterosexual / straight","155","150","43890","38980"
"In post","2022","30-39","Commercial","Cabinet Office","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Commercial","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2022","30-39","Commercial","Cabinet Office","Unknown","320","315","62730","63600"
"In post","2022","30-39","Commercial","Chancellor's other departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","65","65","41740","40600"
"In post","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Education","Heterosexual / straight","65","60","38490","36500"
"In post","2022","30-39","Commercial","Department for Education","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Education","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Environment, Food and Rural Affairs","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Environment, Food and Rural Affairs","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Department for International Trade","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Levelling Up, Housing and Communities","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Levelling Up, Housing and Communities","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Transport","Heterosexual / straight","65","65","39370","34710"
"In post","2022","30-39","Commercial","Department for Transport","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Transport","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Work and Pensions","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Department of Health and Social Care","Heterosexual / straight","70","65","52110","53360"
"In post","2022","30-39","Commercial","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Department of Health and Social Care","Undeclared","30","30","[c]","[c]"
"In post","2022","30-39","Commercial","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Foreign, Commonwealth and Development Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Commercial","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","HM Revenue and Customs","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Commercial","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Ministry of Defence","Heterosexual / straight","325","315","37500","36950"
"In post","2022","30-39","Commercial","Ministry of Defence","LGBO","15","15","[c]","[c]"
"In post","2022","30-39","Commercial","Ministry of Defence","Undeclared","45","45","37350","40000"
"In post","2022","30-39","Commercial","Ministry of Defence","Unknown","55","50","36550","34500"
"In post","2022","30-39","Commercial","Ministry of Justice","Heterosexual / straight","45","45","33510","36050"
"In post","2022","30-39","Commercial","Ministry of Justice","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Commercial","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Scottish Government","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","UK Export Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Commercial","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","UK Statistics Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Commercial","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Attorney General's Departments","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Communications","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Cabinet Office","Heterosexual / straight","90","85","50130","54700"
"In post","2022","30-39","Communications","Cabinet Office","LGBO","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Cabinet Office","Unknown","40","35","49560","43600"
"In post","2022","30-39","Communications","Chancellor's other departments","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Competition and Markets Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","65","65","45310","45100"
"In post","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Business, Energy and Industrial Strategy","Unknown","20","20","[c]","[c]"
"In post","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Education","Heterosexual / straight","40","40","44050","45250"
"In post","2022","30-39","Communications","Department for Education","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Department for Environment, Food and Rural Affairs","Heterosexual / straight","50","45","40880","38750"
"In post","2022","30-39","Communications","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Environment, Food and Rural Affairs","Undeclared","10","5","[c]","[c]"
"In post","2022","30-39","Communications","Department for Environment, Food and Rural Affairs","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Communications","Department for International Trade","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for International Trade","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Department for International Trade","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Communications","Department for Levelling Up, Housing and Communities","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Communications","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Levelling Up, Housing and Communities","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Transport","Heterosexual / straight","50","50","39100","38650"
"In post","2022","30-39","Communications","Department for Transport","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Department for Transport","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Communications","Department for Work and Pensions","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","30-39","Communications","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Department for Work and Pensions","Undeclared","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Department for Work and Pensions","Unknown","15","15","[c]","[c]"
"In post","2022","30-39","Communications","Department of Health and Social Care","Heterosexual / straight","75","75","48660","50030"
"In post","2022","30-39","Communications","Department of Health and Social Care","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Department of Health and Social Care","Undeclared","50","45","49030","53360"
"In post","2022","30-39","Communications","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Food Standards Agency","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Communications","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Foreign, Commonwealth and Development Office","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","30-39","Communications","Foreign, Commonwealth and Development Office","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Foreign, Commonwealth and Development Office","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Communications","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","HM Revenue and Customs","Heterosexual / straight","870","840","31040","26820"
"In post","2022","30-39","Communications","HM Revenue and Customs","LGBO","75","70","30500","26820"
"In post","2022","30-39","Communications","HM Revenue and Customs","Undeclared","70","65","30920","26820"
"In post","2022","30-39","Communications","HM Revenue and Customs","Unknown","540","525","29740","26820"
"In post","2022","30-39","Communications","HM Treasury","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Communications","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Ministry of Defence","Heterosexual / straight","85","80","36900","33740"
"In post","2022","30-39","Communications","Ministry of Defence","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Ministry of Defence","Undeclared","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Ministry of Defence","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Communications","Ministry of Justice","Heterosexual / straight","40","40","43580","41750"
"In post","2022","30-39","Communications","Ministry of Justice","LGBO","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Communications","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Northern Ireland Office","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Gas and Electricity Markets","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Gas and Electricity Markets","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Scottish Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","30-39","Communications","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","UK Export Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Communications","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","UK Statistics Authority","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Communications","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","UK Statistics Authority","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Communications","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Water Services Regulation Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","30-39","Communications","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Attorney General's Departments","Heterosexual / straight","40","40","42310","40000"
"In post","2022","30-39","Counter Fraud","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Attorney General's Departments","Unknown","20","15","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Cabinet Office","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Cabinet Office","LGBO","5","5","[c]","[c]"
