"Status","Year","Age","Ethnicity","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Black","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Science and Engineering","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Veterinarian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Economics","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Economics","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Operational Research","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Property","South East (England)","[c]","[c]","[c]","[c]"
