"Status","Year","Function_of_post","Region_ITL2","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Northern Ireland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Outside London","Female","75","70","42110","36650"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Outside London","Male","75","75","38660","35590"
"In post","2022","Analysis","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","London","Female","35","30","49770","44120"
"In post","2022","Analysis","Outer London - South","London","Male","30","30","51550","45300"
"In post","2022","Analysis","Outer London - West and North West","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Shropshire and Staffordshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Analysis","South Yorkshire","Outside London","Female","100","90","44930","42220"
"In post","2022","Analysis","South Yorkshire","Outside London","Male","110","105","45750","44610"
"In post","2022","Analysis","Southern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Southern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Analysis","Surrey, East and West Sussex","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Tees Valley and Durham","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Analysis","West Central Scotland","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Analysis","West Central Scotland","Outside London","Male","45","45","42200","37820"
"In post","2022","Analysis","West Midlands","Outside London","Female","40","35","39720","34910"
"In post","2022","Analysis","West Midlands","Outside London","Male","35","35","41670","38650"
"In post","2022","Analysis","West Wales and The Valleys","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Analysis","West Yorkshire","Outside London","Female","125","115","39250","36820"
"In post","2022","Analysis","West Yorkshire","Outside London","Male","135","130","40980","36050"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","95","90","41080","36800"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","85","85","44600","41250"
"In post","2022","Commercial","Cheshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Cheshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Cumbria","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Outside London","Female","70","65","39480","38260"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Outside London","Male","45","45","47670","39090"
"In post","2022","Commercial","Devon","Outside London","Female","125","115","41670","39280"
"In post","2022","Commercial","Devon","Outside London","Male","100","100","46200","47960"
"In post","2022","Commercial","Dorset and Somerset","Outside London","Female","40","40","40790","37240"
"In post","2022","Commercial","Dorset and Somerset","Outside London","Male","55","50","42880","42510"
"In post","2022","Commercial","East Anglia","Outside London","Female","120","110","41030","38980"
"In post","2022","Commercial","East Anglia","Outside London","Male","85","85","45530","38980"
"In post","2022","Commercial","East Wales","Outside London","Female","75","75","36890","32890"
"In post","2022","Commercial","East Wales","Outside London","Male","85","85","39630","34140"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Outside London","Female","40","40","32480","27020"
"In post","2022","Commercial","Eastern Scotland","Outside London","Male","65","65","38310","37710"
"In post","2022","Commercial","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","555","525","40210","36220"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","560","550","45700","41450"
"In post","2022","Commercial","Greater Manchester","Outside London","Female","165","155","45430","40350"
"In post","2022","Commercial","Greater Manchester","Outside London","Male","145","145","46160","40520"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","Female","155","150","38470","34800"
"In post","2022","Commercial","Hampshire and Isle of Wight","Outside London","Male","115","115","45420","40580"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","10","5","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","London","Female","115","110","48090","43470"
"In post","2022","Commercial","Inner London - East","London","Male","95","95","56030","53120"
"In post","2022","Commercial","Inner London - West","London","Female","750","735","56510","53360"
"In post","2022","Commercial","Inner London - West","London","Male","820","810","65100","58080"
"In post","2022","Commercial","Kent","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Commercial","Lancashire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","Outside London","Female","160","155","40620","38880"
"In post","2022","Commercial","Merseyside","Outside London","Male","115","115","45110","38980"
"In post","2022","Commercial","North Eastern Scotland","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Outside London","Female","55","55","41140","40000"
"In post","2022","Commercial","North Yorkshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Outside London","Male","30","30","47120","40900"
"In post","2022","Commercial","Outer London - South","London","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Outer London - South","London","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","London","Female","20","20","[c]","[c]"
"In post","2022","Commercial","Outer London - West and North West","London","Male","35","35","36010","32330"
"In post","2022","Commercial","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","Overseas","Male","30","30","52180","51040"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","Female","85","80","36480","33370"
"In post","2022","Commercial","Shropshire and Staffordshire","Outside London","Male","85","85","39920","27560"
"In post","2022","Commercial","South Yorkshire","Outside London","Female","70","70","42650","36780"
"In post","2022","Commercial","South Yorkshire","Outside London","Male","50","50","45260","36940"
"In post","2022","Commercial","Southern Scotland","Outside London","Female","40","40","45730","43320"
"In post","2022","Commercial","Southern Scotland","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","Female","40","35","31680","28600"
"In post","2022","Commercial","Surrey, East and West Sussex","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","Female","40","35","43050","36500"
"In post","2022","Commercial","Tees Valley and Durham","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","Female","35","35","46900","49700"
"In post","2022","Commercial","Unknown","Unknown","Male","35","35","59090","53320"
"In post","2022","Commercial","West Central Scotland","Outside London","Female","80","80","39680","33300"
"In post","2022","Commercial","West Central Scotland","Outside London","Male","115","115","40670","34610"
"In post","2022","Commercial","West Midlands","Outside London","Female","65","60","48210","38830"
"In post","2022","Commercial","West Midlands","Outside London","Male","65","65","55470","46770"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","Female","105","90","33100","31040"
"In post","2022","Commercial","West Wales and The Valleys","Outside London","Male","95","90","32790","30730"
"In post","2022","Commercial","West Yorkshire","Outside London","Female","165","160","48580","41100"
"In post","2022","Commercial","West Yorkshire","Outside London","Male","130","130","47440","44310"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Bedfordshire and Hertfordshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","40","35","34420","33000"
"In post","2022","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","50","50","33490","33300"
"In post","2022","Communications","Cheshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Cheshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Cornwall and Isles of Scilly","Outside London","Male","5","5","[c]","[c]"
"In post","2022","Communications","Cumbria","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Communications","Cumbria","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","Female","315","300","30920","26820"
"In post","2022","Communications","Derbyshire and Nottinghamshire","Outside London","Male","325","325","29270","26820"
"In post","2022","Communications","Devon","Outside London","Female","30","25","[c]","[c]"
"In post","2022","Communications","Devon","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Communications","Dorset and Somerset","Outside London","Male","25","20","[c]","[c]"
"In post","2022","Communications","East Anglia","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Communications","East Anglia","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Communications","East Wales","Outside London","Female","450","415","31340","26820"
"In post","2022","Communications","East Wales","Outside London","Male","410","405","31050","26820"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Yorkshire and Northern Lincolnshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Eastern Scotland","Outside London","Female","30","30","38560","37710"
"In post","2022","Communications","Eastern Scotland","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Communications","Essex","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Essex","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","115","105","36250","33300"
"In post","2022","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","85","85","37030","34770"
"In post","2022","Communications","Greater Manchester","Outside London","Female","285","275","30440","26820"
"In post","2022","Communications","Greater Manchester","Outside London","Male","365","365","29670","26820"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","Female","100","95","34820","33000"
"In post","2022","Communications","Hampshire and Isle of Wight","Outside London","Male","70","70","33540","31860"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Highlands and Islands","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Inner London - East","London","Female","150","145","45380","40630"
"In post","2022","Communications","Inner London - East","London","Male","95","95","51000","44310"
"In post","2022","Communications","Inner London - West","London","Female","1265","1230","47090","43770"
"In post","2022","Communications","Inner London - West","London","Male","835","830","48060","42890"
"In post","2022","Communications","Kent","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Kent","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","Female","15","15","[c]","[c]"
"In post","2022","Communications","Lancashire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Communications","Leicestershire, Rutland and Northamptonshire","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Communications","Lincolnshire","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Merseyside","Outside London","Female","50","50","42100","39360"
"In post","2022","Communications","Merseyside","Outside London","Male","35","35","41860","39380"
"In post","2022","Communications","North Yorkshire","Outside London","Female","10","5","[c]","[c]"
"In post","2022","Communications","North Yorkshire","Outside London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","Female","25","25","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Northumberland, and Tyne and Wear","Outside London","Female","765","705","29620","26820"
"In post","2022","Communications","Northumberland, and Tyne and Wear","Outside London","Male","725","710","29750","26820"
"In post","2022","Communications","Outer London - East and North East","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outer London - East and North East","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outer London - South","London","Female","25","20","[c]","[c]"
"In post","2022","Communications","Outer London - South","London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Outer London - West and North West","London","Female","20","20","[c]","[c]"
"In post","2022","Communications","Outer London - West and North West","London","Male","15","15","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","Male","5","5","[c]","[c]"
"In post","2022","Communications","Shropshire and Staffordshire","Outside London","Female","30","25","[c]","[c]"
"In post","2022","Communications","Shropshire and Staffordshire","Outside London","Male","20","20","[c]","[c]"
"In post","2022","Communications","South Yorkshire","Outside London","Female","30","30","42690","39890"
"In post","2022","Communications","South Yorkshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Communications","Southern Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Southern Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Surrey, East and West Sussex","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Communications","Surrey, East and West Sussex","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Tees Valley and Durham","Outside London","Female","25","20","[c]","[c]"
"In post","2022","Communications","Tees Valley and Durham","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Communications","West Central Scotland","Outside London","Female","20","20","[c]","[c]"
"In post","2022","Communications","West Central Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Communications","West Midlands","Outside London","Female","280","270","30470","26820"
"In post","2022","Communications","West Midlands","Outside London","Male","280","280","30000","26820"
"In post","2022","Communications","West Wales and The Valleys","Outside London","Female","50","45","30430","26780"
"In post","2022","Communications","West Wales and The Valleys","Outside London","Male","30","25","[c]","[c]"
"In post","2022","Communications","West Yorkshire","Outside London","Female","300","290","33890","28450"
"In post","2022","Communications","West Yorkshire","Outside London","Male","360","355","31200","26820"
"In post","2022","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","Female","65","60","29020","29290"
"In post","2022","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","Male","55","50","32500","29820"
"In post","2022","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Female","110","95","29650","29290"
"In post","2022","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Male","65","60","33350","33020"
"In post","2022","Counter Fraud","Cheshire","Outside London","Female","20","15","[c]","[c]"
"In post","2022","Counter Fraud","Cheshire","Outside London","Male","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Cornwall and Isles of Scilly","Outside London","Female","40","35","28760","27570"
"In post","2022","Counter Fraud","Cornwall and Isles of Scilly","Outside London","Male","20","15","[c]","[c]"
"In post","2022","Counter Fraud","Cumbria","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Cumbria","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Derbyshire and Nottinghamshire","Outside London","Female","400","355","32290","28920"
"In post","2022","Counter Fraud","Derbyshire and Nottinghamshire","Outside London","Male","400","380","35060","33180"
"In post","2022","Counter Fraud","Devon","Outside London","Female","70","60","27540","27570"
"In post","2022","Counter Fraud","Devon","Outside London","Male","50","45","28930","27570"
"In post","2022","Counter Fraud","Dorset and Somerset","Outside London","Female","60","55","27690","27570"
"In post","2022","Counter Fraud","Dorset and Somerset","Outside London","Male","30","30","[c]","[c]"
"In post","2022","Counter Fraud","East Anglia","Outside London","Female","250","220","28260","26820"
"In post","2022","Counter Fraud","East Anglia","Outside London","Male","230","220","29290","27570"
"In post","2022","Counter Fraud","East Wales","Outside London","Female","330","285","29550","26820"
"In post","2022","Counter Fraud","East Wales","Outside London","Male","305","295","32280","28920"
"In post","2022","Counter Fraud","East Yorkshire and Northern Lincolnshire","Outside London","Female","40","35","28040","27570"
"In post","2022","Counter Fraud","East Yorkshire and Northern Lincolnshire","Outside London","Male","45","45","28250","27570"
"In post","2022","Counter Fraud","Eastern Scotland","Outside London","Female","240","215","29080","27570"
"In post","2022","Counter Fraud","Eastern Scotland","Outside London","Male","210","200","31340","27570"
"In post","2022","Counter Fraud","Essex","Outside London","Female","85","75","30050","29290"
"In post","2022","Counter Fraud","Essex","Outside London","Male","40","40","34160","31880"
"In post","2022","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","245","220","33090","28860"
"In post","2022","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","275","260","36160","33080"
"In post","2022","Counter Fraud","Greater Manchester","Outside London","Female","635","585","32970","28920"
"In post","2022","Counter Fraud","Greater Manchester","Outside London","Male","770","745","34750","33080"
"In post","2022","Counter Fraud","Hampshire and Isle of Wight","Outside London","Female","220","190","27740","27570"
"In post","2022","Counter Fraud","Hampshire and Isle of Wight","Outside London","Male","140","135","30450","27570"
"In post","2022","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","40","30","28700","27570"
"In post","2022","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Highlands and Islands","Outside London","Female","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Highlands and Islands","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Inner London - East","London","Female","740","690","36450","33440"
"In post","2022","Counter Fraud","Inner London - East","London","Male","820","800","39430","37930"
"In post","2022","Counter Fraud","Inner London - West","London","Female","255","235","41040","34020"
"In post","2022","Counter Fraud","Inner London - West","London","Male","265","260","46860","40960"
"In post","2022","Counter Fraud","Kent","Outside London","Female","270","245","28740","28920"
"In post","2022","Counter Fraud","Kent","Outside London","Male","205","195","30440","28920"
"In post","2022","Counter Fraud","Lancashire","Outside London","Female","130","115","28400","27570"
"In post","2022","Counter Fraud","Lancashire","Outside London","Male","95","90","29580","27570"
"In post","2022","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","Female","60","55","28230","27570"
"In post","2022","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","Male","30","30","32360","27570"
"In post","2022","Counter Fraud","Lincolnshire","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Lincolnshire","Outside London","Male","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Merseyside","Outside London","Female","495","445","31230","27570"
"In post","2022","Counter Fraud","Merseyside","Outside London","Male","400","385","34410","30180"
"In post","2022","Counter Fraud","North Eastern Scotland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Counter Fraud","North Eastern Scotland","Outside London","Male","10","10","[c]","[c]"
"In post","2022","Counter Fraud","North Yorkshire","Outside London","Female","35","30","31090","27570"
"In post","2022","Counter Fraud","North Yorkshire","Outside London","Male","45","40","30980","30810"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","Female","215","200","32390","28920"
"In post","2022","Counter Fraud","Northern Ireland","Outside London","Male","235","230","33380","33080"
"In post","2022","Counter Fraud","Northumberland, and Tyne and Wear","Outside London","Female","515","475","31280","27570"
"In post","2022","Counter Fraud","Northumberland, and Tyne and Wear","Outside London","Male","430","415","33050","27830"
"In post","2022","Counter Fraud","Outer London - East and North East","London","Female","335","285","27830","25110"
"In post","2022","Counter Fraud","Outer London - East and North East","London","Male","190","180","29280","30330"
"In post","2022","Counter Fraud","Outer London - South","London","Female","390","360","37650","34590"
"In post","2022","Counter Fraud","Outer London - South","London","Male","480","465","40860","37930"
"In post","2022","Counter Fraud","Outer London - West and North West","London","Female","80","70","31720","31130"
"In post","2022","Counter Fraud","Outer London - West and North West","London","Male","50","50","33910","31880"
"In post","2022","Counter Fraud","Shropshire and Staffordshire","Outside London","Female","70","60","29010","27570"
"In post","2022","Counter Fraud","Shropshire and Staffordshire","Outside London","Male","40","35","28660","27570"
"In post","2022","Counter Fraud","South Yorkshire","Outside London","Female","95","85","28360","27570"
"In post","2022","Counter Fraud","South Yorkshire","Outside London","Male","45","40","28630","27570"
"In post","2022","Counter Fraud","Southern Scotland","Outside London","Female","205","175","25990","26820"
