"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Legal","SEO/HEO","405","385","38960","38000"
"In post","2022","Attorney General's Departments","Operational Delivery","AA/AO","1345","1235","22700","22200"
"In post","2022","Attorney General's Departments","Operational Delivery","EO","1165","1075","27920","28430"
"In post","2022","Attorney General's Departments","Operational Delivery","G6/G7","65","60","61200","59670"
"In post","2022","Attorney General's Departments","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Operational Delivery","SEO/HEO","310","305","34800","33310"
"In post","2022","Attorney General's Departments","Other","AA/AO","45","40","23940","24050"
"In post","2022","Attorney General's Departments","Other","EO","255","240","27440","26950"
"In post","2022","Attorney General's Departments","Other","G6/G7","55","55","57250","52130"
"In post","2022","Attorney General's Departments","Other","SCS level","10","10","104380","93000"
"In post","2022","Attorney General's Departments","Other","SEO/HEO","125","125","33800","31640"
"In post","2022","Attorney General's Departments","Policy","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","EO","15","15","27630","27710"
"In post","2022","Attorney General's Departments","Policy","G6/G7","70","65","59410","56580"
"In post","2022","Attorney General's Departments","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Policy","SEO/HEO","20","20","37740","37730"
"In post","2022","Attorney General's Departments","Project Delivery","EO","15","15","27810","27440"
"In post","2022","Attorney General's Departments","Project Delivery","G6/G7","25","25","57520","54760"
"In post","2022","Attorney General's Departments","Project Delivery","SEO/HEO","60","60","35400","33220"
"In post","2022","Attorney General's Departments","Property","AA/AO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Property","SEO/HEO","25","25","32970","32240"
"In post","2022","Attorney General's Departments","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Security","SEO/HEO","30","30","33000","31600"
"In post","2022","Cabinet Office","Commercial","EO","45","45","26100","25740"
"In post","2022","Cabinet Office","Commercial","G6/G7","25","20","51030","51100"
"In post","2022","Cabinet Office","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Commercial","SEO/HEO","280","275","35560","38330"
"In post","2022","Cabinet Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Communications","G6/G7","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Communications","SEO/HEO","15","15","33840","31090"
"In post","2022","Cabinet Office","Digital, Data and Technology","EO","20","20","26580","25950"
"In post","2022","Cabinet Office","Digital, Data and Technology","G6/G7","70","65","57540","56160"
"In post","2022","Cabinet Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Digital, Data and Technology","SEO/HEO","60","60","36390","38330"
"In post","2022","Cabinet Office","Finance","EO","10","10","25940","25520"
"In post","2022","Cabinet Office","Finance","G6/G7","30","30","60160","58080"
"In post","2022","Cabinet Office","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Finance","SEO/HEO","40","40","38400","38980"
"In post","2022","Cabinet Office","Human Resources","EO","10","10","25750","25740"
"In post","2022","Cabinet Office","Human Resources","G6/G7","15","15","55230","55350"
"In post","2022","Cabinet Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Human Resources","SEO/HEO","25","20","35040","33480"
"In post","2022","Cabinet Office","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","AA/AO","30","30","20880","20330"
"In post","2022","Cabinet Office","Operational Delivery","EO","35","35","25210","25520"
"In post","2022","Cabinet Office","Operational Delivery","G6/G7","80","80","55800","55220"
"In post","2022","Cabinet Office","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Operational Delivery","SEO/HEO","60","60","35680","37300"
"In post","2022","Cabinet Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","EO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Other","G6/G7","10","10","61960","64500"
"In post","2022","Cabinet Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Other","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","G6/G7","20","15","57110","56510"
"In post","2022","Cabinet Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Policy","SEO/HEO","15","15","38870","40600"
"In post","2022","Cabinet Office","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","G6/G7","35","35","59320","60000"
"In post","2022","Cabinet Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Project Delivery","SEO/HEO","25","25","34000","32000"
"In post","2022","Cabinet Office","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Property","EO","10","10","[c]","[c]"
"In post","2022","Cabinet Office","Property","G6/G7","80","80","57500","57000"
"In post","2022","Cabinet Office","Property","SCS level","15","15","86610","81330"
"In post","2022","Cabinet Office","Property","SEO/HEO","45","45","37250","37300"
"In post","2022","Cabinet Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office","Unknown","AA/AO","460","430","21830","21050"
"In post","2022","Cabinet Office","Unknown","EO","910","880","26670","27500"
"In post","2022","Cabinet Office","Unknown","G6/G7","3630","3570","60220","56730"
"In post","2022","Cabinet Office","Unknown","SCS level","730","715","100500","93000"
"In post","2022","Cabinet Office","Unknown","SEO/HEO","4145","4095","33790","33250"
"In post","2022","Chancellor's other departments","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Commercial","G6/G7","10","10","53900","52250"
"In post","2022","Chancellor's other departments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Communications","G6/G7","10","10","58150","56790"
"In post","2022","Chancellor's other departments","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","G6/G7","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Finance","SEO/HEO","15","15","41880","44810"
"In post","2022","Chancellor's other departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Other","AA/AO","10","10","23700","23120"
"In post","2022","Chancellor's other departments","Other","EO","20","20","29660","28230"
"In post","2022","Chancellor's other departments","Other","G6/G7","140","125","83460","78140"
"In post","2022","Chancellor's other departments","Other","SCS level","15","15","123990","114440"
"In post","2022","Chancellor's other departments","Other","SEO/HEO","80","80","40720","40290"
"In post","2022","Chancellor's other departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Project Delivery","G6/G7","15","15","57000","54910"
"In post","2022","Chancellor's other departments","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Chancellor's other departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","G6/G7","5","5","[c]","[c]"
"In post","2022","Charity Commission","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","SEO/HEO","10","10","33280","30610"
"In post","2022","Charity Commission","Digital, Data and Technology","EO","10","10","25010","24440"
"In post","2022","Charity Commission","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","SEO/HEO","35","35","33110","29330"
"In post","2022","Charity Commission","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Human Resources","SEO/HEO","10","10","33410","31040"
"In post","2022","Charity Commission","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","G6/G7","20","20","55400","51930"
"In post","2022","Charity Commission","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","AA/AO","25","20","18600","17140"
"In post","2022","Charity Commission","Operational Delivery","EO","85","80","25140","24440"
"In post","2022","Charity Commission","Operational Delivery","G6/G7","25","25","52700","51070"
"In post","2022","Charity Commission","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Operational Delivery","SEO/HEO","150","145","31640","29160"
"In post","2022","Charity Commission","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","SEO/HEO","15","15","35270","37910"
"In post","2022","Charity Commission","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","G6/G7","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","SEO/HEO","15","15","38860","37310"
"In post","2022","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Corporate Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","G6/G7","40","40","67500","67070"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","25","25","39960","41670"
"In post","2022","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","G6/G7","65","60","64690","61250"
"In post","2022","Competition and Markets Authority","Economics","SCS level","15","15","107440","97750"
"In post","2022","Competition and Markets Authority","Economics","SEO/HEO","20","20","34070","33120"
"In post","2022","Competition and Markets Authority","Human Resources","EO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","G6/G7","15","15","61910","59000"
"In post","2022","Competition and Markets Authority","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","SEO/HEO","20","15","39190","38660"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","G6/G7","15","15","62380","57320"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","15","15","42350","43880"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","AA/AO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","EO","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","G6/G7","90","90","67310","71370"
"In post","2022","Competition and Markets Authority","Legal","SCS level","30","30","107060","99920"
"In post","2022","Competition and Markets Authority","Legal","SEO/HEO","15","15","36320","35850"
"In post","2022","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","G6/G7","10","10","67240","72430"
"In post","2022","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","AA/AO","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","EO","40","35","28100","27920"
"In post","2022","Competition and Markets Authority","Project Delivery","G6/G7","180","170","66280","62980"
"In post","2022","Competition and Markets Authority","Project Delivery","SCS level","65","65","108750","99920"
"In post","2022","Competition and Markets Authority","Project Delivery","SEO/HEO","85","85","36240","34870"
"In post","2022","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","EO","20","20","25630","25520"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","125","125","52340","48420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","105","100","37610","38030"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","EO","35","35","27200","27460"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","70","65","58310","58430"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","150","145","39090","38620"
"In post","2022","Department for Business, Energy and Industrial Strategy","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","95","80","21900","22740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","55","55","25630","25010"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","G6/G7","15","15","55310","54330"
"In post","2022","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","245","235","38210","38510"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","55","55","19830","17900"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","205","205","28960","27690"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","205","200","59090","58000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SCS level","10","10","92370","86370"
"In post","2022","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","615","600","40050","39910"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","EO","25","25","28130","27680"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","100","100","61380","57980"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","SCS level","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","130","130","36850","34690"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","40","35","21490","21250"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","EO","40","35","26340","26280"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","125","120","59620","58100"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","SCS level","15","15","89240","85840"
"In post","2022","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","150","145","38870","39820"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","20","20","22340","21810"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","EO","60","55","26000","25210"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","125","120","56440","55260"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","10","10","88940","89090"
"In post","2022","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","195","185","36680","36870"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","EO","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","30","25","37390","38110"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","International Trade","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","10","10","26560","26440"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","G6/G7","10","10","58600","56860"
"In post","2022","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","30","30","37350","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","EO","10","10","27210","26290"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","60","60","59480","58230"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Legal","SEO/HEO","60","55","40290","41420"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","1165","1060","21540","21130"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","1035","975","25550","24500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","380","370","56610","53600"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","40","40","96370","93000"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","1385","1315","36860","34500"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","G6/G7","10","10","61090","57620"
"In post","2022","Department for Business, Energy and Industrial Strategy","Operational Research","SCS level","[c]","[c]","[c]","[c]"
