"Status","Year","Function_of_post","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Operational Research","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Policy","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Policy","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy","Statistics","Male","35","30","42660","39910"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Economics","Male","60","60","48480","52480"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Policy","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Education","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Digital, Data and Technology","Female","50","50","41640","41990"
"In post","2022","Analysis","Department for Education","Digital, Data and Technology","Male","40","40","45810","48020"
"In post","2022","Analysis","Department for Education","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education","Policy","Female","60","55","45410","43910"
"In post","2022","Analysis","Department for Education","Policy","Male","45","45","45410","45540"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","35","35","29500","29180"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","220","205","31530","29750"
"In post","2022","Analysis","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","250","240","36610","32770"
"In post","2022","Analysis","Department for International Trade","Economics","Female","50","50","42350","31800"
"In post","2022","Analysis","Department for International Trade","Economics","Male","95","95","45250","51710"
"In post","2022","Analysis","Department for International Trade","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Other","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Other","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Policy","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Social Research","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Social Research","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Statistics","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Statistics","Male","30","30","44700","41380"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Economics","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Economics","Male","40","40","48400","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Social Research","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Female","55","55","45240","42980"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities","Statistics","Male","80","80","46040","42980"
"In post","2022","Analysis","Department for Transport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Economics","Female","55","50","47020","53690"
"In post","2022","Analysis","Department for Transport","Economics","Male","95","95","49100","54110"
"In post","2022","Analysis","Department for Transport","Operational Research","Female","45","40","33620","26780"
"In post","2022","Analysis","Department for Transport","Operational Research","Male","35","35","35240","33350"
"In post","2022","Analysis","Department for Transport","Other","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Other","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Social Research","Female","35","35","48980","48770"
"In post","2022","Analysis","Department for Transport","Social Research","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Statistics","Female","40","35","46580","44800"
"In post","2022","Analysis","Department for Transport","Statistics","Male","40","40","41460","37660"
"In post","2022","Analysis","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Economics","Male","35","35","41110","37380"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Human Resources","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Female","20","15","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Operational Research","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Female","120","105","46000","40500"
"In post","2022","Analysis","Department for Work and Pensions","Policy","Male","115","115","46920","43410"
"In post","2022","Analysis","Department for Work and Pensions","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","Female","30","30","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Social Research","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Female","100","90","46550","41850"
"In post","2022","Analysis","Department for Work and Pensions","Statistics","Male","105","105","44090","37590"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Female","35","30","35760","25110"
"In post","2022","Analysis","Department for Work and Pensions","Unknown","Male","35","35","30590","21260"
"In post","2022","Analysis","Department of Health and Social Care","Commercial","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Commercial","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Economics","Female","45","45","46050","40650"
"In post","2022","Analysis","Department of Health and Social Care","Economics","Male","40","40","49310","53360"
"In post","2022","Analysis","Department of Health and Social Care","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Medicine","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Medicine","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Other","Female","25","25","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Other","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Policy","Female","100","90","53200","53360"
"In post","2022","Analysis","Department of Health and Social Care","Policy","Male","70","70","53380","53360"
"In post","2022","Analysis","Department of Health and Social Care","Science and Engineering","Female","20","20","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Science and Engineering","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Statistics","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care","Statistics","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Estyn","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Economics","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Intelligence Analysis","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Operational Research","Female","25","20","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office","Operational Research","Male","35","35","59020","58370"
"In post","2022","Analysis","HM Land Registry","Finance","Female","15","15","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","Finance","Male","15","15","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Economics","Female","35","35","46000","37930"
"In post","2022","Analysis","HM Revenue and Customs","Economics","Male","85","85","47410","37930"
"In post","2022","Analysis","HM Revenue and Customs","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Delivery","Female","20","15","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","Female","45","40","43880","40180"
"In post","2022","Analysis","HM Revenue and Customs","Operational Research","Male","60","55","47310","40710"
"In post","2022","Analysis","HM Revenue and Customs","Social Research","Female","80","75","46630","43430"
"In post","2022","Analysis","HM Revenue and Customs","Social Research","Male","35","35","48350","40520"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","Female","145","135","45750","40520"
"In post","2022","Analysis","HM Revenue and Customs","Statistics","Male","205","200","45550","40520"
"In post","2022","Analysis","HM Revenue and Customs","Tax","Female","5","5","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Tax","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","Female","25","25","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs","Unknown","Male","30","30","49240","43900"
"In post","2022","Analysis","HM Treasury","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Economics","Female","15","10","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Economics","Male","25","25","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Treasury","Policy","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Geography","Female","30","30","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Geography","Male","30","30","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Operational Research","Female","70","65","40820","38070"
"In post","2022","Analysis","Ministry of Defence","Operational Research","Male","205","200","43960","47010"
"In post","2022","Analysis","Ministry of Defence","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence","Science and Engineering","Female","55","50","36100","38070"
"In post","2022","Analysis","Ministry of Defence","Science and Engineering","Male","115","115","39610","38070"
"In post","2022","Analysis","Ministry of Defence","Statistics","Female","110","100","40630","38500"
"In post","2022","Analysis","Ministry of Defence","Statistics","Male","140","140","40740","38040"
"In post","2022","Analysis","Ministry of Justice","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Economics","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Economics","Male","40","40","47790","41750"
"In post","2022","Analysis","Ministry of Justice","Finance","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Operational Delivery","Female","50","50","42580","40060"
"In post","2022","Analysis","Ministry of Justice","Operational Delivery","Male","65","65","42190","40490"
"In post","2022","Analysis","Ministry of Justice","Operational Research","Female","45","45","48230","46420"
"In post","2022","Analysis","Ministry of Justice","Operational Research","Male","65","65","49580","47100"
"In post","2022","Analysis","Ministry of Justice","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Social Research","Female","65","60","50780","47590"
"In post","2022","Analysis","Ministry of Justice","Social Research","Male","20","20","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Statistics","Female","70","65","47420","43830"
"In post","2022","Analysis","Ministry of Justice","Statistics","Male","70","70","44980","42010"
"In post","2022","Analysis","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Female","35","30","43170","35010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Social Research","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Female","40","35","38480","32010"
"In post","2022","Analysis","Office for Standards in Education, Children's Services and Skills","Statistics","Male","50","50","40120","39460"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Economics","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Economics","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Finance","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Other","Female","35","30","36220","30950"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Other","Male","50","50","41240","34240"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Policy","Male","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of Gas and Electricity Markets","Science and Engineering","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Economics","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Economics","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Statistics","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Office of Rail and Road","Statistics","Male","15","15","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Office of the Secretary of State for Wales","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Statistics","Female","10","10","[c]","[c]"
"In post","2022","Analysis","Scottish Government","Statistics","Male","15","15","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Economics","Male","5","5","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2022","Analysis","UK Export Finance","Knowledge and Information Management","Male","15","15","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Economics","Female","65","65","35980","33350"
"In post","2022","Analysis","UK Statistics Authority","Economics","Male","115","115","36600","30710"
"In post","2022","Analysis","UK Statistics Authority","Operational Delivery","Female","290","265","31580","30210"
"In post","2022","Analysis","UK Statistics Authority","Operational Delivery","Male","240","235","32820","30760"
"In post","2022","Analysis","UK Statistics Authority","Operational Research","Female","15","10","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Operational Research","Male","10","10","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Social Research","Female","450","420","38380","38340"
"In post","2022","Analysis","UK Statistics Authority","Social Research","Male","210","205","39900","38340"
"In post","2022","Analysis","UK Statistics Authority","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","UK Statistics Authority","Statistics","Female","295","280","42780","38340"
"In post","2022","Analysis","UK Statistics Authority","Statistics","Male","285","280","44260","38340"
"In post","2022","Analysis","UK Statistics Authority","Statistics","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Economics","Female","15","15","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Economics","Male","25","25","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Water Services Regulation Authority","Science and Engineering","Male","[c]","[c]","[c]","[c]"
