"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Analysis","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wales","Heterosexual / straight","35","35","34300","31970"
"In post","2022","Asian","Analysis","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Wales","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Heterosexual / straight","135","130","48190","41750"
"In post","2022","Asian","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","London","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Commercial","London","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Commercial","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Heterosexual / straight","80","75","29160","26820"
"In post","2022","Asian","Communications","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","London","Heterosexual / straight","125","120","43750","40530"
"In post","2022","Asian","Communications","London","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Communications","London","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Communications","London","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","Heterosexual / straight","30","30","29010","26820"
"In post","2022","Asian","Communications","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Heterosexual / straight","95","90","30500","26820"
"In post","2022","Asian","Communications","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Wales","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Asian","Communications","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Wales","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Communications","West Midlands (England)","Heterosexual / straight","120","120","28240","26590"
"In post","2022","Asian","Communications","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Communications","West Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Communications","Yorkshire and The Humber","Heterosexual / straight","100","95","30090","26820"
"In post","2022","Asian","Communications","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Communications","Yorkshire and The Humber","Unknown","25","20","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Midlands (England)","Heterosexual / straight","50","45","32970","33080"
"In post","2022","Asian","Counter Fraud","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East of England","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","London","Heterosexual / straight","475","445","33120","31060"
"In post","2022","Asian","Counter Fraud","London","LGBO","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","London","Undeclared","35","30","28860","25110"
"In post","2022","Asian","Counter Fraud","London","Unknown","120","105","31550","31020"
"In post","2022","Asian","Counter Fraud","North East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North West (England)","Heterosexual / straight","105","100","31320","27570"
"In post","2022","Asian","Counter Fraud","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South East (England)","Heterosexual / straight","55","45","28580","27570"
"In post","2022","Asian","Counter Fraud","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South West (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Midlands (England)","Heterosexual / straight","175","165","29330","27570"
"In post","2022","Asian","Counter Fraud","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Counter Fraud","West Midlands (England)","Unknown","40","35","27670","26820"
"In post","2022","Asian","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","110","105","28880","27570"
"In post","2022","Asian","Counter Fraud","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Counter Fraud","Yorkshire and The Humber","Unknown","20","15","[c]","[c]"
"In post","2022","Asian","Debt","East Midlands (England)","Heterosexual / straight","35","35","23730","21260"
"In post","2022","Asian","Debt","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","East Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Debt","East of England","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Asian","Debt","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Debt","East of England","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Debt","London","Heterosexual / straight","65","55","27360","26400"
"In post","2022","Asian","Debt","London","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Debt","London","Undeclared","10","5","[c]","[c]"
"In post","2022","Asian","Debt","London","Unknown","40","35","30310","26400"
"In post","2022","Asian","Debt","North East (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Asian","Debt","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","North West (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Asian","Debt","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Debt","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Debt","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Debt","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Debt","Wales","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Debt","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","West Midlands (England)","Heterosexual / straight","160","145","21960","21250"
"In post","2022","Asian","Debt","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","West Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","Debt","West Midlands (England)","Unknown","20","15","[c]","[c]"
"In post","2022","Asian","Debt","Yorkshire and The Humber","Heterosexual / straight","170","150","22190","21260"
"In post","2022","Asian","Debt","Yorkshire and The Humber","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Debt","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Debt","Yorkshire and The Humber","Unknown","35","25","22200","21260"
"In post","2022","Asian","Digital, Data & Technology","East Midlands (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","East of England","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","London","Heterosexual / straight","515","505","46030","41750"
"In post","2022","Asian","Digital, Data & Technology","London","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","London","Undeclared","30","30","43770","41140"
"In post","2022","Asian","Digital, Data & Technology","London","Unknown","60","60","45920","40860"
"In post","2022","Asian","Digital, Data & Technology","North East (England)","Heterosexual / straight","70","70","43080","40640"
"In post","2022","Asian","Digital, Data & Technology","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","North West (England)","Heterosexual / straight","125","125","39660","36020"
"In post","2022","Asian","Digital, Data & Technology","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","South East (England)","Heterosexual / straight","45","45","38080","35000"
"In post","2022","Asian","Digital, Data & Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
