"Status","Year","Disability","Organisation","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","Female","35","30","26820","23800"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","Female","60","55","31530","28550"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","Male","40","40","33970","29180"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","Female","35","30","23990","21300"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","Male","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","Female","280","270","46990","41820"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","Male","220","215","51340","54700"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","Female","35","30","25800","21050"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","Male","30","30","32550","25550"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","Female","30","30","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Female","55","50","33850","32500"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Male","45","45","33550","33300"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","London","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","North West (England)","Female","15","10","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","North West (England)","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Wales","Female","55","45","30700","24500"
"In post","2022","Declared disabled","Companies House","Wales","Male","30","30","33670","27460"
"In post","2022","Declared disabled","Companies House","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Scotland","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Scotland","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East of England","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East of England","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","North West (England)","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","North West (England)","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Wales","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Wales","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","Female","90","80","34470","28460"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","Male","45","40","37870","33070"
"In post","2022","Declared disabled","Crown Office and Procurator Fiscal Service","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","East Midlands (England)","Female","50","45","38080","33310"
"In post","2022","Declared disabled","Crown Prosecution Service","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","East of England","Female","45","40","40290","34190"
"In post","2022","Declared disabled","Crown Prosecution Service","East of England","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","London","Female","140","130","46160","40400"
"In post","2022","Declared disabled","Crown Prosecution Service","London","Male","65","65","48480","53050"
"In post","2022","Declared disabled","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","North East (England)","Female","25","25","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","North East (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","North West (England)","Female","90","80","38260","30370"
"In post","2022","Declared disabled","Crown Prosecution Service","North West (England)","Male","40","40","43280","48830"
"In post","2022","Declared disabled","Crown Prosecution Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","South East (England)","Female","60","55","41650","39650"
"In post","2022","Declared disabled","Crown Prosecution Service","South East (England)","Male","30","30","44230","48020"
"In post","2022","Declared disabled","Crown Prosecution Service","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","South West (England)","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","South West (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Wales","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Wales","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","West Midlands (England)","Female","45","40","43290","48080"
"In post","2022","Declared disabled","Crown Prosecution Service","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","Female","60","55","37970","33310"
"In post","2022","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","Male","35","35","41490","38180"
"In post","2022","Declared disabled","Crown Prosecution Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Wales","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Wales","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Electronics and Components Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Defence Equipment and Support","East of England","Female","5","5","[c]","[c]"
