"Status","Year","Region_ITL2","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Anglia","Outside London","Male","Heterosexual / straight","4350","4210","31960","29270"
"In post","2022","East Anglia","Outside London","Male","LGBO","200","195","30230","27570"
"In post","2022","East Anglia","Outside London","Male","Undeclared","675","640","32330","31550"
"In post","2022","East Anglia","Outside London","Male","Unknown","1065","1015","31650","28370"
"In post","2022","East Anglia","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Anglia","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Outside London","Female","Heterosexual / straight","7935","7275","33770","29750"
"In post","2022","East Wales","Outside London","Female","LGBO","490","475","31420","27570"
"In post","2022","East Wales","Outside London","Female","Undeclared","780","715","34000","29430"
"In post","2022","East Wales","Outside London","Female","Unknown","2085","1855","29250","26590"
"In post","2022","East Wales","Outside London","Male","Heterosexual / straight","6120","5955","35820","30950"
"In post","2022","East Wales","Outside London","Male","LGBO","530","520","33770","30210"
"In post","2022","East Wales","Outside London","Male","Undeclared","965","925","35540","31570"
"In post","2022","East Wales","Outside London","Male","Unknown","1945","1880","33250","28920"
"In post","2022","East Wales","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Female","Heterosexual / straight","1770","1550","27880","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Female","LGBO","110","105","27220","26230"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Female","Undeclared","235","205","27450","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Female","Unknown","425","375","26560","26120"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Male","Heterosexual / straight","1710","1635","29620","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Male","LGBO","80","75","27880","27130"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Male","Undeclared","245","235","30300","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Male","Unknown","380","355","28380","26930"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Outside London","Female","Heterosexual / straight","6920","6410","36330","31060"
"In post","2022","Eastern Scotland","Outside London","Female","LGBO","480","465","33610","30040"
"In post","2022","Eastern Scotland","Outside London","Female","Undeclared","530","485","35380","28950"
"In post","2022","Eastern Scotland","Outside London","Female","Unknown","3470","3170","32700","27570"
"In post","2022","Eastern Scotland","Outside London","Male","Heterosexual / straight","5300","5155","37580","33370"
"In post","2022","Eastern Scotland","Outside London","Male","LGBO","515","505","36190","31540"
"In post","2022","Eastern Scotland","Outside London","Male","Undeclared","515","495","36930","31990"
"In post","2022","Eastern Scotland","Outside London","Male","Unknown","3260","3125","34400","31540"
"In post","2022","Eastern Scotland","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Eastern Scotland","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Outside London","Female","Heterosexual / straight","2150","1935","30720","29290"
"In post","2022","Essex","Outside London","Female","LGBO","120","120","29640","29290"
"In post","2022","Essex","Outside London","Female","Undeclared","280","250","29640","28200"
"In post","2022","Essex","Outside London","Female","Unknown","595","525","30320","27000"
"In post","2022","Essex","Outside London","Male","Heterosexual / straight","1475","1415","32680","29290"
"In post","2022","Essex","Outside London","Male","LGBO","75","75","33290","29290"
"In post","2022","Essex","Outside London","Male","Undeclared","210","200","33300","29290"
"In post","2022","Essex","Outside London","Male","Unknown","405","385","30490","28990"
"In post","2022","Essex","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Essex","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","Heterosexual / straight","9950","9170","34360","31700"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","LGBO","575","555","32220","28880"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","Undeclared","1255","1145","35490","33300"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Female","Unknown","2410","2200","34590","29590"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","Heterosexual / straight","10850","10635","38810","35990"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","LGBO","540","530","35070","31990"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","Undeclared","1590","1535","40180","38390"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Male","Unknown","2990","2910","38890","37770"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Outside London","Female","Heterosexual / straight","7730","7125","31900","27570"
"In post","2022","Greater Manchester","Outside London","Female","LGBO","530","515","31660","27570"
"In post","2022","Greater Manchester","Outside London","Female","Undeclared","865","780","30390","27570"
"In post","2022","Greater Manchester","Outside London","Female","Unknown","2510","2275","29290","26820"
"In post","2022","Greater Manchester","Outside London","Male","Heterosexual / straight","6130","5965","33840","30210"
"In post","2022","Greater Manchester","Outside London","Male","LGBO","675","665","32200","27570"
"In post","2022","Greater Manchester","Outside London","Male","Undeclared","780","750","33980","30750"
"In post","2022","Greater Manchester","Outside London","Male","Unknown","2385","2305","32120","27570"
"In post","2022","Greater Manchester","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Greater Manchester","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Outside London","Female","Heterosexual / straight","5440","4860","31180","27570"
"In post","2022","Hampshire and Isle of Wight","Outside London","Female","LGBO","295","280","30130","28140"
"In post","2022","Hampshire and Isle of Wight","Outside London","Female","Undeclared","670","605","32080","27880"
"In post","2022","Hampshire and Isle of Wight","Outside London","Female","Unknown","1385","1205","32220","27570"
"In post","2022","Hampshire and Isle of Wight","Outside London","Male","Heterosexual / straight","4995","4770","33840","30710"
"In post","2022","Hampshire and Isle of Wight","Outside London","Male","LGBO","240","230","31780","27570"
"In post","2022","Hampshire and Isle of Wight","Outside London","Male","Undeclared","760","725","34620","33080"
"In post","2022","Hampshire and Isle of Wight","Outside London","Male","Unknown","1780","1685","37740","35180"
"In post","2022","Hampshire and Isle of Wight","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","Heterosexual / straight","1660","1510","28820","26820"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","LGBO","105","100","28500","25700"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","Undeclared","200","180","28130","25700"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Female","Unknown","370","330","27060","24920"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","Heterosexual / straight","1315","1280","30120","27470"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","LGBO","65","60","28910","26310"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","Undeclared","180","170","31590","28990"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Male","Unknown","300","285","28510","25700"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Outside London","Female","Heterosexual / straight","685","630","29030","27570"
"In post","2022","Highlands and Islands","Outside London","Female","LGBO","30","30","30300","27400"
"In post","2022","Highlands and Islands","Outside London","Female","Undeclared","70","60","30100","27570"
"In post","2022","Highlands and Islands","Outside London","Female","Unknown","245","225","29410","27570"
"In post","2022","Highlands and Islands","Outside London","Male","Heterosexual / straight","565","545","30560","27570"
"In post","2022","Highlands and Islands","Outside London","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Highlands and Islands","Outside London","Male","Undeclared","65","65","32310","30040"
"In post","2022","Highlands and Islands","Outside London","Male","Unknown","330","315","30820","28610"
"In post","2022","Highlands and Islands","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","London","Female","Heterosexual / straight","6720","6365","41140","36200"
"In post","2022","Inner London - East","London","Female","LGBO","400","390","40760","36200"
"In post","2022","Inner London - East","London","Female","Undeclared","910","855","40790","34260"
"In post","2022","Inner London - East","London","Female","Unknown","2330","2145","38840","33390"
"In post","2022","Inner London - East","London","Male","Heterosexual / straight","5380","5270","44710","38390"
"In post","2022","Inner London - East","London","Male","LGBO","525","515","45660","39960"
"In post","2022","Inner London - East","London","Male","Undeclared","735","710","45710","40170"
"In post","2022","Inner London - East","London","Male","Unknown","2055","2000","42830","37610"
"In post","2022","Inner London - East","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","London","Female","Heterosexual / straight","21870","20935","47000","42470"
"In post","2022","Inner London - West","London","Female","LGBO","1670","1640","45410","40650"
"In post","2022","Inner London - West","London","Female","Undeclared","2825","2710","46140","41750"
"In post","2022","Inner London - West","London","Female","Unknown","6315","6085","44860","40050"
"In post","2022","Inner London - West","London","Male","Heterosexual / straight","17585","17385","49540","45200"
"In post","2022","Inner London - West","London","Male","LGBO","2225","2205","49050","46710"
"In post","2022","Inner London - West","London","Male","Undeclared","2770","2730","49440","46070"
"In post","2022","Inner London - West","London","Male","Unknown","5510","5445","47600","41750"
"In post","2022","Inner London - West","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - West","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Outside London","Female","Heterosexual / straight","3125","2845","29200","27370"
"In post","2022","Kent","Outside London","Female","LGBO","195","190","30980","29290"
"In post","2022","Kent","Outside London","Female","Undeclared","390","345","29680","28580"
"In post","2022","Kent","Outside London","Female","Unknown","695","630","28670","26210"
"In post","2022","Kent","Outside London","Male","Heterosexual / straight","2925","2825","30690","29290"
"In post","2022","Kent","Outside London","Male","LGBO","155","155","31010","29290"
"In post","2022","Kent","Outside London","Male","Undeclared","455","430","31130","27430"
"In post","2022","Kent","Outside London","Male","Unknown","815","780","30860","29090"
"In post","2022","Kent","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Kent","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Outside London","Female","Heterosexual / straight","5970","5305","28950","27570"
"In post","2022","Lancashire","Outside London","Female","LGBO","310","295","27830","26900"
"In post","2022","Lancashire","Outside London","Female","Undeclared","620","535","28710","27570"
"In post","2022","Lancashire","Outside London","Female","Unknown","1750","1505","26970","26120"
"In post","2022","Lancashire","Outside London","Male","Heterosexual / straight","4030","3855","30800","27570"
"In post","2022","Lancashire","Outside London","Male","LGBO","235","225","28940","27570"
"In post","2022","Lancashire","Outside London","Male","Undeclared","490","465","30000","27570"
"In post","2022","Lancashire","Outside London","Male","Unknown","1370","1300","29150","27570"
"In post","2022","Lancashire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lancashire","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Female","Heterosexual / straight","2585","2295","27770","25530"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Female","LGBO","155","145","27930","25830"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Female","Undeclared","315","280","27570","25700"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Female","Unknown","650","560","26140","24620"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Male","Heterosexual / straight","1755","1705","29750","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Male","LGBO","100","95","27630","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Male","Undeclared","255","245","30900","27570"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Male","Unknown","465","445","27260","26580"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Outside London","Female","Heterosexual / straight","1205","1110","27530","26100"
"In post","2022","Lincolnshire","Outside London","Female","LGBO","55","50","28110","27120"
"In post","2022","Lincolnshire","Outside London","Female","Undeclared","155","140","27880","26670"
"In post","2022","Lincolnshire","Outside London","Female","Unknown","160","140","28550","27380"
"In post","2022","Lincolnshire","Outside London","Male","Heterosexual / straight","1105","1070","30330","27570"
"In post","2022","Lincolnshire","Outside London","Male","LGBO","40","40","28230","27570"
"In post","2022","Lincolnshire","Outside London","Male","Undeclared","140","135","31680","29200"
"In post","2022","Lincolnshire","Outside London","Male","Unknown","155","150","28130","27120"
"In post","2022","Lincolnshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Lincolnshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Outside London","Female","Heterosexual / straight","8975","8065","29250","26590"
"In post","2022","Merseyside","Outside London","Female","LGBO","365","350","27970","25310"
"In post","2022","Merseyside","Outside London","Female","Undeclared","815","710","28740","26370"
"In post","2022","Merseyside","Outside London","Female","Unknown","2640","2315","27200","24880"
"In post","2022","Merseyside","Outside London","Male","Heterosexual / straight","5575","5405","31280","27570"
"In post","2022","Merseyside","Outside London","Male","LGBO","420","410","30340","27570"
"In post","2022","Merseyside","Outside London","Male","Undeclared","670","640","31700","27570"
"In post","2022","Merseyside","Outside London","Male","Unknown","1755","1685","29040","26590"
"In post","2022","Merseyside","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Merseyside","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Outside London","Female","Heterosexual / straight","590","540","34290","30040"
"In post","2022","North Eastern Scotland","Outside London","Female","LGBO","40","40","33760","30040"
"In post","2022","North Eastern Scotland","Outside London","Female","Undeclared","55","50","34210","27570"
"In post","2022","North Eastern Scotland","Outside London","Female","Unknown","280","250","29890","27570"
"In post","2022","North Eastern Scotland","Outside London","Male","Heterosexual / straight","570","550","42980","35000"
"In post","2022","North Eastern Scotland","Outside London","Male","LGBO","35","35","35190","31000"
"In post","2022","North Eastern Scotland","Outside London","Male","Undeclared","75","75","45380","36540"
"In post","2022","North Eastern Scotland","Outside London","Male","Unknown","285","275","35140","32040"
"In post","2022","North Eastern Scotland","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North Eastern Scotland","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Outside London","Female","Heterosexual / straight","1740","1610","32740","29180"
"In post","2022","North Yorkshire","Outside London","Female","LGBO","125","120","32110","28800"
"In post","2022","North Yorkshire","Outside London","Female","Undeclared","195","175","32320","27570"
"In post","2022","North Yorkshire","Outside London","Female","Unknown","345","315","31610","27570"
"In post","2022","North Yorkshire","Outside London","Male","Heterosexual / straight","1555","1515","33730","30790"
"In post","2022","North Yorkshire","Outside London","Male","LGBO","95","90","31810","29180"
"In post","2022","North Yorkshire","Outside London","Male","Undeclared","250","245","34210","31660"
"In post","2022","North Yorkshire","Outside London","Male","Unknown","345","340","30910","26750"
"In post","2022","North Yorkshire","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North Yorkshire","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Outside London","Female","Heterosexual / straight","1365","1255","30800","26820"
"In post","2022","Northern Ireland","Outside London","Female","LGBO","55","55","28240","26820"
"In post","2022","Northern Ireland","Outside London","Female","Undeclared","90","85","29790","26820"
"In post","2022","Northern Ireland","Outside London","Female","Unknown","465","425","28030","24890"
"In post","2022","Northern Ireland","Outside London","Male","Heterosexual / straight","1540","1505","29830","26590"
"In post","2022","Northern Ireland","Outside London","Male","LGBO","70","70","28700","26590"
"In post","2022","Northern Ireland","Outside London","Male","Undeclared","135","135","29820","27370"
"In post","2022","Northern Ireland","Outside London","Male","Unknown","530","520","27700","24880"
"In post","2022","Northern Ireland","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Female","Heterosexual / straight","9025","7890","29400","26820"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Female","LGBO","445","425","28930","26820"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Female","Undeclared","780","660","28650","26130"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Female","Unknown","3240","2710","26580","22080"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Male","Heterosexual / straight","6110","5895","32760","27570"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Male","LGBO","480","465","30980","27570"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Male","Undeclared","740","705","32580","27570"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Male","Unknown","2430","2325","29970","26820"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","London","Female","Heterosexual / straight","1640","1510","31080","31060"
"In post","2022","Outer London - East and North East","London","Female","LGBO","80","70","31480","31060"
"In post","2022","Outer London - East and North East","London","Female","Undeclared","200","175","29890","30740"
"In post","2022","Outer London - East and North East","London","Female","Unknown","525","460","29470","30330"
"In post","2022","Outer London - East and North East","London","Male","Heterosexual / straight","1085","1060","33020","31060"
"In post","2022","Outer London - East and North East","London","Male","LGBO","50","50","32790","31060"
"In post","2022","Outer London - East and North East","London","Male","Undeclared","125","120","32840","31060"
"In post","2022","Outer London - East and North East","London","Male","Unknown","365","350","31620","31060"
"In post","2022","Outer London - East and North East","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","London","Female","Heterosexual / straight","4745","4400","37440","33440"
"In post","2022","Outer London - South","London","Female","LGBO","155","145","38910","33770"
