"Status","Year","Disability","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Female","170","155","26010","24920"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Male","100","100","27640","25190"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Female","55","55","29190","27960"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Male","35","35","33660","29010"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","Male","10","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Female","455","435","42530","38580"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Male","350","345","46120","40250"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","Female","15","15","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Counter Fraud","Female","10","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Human Resources","Female","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Operational Delivery","Female","25","20","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","Male","5","5","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Female","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Female","20","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Male","15","15","[c]","[c]"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Commercial","Female","20","20","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Commercial","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Digital, Data and Technology","Male","10","10","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Human Resources","Female","[c]","[c]","[c]","[c]"
